"","gameId","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormation","receiverAlignment","gameClock_mod","timeCategory","estadio","nflId_41232","nflId_41712","nflId_42345","nflId_45550","nflId_46992","nflId_47797","nflId_47814","nflId_48374","nflId_52489","nflId_53433","nflId_53543","nflId_39975","nflId_48723","nflId_45355","nflId_54473","nflId_41808","nflId_53612","nflId_46282","nflId_54616","nflId_54042","nflId_55168","nflId_53616","nflId_54038","nflId_42899","nflId_42486","nflId_52486","diferencia","yardlineSide_mod","isDropback"
"23",2022103001,5,2,11,25,85,"SHOTGUN","2x2",2.75,"12-15 min","local",1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,"rival",FALSE
"24",2022110600,3,3,8,47,57,"SHOTGUN","3x1",12.0666666666667,"0-3 min","local",1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,-4,"ATL",TRUE
"25",2022091100,4,2,10,25,85,"SHOTGUN","3x1",0.233333333333333,"12-15 min","local",1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-1,"ATL",TRUE
"26",2022103001,5,1,10,24,86,"PISTOL","3x1",3.33333333333333,"9-12 min","local",1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,"rival",FALSE
"27",2022092511,1,1,10,38,72,"I_FORM","2x1",2.83333333333333,"12-15 min","visitante",1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,-3,"ATL",TRUE
"28",2022091807,1,2,8,16,26,"SINGLEBACK","3x1",8.65,"6-9 min","visitante",1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"rival",TRUE
"29",2022103001,2,1,10,16,94,"PISTOL","2x1",12.1166666666667,"0-3 min","local",1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-3,"rival",FALSE
"30",2022100908,1,1,10,31,41,"EMPTY","3x2",3.5,"9-12 min","visitante",1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,"ATL",TRUE
"31",2022091100,2,3,5,32,42,"SHOTGUN","3x1",1.23333333333333,"12-15 min","local",1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,"rival",TRUE
"32",2022102302,2,2,6,13,23,"I_FORM","2x1",7.46666666666667,"6-9 min","visitante",1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,-21,"rival",FALSE
"33",2022091807,1,2,10,43,53,"PISTOL","2x1",12.2333333333333,"0-3 min","visitante",1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"rival",FALSE
"34",2022102302,2,2,8,25,35,"PISTOL","2x2",8.78333333333333,"6-9 min","visitante",1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-21,"rival",FALSE
"35",2022100908,4,3,3,14,24,"PISTOL","2x1",15,"0-3 min","visitante",1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,-21,"rival",FALSE
"36",2022100201,4,3,2,2,108,"I_FORM","2x1",7.48333333333333,"6-9 min","local",1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,-3,"rival",TRUE
"37",2022102302,3,1,10,25,85,"SINGLEBACK","3x1",5.33333333333333,"9-12 min","visitante",1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,-18,"ATL",FALSE
"38",2022091100,4,1,10,35,75,"EMPTY","3x2",0.1,"12-15 min","local",1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,"ATL",TRUE
"39",2022102302,2,1,1,1,11,"I_FORM","2x1",5.95,"9-12 min","visitante",1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,-21,"rival",FALSE
"40",2022110600,3,1,10,37,73,"SHOTGUN","3x1",7.33333333333333,"6-9 min","local",1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,-4,"rival",FALSE
"41",2022103001,2,3,3,38,48,"EMPTY","3x2",15,"0-3 min","local",1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,-3,"ATL",TRUE
"42",2022092511,3,1,10,35,45,"PISTOL","2x2",13.6833333333333,"0-3 min","visitante",1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,-3,"ATL",FALSE
"43",2022100201,3,1,10,36,74,"PISTOL","2x1",1.96666666666667,"12-15 min","local",1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,-3,"ATL",FALSE
"44",2022092511,4,1,10,18,92,"I_FORM","2x1",1.28333333333333,"12-15 min","visitante",1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,4,"ATL",FALSE
"45",2022102302,2,1,10,27,37,"PISTOL","3x1",9.63333333333333,"3-6 min","visitante",1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-21,"rival",FALSE
"46",2022091807,2,1,10,25,35,"PISTOL","2x2",9.5,"3-6 min","visitante",1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,-14,"ATL",FALSE
"47",2022103001,3,2,11,24,34,"SHOTGUN","3x1",10.95,"3-6 min","local",1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"ATL",FALSE
"48",2022091100,1,1,10,25,35,"SINGLEBACK","3x1",5.73333333333333,"9-12 min","local",1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,"ATL",TRUE
"49",2022110600,1,2,11,13,23,"SHOTGUN","3x1",1.85,"12-15 min","local",1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,7,"rival",TRUE
"50",2022100201,1,1,10,35,45,"I_FORM","2x1",9.26666666666667,"3-6 min","local",1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"ATL",FALSE
"51",2022101600,1,1,10,15,25,"PISTOL","1x1",11.1666666666667,"3-6 min","local",1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,"rival",FALSE
"53",2022091100,1,3,10,21,31,"EMPTY","4x1",8.56666666666667,"6-9 min","local",1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,"ATL",TRUE
"54",2022100201,1,3,12,29,81,"SHOTGUN","3x1",5.76666666666667,"9-12 min","local",1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,"rival",TRUE
"55",2022100201,4,1,10,25,35,"SINGLEBACK","2x2",9.85,"3-6 min","local",1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,-3,"ATL",FALSE
"56",2022091807,1,1,10,31,41,"PISTOL","2x1",10.7166666666667,"3-6 min","visitante",1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"rival",FALSE
"57",2022092511,3,1,10,45,65,"I_FORM","2x1",12.9166666666667,"0-3 min","visitante",1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,-3,"rival",FALSE
"58",2022100201,1,1,10,42,68,"PISTOL","3x1",7.85,"6-9 min","local",1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"rival",FALSE
"59",2022100201,3,1,10,29,81,"PISTOL","2x1",7.76666666666667,"6-9 min","local",1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,"ATL",FALSE
"60",2022091100,4,3,3,49,61,"SHOTGUN","2x1",8.2,"6-9 min","local",1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,8,"ATL",FALSE
"61",2022102302,4,2,7,37,47,"EMPTY","3x2",11.4,"3-6 min","visitante",1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,-18,"ATL",TRUE
"62",2022091807,1,1,10,18,28,"PISTOL","2x1",9.35,"3-6 min","visitante",1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"rival",FALSE
"64",2022091100,4,1,9,9,19,"PISTOL","2x1",13.6666666666667,"0-3 min","local",1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,"rival",FALSE
"65",2022091807,2,1,10,33,77,"PISTOL","2x2",8.13333333333333,"6-9 min","visitante",1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-14,"rival",FALSE
"66",2022103001,3,1,10,49,61,"SINGLEBACK","3x1",5.23333333333333,"9-12 min","local",1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,"rival",FALSE
"67",2022092511,3,2,6,24,86,"PISTOL","2x1",11.0166666666667,"3-6 min","visitante",1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,-3,"rival",TRUE
"68",2022110600,4,3,8,32,42,"SHOTGUN","3x1",12.3833333333333,"0-3 min","local",1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,3,"rival",TRUE
"69",2022101600,1,1,10,29,39,"PISTOL","2x1",12.9333333333333,"0-3 min","local",1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,"rival",FALSE
"70",2022101600,3,2,6,34,76,"PISTOL","3x1",10.8833333333333,"3-6 min","local",1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,7,"rival",FALSE
"71",2022092511,3,2,5,30,40,"PISTOL","2x2",14.3166666666667,"0-3 min","visitante",1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,-3,"ATL",TRUE
"72",2022101600,4,2,8,43,53,"PISTOL","2x2",11.7666666666667,"3-6 min","local",1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,14,"rival",FALSE
"73",2022100201,3,2,6,18,92,"PISTOL","2x1",8.96666666666667,"6-9 min","local",1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"ATL",FALSE
"74",2022101600,3,3,1,19,29,"SINGLEBACK","2x2",5.48333333333333,"9-12 min","local",1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,14,"ATL",FALSE
"75",2022101600,4,3,8,34,76,"I_FORM","2x1",2,"12-15 min","local",1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,14,"ATL",FALSE
"76",2022100908,1,2,5,25,35,"SINGLEBACK","2x2",13.0166666666667,"0-3 min","visitante",1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,"ATL",FALSE
"77",2022102302,1,1,10,25,35,"SHOTGUN","3x1",13,"0-3 min","visitante",1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,-7,"ATL",TRUE
"78",2022100201,1,2,11,11,99,"I_FORM","2x1",4.45,"9-12 min","local",1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"rival",FALSE
"79",2022101600,2,1,10,18,92,"PISTOL","2x1",1.9,"12-15 min","local",1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"rival",FALSE
"80",2022103001,4,1,10,25,85,"SHOTGUN","3x1",0.2,"12-15 min","local",1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,"ATL",TRUE
"81",2022100201,3,1,10,50,60,"PISTOL","3x1",1.28333333333333,"12-15 min","local",1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,-3,"centro",FALSE
"82",2022101600,2,1,10,25,35,"PISTOL","2x1",11.5666666666667,"3-6 min","local",1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,7,"ATL",FALSE
"83",2022092511,1,1,10,24,34,"SHOTGUN","3x1",7.66666666666667,"6-9 min","visitante",1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,-3,"rival",TRUE
"84",2022091100,3,1,10,25,35,"SINGLEBACK","2x2",9.25,"3-6 min","local",1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,6,"ATL",TRUE
"85",2022091100,2,2,20,22,88,"SHOTGUN","3x1",8.21666666666667,"6-9 min","local",1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,"ATL",TRUE
"86",2022091100,1,1,10,25,35,"PISTOL","3x1",15,"0-3 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ATL",TRUE
"87",2022100908,3,1,15,13,23,"SHOTGUN","2x2",14.9166666666667,"0-3 min","visitante",1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-13,"ATL",TRUE
"88",2022103001,1,2,13,28,82,"SHOTGUN","2x2",0.566666666666667,"12-15 min","local",1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,-3,"ATL",TRUE
"89",2022091100,4,2,3,32,78,"PISTOL","3x1",2.85,"12-15 min","local",1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,"ATL",FALSE
"90",2022101600,3,2,5,50,60,"PISTOL","1x1",12.6166666666667,"0-3 min","local",1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,7,"centro",FALSE
"91",2022110600,3,1,10,20,30,"I_FORM","2x1",1.56666666666667,"12-15 min","local",1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,3,"ATL",FALSE
"92",2022101600,4,3,5,40,50,"EMPTY","3x2",10.9,"3-6 min","local",1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,14,"rival",TRUE
"93",2022092511,3,1,10,17,93,"I_FORM","2x1",2.08333333333333,"12-15 min","visitante",1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,-3,"rival",FALSE
"94",2022091100,1,2,10,40,70,"SHOTGUN","2x2",11.5666666666667,"3-6 min","local",1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"rival",FALSE
"95",2022101600,3,2,6,10,100,"SHOTGUN","3x1",9.36666666666667,"3-6 min","local",1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,7,"rival",FALSE
"96",2022103001,2,2,7,49,59,"SHOTGUN","2x2",13.6666666666667,"0-3 min","local",1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,-3,"ATL",TRUE
"97",2022092511,4,1,10,37,47,"I_FORM","2x1",5.86666666666667,"9-12 min","visitante",1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,4,"rival",FALSE
"98",2022102302,3,3,7,42,68,"SHOTGUN","3x1",2.6,"12-15 min","visitante",1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,-18,"ATL",TRUE
"99",2022091100,2,1,10,17,27,"PISTOL","3x1",12.9833333333333,"0-3 min","local",1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-4,"rival",FALSE
"101",2022101600,4,2,2,27,83,"I_FORM","2x1",2.48333333333333,"12-15 min","local",1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,14,"ATL",FALSE
"102",2022091100,4,2,9,9,19,"SHOTGUN","3x1",12.9166666666667,"0-3 min","local",1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,13,"rival",TRUE
"103",2022091100,1,3,5,35,75,"SHOTGUN","3x1",10.9,"3-6 min","local",1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"rival",TRUE
"104",2022101600,2,3,1,39,49,"I_FORM","2x1",5.75,"9-12 min","local",1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"ATL",FALSE
"105",2022103001,4,1,10,20,90,"PISTOL","3x1",11.6666666666667,"3-6 min","local",1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,"ATL",FALSE
"106",2022102302,2,1,10,37,47,"SINGLEBACK","2x2",10.35,"3-6 min","visitante",1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-21,"rival",FALSE
"107",2022100201,1,1,10,27,83,"PISTOL","3x1",6.41666666666667,"6-9 min","local",1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"rival",TRUE
"108",2022100908,1,3,9,32,42,"SHOTGUN","2x2",2.88333333333333,"12-15 min","visitante",1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"ATL",TRUE
"109",2022110600,1,1,10,23,33,"PISTOL","2x1",4.61666666666667,"9-12 min","local",1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,7,"rival",FALSE
"110",2022102302,3,2,13,24,86,"EMPTY","3x2",10.5833333333333,"3-6 min","visitante",1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,-11,"ATL",TRUE
"111",2022100908,4,2,1,50,60,"SINGLEBACK","2x2",7.4,"6-9 min","visitante",1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,-14,"centro",FALSE
"112",2022092511,1,1,1,1,11,"SHOTGUN","2x2",7.21666666666667,"6-9 min","visitante",1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,-3,"rival",FALSE
"113",2022103001,5,2,5,19,29,"SHOTGUN","2x2",9.33333333333333,"3-6 min","local",1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,"ATL",TRUE
"114",2022100908,4,1,10,42,52,"SHOTGUN","3x1",6.45,"6-9 min","visitante",1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,-14,"rival",FALSE
"115",2022091807,2,1,8,8,102,"PISTOL","2x1",4.78333333333333,"9-12 min","visitante",1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,-14,"rival",FALSE
"116",2022100201,1,1,10,13,97,"SHOTGUN","2x2",1.48333333333333,"12-15 min","local",1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,"rival",FALSE
"117",2022102302,1,2,6,29,39,"SINGLEBACK","3x1",12.3666666666667,"0-3 min","visitante",1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,-7,"ATL",FALSE
"118",2022100908,3,1,10,43,53,"PISTOL","2x1",5.45,"9-12 min","visitante",1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,-21,"ATL",FALSE
"119",2022103001,4,2,9,13,23,"SHOTGUN","2x2",8.41666666666667,"6-9 min","local",1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,"rival",FALSE
"120",2022102302,3,2,8,27,83,"PISTOL","1x1",4.68333333333333,"9-12 min","visitante",1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,-18,"ATL",TRUE
"121",2022110600,1,2,3,28,38,"PISTOL","2x2",5.3,"9-12 min","local",1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,7,"rival",TRUE
"122",2022110600,1,1,10,25,85,"EMPTY","3x2",15,"0-3 min","local",1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"ATL",TRUE
"123",2022091100,4,2,4,46,64,"PISTOL","2x2",2.05,"12-15 min","local",1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,"ATL",FALSE
"124",2022102302,2,3,1,34,76,"SINGLEBACK","2x2",13.6166666666667,"0-3 min","visitante",1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,-21,"ATL",FALSE
"125",2022091100,1,2,10,21,31,"EMPTY","3x2",8.63333333333333,"6-9 min","local",1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,"ATL",TRUE
