"","gameId2022091104","gameId2022091802","gameId2022092504","gameId2022100205","gameId2022100905","gameId2022102303","gameId2022103003","gameId2022110603","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormationEMPTY","offenseFormationI_FORM","offenseFormationJUMBO","offenseFormationPISTOL","offenseFormationSHOTGUN","offenseFormationSINGLEBACK","receiverAlignment1x1","receiverAlignment2x0","receiverAlignment2x1","receiverAlignment2x2","receiverAlignment3x0","receiverAlignment3x1","receiverAlignment3x2","receiverAlignment4x1","gameClock_mod","timeCategory0.3.min","timeCategory12.15.min","timeCategory3.6.min","timeCategory6.9.min","timeCategory9.12.min","estadiolocal","estadiovisitante","nflId_43290","nflId_43305","nflId_44930","nflId_46089","nflId_46130","nflId_47791","nflId_52443","nflId_52483","nflId_52529","nflId_53436","nflId_53541","nflId_44947","nflId_53959","nflId_48455","nflId_53739","nflId_43584","nflId_52574","nflId_45721","nflId_46679","nflId_48707","nflId_48680","nflId_46320","nflId_54642","nflId_54428","nflId_53941","nflId_55169","diferencia","yardlineSide_modcentro","yardlineSide_modDET","yardlineSide_modrival","isDropback"
"18",0,1,0,0,0,0,0,0,0.333333333333333,0,0.0689655172413793,0.0408163265306122,0.0204081632653061,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.451612903225806,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.862745098039216,0,0,1,1
"19",0,0,0,0,1,0,0,0,0,0,0.310344827586207,0.938775510204082,0.530612244897959,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.533926585094549,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.509803921568627,0,1,0,0
"20",0,0,0,0,1,0,0,0,1,1,0,0.612244897959184,0.306122448979592,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.627363737486096,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0.0588235294117647,0,0,1,0
"21",0,0,0,0,0,0,1,0,1,0.333333333333333,0.103448275862069,0.428571428571429,0.785714285714286,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.490196078431373,0,1,0,0
"22",0,0,0,0,0,0,1,0,0,0.333333333333333,0.241379310344828,0.959183673469388,0.520408163265306,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.943270300333704,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.568627450980392,0,0,1,1
"23",0,0,0,1,0,0,0,0,0.333333333333333,0,0.310344827586207,0.306122448979592,0.153061224489796,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.601779755283648,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0.411764705882353,0,1,0,1
"24",0,0,0,0,0,0,1,0,0.333333333333333,0.333333333333333,0.310344827586207,0.612244897959184,0.306122448979592,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.558398220244716,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.705882352941177,0,0,1,0
"25",0,0,1,0,0,0,0,0,0,0.333333333333333,0.310344827586207,0.795918367346939,0.602040816326531,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0812013348164627,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0.705882352941177,0,0,1,0
"26",0,1,0,0,0,0,0,0,0,0,0.310344827586207,0.387755102040816,0.193877551020408,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.768631813125695,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.568627450980392,0,1,0,0
"27",0,1,0,0,0,0,0,0,1,0.333333333333333,0.0344827586206897,0.755102040816326,0.622448979591837,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.661846496106785,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0.725490196078431,0,1,0,1
"28",0,0,0,0,1,0,0,0,0.666666666666667,0.333333333333333,0.0344827586206897,0.653061224489796,0.326530612244898,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.638487208008899,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0.196078431372549,0,1,0,0
"29",0,0,0,0,0,1,0,0,0.666666666666667,0.333333333333333,0.0344827586206897,0.816326530612245,0.408163265306122,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.157953281423804,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.490196078431373,0,1,0,0
"30",0,0,0,0,0,0,1,0,0.666666666666667,0,0.310344827586207,0.306122448979592,0.153061224489796,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.00667408231368187,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.490196078431373,0,1,0,1
"31",0,0,0,0,0,0,1,0,0.666666666666667,0.333333333333333,1,0.346938775510204,0.173469387755102,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.451612903225806,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.627450980392157,0,1,0,1
"32",0,0,0,0,0,1,0,0,1,0.333333333333333,0.137931034482759,0.959183673469388,0.520408163265306,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0634037819799778,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0.215686274509804,0,1,0,1
"33",0,0,1,0,0,0,0,0,0.666666666666667,0.666666666666667,0.206896551724138,0.979591836734694,0.489795918367347,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.757508342602892,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.568627450980392,0,1,0,1
"34",0,1,0,0,0,0,0,0,0.333333333333333,0.666666666666667,0.310344827586207,0.387755102040816,0.806122448979592,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0233592880978865,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1
"35",0,0,0,0,0,1,0,0,0.666666666666667,0.666666666666667,0.379310344827586,0.918367346938776,0.459183673469388,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.525027808676307,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0.490196078431373,0,1,0,1
"36",0,0,1,0,0,0,0,0,1,0,0.310344827586207,0.489795918367347,0.755102040816326,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0489432703003337,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.490196078431373,0,1,0,1
"37",0,0,0,1,0,0,0,0,1,0.333333333333333,0,0.938775510204082,0.530612244897959,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.132369299221357,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0.372549019607843,0,1,0,1
"38",0,0,1,0,0,0,0,0,0.333333333333333,1,0,0.612244897959184,0.306122448979592,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0.705882352941177,0,0,1,1
"39",0,0,1,0,0,0,0,0,0,0.333333333333333,0.310344827586207,0.673469387755102,0.663265306122449,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.836484983314794,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.568627450980392,0,0,1,1
"40",1,0,0,0,0,0,0,0,0,0,0.310344827586207,0.816326530612245,0.591836734693878,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.477196885428254,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.705882352941177,0,1,0,1
"41",0,0,0,0,1,0,0,0,0,0.333333333333333,0.206896551724138,0.571428571428571,0.285714285714286,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.420467185761958,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.509803921568627,0,0,1,0
"42",0,0,0,0,0,0,0,1,0,0.333333333333333,0.551724137931034,0.244897959183673,0.877551020408163,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.246941045606229,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0.568627450980392,0,1,0,1
"43",0,0,0,0,0,0,0,1,0.666666666666667,0,0.310344827586207,0.244897959183673,0.122448979591837,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.790878754171301,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0.725490196078431,0,1,0,1
"44",0,0,0,0,1,0,0,0,0.333333333333333,0.333333333333333,0.241379310344828,0.530612244897959,0.26530612244898,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.185761957730812,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.313725490196078,0,1,0,0
"45",1,0,0,0,0,0,0,0,0.333333333333333,0,0.310344827586207,0.489795918367347,0.244897959183673,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.42825361512792,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294117647058824,0,1,0,0
"46",0,0,0,1,0,0,0,0,1,0.333333333333333,0.310344827586207,0.959183673469388,0.479591836734694,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.516129032258065,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0.372549019607843,0,0,1,0
"47",0,0,0,0,0,1,0,0,0.333333333333333,0.333333333333333,0.137931034482759,0.816326530612245,0.591836734693878,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.399332591768632,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0.627450980392157,0,1,0,1
"48",0,0,0,1,0,0,0,0,0.333333333333333,0.333333333333333,0.310344827586207,0.959183673469388,0.520408163265306,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0.411764705882353,0,0,1,0
"49",1,0,0,0,0,0,0,0,0.333333333333333,0,0.310344827586207,0.571428571428571,0.714285714285714,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.264738598442714,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294117647058824,0,0,1,1
"50",0,0,0,0,0,0,1,0,0,0.333333333333333,0.206896551724138,0.489795918367347,0.244897959183673,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.506117908787542,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.705882352941177,0,1,0,1
"51",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.954393770856507,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.235294117647059,0,0,1,0
"52",0,0,0,0,0,1,0,0,0.333333333333333,0.333333333333333,0.172413793103448,0.387755102040816,0.806122448979592,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0367074527252503,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.627450980392157,0,1,0,0
"53",0,0,0,0,0,0,1,0,0.333333333333333,0.333333333333333,0.172413793103448,0.571428571428571,0.714285714285714,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.729699666295884,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.705882352941177,0,1,0,1
"54",1,0,0,0,0,0,0,0,1,0.333333333333333,0.137931034482759,0.653061224489796,0.673469387755102,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.516129032258065,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372549019607843,0,1,0,0
"55",0,0,0,0,0,1,0,0,0.333333333333333,0,0.310344827586207,0.714285714285714,0.642857142857143,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.443826473859844,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0.627450980392157,0,1,0,0
"56",0,1,0,0,0,0,0,0,0.666666666666667,0.333333333333333,0.482758620689655,0.428571428571429,0.785714285714286,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.112347052280311,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.705882352941177,0,0,1,1
"57",0,0,0,1,0,0,0,0,0,0.333333333333333,0.137931034482759,0.612244897959184,0.693877551020408,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.517241379310345,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0.431372549019608,0,1,0,1
"58",1,0,0,0,0,0,0,0,1,0.333333333333333,0.310344827586207,0.816326530612245,0.408163265306122,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.323692992213571,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.372549019607843,0,0,1,1
"59",0,0,0,1,0,0,0,0,1,0,0.310344827586207,0.489795918367347,0.755102040816326,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.147942157953281,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0.372549019607843,0,1,0,1
"60",0,0,1,0,0,0,0,0,1,0.333333333333333,0.310344827586207,0.489795918367347,0.755102040816326,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0433815350389321,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.490196078431373,0,1,0,1
"61",0,0,0,0,1,0,0,0,0.666666666666667,0,0.310344827586207,0.795918367346939,0.397959183673469,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0723025583982203,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0.0588235294117647,0,1,0,1
"62",0,0,0,0,0,0,0,1,1,0.333333333333333,0.0689655172413793,0.0408163265306122,0.0204081632653061,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0.607843137254902,0,0,1,1
"63",0,0,1,0,0,0,0,0,0,0.333333333333333,0.172413793103448,0.673469387755102,0.336734693877551,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.236929922135706,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.705882352941177,0,1,0,0
"64",0,0,0,0,0,1,0,0,1,0.333333333333333,0.275862068965517,1,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0.490196078431373,1,0,0,0
"65",0,0,0,1,0,0,0,0,0.333333333333333,0,0.310344827586207,0.897959183673469,0.448979591836735,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.194660734149055,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0.274509803921569,0,1,0,1
"66",0,1,0,0,0,0,0,0,1,0,0.310344827586207,0.795918367346939,0.397959183673469,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.126807563959956,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0.745098039215686,0,0,1,0
"67",0,1,0,0,0,0,0,0,0.666666666666667,0.666666666666667,0.482758620689655,0.428571428571429,0.785714285714286,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.10789766407119,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.705882352941177,0,0,1,1
"68",0,0,0,1,0,0,0,0,0.333333333333333,0.666666666666667,0.137931034482759,0.408163265306122,0.204081632653061,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.530589543937709,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0.411764705882353,0,1,0,1
"69",0,0,1,0,0,0,0,0,1,0,0.310344827586207,1,0.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.423804226918799,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0.627450980392157,1,0,0,0
"70",0,0,1,0,0,0,0,0,1,0.333333333333333,0.310344827586207,1,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0244716351501669,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.490196078431373,1,0,0,1
"71",0,0,0,0,0,1,0,0,0.333333333333333,0,0.310344827586207,0.489795918367347,0.755102040816326,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.826473859844271,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0.568627450980392,0,1,0,0
"72",0,1,0,0,0,0,0,0,0,0.333333333333333,0.275862068965517,0.448979591836735,0.775510204081633,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.595105672969967,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.568627450980392,0,0,1,1
"73",0,0,0,0,0,0,0,1,0.666666666666667,0,0.310344827586207,0.591836734693878,0.295918367346939,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.319243604004449,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0.607843137254902,0,1,0,1
"74",0,0,0,0,0,1,0,0,0,0,0.310344827586207,0.959183673469388,0.520408163265306,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.471635150166852,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0.568627450980392,0,0,1,1
"75",0,0,1,0,0,0,0,0,0,0,0.310344827586207,0.918367346938776,0.459183673469388,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.194660734149055,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.705882352941177,0,1,0,1
