"","gameId2022091109","gameId2022091803","gameId2022092509","gameId2022100209","gameId2022100903","gameId2022101603","gameId2022102304","gameId2022103000","gameId2022110604","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormationEMPTY","offenseFormationI_FORM","offenseFormationJUMBO","offenseFormationPISTOL","offenseFormationSHOTGUN","offenseFormationSINGLEBACK","offenseFormationWILDCAT","receiverAlignment1x0","receiverAlignment1x1","receiverAlignment2x1","receiverAlignment2x2","receiverAlignment3x0","receiverAlignment3x1","receiverAlignment3x2","receiverAlignment4x2","gameClock_mod","timeCategory0.3.min","timeCategory12.15.min","timeCategory3.6.min","timeCategory6.9.min","timeCategory9.12.min","estadiolocal","estadiovisitante","nflId_38696","nflId_42348","nflId_44835","nflId_44846","nflId_44849","nflId_46116","nflId_47818","nflId_52524","nflId_52733","nflId_53430","nflId_54530","nflId_42302","nflId_52708","nflId_53454","nflId_45785","nflId_44978","nflId_53643","nflId_53574","nflId_53707","nflId_53474","nflId_41665","nflId_44916","nflId_54619","diferencia","yardlineSide_modcentro","yardlineSide_modJAX","yardlineSide_modrival","isDropback"
"42",0,0,0,0,1,0,0,0,0,1,0,0.333333333333333,0.244897959183673,0.877551020408163,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0434298440979955,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0.24390243902439,0,1,0,1
"43",0,0,0,0,1,0,0,0,0,0,0.333333333333333,0.259259259259259,0.142857142857143,0.928571428571429,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.105790645879733,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.414634146341463,0,0,1,1
"44",0,0,0,0,0,0,1,0,0,0.333333333333333,0.666666666666667,0.0740740740740741,1,0.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0111358574610245,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0.365853658536585,1,0,0,1
"45",0,0,0,0,0,0,0,0,1,0,0.333333333333333,0.333333333333333,0.591836734693878,0.295918367346939,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.89532293986637,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0.414634146341463,0,1,0,0
"46",0,1,0,0,0,0,0,0,0,0.666666666666667,0.666666666666667,0.185185185185185,0.571428571428571,0.714285714285714,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.923162583518931,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.829268292682927,0,1,0,1
"47",0,0,0,0,0,0,0,0,1,0.666666666666667,0,0.37037037037037,0.204081632653061,0.102040816326531,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.732739420935412,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0.170731707317073,0,0,1,1
"48",0,0,0,0,0,0,0,1,0,0.666666666666667,0,0.518518518518518,0.673469387755102,0.336734693877551,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0289532293986637,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0.317073170731707,0,1,0,1
"49",0,0,0,0,1,0,0,0,0,0.333333333333333,0.666666666666667,0.518518518518518,0.510204081632653,0.255102040816327,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0155902004454343,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0.341463414634146,0,0,1,1
"50",0,0,0,0,0,0,0,0,1,1,0.666666666666667,0.0740740740740741,0.591836734693878,0.295918367346939,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.514476614699332,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0.51219512195122,0,1,0,1
"51",0,0,0,1,0,0,0,0,0,1,0.333333333333333,0.333333333333333,0.612244897959184,0.306122448979592,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.814031180400891,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.195121951219512,0,1,0,1
"52",0,0,0,0,0,0,1,0,0,1,0.666666666666667,0.259259259259259,0.775510204081633,0.387755102040816,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0.51219512195122,0,1,0,1
"53",0,0,1,0,0,0,0,0,0,0.666666666666667,0,0.333333333333333,0.489795918367347,0.755102040816326,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.789532293986637,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.560975609756098,0,1,0,1
"54",0,0,1,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.259259259259259,0.510204081632653,0.744897959183674,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.780623608017817,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.560975609756098,0,0,1,1
"55",0,0,0,0,0,0,0,1,0,0.666666666666667,0.666666666666667,0,0.959183673469388,0.520408163265306,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.828507795100223,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0.48780487804878,0,0,1,0
"56",0,0,0,0,0,0,0,1,0,0.333333333333333,0,0.333333333333333,0.775510204081633,0.612244897959184,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0946547884187082,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0.48780487804878,0,0,1,1
"57",0,0,0,0,0,0,0,0,1,0.666666666666667,0.333333333333333,0.259259259259259,0.918367346938776,0.459183673469388,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.255011135857461,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0.341463414634146,0,0,1,1
"58",0,0,0,0,1,0,0,0,0,1,0,0.333333333333333,0.387755102040816,0.806122448979592,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.689309576837416,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.414634146341463,0,1,0,1
"59",0,1,0,0,0,0,0,0,0,0,0.666666666666667,0,0.591836734693878,0.704081632653061,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.379732739420935,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.414634146341463,0,0,1,0
"60",0,0,0,0,1,0,0,0,0,1,0.666666666666667,0.333333333333333,0.469387755102041,0.76530612244898,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0122494432071269,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0.24390243902439,0,1,0,1
"61",0,0,0,0,1,0,0,0,0,1,0.666666666666667,0.148148148148148,0.714285714285714,0.642857142857143,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.956570155902004,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.414634146341463,0,1,0,1
"62",0,0,0,0,0,1,0,0,0,1,0,0.333333333333333,0.489795918367347,0.755102040816326,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.010022271714922,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0.24390243902439,0,1,0,1
"63",0,0,0,1,0,0,0,0,0,1,0.666666666666667,0.333333333333333,0.938775510204082,0.469387755102041,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.540089086859688,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0.0487804878048781,0,1,0,1
"64",0,0,1,0,0,0,0,0,0,1,0.333333333333333,0.111111111111111,0.755102040816326,0.377551020408163,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.89977728285078,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0.926829268292683,0,1,0,0
"65",0,0,0,0,0,0,0,1,0,1,0.333333333333333,0.259259259259259,0.836734693877551,0.418367346938776,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.594654788418708,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0.317073170731707,0,0,1,1
"66",0,1,0,0,0,0,0,0,0,0.666666666666667,0,0.333333333333333,0.795918367346939,0.602040816326531,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.878619153674833,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.829268292682927,0,1,0,0
"67",0,0,0,0,0,1,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.255011135857461,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0.414634146341463,0,0,1,0
"68",0,0,0,0,1,0,0,0,0,1,0.333333333333333,0.333333333333333,0.469387755102041,0.76530612244898,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0178173719376392,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0.24390243902439,0,1,0,1
"69",0,0,1,0,0,0,0,0,0,0.666666666666667,0,0.333333333333333,0.816326530612245,0.591836734693878,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.750556792873051,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.560975609756098,0,1,0,1
"70",0,0,0,0,0,0,0,0,1,1,0,0.333333333333333,0.346938775510204,0.173469387755102,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.419821826280624,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0.51219512195122,0,1,0,0
"71",0,0,0,0,0,1,0,0,0,0.666666666666667,0,0.333333333333333,0.816326530612245,0.591836734693878,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.169265033407572,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0.463414634146341,0,0,1,1
"72",0,0,0,0,1,0,0,0,0,0.666666666666667,0.666666666666667,0.111111111111111,0.448979591836735,0.775510204081633,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.759465478841871,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0.414634146341463,0,0,1,1
"73",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.304008908685969,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0.317073170731707,0,0,1,0
"74",1,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.111111111111111,0.877551020408163,0.561224489795918,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.483296213808463,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.146341463414634,0,0,1,0
"75",0,0,0,0,0,0,0,1,0,0.333333333333333,0,0.333333333333333,0.326530612244898,0.836734693877551,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.959910913140312,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0.585365853658537,0,0,1,0
"76",0,0,0,0,0,1,0,0,0,0,0.333333333333333,0.0740740740740741,0.0408163265306122,0.0204081632653061,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.293986636971047,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0.414634146341463,0,0,1,0
