"","gameId2022090800","gameId2022091900","gameId2022092503","gameId2022100202","gameId2022100901","gameId2022101610","gameId2022103012","gameId2022110606","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormationEMPTY","offenseFormationI_FORM","offenseFormationJUMBO","offenseFormationPISTOL","offenseFormationSHOTGUN","offenseFormationSINGLEBACK","offenseFormationWILDCAT","receiverAlignment1x1","receiverAlignment2x0","receiverAlignment2x1","receiverAlignment2x2","receiverAlignment3x1","receiverAlignment3x2","receiverAlignment4x1","gameClock_mod","timeCategory0.3.min","timeCategory12.15.min","timeCategory3.6.min","timeCategory6.9.min","timeCategory9.12.min","estadiolocal","estadiovisitante","nflId_35472","nflId_42392","nflId_42489","nflId_44875","nflId_44985","nflId_46076","nflId_47857","nflId_47879","nflId_48512","nflId_52536","nflId_53522","nflId_42818","nflId_53079","nflId_52494","nflId_48011","nflId_42448","nflId_54528","nflId_42569","nflId_39684","nflId_53855","nflId_54613","nflId_38937","nflId_40124","nflId_53590","nflId_42954","nflId_52615","nflId_45507","nflId_46173","diferencia","yardlineSide_modBUF","yardlineSide_modcentro","yardlineSide_modrival","isDropback"
"36",0,0,0,0,0,0,1,0,1,0,0.36,0.530612244897959,0.73469387755102,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.946488294314381,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.653846153846154,1,0,0,1
"37",0,0,0,0,0,1,0,0,1,0,0.36,0.918367346938776,0.459183673469388,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.146042363433668,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.269230769230769,0,0,1,1
"38",0,0,1,0,0,0,0,0,0.666666666666667,0.333333333333333,0.36,0.224489795918367,0.112244897959184,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.769230769230769,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0.326923076923077,1,0,0,1
"39",0,0,0,0,0,0,1,0,0.333333333333333,0.333333333333333,0.12,0.122448979591837,0.0612244897959184,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.130434782608696,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.461538461538462,0,0,1,0
"40",0,0,0,0,0,0,0,1,0,0.666666666666667,0.16,0.63265306122449,0.683673469387755,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.567447045707915,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.326923076923077,0,0,1,0
"41",1,0,0,0,0,0,0,0,0.666666666666667,0.333333333333333,0.32,0.673469387755102,0.663265306122449,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.11371237458194,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461538461538462,1,0,0,1
"42",0,0,1,0,0,0,0,0,0.666666666666667,0.666666666666667,0.12,0.959183673469388,0.479591836734694,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.596432552954292,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0.326923076923077,1,0,0,1
"43",0,0,0,0,0,1,0,0,0.333333333333333,0,0.36,0.36734693877551,0.183673469387755,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0568561872909699,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.25,1,0,0,1
"44",0,0,1,0,0,0,0,0,0,0,0.36,0.959183673469388,0.520408163265306,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0769230769230769,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.326923076923077,0,0,1,1
"45",0,0,1,0,0,0,0,0,0.333333333333333,0.333333333333333,0.36,0.816326530612245,0.408163265306122,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.012263099219621,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.326923076923077,0,0,1,1
"46",0,0,1,0,0,0,0,0,0.333333333333333,0.333333333333333,0.12,0.714285714285714,0.642857142857143,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.084726867335563,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.326923076923077,1,0,0,1
"47",0,0,0,0,0,0,1,0,0.333333333333333,0,0.36,0.244897959183673,0.122448979591837,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.157190635451505,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.461538461538462,0,0,1,0
"48",0,0,0,0,0,1,0,0,0,0,0.36,0.326530612244898,0.163265306122449,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.702341137123746,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.326923076923077,0,0,1,1
"49",0,0,0,0,1,0,0,0,0,0.333333333333333,0.36,0.0204081632653061,0.989795918367347,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.987736900780379,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.326923076923077,1,0,0,0
"50",0,0,0,0,0,0,0,1,0.333333333333333,0,0.36,0.857142857142857,0.428571428571429,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0156075808249721,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.403846153846154,0,0,1,1
"51",0,0,0,0,0,0,1,0,0,0,0.36,0.938775510204082,0.530612244897959,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.496098104793757,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.326923076923077,0,0,1,0
"52",0,0,0,0,0,1,0,0,0.333333333333333,0.666666666666667,0.48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0836120401337793,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.25,1,0,0,1
"53",0,0,0,0,0,0,1,0,0.333333333333333,0.333333333333333,0,0.571428571428571,0.714285714285714,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.363433667781494,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0.461538461538462,1,0,0,0
"54",0,0,0,0,0,0,0,1,0,0,0.36,0.73469387755102,0.63265306122449,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.643255295429208,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.326923076923077,0,0,1,0
"55",0,1,0,0,0,0,0,0,0,0,0.36,0.489795918367347,0.755102040816326,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326923076923077,1,0,0,1
"56",0,0,1,0,0,0,0,0,0.333333333333333,0.333333333333333,0.12,0.979591836734694,0.510204081632653,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.321070234113712,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.326923076923077,1,0,0,0
"57",0,0,0,0,0,0,1,0,0.333333333333333,0,0.36,0.551020408163265,0.275510204081633,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.251950947603122,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.461538461538462,0,0,1,1
"58",1,0,0,0,0,0,0,0,0.666666666666667,0,0.36,0.428571428571429,0.214285714285714,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.625418060200669,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326923076923077,0,0,1,1
"59",0,0,0,1,0,0,0,0,0.666666666666667,0.666666666666667,0.36,0.408163265306122,0.795918367346939,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.653288740245262,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.134615384615385,0,0,1,1
"60",0,0,1,0,0,0,0,0,1,0.333333333333333,0.76,0.938775510204082,0.530612244897959,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0167224080267559,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0.288461538461538,1,0,0,1
"61",0,0,1,0,0,0,0,0,0.333333333333333,0.333333333333333,0.36,0.897959183673469,0.448979591836735,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.274247491638796,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.326923076923077,0,0,1,1
"62",0,0,0,0,1,0,0,0,0,0.666666666666667,0.76,0.612244897959184,0.306122448979592,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.807134894091416,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.461538461538462,0,0,1,1
"63",0,0,1,0,0,0,0,0,0.666666666666667,0.666666666666667,0.24,0.0816326530612245,0.0408163265306122,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.819397993311037,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.326923076923077,1,0,0,1
"64",1,0,0,0,0,0,0,0,0,0.333333333333333,0.12,0.612244897959184,0.693877551020408,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.965440356744705,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326923076923077,1,0,0,1
"65",0,0,0,1,0,0,0,0,1,0.333333333333333,0.04,0.0408163265306122,0.0204081632653061,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.111482720178372,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326923076923077,0,0,1,0
"66",0,0,0,0,0,1,0,0,1,0.333333333333333,0.16,0.795918367346939,0.602040816326531,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.199554069119287,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0.269230769230769,1,0,0,1
"67",0,0,0,0,0,1,0,0,0.666666666666667,0.333333333333333,0.16,0.693877551020408,0.653061224489796,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.56298773690078,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.326923076923077,0,0,1,1
"68",0,0,0,0,0,0,1,0,1,0,0.36,0.938775510204082,0.469387755102041,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.249721293199554,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.519230769230769,0,0,1,0
"69",0,1,0,0,0,0,0,0,0.333333333333333,0.666666666666667,0,0.510204081632653,0.744897959183674,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.497212931995541,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.326923076923077,0,0,1,1
"70",0,0,0,0,1,0,0,0,0,0.333333333333333,0.36,0.693877551020408,0.653061224489796,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.327759197324415,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.403846153846154,1,0,0,1
"71",1,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.16,0.73469387755102,0.36734693877551,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.828316610925307,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461538461538462,1,0,0,0
"72",0,0,0,1,0,0,0,0,1,0,0.36,0.204081632653061,0.102040816326531,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.119286510590858,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.326923076923077,0,0,1,0
"73",0,0,0,0,0,0,0,1,1,0,0.36,0.775510204081633,0.612244897959184,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.752508361204013,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.326923076923077,1,0,0,1
"74",0,0,0,0,0,1,0,0,0,0.333333333333333,0.2,0.244897959183673,0.122448979591837,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.655518394648829,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.326923076923077,0,0,1,0
"75",0,0,0,0,0,1,0,0,0,0.333333333333333,0.16,0.612244897959184,0.306122448979592,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0278706800445931,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326923076923077,0,0,1,0
