"","gameId","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormation","receiverAlignment","gameClock_mod","timeCategory","estadio","nflId_38632","nflId_40488","nflId_44853","nflId_45094","nflId_46131","nflId_47801","nflId_52430","nflId_52466","nflId_52584","nflId_53452","nflId_54524","nflId_47833","nflId_52725","nflId_43971","nflId_47885","nflId_52611","nflId_52429","nflId_54656","nflId_47976","nflId_45281","nflId_47791","nflId_46370","diferencia","yardlineSide_mod","isDropback"
"31",2022110607,4,1,10,46,56,"SHOTGUN","3x1",6.2,"6-9 min","visitante",1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,"MIN",FALSE
"32",2022103005,2,3,1,1,11,"I_FORM","2x1",9.98333333333333,"3-6 min","local",1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,4,"rival",TRUE
"33",2022091112,2,3,9,31,79,"EMPTY","3x2",0.3,"12-15 min","local",1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,17,"MIN",TRUE
"34",2022100200,2,1,10,44,54,"SINGLEBACK","2x2",2.38333333333333,"12-15 min","visitante",1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,"rival",TRUE
"35",2022103005,1,2,7,43,67,"SHOTGUN","3x1",4.05,"9-12 min","local",1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4,"rival",TRUE
"36",2022110607,4,3,6,6,104,"SINGLEBACK","3x1",1,"12-15 min","visitante",1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,"rival",FALSE
"37",2022103005,1,1,10,25,35,"SINGLEBACK","2x2",6.06666666666667,"6-9 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,"MIN",TRUE
"38",2022100904,3,2,3,41,51,"SINGLEBACK","3x1",9.85,"3-6 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,"rival",FALSE
"39",2022092504,1,3,5,35,75,"SHOTGUN","3x1",4.41666666666667,"9-12 min","local",1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-7,"MIN",TRUE
"40",2022100904,1,1,1,1,11,"I_FORM","1x1",8.3,"6-9 min","local",1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,"rival",FALSE
"41",2022091112,4,3,7,41,51,"EMPTY","3x2",10.7,"3-6 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,13,"MIN",TRUE
"42",2022100904,4,1,10,46,56,"SHOTGUN","2x2",7.01666666666667,"6-9 min","local",1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-1,"MIN",FALSE
"43",2022092504,4,3,8,47,57,"SHOTGUN","3x1",2.7,"12-15 min","local",1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,-3,"MIN",TRUE
"44",2022110607,3,2,10,42,68,"SHOTGUN","3x1",12.4833333333333,"0-3 min","visitante",1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,-3,"MIN",FALSE
"45",2022100904,2,2,10,24,34,"SHOTGUN","2x2",1,"12-15 min","local",1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,11,"MIN",TRUE
"46",2022100200,4,3,21,34,44,"SHOTGUN","2x2",15,"0-3 min","visitante",1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,2,"rival",FALSE
"47",2022091112,2,3,1,35,75,"I_FORM","2x1",2.55,"12-15 min","local",1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,10,"MIN",FALSE
"48",2022103005,2,2,7,50,60,"SHOTGUN","2x2",12.9166666666667,"0-3 min","local",1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4,"centro",TRUE
"49",2022100200,3,2,9,16,26,"SHOTGUN","3x1",12.3333333333333,"0-3 min","visitante",1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6,"MIN",TRUE
"50",2022100200,2,1,10,19,29,"SHOTGUN","3x1",1.88333333333333,"12-15 min","visitante",1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"rival",FALSE
"51",2022091901,1,3,5,30,80,"SHOTGUN","3x1",7.81666666666667,"6-9 min","visitante",1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-7,"MIN",TRUE
"52",2022100904,2,2,8,8,102,"SINGLEBACK","3x1",8.1,"6-9 min","local",1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,11,"rival",FALSE
"53",2022100904,4,3,4,48,62,"SHOTGUN","3x1",5.7,"9-12 min","local",1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,-1,"rival",TRUE
"54",2022100904,4,2,9,24,86,"SHOTGUN","3x1",3.7,"9-12 min","local",1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,-1,"rival",TRUE
"55",2022091112,1,1,10,27,37,"I_FORM","2x1",0.5,"12-15 min","local",1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,7,"MIN",FALSE
"56",2022103005,1,1,10,37,47,"SINGLEBACK","3x1",13.2833333333333,"0-3 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"MIN",FALSE
"57",2022110607,1,3,1,29,39,"SINGLEBACK","2x2",0.683333333333333,"12-15 min","visitante",1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,7,"MIN",FALSE
"58",2022100904,1,2,4,31,79,"SINGLEBACK","2x2",5.53333333333333,"9-12 min","local",1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,4,"MIN",FALSE
"59",2022092504,4,1,9,9,101,"SINGLEBACK","2x2",8.55,"6-9 min","local",1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,-10,"rival",TRUE
"60",2022100904,2,3,1,1,109,"SHOTGUN","2x2",7.38333333333333,"6-9 min","local",1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,11,"rival",TRUE
"61",2022092504,2,2,10,45,65,"SHOTGUN","2x2",11.4166666666667,"3-6 min","local",1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-14,"rival",FALSE
"62",2022092504,3,2,6,40,70,"SINGLEBACK","2x2",1.45,"12-15 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-10,"MIN",FALSE
"63",2022092504,1,1,10,30,80,"SHOTGUN","2x2",5.73333333333333,"9-12 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-7,"MIN",FALSE
"64",2022100904,3,3,1,39,49,"EMPTY","3x2",9.21666666666667,"3-6 min","local",1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,5,"rival",TRUE
"65",2022100200,3,3,8,47,57,"SHOTGUN","2x2",2.8,"12-15 min","visitante",1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,2,"MIN",TRUE
"66",2022110607,4,1,10,12,98,"SINGLEBACK","3x1",7.93333333333333,"6-9 min","visitante",1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,-7,"rival",TRUE
"67",2022110607,2,3,7,47,63,"SHOTGUN","3x1",8.5,"6-9 min","visitante",1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,7,"MIN",TRUE
"68",2022101604,3,2,10,49,59,"SINGLEBACK","2x2",7.21666666666667,"6-9 min","visitante",1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,7,"rival",TRUE
"69",2022101604,2,1,1,1,109,"I_FORM","2x1",2.61666666666667,"12-15 min","visitante",1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,-3,"rival",TRUE
"71",2022092504,3,2,4,41,69,"SINGLEBACK","3x1",7.3,"6-9 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-3,"MIN",FALSE
"72",2022091901,4,2,10,23,87,"SHOTGUN","2x2",10.6,"3-6 min","visitante",1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,-17,"MIN",TRUE
"73",2022091901,2,2,11,39,71,"SHOTGUN","2x2",11.85,"3-6 min","visitante",1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,-14,"rival",FALSE
"74",2022103005,4,3,6,40,50,"EMPTY","3x2",5.35,"9-12 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,8,"MIN",TRUE
"75",2022110607,1,2,11,21,31,"EMPTY","3x2",14.3666666666667,"0-3 min","visitante",1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,"MIN",TRUE
"76",2022092504,4,1,10,46,64,"SINGLEBACK","2x2",10.15,"3-6 min","local",1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-10,"rival",TRUE
"77",2022091112,2,1,10,1,109,"I_FORM","2x1",7.96666666666667,"6-9 min","local",1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,7,"MIN",FALSE
"78",2022103005,1,4,2,38,72,"SHOTGUN","2x2",3.21666666666667,"9-12 min","local",1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,"rival",TRUE
"79",2022110607,1,1,10,16,26,"SINGLEBACK","2x2",6.81666666666667,"6-9 min","visitante",1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,7,"MIN",FALSE
"80",2022101604,2,1,10,30,80,"I_FORM","2x1",4.51666666666667,"9-12 min","visitante",1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,-3,"rival",FALSE
"81",2022091901,3,1,10,30,80,"SHOTGUN","2x2",11.35,"3-6 min","visitante",1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-17,"rival",TRUE
"82",2022100200,1,3,9,40,70,"SHOTGUN","3x1",3.25,"9-12 min","visitante",1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,7,"rival",TRUE
"83",2022103005,3,3,5,41,69,"EMPTY","3x2",8.08333333333333,"6-9 min","local",1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-3,"MIN",TRUE
"84",2022092504,4,2,9,27,37,"SINGLEBACK","3x1",14.4666666666667,"0-3 min","local",1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-10,"MIN",TRUE
"85",2022100200,2,1,10,44,66,"I_FORM","2x1",3.7,"9-12 min","visitante",1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"MIN",TRUE
"86",2022103005,3,1,7,7,17,"SHOTGUN","2x2",5.93333333333333,"9-12 min","local",1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,-3,"rival",TRUE
"87",2022091112,3,1,10,33,43,"I_FORM","2x1",12.1,"0-3 min","local",1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,17,"rival",FALSE
"88",2022110607,4,3,13,15,95,"SHOTGUN","2x2",11.35,"3-6 min","visitante",1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,-10,"rival",TRUE
"90",2022103005,2,1,10,27,37,"SINGLEBACK","2x2",12.0833333333333,"0-3 min","local",1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,4,"rival",FALSE
"91",2022101604,4,2,2,2,108,"SINGLEBACK","2x2",14.35,"0-3 min","visitante",1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,"rival",TRUE
"92",2022100904,4,1,10,35,45,"SINGLEBACK","2x2",8.8,"6-9 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,"MIN",FALSE
"93",2022100200,2,2,10,20,30,"SHOTGUN","2x2",0.366666666666667,"12-15 min","visitante",1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,"rival",TRUE
"94",2022103005,3,2,5,41,69,"SHOTGUN","2x2",8.15,"6-9 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-3,"MIN",TRUE
"95",2022103005,3,2,5,25,35,"EMPTY","3x2",6.66666666666667,"6-9 min","local",1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,-3,"rival",TRUE
"96",2022092504,3,1,10,36,74,"SHOTGUN","2x2",2,"12-15 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-10,"MIN",TRUE
"97",2022091901,2,3,6,34,76,"SHOTGUN","3x1",11.1166666666667,"3-6 min","visitante",1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,-14,"rival",TRUE
"98",2022091112,2,1,10,26,84,"SINGLEBACK","2x2",2.96666666666667,"12-15 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,10,"MIN",FALSE
"99",2022091901,4,2,7,32,42,"SHOTGUN","2x2",1.7,"12-15 min","visitante",1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,-17,"rival",TRUE
"100",2022110607,4,2,4,4,106,"SINGLEBACK","3x1",1.8,"12-15 min","visitante",1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,"rival",FALSE
"101",2022100200,3,1,10,44,66,"SINGLEBACK","2x2",11.9,"3-6 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,"rival",TRUE
"102",2022103005,4,1,10,41,51,"I_FORM","2x1",2.65,"12-15 min","local",1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,8,"MIN",FALSE
"103",2022101604,1,2,10,20,90,"SINGLEBACK","2x2",0.266666666666667,"12-15 min","visitante",1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"MIN",TRUE
"104",2022100904,4,2,10,15,95,"SINGLEBACK","2x2",2.83333333333333,"12-15 min","local",1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,"rival",FALSE
"105",2022091901,1,1,10,39,71,"I_FORM","2x1",4.61666666666667,"9-12 min","visitante",1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,-7,"MIN",FALSE
"106",2022091901,3,1,10,19,91,"SHOTGUN","2x2",10.7333333333333,"3-6 min","visitante",1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-17,"rival",TRUE
"107",2022110607,1,2,10,20,30,"SHOTGUN","2x2",1.35,"12-15 min","visitante",1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,7,"MIN",TRUE
"108",2022092504,1,1,10,19,91,"SINGLEBACK","3x1",6.66666666666667,"6-9 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-7,"MIN",FALSE
"109",2022091112,2,1,10,13,23,"SHOTGUN","2x2",5.45,"9-12 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7,"rival",TRUE
"110",2022100200,1,2,8,40,70,"SHOTGUN","2x1",11.9333333333333,"3-6 min","visitante",1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,"rival",TRUE
"111",2022100904,1,1,10,37,73,"SINGLEBACK","2x2",4.9,"9-12 min","local",1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,4,"MIN",TRUE
"112",2022101604,1,3,2,33,77,"SHOTGUN","2x2",13.75,"0-3 min","visitante",1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"MIN",TRUE
"113",2022101604,3,2,3,45,65,"SINGLEBACK","3x1",0.65,"12-15 min","visitante",1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,"MIN",TRUE
"114",2022100200,2,1,10,43,67,"SINGLEBACK","2x2",7.95,"6-9 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"MIN",FALSE
"115",2022101604,2,3,4,48,58,"SHOTGUN","2x2",0.65,"12-15 min","visitante",1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,"MIN",TRUE
"116",2022091901,3,1,10,21,31,"SHOTGUN","2x2",14.8833333333333,"0-3 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-17,"MIN",FALSE
"117",2022091901,4,2,9,9,19,"EMPTY","3x2",7.36666666666667,"6-9 min","visitante",1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-17,"rival",TRUE
"118",2022110607,4,2,13,15,95,"SHOTGUN","2x2",11.4166666666667,"3-6 min","visitante",1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,-10,"rival",TRUE
"119",2022100200,4,3,4,43,67,"SHOTGUN","3x1",7,"6-9 min","visitante",1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,-3,"MIN",TRUE
"120",2022100904,1,2,4,29,39,"SINGLEBACK","3x1",1.68333333333333,"12-15 min","local",1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,4,"rival",FALSE
"121",2022092504,4,1,10,43,53,"SINGLEBACK","2x2",10.65,"3-6 min","local",1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-10,"MIN",TRUE
"122",2022091901,3,2,7,27,83,"SHOTGUN","2x1",2.53333333333333,"12-15 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-17,"rival",TRUE
"123",2022110607,2,1,10,25,85,"SHOTGUN","2x2",0.616666666666667,"12-15 min","visitante",1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,4,"MIN",TRUE
"124",2022100200,4,1,10,18,92,"SHOTGUN","2x2",1.75,"12-15 min","visitante",1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"MIN",FALSE
"125",2022091112,1,3,5,39,49,"SHOTGUN","3x1",12.9333333333333,"0-3 min","local",1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"MIN",TRUE
"126",2022100904,4,1,10,15,95,"SINGLEBACK","2x2",2.9,"12-15 min","local",1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,"rival",TRUE
"127",2022091112,4,1,10,10,100,"SINGLEBACK","2x2",7.75,"6-9 min","local",1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,13,"rival",FALSE
"128",2022091901,2,3,1,34,44,"SINGLEBACK","2x2",13.5,"0-3 min","visitante",1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,-14,"MIN",FALSE
"129",2022103005,2,2,9,40,50,"SHOTGUN","2x2",0.116666666666667,"12-15 min","local",1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,"rival",TRUE
"130",2022091112,4,2,11,48,58,"I_FORM","2x1",2,"12-15 min","local",1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,16,"MIN",FALSE
"131",2022101604,1,1,10,25,85,"SINGLEBACK","2x2",15,"0-3 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"MIN",TRUE
"132",2022100200,1,2,7,38,48,"SHOTGUN","2x2",13.85,"0-3 min","visitante",1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"MIN",TRUE
"133",2022091112,1,2,4,21,31,"EMPTY","3x2",1.21666666666667,"12-15 min","local",1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,7,"MIN",TRUE
"134",2022091112,2,1,10,30,80,"EMPTY","3x2",0.45,"12-15 min","local",1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,17,"MIN",TRUE
