"","gameId","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormation","receiverAlignment","gameClock_mod","timeCategory","estadio","nflId_42357","nflId_42587","nflId_42883","nflId_43324","nflId_44912","nflId_46092","nflId_47870","nflId_48097","nflId_52590","nflId_53444","nflId_54494","nflId_42363","nflId_53549","nflId_42437","nflId_41069","nflId_48541","nflId_47884","nflId_45185","nflId_33234","nflId_54592","nflId_34843","nflId_37213","nflId_54602","nflId_54515","nflId_48580","nflId_54648","nflId_53000","nflId_52488","diferencia","yardlineSide_mod","isDropback"
"11",2022102400,2,1,10,39,71,"SHOTGUN","2x1",1.66666666666667,"12-15 min","local",1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,-3,"NE",FALSE
"12",2022092505,3,2,7,28,38,"SINGLEBACK","2x2",4.15,"9-12 min","local",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-8,"NE",TRUE
"13",2022091106,2,2,10,26,84,"SINGLEBACK","2x2",7.4,"6-9 min","visitante",1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,"NE",FALSE
"14",2022103007,2,3,2,22,32,"SHOTGUN","2x2",2.43333333333333,"12-15 min","visitante",0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,-7,"rival",FALSE
"16",2022092505,4,3,10,10,20,"SHOTGUN","3x1",9.2,"3-6 min","local",1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-5,"rival",TRUE
"17",2022091106,3,3,3,30,80,"SHOTGUN","3x1",7.6,"6-9 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17,"rival",FALSE
"18",2022110605,4,3,5,5,15,"EMPTY","4x1",10.95,"3-6 min","local",0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,13,"rival",TRUE
"19",2022092505,4,4,1,17,27,"SINGLEBACK","3x1",13.6333333333333,"0-3 min","local",1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-11,"rival",TRUE
"20",2022100211,4,3,3,9,101,"SHOTGUN","3x1",1.01666666666667,"12-15 min","visitante",1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,"NE",FALSE
"21",2022100211,1,1,14,4,14,"SINGLEBACK","3x1",2.41666666666667,"12-15 min","visitante",1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,"NE",FALSE
"22",2022103007,2,2,10,49,61,"SHOTGUN","2x2",10.1833333333333,"3-6 min","visitante",0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-7,"NE",FALSE
"23",2022101601,3,1,20,29,39,"SHOTGUN","3x1",8.81666666666667,"6-9 min","visitante",1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,11,"NE",TRUE
"24",2022091106,3,1,10,35,45,"SINGLEBACK","2x2",11.25,"3-6 min","visitante",1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17,"NE",FALSE
"25",2022100905,3,1,10,47,63,"SHOTGUN","3x1",4.75,"9-12 min","local",0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,19,"NE",FALSE
"26",2022110605,2,1,2,2,12,"SHOTGUN","2x2",6.96666666666667,"6-9 min","local",0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,6,"rival",FALSE
"27",2022102400,2,3,1,37,47,"I_FORM","2x1",13.8166666666667,"0-3 min","local",1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-10,"rival",FALSE
"28",2022101601,2,1,10,31,41,"SHOTGUN","3x1",3.66666666666667,"9-12 min","visitante",1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,"rival",TRUE
"29",2022101601,1,1,10,36,46,"SINGLEBACK","2x1",14.35,"0-3 min","visitante",0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"NE",FALSE
"30",2022091806,1,1,10,31,41,"SHOTGUN","2x2",12.0666666666667,"0-3 min","visitante",1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"NE",FALSE
"31",2022100905,2,1,10,40,70,"SINGLEBACK","2x1",8,"6-9 min","local",0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,6,"NE",FALSE
"32",2022103007,1,2,11,46,64,"SINGLEBACK","2x2",5.48333333333333,"9-12 min","visitante",0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,-3,"rival",TRUE
"33",2022092505,2,1,10,25,35,"SHOTGUN","3x1",0.5,"12-15 min","local",1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4,"NE",TRUE
"34",2022100211,4,2,5,5,15,"SINGLEBACK","2x1",11.3166666666667,"3-6 min","visitante",1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,"rival",FALSE
"35",2022101601,3,2,2,2,108,"SHOTGUN","2x2",11.4833333333333,"3-6 min","visitante",1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,"rival",TRUE
"36",2022102400,2,2,10,27,83,"SHOTGUN","3x1",1.73333333333333,"12-15 min","local",1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,-3,"NE",TRUE
"37",2022103007,1,1,10,33,77,"SHOTGUN","3x1",4.71666666666667,"9-12 min","visitante",0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,-3,"rival",TRUE
"38",2022091106,3,2,10,23,87,"SINGLEBACK","2x2",6.28333333333333,"6-9 min","visitante",1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17,"rival",TRUE
"39",2022103007,3,2,12,29,81,"SHOTGUN","3x1",3.45,"9-12 min","visitante",0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,6,"rival",TRUE
"40",2022091106,4,2,10,43,53,"SHOTGUN","3x1",5.1,"9-12 min","visitante",1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-13,"rival",TRUE
"41",2022091806,2,2,10,26,84,"SHOTGUN","3x1",3.08333333333333,"9-12 min","visitante",0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"NE",TRUE
"42",2022102400,4,3,1,23,87,"SHOTGUN","3x1",4.06666666666667,"9-12 min","local",1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,-19,"NE",TRUE
"43",2022100905,3,1,10,19,29,"SHOTGUN","3x1",12.3666666666667,"0-3 min","local",0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,16,"rival",FALSE
"44",2022091806,2,3,1,35,75,"SINGLEBACK","3x1",2.26666666666667,"12-15 min","visitante",0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NE",FALSE
"45",2022091106,4,3,6,42,68,"EMPTY","3x2",12.9833333333333,"0-3 min","visitante",1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-13,"NE",TRUE
"46",2022110605,1,1,10,19,29,"SINGLEBACK","2x2",7.53333333333333,"6-9 min","local",0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"NE",FALSE
"47",2022100905,2,1,10,28,82,"SHOTGUN","3x1",1.63333333333333,"12-15 min","local",1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,13,"NE",FALSE
"48",2022100211,1,1,10,48,58,"SINGLEBACK","3x1",12.5333333333333,"0-3 min","visitante",1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"NE",FALSE
"49",2022110605,4,2,5,5,15,"SHOTGUN","2x2",11.5666666666667,"3-6 min","local",0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,13,"rival",FALSE
"50",2022091806,4,2,7,33,77,"SINGLEBACK","3x1",5.96666666666667,"9-12 min","visitante",1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,"NE",FALSE
"52",2022091806,3,1,10,10,100,"SHOTGUN","2x2",3.96666666666667,"9-12 min","visitante",1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,"rival",FALSE
"53",2022091806,1,1,10,20,30,"SHOTGUN","3x1",13.45,"0-3 min","visitante",1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"NE",TRUE
"54",2022110605,1,2,9,20,30,"I_FORM","2x1",6.91666666666667,"6-9 min","local",0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,"NE",TRUE
"55",2022110605,4,1,10,14,24,"SINGLEBACK","2x2",13.7333333333333,"0-3 min","local",0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,13,"rival",FALSE
"56",2022091106,1,2,13,41,51,"SHOTGUN","3x1",2.51666666666667,"12-15 min","visitante",1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,"NE",TRUE
"57",2022101601,4,1,10,50,60,"SINGLEBACK","2x2",13.9333333333333,"0-3 min","visitante",1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,"centro",FALSE
"58",2022102400,4,3,3,35,75,"SHOTGUN","3x1",10.2166666666667,"3-6 min","local",1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,-19,"NE",TRUE
"59",2022100211,2,3,3,43,53,"SHOTGUN","2x2",2.56666666666667,"12-15 min","visitante",1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-4,"rival",FALSE
"60",2022101601,1,2,8,42,68,"SINGLEBACK","3x1",12.3333333333333,"0-3 min","visitante",1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"rival",FALSE
"61",2022110605,2,3,1,34,44,"JUMBO","2x2",10.9,"3-6 min","local",0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,"rival",FALSE
"62",2022101601,4,1,8,8,18,"SINGLEBACK","2x1",3.93333333333333,"9-12 min","visitante",0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,16,"rival",FALSE
"63",2022103007,1,2,15,34,44,"EMPTY","3x2",6.95,"6-9 min","visitante",0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,-3,"NE",TRUE
"64",2022101601,2,1,10,13,97,"SHOTGUN","3x1",7.8,"6-9 min","visitante",1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,"NE",TRUE
"65",2022091106,1,2,1,34,44,"SINGLEBACK","2x2",14.45,"0-3 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NE",FALSE
"66",2022100905,3,2,10,47,63,"EMPTY","3x2",4.13333333333333,"9-12 min","local",0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,19,"NE",TRUE
"67",2022110605,2,2,9,37,47,"EMPTY","3x2",14.2666666666667,"0-3 min","local",0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"rival",TRUE
"68",2022101601,2,2,10,31,41,"SHOTGUN","3x1",3.56666666666667,"9-12 min","visitante",1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,"rival",TRUE
"69",2022092505,1,1,10,40,70,"SINGLEBACK","2x2",2.9,"12-15 min","local",1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-7,"NE",TRUE
"70",2022103007,2,3,21,23,33,"JUMBO","2x2",0.133333333333333,"12-15 min","visitante",0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-7,"rival",FALSE
"71",2022100211,4,1,10,46,64,"SINGLEBACK","2x1",14.3833333333333,"0-3 min","visitante",1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,"NE",FALSE
"72",2022100905,1,2,1,12,98,"SINGLEBACK","2x2",0.166666666666667,"12-15 min","local",1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,"rival",FALSE
"73",2022100905,3,3,3,41,69,"SHOTGUN","2x2",5.15,"9-12 min","local",0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,19,"NE",TRUE
"74",2022101601,3,1,2,2,108,"JUMBO","2x1",12.15,"0-3 min","visitante",0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,"rival",FALSE
"75",2022091806,3,1,10,25,35,"SHOTGUN","2x2",15,"0-3 min","visitante",1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,"NE",FALSE
"76",2022091806,2,3,3,44,54,"SHOTGUN","2x2",0.5,"12-15 min","visitante",1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rival",TRUE
"77",2022091806,4,3,2,38,72,"SHOTGUN","2x2",4.61666666666667,"9-12 min","visitante",0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,"NE",TRUE
"78",2022092505,2,1,10,36,46,"SHOTGUN","3x1",0.35,"12-15 min","local",1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4,"NE",TRUE
"79",2022101601,3,3,12,37,47,"EMPTY","4x1",7.43333333333333,"6-9 min","visitante",1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11,"NE",TRUE
"80",2022092505,3,1,10,37,73,"SINGLEBACK","2x2",14.0833333333333,"0-3 min","local",0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,"rival",FALSE
"81",2022102400,4,2,5,33,77,"SHOTGUN","3x1",10.9,"3-6 min","local",1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,-19,"NE",TRUE
"82",2022100905,1,3,4,25,85,"SHOTGUN","3x1",1.45,"12-15 min","local",1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,"rival",FALSE
"83",2022100905,3,1,10,40,50,"SHOTGUN","3x1",13.5833333333333,"0-3 min","local",1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,16,"rival",FALSE
"84",2022103007,2,3,5,14,96,"EMPTY","3x2",6.4,"6-9 min","visitante",0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,-7,"NE",TRUE
"85",2022100905,1,2,14,35,75,"SHOTGUN","2x2",2.03333333333333,"12-15 min","local",1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,"rival",TRUE
"86",2022101601,1,2,9,13,97,"SHOTGUN","3x1",9.95,"3-6 min","visitante",1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"rival",TRUE
"87",2022102400,1,2,10,17,27,"SHOTGUN","3x1",14.2833333333333,"0-3 min","local",1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"NE",TRUE
"88",2022091106,1,1,10,43,67,"SINGLEBACK","3x1",12.3333333333333,"0-3 min","visitante",1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rival",FALSE
"89",2022110605,1,1,10,25,35,"SINGLEBACK","3x1",15,"0-3 min","local",0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"NE",FALSE
"90",2022102400,1,2,6,42,52,"PISTOL","2x2",0.25,"12-15 min","local",1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-10,"NE",TRUE
"91",2022100211,4,2,6,29,81,"SINGLEBACK","2x2",5.38333333333333,"9-12 min","visitante",1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"NE",TRUE
"92",2022100905,3,2,2,35,45,"SHOTGUN","3x1",2.68333333333333,"12-15 min","local",0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,19,"rival",FALSE
"93",2022100211,4,1,10,25,85,"SINGLEBACK","2x1",6.15,"6-9 min","visitante",1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,"NE",FALSE
"94",2022091106,3,1,10,8,18,"SINGLEBACK","3x1",13.0833333333333,"0-3 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17,"NE",FALSE
"95",2022110605,1,1,10,49,61,"SINGLEBACK","3x1",0.616666666666667,"12-15 min","local",0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"rival",FALSE
"96",2022091106,4,1,10,16,94,"SHOTGUN","2x2",5.46666666666667,"9-12 min","visitante",1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-13,"NE",TRUE
"97",2022102400,2,1,7,7,17,"SINGLEBACK","2x2",6.75,"6-9 min","local",1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,-3,"rival",FALSE
"98",2022091106,1,1,10,25,35,"SHOTGUN","2x2",15,"0-3 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NE",TRUE
"99",2022100211,2,2,10,50,60,"SHOTGUN","3x1",3.25,"9-12 min","visitante",1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-4,"centro",TRUE
"100",2022101601,4,3,15,48,62,"SHOTGUN","3x1",5.23333333333333,"9-12 min","visitante",1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,9,"NE",TRUE
"101",2022102400,2,2,9,45,55,"SHOTGUN","3x1",14.3333333333333,"0-3 min","local",1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-10,"rival",TRUE
"102",2022103007,2,1,19,25,85,"EMPTY","3x2",5.8,"9-12 min","visitante",0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,-7,"NE",TRUE
"103",2022110605,1,3,15,25,35,"SHOTGUN","3x1",4.21666666666667,"9-12 min","local",0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"NE",TRUE
"104",2022100905,3,1,10,34,76,"SHOTGUN","3x1",6.56666666666667,"6-9 min","local",0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,19,"NE",TRUE
"105",2022091106,1,2,2,35,75,"SINGLEBACK","2x2",11.55,"3-6 min","visitante",1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rival",FALSE
"106",2022100905,4,2,8,34,44,"SINGLEBACK","3x1",8.63333333333333,"6-9 min","local",0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,26,"NE",TRUE
"107",2022110605,3,2,4,25,85,"SHOTGUN","3x1",4.55,"9-12 min","local",0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,10,"rival",TRUE
"108",2022110605,2,1,20,42,52,"I_FORM","2x1",10.0666666666667,"3-6 min","local",0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,3,"rival",FALSE
"109",2022092505,4,1,10,39,49,"SHOTGUN","3x1",12.4166666666667,"0-3 min","local",1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-5,"rival",TRUE
"110",2022110605,4,2,10,46,64,"SINGLEBACK","2x2",6.11666666666667,"6-9 min","local",0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,16,"NE",TRUE
"111",2022100211,1,1,10,37,47,"SINGLEBACK","2x2",13.85,"0-3 min","visitante",1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"NE",FALSE
"112",2022091106,2,3,19,49,59,"SHOTGUN","3x1",15,"0-3 min","visitante",1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,"rival",TRUE
"113",2022110605,1,3,12,23,33,"SHOTGUN","2x2",14.45,"0-3 min","local",0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"NE",TRUE
"114",2022091106,2,3,7,29,81,"SHOTGUN","3x1",6.78333333333333,"6-9 min","visitante",1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,"NE",TRUE
"115",2022100905,1,1,10,21,89,"SHOTGUN","3x1",0.8,"12-15 min","local",1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,"rival",FALSE
"117",2022100905,3,3,11,20,30,"SHOTGUN","3x1",10.9,"3-6 min","local",0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,16,"rival",TRUE
"118",2022091806,3,2,7,43,67,"SHOTGUN","2x2",11.7166666666667,"3-6 min","visitante",1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"rival",TRUE
"119",2022091806,4,1,10,50,60,"SINGLEBACK","2x2",9.66666666666667,"3-6 min","visitante",0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,"centro",TRUE
