"","gameId2022091109","gameId2022091802","gameId2022092508","gameId2022100204","gameId2022100909","gameId2022101300","gameId2022102306","gameId2022103009","gameId2022110607","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormationEMPTY","offenseFormationI_FORM","offenseFormationJUMBO","offenseFormationPISTOL","offenseFormationSHOTGUN","offenseFormationSINGLEBACK","offenseFormationWILDCAT","receiverAlignment1x0","receiverAlignment1x1","receiverAlignment2x1","receiverAlignment2x2","receiverAlignment3x1","receiverAlignment3x2","receiverAlignment4x1","gameClock_mod","timeCategory0.3.min","timeCategory12.15.min","timeCategory3.6.min","timeCategory6.9.min","timeCategory9.12.min","estadiolocal","estadiovisitante","nflId_41349","nflId_41475","nflId_41939","nflId_43291","nflId_43484","nflId_45012","nflId_47859","nflId_52474","nflId_53480","nflId_53553","nflId_54481","nflId_43722","nflId_44852","nflId_54846","nflId_43445","nflId_53687","nflId_46362","nflId_53511","nflId_41321","nflId_52516","nflId_41563","nflId_47914","nflId_43339","nflId_54614","nflId_54563","nflId_41707","nflId_42831","nflId_54850","nflId_45005","diferencia","yardlineSide_modcentro","yardlineSide_modrival","yardlineSide_modWAS","isDropback"
"18",0,0,0,0,0,0,0,1,0,0.666666666666667,0.333333333333333,0.192307692307692,0.36734693877551,0.183673469387755,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.182122905027933,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0.714285714285714,0,0,1,0
"19",0,0,0,0,0,0,0,0,1,0.666666666666667,0.333333333333333,0.115384615384615,0.551020408163265,0.275510204081633,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.25586592178771,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0.771428571428571,0,0,1,0
"20",0,0,0,0,1,0,0,0,0,0.666666666666667,0.333333333333333,0.346153846153846,0.918367346938776,0.540816326530612,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.690502793296089,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0.571428571428571,0,1,0,0
"21",0,0,0,0,0,0,0,0,1,1,0.333333333333333,0.153846153846154,0.102040816326531,0.0510204081632653,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.955307262569832,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0.771428571428571,0,1,0,1
"22",0,0,0,0,0,0,1,0,0,0.333333333333333,0,0.346153846153846,0.612244897959184,0.306122448979592,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0871508379888268,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0.571428571428571,0,0,1,0
"23",0,0,0,1,0,0,0,0,0,0,0,0.346153846153846,0.73469387755102,0.36734693877551,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.678212290502793,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.6,0,0,1,1
"24",0,0,0,0,0,1,0,0,0,1,0,0.346153846153846,0.959183673469388,0.520408163265306,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.159776536312849,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0.828571428571429,0,0,1,0
"25",0,1,0,0,0,0,0,0,0,1,0,0.346153846153846,0.428571428571429,0.785714285714286,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.791061452513966,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.285714285714286,0,1,0,1
"26",0,0,0,0,0,0,1,0,0,0.333333333333333,0.666666666666667,0.153846153846154,0.571428571428571,0.714285714285714,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.191061452513967,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0.571428571428571,0,1,0,1
"27",0,0,0,0,0,0,0,0,1,0.666666666666667,0.666666666666667,0.0384615384615385,0.591836734693878,0.295918367346939,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.204469273743017,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0.771428571428571,0,0,1,1
"28",1,0,0,0,0,0,0,0,0,0.666666666666667,0.333333333333333,0.0769230769230769,0.63265306122449,0.316326530612245,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.535195530726257,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.828571428571429,0,0,1,0
"29",0,0,0,1,0,0,0,0,0,0.666666666666667,0.333333333333333,0.269230769230769,0.326530612244898,0.836734693877551,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.145251396648045,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.457142857142857,0,1,0,1
"30",0,0,1,0,0,0,0,0,0,1,0.333333333333333,0,0.959183673469388,0.520408163265306,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.901675977653631,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0571428571428571,0,0,1,1
"31",0,0,0,0,0,0,1,0,0,1,0,0.346153846153846,0.877551020408163,0.438775510204082,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.135195530726257,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0.742857142857143,0,1,0,0
"32",0,0,0,0,0,0,1,0,0,1,0.333333333333333,0.307692307692308,0.36734693877551,0.183673469387755,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.596648044692737,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0.857142857142857,0,1,0,1
"33",0,0,0,0,0,0,1,0,0,0.666666666666667,0.333333333333333,0.192307692307692,0.224489795918367,0.887755102040816,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0636871508379888,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0.771428571428571,0,1,0,0
"34",0,0,0,0,0,0,0,0,1,0.333333333333333,0,0.346153846153846,0.204081632653061,0.102040816326531,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.553072625698324,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0.485714285714286,0,0,1,0
"35",0,0,0,1,0,0,0,0,0,1,0.333333333333333,0.153846153846154,0.489795918367347,0.244897959183673,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.702793296089385,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.342857142857143,0,1,0,1
"36",0,1,0,0,0,0,0,0,0,0.666666666666667,0.333333333333333,0.0384615384615385,0.938775510204082,0.469387755102041,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.679329608938547,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.257142857142857,0,1,0,1
"37",0,0,0,0,1,0,0,0,0,0,0.666666666666667,0.269230769230769,0.591836734693878,0.295918367346939,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0770949720670391,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0.485714285714286,0,1,0,0
"38",0,0,0,0,0,0,1,0,0,0.333333333333333,0.666666666666667,0,0.510204081632653,0.255102040816327,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.791061452513966,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0.371428571428571,0,0,1,0
"39",0,0,1,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.192307692307692,0.571428571428571,0.285714285714286,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.946368715083799,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.6,0,0,1,1
"40",0,0,0,0,0,0,1,0,0,0.666666666666667,0.666666666666667,0.230769230769231,0.244897959183673,0.877551020408163,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0122905027932961,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0.771428571428571,0,1,0,1
"41",0,0,1,0,0,0,0,0,0,0,0.333333333333333,0.576923076923077,0.26530612244898,0.86734693877551,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.663687150837989,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.685714285714286,0,0,1,1
"42",0,0,0,0,0,1,0,0,0,0.666666666666667,0.333333333333333,0.192307692307692,0.571428571428571,0.285714285714286,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.954189944134078,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0.771428571428571,0,0,1,0
"43",0,1,0,0,0,0,0,0,0,0.666666666666667,0.333333333333333,0.307692307692308,0.387755102040816,0.193877551020408,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.2,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.257142857142857,0,1,0,1
"44",0,0,0,0,0,0,0,0,1,0.333333333333333,0.333333333333333,0.346153846153846,0.755102040816326,0.622448979591837,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0681564245810056,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0.485714285714286,0,1,0,1
"45",0,0,0,0,0,1,0,0,0,1,0.666666666666667,0.346153846153846,0.183673469387755,0.0918367346938776,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0.571428571428571,0,1,0,1
"46",0,0,0,0,0,1,0,0,0,0.666666666666667,0,0.346153846153846,0.428571428571429,0.785714285714286,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.220111731843575,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0.571428571428571,0,1,0,1
"47",0,0,1,0,0,0,0,0,0,1,0,0.346153846153846,0.469387755102041,0.23469387755102,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.755307262569832,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0571428571428571,0,1,0,1
"48",0,0,1,0,0,0,0,0,0,1,1,0.807692307692308,0.510204081632653,0.255102040816327,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.598882681564246,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0571428571428571,0,1,0,1
"49",0,0,0,0,0,1,0,0,0,0.666666666666667,0,0.346153846153846,0.673469387755102,0.663265306122449,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.322905027932961,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0.571428571428571,0,1,0,0
"50",0,0,0,0,1,0,0,0,0,1,0,0.538461538461538,0.408163265306122,0.795918367346939,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.620111731843575,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0.571428571428571,0,0,1,1
"51",0,0,0,0,0,1,0,0,0,0,0,0.346153846153846,0.448979591836735,0.224489795918367,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.739664804469274,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0.685714285714286,0,0,1,0
"52",1,0,0,0,0,0,0,0,0,0,0,0.346153846153846,0.795918367346939,0.397959183673469,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.232402234636871,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,1,0
"53",0,0,0,0,1,0,0,0,0,0,0,0.346153846153846,0.489795918367347,0.755102040816326,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.260335195530726,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0.485714285714286,0,0,1,1
"54",0,1,0,0,0,0,0,0,0,0.666666666666667,0,0.346153846153846,0.979591836734694,0.489795918367347,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.341899441340782,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.257142857142857,0,1,0,0
"55",0,0,0,0,0,0,0,1,0,1,0.333333333333333,0.115384615384615,0.326530612244898,0.836734693877551,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.14413407821229,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0.514285714285714,0,0,1,1
"56",1,0,0,0,0,0,0,0,0,0.666666666666667,0,0.153846153846154,0.591836734693878,0.295918367346939,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0692737430167598,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.742857142857143,0,0,1,1
"57",0,0,0,0,1,0,0,0,0,0.666666666666667,0,0.346153846153846,0.693877551020408,0.346938775510204,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.473743016759777,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0.571428571428571,0,0,1,1
"58",0,0,0,0,1,0,0,0,0,0.333333333333333,0.666666666666667,0.538461538461538,0.653061224489796,0.326530612244898,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.497206703910615,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0.771428571428571,0,0,1,1
"59",1,0,0,0,0,0,0,0,0,0.666666666666667,0,0.346153846153846,0.693877551020408,0.346938775510204,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.505027932960894,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.828571428571429,0,0,1,1
"60",0,0,0,0,0,0,1,0,0,1,0.666666666666667,0.269230769230769,0.775510204081633,0.612244897959184,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.675977653631285,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0.857142857142857,0,0,1,1
"61",0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.948603351955307,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"62",0,1,0,0,0,0,0,0,0,1,0,0.346153846153846,0.653061224489796,0.326530612244898,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.953072625698324,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.285714285714286,0,0,1,1
"63",0,0,0,0,0,0,0,1,0,1,0,0.346153846153846,0.489795918367347,0.755102040816326,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.83463687150838,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0.628571428571429,0,0,1,1
"64",1,0,0,0,0,0,0,0,0,1,0,0.346153846153846,0.489795918367347,0.755102040816326,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.803351955307263,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.657142857142857,0,0,1,1
"65",0,0,0,1,0,0,0,0,0,0,0.666666666666667,0.538461538461538,0.653061224489796,0.326530612244898,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.197765363128492,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.6,0,0,1,1
"66",0,0,0,0,0,0,1,0,0,0.666666666666667,0,0.346153846153846,0.306122448979592,0.846938775510204,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.111731843575419,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0.771428571428571,0,1,0,1
"67",0,0,0,0,0,0,0,1,0,1,0.333333333333333,0.192307692307692,0.244897959183673,0.122448979591837,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.381005586592179,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0.428571428571429,0,1,0,0
"68",0,0,1,0,0,0,0,0,0,0,0,0.346153846153846,0.387755102040816,0.806122448979592,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.710614525139665,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.685714285714286,0,0,1,1
"69",0,1,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.346153846153846,0.591836734693878,0.295918367346939,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.093854748603352,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0571428571428571,0,0,1,1
"70",0,0,0,0,1,0,0,0,0,1,0,0.538461538461538,0.673469387755102,0.336734693877551,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0536312849162011,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0.571428571428571,0,1,0,1
"71",0,0,0,0,0,0,0,0,1,1,0,0.346153846153846,0.489795918367347,0.755102040816326,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.515083798882682,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0.685714285714286,0,0,1,1
