"","gameId2022091200","gameId2022091810","gameId2022092513","gameId2022100212","gameId2022100600","gameId2022101700","gameId2022102307","gameId2022103000","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormationEMPTY","offenseFormationI_FORM","offenseFormationJUMBO","offenseFormationPISTOL","offenseFormationSHOTGUN","offenseFormationSINGLEBACK","offenseFormationWILDCAT","receiverAlignment2x0","receiverAlignment2x1","receiverAlignment2x2","receiverAlignment3x1","receiverAlignment3x2","receiverAlignment4x1","gameClock_mod","timeCategory0.3.min","timeCategory12.15.min","timeCategory3.6.min","timeCategory6.9.min","timeCategory9.12.min","estadiolocal","estadiovisitante","nflId_38605","nflId_41369","nflId_42721","nflId_44832","nflId_46109","nflId_47824","nflId_48096","nflId_52423","nflId_52491","nflId_53464","nflId_53527","nflId_44987","nflId_52454","nflId_52660","nflId_52526","nflId_42358","nflId_46461","nflId_43384","nflId_52766","nflId_54627","nflId_48094","nflId_48318","nflId_54545","nflId_40129","nflId_41296","nflId_48090","nflId_54636","diferencia","yardlineSide_modcentro","yardlineSide_modDEN","yardlineSide_modrival","isDropback"
"11",0,1,0,0,0,0,0,0,0,0.333333333333333,0.0416666666666667,0.0204081632653061,0.989795918367347,0,0,0,0,0,1,0,0,0,0,1,0,0,0.379041248606466,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.588235294117647,0,0,1,1
"12",0,0,1,0,0,0,0,0,0.5,0.333333333333333,0.125,0.938775510204082,0.530612244897959,0,0,0,0,0,1,0,0,0,1,0,0,0,0.406911928651059,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.470588235294118,0,0,1,0
"13",0,0,1,0,0,0,0,0,0,0,0.375,0.102040816326531,0.0510204081632653,0,0,0,0,0,1,0,0,0,1,0,0,0,0.00445930880713489,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.176470588235294,0,1,0,1
"14",0,0,0,0,0,0,0,1,0.25,0,0.375,0.163265306122449,0.918367346938776,0,0,0,0,1,0,0,0,0,0,1,0,0,0.064659977703456,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0.411764705882353,0,1,0,1
"15",0,0,1,0,0,0,0,0,0.5,0.333333333333333,0.208333333333333,0.448979591836735,0.224489795918367,0,0,0,0,1,0,0,0,0,0,1,0,0,0.622073578595318,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.470588235294118,0,1,0,1
"16",0,0,0,0,1,0,0,0,0.75,0.333333333333333,0.0833333333333333,0.530612244897959,0.26530612244898,0,0,0,0,1,0,0,0,0,1,0,0,0,0.668896321070234,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.764705882352941,0,1,0,1
"17",0,1,0,0,0,0,0,0,0.75,0,0.375,0.755102040816326,0.377551020408163,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0880713489409142,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"18",1,0,0,0,0,0,0,0,0,0.333333333333333,0.375,0.204081632653061,0.897959183673469,0,1,0,0,0,0,0,0,1,0,0,0,0,0.752508361204013,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176470588235294,0,1,0,1
"19",0,0,0,0,1,0,0,0,1,0.666666666666667,0.0416666666666667,0.102040816326531,0.0510204081632653,0,0,0,0,1,0,0,0,0,1,0,0,0,0.210702341137124,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.411764705882353,0,0,1,0
"20",1,0,0,0,0,0,0,0,0.25,0,0.375,0.489795918367347,0.244897959183673,0,1,0,0,0,0,0,0,1,0,0,0,0,0.487179487179487,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176470588235294,0,1,0,0
"21",0,0,1,0,0,0,0,0,0,0,0.375,0.489795918367347,0.244897959183673,0,0,0,0,0,1,0,0,0,1,0,0,0,0.527313266443701,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.176470588235294,0,1,0,0
"22",0,0,1,0,0,0,0,0,0.75,0,0.375,0.489795918367347,0.755102040816326,0,0,0,0,1,0,0,0,0,0,1,0,0,0.944258639910814,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.294117647058824,0,1,0,0
"23",0,0,0,0,0,0,0,1,0.25,0.666666666666667,0,0.571428571428571,0.714285714285714,0,0,0,0,0,1,0,0,0,1,0,0,0,0.800445930880714,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.176470588235294,0,1,0,0
"24",0,0,0,0,0,1,0,0,0.5,0.333333333333333,0.375,0.489795918367347,0.755102040816326,0,0,0,0,0,1,0,0,0,0,1,0,0,0.602006688963211,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0.588235294117647,0,1,0,0
"25",0,1,0,0,0,0,0,0,0.75,0.333333333333333,0.25,0.326530612244898,0.163265306122449,0,1,0,0,0,0,0,0,1,0,0,0,0,0.607580824972129,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.823529411764706,0,1,0,1
"26",0,0,0,0,0,0,0,1,0.75,0.333333333333333,0.208333333333333,0.469387755102041,0.23469387755102,0,0,0,0,1,0,0,0,0,1,0,0,0,0.919732441471572,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0.823529411764706,0,1,0,1
"27",0,0,0,0,0,0,1,0,0.5,0.666666666666667,0,0.795918367346939,0.602040816326531,0,0,0,0,0,1,0,0,0,0,1,0,0,0.312151616499443,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0.529411764705882,0,1,0,1
"28",0,0,1,0,0,0,0,0,0.5,0.333333333333333,0.166666666666667,0.816326530612245,0.408163265306122,0,0,0,0,1,0,0,0,0,1,0,0,0,0.482720178372352,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0.470588235294118,0,1,0,0
"29",0,0,0,0,0,0,1,0,0,0.666666666666667,0.375,0.448979591836735,0.775510204081633,0,0,0,0,1,0,0,0,0,1,0,0,0,0.190635451505017,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.176470588235294,0,0,1,1
"30",0,0,0,0,0,0,0,1,0,0.666666666666667,0.208333333333333,0.510204081632653,0.255102040816327,0,0,0,0,1,0,0,0,0,1,0,0,0,0.940914158305463,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0.588235294117647,0,1,0,1
"31",0,0,0,0,0,1,0,0,0.25,0.333333333333333,0.375,0.489795918367347,0.755102040816326,0,0,0,0,1,0,0,0,0,1,0,0,0,0.052396878483835,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.588235294117647,0,1,0,1
"32",0,0,0,1,0,0,0,0,0,0,0.333333333333333,0.163265306122449,0.918367346938776,0,0,0,0,0,1,0,0,0,0,1,0,0,0.278706800445931,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.411764705882353,0,0,1,0
"33",1,0,0,0,0,0,0,0,0.5,0.333333333333333,0.458333333333333,0.346938775510204,0.173469387755102,0,0,0,0,0,1,0,0,0,1,0,0,0,0.955406911928651,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.352941176470588,0,1,0,0
"34",0,0,0,1,0,0,0,0,0.75,0.333333333333333,0.166666666666667,0.591836734693878,0.704081632653061,0,0,0,0,1,0,0,0,0,1,0,0,0,0.123745819397993,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.0588235294117647,0,1,0,1
"35",0,0,1,0,0,0,0,0,0.75,0.333333333333333,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.278706800445931,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.294117647058824,0,0,1,0
"36",0,0,0,1,0,0,0,0,0.75,0.333333333333333,0.375,0.489795918367347,0.755102040816326,0,0,0,0,1,0,0,0,0,1,0,0,0,0.649944258639911,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.0588235294117647,0,1,0,1
"37",0,0,0,1,0,0,0,0,0.75,0,0.0833333333333333,0.0408163265306122,0.0204081632653061,0,0,0,0,1,0,0,0,0,0,1,0,0,0.486064659977703,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0588235294117647,0,0,1,0
"38",0,0,0,1,0,0,0,0,0.25,0.666666666666667,0.333333333333333,0.979591836734694,0.510204081632653,0,0,0,0,1,0,0,0,0,0,1,0,0,0.313266443701226,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.588235294117647,0,1,0,1
"39",0,0,0,0,0,1,0,0,0,0.333333333333333,0.375,0.530612244897959,0.26530612244898,0,0,0,0,1,0,0,0,0,0,1,0,0,0.224080267558528,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0.764705882352941,0,1,0,1
"40",1,0,0,0,0,0,0,0,0.5,0,0.375,0.714285714285714,0.642857142857143,0,0,0,0,1,0,0,0,0,1,0,0,0,0.771460423634337,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.352941176470588,0,0,1,1
"41",0,1,0,0,0,0,0,0,0,0,0,0.897959183673469,0.551020408163265,0,0,0,0,0,1,0,0,0,1,0,0,0,0.447045707915273,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.588235294117647,0,0,1,0
"42",0,0,0,0,0,1,0,0,0.5,0.666666666666667,0.0416666666666667,0.653061224489796,0.673469387755102,0,0,0,0,1,0,0,0,0,0,1,0,0,0.917502787068004,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0.764705882352941,0,1,0,1
"43",0,0,0,0,0,0,1,0,0.75,0.333333333333333,0.375,0.63265306122449,0.683673469387755,0,0,0,0,1,0,0,0,0,1,0,0,0,0.177257525083612,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0.176470588235294,0,0,1,1
"44",0,0,1,0,0,0,0,0,0.25,0.333333333333333,0.291666666666667,0.959183673469388,0.479591836734694,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0936454849498328,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.352941176470588,0,0,1,1
"45",1,0,0,0,0,0,0,0,0.25,0.666666666666667,0.0416666666666667,0.653061224489796,0.326530612244898,1,0,0,0,0,0,0,0,0,0,0,1,0,0.382385730211817,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.176470588235294,0,1,0,1
"46",0,0,0,0,0,1,0,0,1,0,0.375,0.612244897959184,0.693877551020408,0,0,0,0,1,0,0,0,0,1,0,0,0,0.47603121516165,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.588235294117647,0,1,0,0
"47",0,0,1,0,0,0,0,0,0.5,0,0.375,0.102040816326531,0.0510204081632653,0,1,0,0,0,0,0,0,1,0,0,0,0,0.105908584169454,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.470588235294118,0,1,0,1
"48",0,1,0,0,0,0,0,0,0.5,0.666666666666667,0.0833333333333333,0.979591836734694,0.510204081632653,0,0,0,0,1,0,0,0,0,0,1,0,0,0.455964325529543,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0.411764705882353,0,1,0,0
"49",1,0,0,0,0,0,0,0,0.25,0,0.583333333333333,0.836734693877551,0.418367346938776,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.352941176470588,0,1,0,1
"50",0,0,0,0,0,0,1,0,0.25,1,0,0.857142857142857,0.428571428571429,0,0,0,0,0,1,0,0,0,0,1,0,0,0.870680044593088,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0.529411764705882,0,0,1,0
"51",0,1,0,0,0,0,0,0,0.5,0.333333333333333,0.833333333333333,0.530612244897959,0.73469387755102,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0367892976588629,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0.411764705882353,0,1,0,1
"52",0,1,0,0,0,0,0,0,0,0,0.375,0.795918367346939,0.397959183673469,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0635451505016722,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.588235294117647,0,1,0,0
"53",0,0,0,0,0,0,0,1,0.5,0.666666666666667,0.291666666666667,0.530612244897959,0.73469387755102,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0791527313266444,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0.823529411764706,0,1,0,1
"54",0,1,0,0,0,0,0,0,0,0,0.375,0.693877551020408,0.346938775510204,0,0,0,0,1,0,0,0,1,0,0,0,0,0.518394648829431,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.588235294117647,0,1,0,1
"55",0,0,0,1,0,0,0,0,0.25,0,0.583333333333333,0.326530612244898,0.163265306122449,0,0,0,0,1,0,0,0,0,1,0,0,0,0.690078037904125,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.411764705882353,0,0,1,1
"56",0,0,0,0,0,0,1,0,0.75,0.333333333333333,0.208333333333333,0.469387755102041,0.23469387755102,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0780379041248607,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0.176470588235294,0,1,0,1
"57",0,1,0,0,0,0,0,0,0.75,0,0.375,0.530612244897959,0.26530612244898,0,0,0,0,0,1,0,0,0,0,1,0,0,0.557413600891862,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.823529411764706,0,1,0,1
"58",0,0,0,0,0,0,0,1,0.75,0.333333333333333,0.375,0.653061224489796,0.673469387755102,0,0,0,0,1,0,0,0,0,0,1,0,0,0.189520624303233,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0.411764705882353,0,0,1,0
"59",0,1,0,0,0,0,0,0,0.75,0.666666666666667,0.375,0.510204081632653,0.744897959183674,0,0,0,0,1,0,0,0,0,1,0,0,0,0.293199554069119,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0.823529411764706,0,0,1,1
"60",0,0,0,0,0,0,1,0,0.25,0.333333333333333,0.375,0.836734693877551,0.418367346938776,0,0,0,0,0,1,0,0,0,0,1,0,0,0.807134894091416,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.529411764705882,0,0,1,0
"61",0,1,0,0,0,0,0,0,0.25,0.666666666666667,0.208333333333333,0.63265306122449,0.683673469387755,0,0,0,0,1,0,0,0,0,0,1,0,0,0.391304347826087,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0.411764705882353,0,1,0,1
"62",0,0,0,0,1,0,0,0,0.75,0,0.375,0.63265306122449,0.316326530612245,0,0,0,0,1,0,0,0,0,0,1,0,0,0.402452619843924,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.764705882352941,0,1,0,0
"63",0,0,1,0,0,0,0,0,0,0,0.375,0.571428571428571,0.285714285714286,0,0,0,0,1,0,0,0,0,1,0,0,0,0.855072463768116,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.588235294117647,0,1,0,1
"64",0,0,0,0,0,0,1,0,0.5,0.666666666666667,0.208333333333333,0.857142857142857,0.571428571428571,0,0,0,0,1,0,0,0,0,0,1,0,0,0.868450390189521,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0.529411764705882,0,1,0,1
"65",0,0,0,0,1,0,0,0,0.75,0.333333333333333,0.125,0.755102040816326,0.377551020408163,0,1,0,0,0,0,0,0,1,0,0,0,0,0.355629877369008,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.764705882352941,0,1,0,0
"66",1,0,0,0,0,0,0,0,0.75,0,0.375,0.755102040816326,0.377551020408163,0,0,0,0,0,1,0,0,0,1,0,0,0,0.622073578595318,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.352941176470588,0,0,1,0
"67",0,0,0,0,0,0,0,1,0.5,0.333333333333333,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.342251950947603,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0.411764705882353,0,0,1,0
"68",0,0,0,0,0,0,1,0,0.5,0.666666666666667,0.0833333333333333,0.63265306122449,0.683673469387755,1,0,0,0,0,0,0,0,0,0,0,1,0,0.955406911928651,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0.529411764705882,0,1,0,1
"69",0,0,0,0,0,0,1,0,0.5,0.333333333333333,0.0833333333333333,0.755102040816326,0.622448979591837,0,0,0,0,0,1,0,0,0,0,1,0,0,0.357859531772575,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.529411764705882,0,1,0,0
"70",0,0,0,0,1,0,0,0,0.5,0.666666666666667,0.375,0.530612244897959,0.26530612244898,0,0,0,0,1,0,0,0,0,1,0,0,0,0.228539576365663,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.588235294117647,0,0,1,1
"71",0,1,0,0,0,0,0,0,0.75,0.333333333333333,0.166666666666667,0.551020408163265,0.724489795918367,0,0,0,0,0,1,0,0,0,0,1,0,0,0.899665551839465,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0.411764705882353,0,0,1,0
"72",0,0,0,0,0,0,1,0,0.75,0.666666666666667,0.375,0.979591836734694,0.510204081632653,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0434782608695652,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0.176470588235294,0,0,1,1
"73",0,0,0,0,1,0,0,0,0.75,0,0.375,0.285714285714286,0.142857142857143,0,0,0,0,0,1,0,0,0,1,0,0,0,0.450390189520624,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.764705882352941,0,1,0,0
"74",0,1,0,0,0,0,0,0,0.25,0.333333333333333,0.875,0.653061224489796,0.673469387755102,0,1,0,0,0,0,0,0,1,0,0,0,0,0.167224080267559,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.411764705882353,0,1,0,0
"75",0,0,0,0,0,0,1,0,0,0.666666666666667,0.0833333333333333,0.857142857142857,0.428571428571429,1,0,0,0,0,0,0,0,0,0,0,1,0,0.787068004459309,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0.588235294117647,0,1,0,1
"76",0,0,0,0,0,1,0,0,0,0.333333333333333,0.458333333333333,0.26530612244898,0.13265306122449,0,0,0,0,1,0,0,0,0,0,1,0,0,0.329988851727982,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0.764705882352941,0,1,0,0
