"","gameId2022091110","gameId2022091811","gameId2022092510","gameId2022100203","gameId2022100911","gameId2022101609","gameId2022102000","gameId2022103005","gameId2022110608","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormationEMPTY","offenseFormationI_FORM","offenseFormationPISTOL","offenseFormationSHOTGUN","offenseFormationSINGLEBACK","offenseFormationWILDCAT","receiverAlignment1x1","receiverAlignment2x1","receiverAlignment2x2","receiverAlignment3x1","receiverAlignment3x2","receiverAlignment4x1","gameClock_mod","timeCategory0.3.min","timeCategory12.15.min","timeCategory3.6.min","timeCategory6.9.min","timeCategory9.12.min","estadiolocal","estadiovisitante","nflId_37077","nflId_37130","nflId_38779","nflId_39983","nflId_42367","nflId_44917","nflId_44949","nflId_46103","nflId_47784","nflId_47808","nflId_48646","nflId_42398","nflId_43845","nflId_52630","nflId_47845","nflId_42476","nflId_47980","nflId_52480","nflId_52778","nflId_54680","nflId_39965","nflId_46526","nflId_54520","nflId_53478","nflId_54666","nflId_46293","nflId_39973","nflId_46090","nflId_43808","nflId_47821","diferencia","yardlineSide_modARI","yardlineSide_modcentro","yardlineSide_modrival","isDropback"
"29",0,0,0,0,1,0,0,0,0,0,0,0.346153846153846,0.224489795918367,0.114583333333333,0,0,0,1,0,0,0,0,0,1,0,0,0.403567447045708,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.479166666666667,1,0,0,0
"30",0,1,0,0,0,0,0,0,0,0,0,0.346153846153846,0.755102040816326,0.635416666666667,0,0,1,0,0,0,0,1,0,0,0,0,0.221850613154961,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.479166666666667,1,0,0,0
"31",1,0,0,0,0,0,0,0,0,0.75,0,0.346153846153846,0.714285714285714,0.364583333333333,0,0,0,1,0,0,0,0,1,0,0,0,0.0758082497212932,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.145833333333333,1,0,0,1
"32",0,0,0,0,0,1,0,0,0,0.75,1,0.0769230769230769,0.26530612244898,0.135416666666667,0,0,0,1,0,0,0,0,0,1,0,0,0.409141583054627,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.416666666666667,1,0,0,1
"33",0,0,0,0,0,1,0,0,0,0.5,1,0.0384615384615385,0.530612244897959,0.270833333333333,0,0,0,1,0,0,0,0,1,0,0,0,0.61984392419175,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0,1,1
"34",0,0,0,0,0,1,0,0,0,0.5,0,0.346153846153846,0.693877551020408,0.354166666666667,0,0,0,1,0,0,0,0,0,1,0,0,0.754738015607581,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.5,0,0,1,0
"35",0,0,0,0,0,0,1,0,0,0.5,0,0.346153846153846,0.285714285714286,0.875,0,0,0,1,0,0,0,0,0,1,0,0,0.464882943143813,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0.854166666666667,1,0,0,0
"36",0,0,0,0,0,0,0,1,0,0.75,0.333333333333333,0.192307692307692,0.448979591836735,0.791666666666667,0,0,0,1,0,0,0,0,1,0,0,0,0.263099219620959,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0.458333333333333,1,0,0,1
"37",0,0,0,0,0,1,0,0,0,0.25,0.666666666666667,0.269230769230769,0.979591836734694,0.520833333333333,1,0,0,0,0,0,0,0,0,0,1,0,0.26644370122631,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5625,0,0,1,1
"38",0,0,1,0,0,0,0,0,0,0.25,0.333333333333333,0.346153846153846,0.816326530612245,0.416666666666667,0,0,0,1,0,0,0,0,0,1,0,0,0.554069119286511,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.354166666666667,1,0,0,0
"39",0,0,0,0,0,0,0,0,1,0,0.666666666666667,0,0.571428571428571,0.291666666666667,0,0,0,1,0,0,0,0,0,1,0,0,0.267558528428094,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0.708333333333333,1,0,0,0
"40",0,0,0,0,0,0,1,0,0,0.5,0.333333333333333,0.461538461538462,0.224489795918367,0.90625,0,0,0,1,0,0,0,0,1,0,0,0,0.41917502787068,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0.854166666666667,1,0,0,1
"41",0,0,0,0,0,0,0,0,1,0.75,0.333333333333333,0.115384615384615,0.877551020408163,0.447916666666667,0,0,0,1,0,0,0,0,1,0,0,0,0.412486064659978,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0.416666666666667,1,0,0,1
"42",0,0,1,0,0,0,0,0,0,0.25,0,0.346153846153846,0.755102040816326,0.385416666666667,1,0,0,0,0,0,0,0,0,0,1,0,0.0390189520624303,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.416666666666667,1,0,0,1
"43",0,0,0,0,0,0,0,1,0,0.75,0,0.346153846153846,0.244897959183673,0.125,1,0,0,0,0,0,0,0,0,0,1,0,0.936454849498328,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0.520833333333333,0,0,1,1
"44",0,0,0,0,1,0,0,0,0,0.25,0,0.346153846153846,0.938775510204082,0.479166666666667,1,0,0,0,0,0,0,0,0,0,1,0,0.0891861761426979,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0.479166666666667,0,0,1,1
"45",0,0,0,0,0,0,0,0,1,0.25,0.333333333333333,0.269230769230769,0.224489795918367,0.90625,1,0,0,0,0,0,0,0,0,0,1,0,0.750278706800446,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0.5625,1,0,0,1
"46",0,0,0,1,0,0,0,0,0,0.75,0.666666666666667,0.0384615384615385,0.448979591836735,0.791666666666667,0,0,0,1,0,0,0,0,1,0,0,0,0.513935340022297,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.833333333333333,0,0,1,1
"47",0,0,0,0,0,0,0,0,1,0.25,0,0.346153846153846,0.918367346938776,0.46875,1,0,0,0,0,0,0,0,0,0,1,0,0.0568561872909699,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0.5625,0,0,1,1
"48",0,1,0,0,0,0,0,0,0,0.75,0,0.346153846153846,0.387755102040816,0.197916666666667,0,0,0,1,0,0,0,0,0,1,0,0,0.946488294314381,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.291666666666667,0,0,1,1
"49",0,0,0,0,1,0,0,0,0,0.5,0.333333333333333,0.153846153846154,0.795918367346939,0.40625,0,0,0,1,0,0,0,0,0,1,0,0,0.473801560758083,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0.479166666666667,1,0,0,0
"50",0,0,1,0,0,0,0,0,0,0.25,0,0.346153846153846,0.938775510204082,0.541666666666667,0,0,0,1,0,0,0,0,0,1,0,0,0.42809364548495,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.354166666666667,0,0,1,1
"51",0,0,0,1,0,0,0,0,0,0.25,1,0,0.836734693877551,0.427083333333333,0,0,0,1,0,0,0,0,0,1,0,0,0.602006688963211,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.479166666666667,1,0,0,1
"52",0,0,0,0,1,0,0,0,0,0.5,0.666666666666667,0.0769230769230769,0.836734693877551,0.427083333333333,1,0,0,0,0,0,0,0,0,0,1,0,0.435897435897436,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.479166666666667,1,0,0,1
"53",0,0,0,0,1,0,0,0,0,0,0,0.346153846153846,0.510204081632653,0.260416666666667,0,0,0,1,0,0,0,0,1,0,0,0,0.35340022296544,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.479166666666667,1,0,0,1
"54",0,0,1,0,0,0,0,0,0,0.5,0,0.346153846153846,0.857142857142857,0.583333333333333,0,0,0,1,0,0,0,0,1,0,0,0,0.605351170568562,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.479166666666667,1,0,0,0
"55",0,0,0,0,0,0,0,0,1,0.5,0,0.346153846153846,0.857142857142857,0.583333333333333,1,0,0,0,0,0,0,0,0,0,1,0,0.0791527313266444,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0.5625,1,0,0,1
"56",0,0,0,0,0,0,0,1,0,0.75,0,0.692307692307692,0.775510204081633,0.625,0,0,0,1,0,0,0,0,0,1,0,0,0.0512820512820513,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0.458333333333333,1,0,0,1
"57",0,0,0,1,0,0,0,0,0,0.25,0,0.346153846153846,0.306122448979592,0.15625,1,0,0,0,0,0,0,0,0,0,1,0,0.989966555183946,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.625,1,0,0,1
"58",0,0,0,0,1,0,0,0,0,0.25,0.333333333333333,0.0384615384615385,0.244897959183673,0.125,0,0,0,1,0,0,0,0,1,0,0,0,0.0178372352285396,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.479166666666667,0,0,1,1
"59",0,0,0,1,0,0,0,0,0,0.5,0,0.384615384615385,0.204081632653061,0.104166666666667,0,0,0,1,0,0,0,0,0,1,0,0,0.609810479375697,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.479166666666667,0,0,1,0
"60",0,0,1,0,0,0,0,0,0,0.25,0,0.346153846153846,0.979591836734694,0.5,1,0,0,0,0,0,0,0,0,0,1,0,0.0289855072463768,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.416666666666667,1,0,0,1
"61",0,0,0,0,0,0,0,1,0,0.25,0,0.346153846153846,0.26530612244898,0.885416666666667,0,0,0,1,0,0,0,0,1,0,0,0,0.0668896321070234,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0.395833333333333,0,0,1,0
"62",0,0,0,0,0,1,0,0,0,0,0.333333333333333,0.230769230769231,0.428571428571429,0.802083333333333,0,0,0,1,0,0,0,0,0,1,0,0,0.956521739130435,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.625,1,0,0,0
"63",0,0,1,0,0,0,0,0,0,0,0,0.346153846153846,0.489795918367347,0.770833333333333,0,0,0,1,0,0,0,1,0,0,0,0,0.648829431438127,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5625,1,0,0,0
"64",0,0,0,0,1,0,0,0,0,0.75,0,0.346153846153846,0.489795918367347,0.770833333333333,0,0,0,1,0,0,0,0,0,1,0,0,0.11371237458194,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.5625,1,0,0,0
"65",0,0,0,1,0,0,0,0,0,0,0,0.346153846153846,0.673469387755102,0.677083333333333,0,1,0,0,0,0,0,1,0,0,0,0,0.429208472686734,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.625,1,0,0,0
"66",0,0,1,0,0,0,0,0,0,0.25,0.333333333333333,0.5,0.897959183673469,0.458333333333333,0,0,0,1,0,0,0,0,0,1,0,0,0.0133779264214047,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.416666666666667,1,0,0,1
"67",0,0,0,0,0,0,1,0,0,0.25,0,0.346153846153846,0.489795918367347,0.770833333333333,0,0,1,0,0,0,0,1,0,0,0,0,0.697881828316611,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0.458333333333333,1,0,0,0
"68",0,0,0,0,1,0,0,0,0,0.75,0.666666666666667,0.269230769230769,0.836734693877551,0.59375,1,0,0,0,0,0,0,0,0,0,0,1,0.0802675585284281,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.5625,1,0,0,1
"69",0,0,1,0,0,0,0,0,0,0.25,0,0.0769230769230769,0.0408163265306122,1,0,0,0,0,0,1,0,0,0,1,0,0,0.182831661092531,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354166666666667,0,0,1,0
"70",0,0,0,1,0,0,0,0,0,0.5,0.333333333333333,0.346153846153846,0.755102040816326,0.635416666666667,0,0,0,1,0,0,0,0,1,0,0,0,0.278706800445931,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.625,1,0,0,0
"71",0,0,0,1,0,0,0,0,0,0.5,0.333333333333333,0.538461538461538,0.102040816326531,0.96875,0,0,0,1,0,0,0,0,0,1,0,0,0.813823857302118,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.479166666666667,1,0,0,1
"72",0,0,0,0,0,0,0,1,0,0.75,0.333333333333333,0.192307692307692,0.755102040816326,0.635416666666667,0,0,0,1,0,0,0,0,0,1,0,0,0.234113712374582,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0.458333333333333,1,0,0,1
"73",0,0,0,0,0,0,1,0,0,0.75,0.333333333333333,0.192307692307692,0.795918367346939,0.40625,0,0,0,1,0,0,0,0,0,1,0,0,0.69453734671126,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0.854166666666667,1,0,0,1
"74",0,0,1,0,0,0,0,0,0,0.5,0.666666666666667,0.346153846153846,0.489795918367347,0.770833333333333,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.395833333333333,1,0,0,1
