"","gameId2022091105","gameId2022091803","gameId2022092502","gameId2022100207","gameId2022100600","gameId2022101603","gameId2022102305","gameId2022103009","gameId2022110605","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormationEMPTY","offenseFormationI_FORM","offenseFormationJUMBO","offenseFormationPISTOL","offenseFormationSHOTGUN","offenseFormationSINGLEBACK","offenseFormationWILDCAT","receiverAlignment1x1","receiverAlignment2x1","receiverAlignment2x2","receiverAlignment3x1","receiverAlignment3x2","receiverAlignment4x1","gameClock_mod","timeCategory0.3.min","timeCategory12.15.min","timeCategory3.6.min","timeCategory6.9.min","timeCategory9.12.min","estadiolocal","estadiovisitante","nflId_33084","nflId_43307","nflId_44792","nflId_46075","nflId_46106","nflId_46275","nflId_47842","nflId_52442","nflId_52449","nflId_52557","nflId_54518","nflId_48118","nflId_53556","nflId_54538","nflId_46173","nflId_53658","nflId_54542","nflId_52620","nflId_38618","nflId_53703","nflId_53677","nflId_46367","nflId_38683","nflId_54979","nflId_53647","nflId_46238","nflId_46172","diferencia","yardlineSide_modcentro","yardlineSide_modIND","yardlineSide_modrival","isDropback"
"11",0,0,1,0,0,0,0,0,0,0,0.333333333333333,0.162162162162162,0.897959183673469,0.4375,0,0,0,0,1,0,0,0,0,1,0,0,0,0.267260579064588,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"12",1,0,0,0,0,0,0,0,0,0,0,0.243243243243243,0.816326530612245,0.583333333333333,0,0,0,0,0,1,0,0,0,1,0,0,0,0.199331848552339,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.870967741935484,0,1,0,1
"13",0,1,0,0,0,0,0,0,0,0.75,1,0.324324324324324,0.244897959183673,0.104166666666667,0,0,0,0,1,0,0,0,0,1,0,0,0,0.711581291759465,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"14",0,0,1,0,0,0,0,0,0,0.75,0,0.243243243243243,0.469387755102041,0.21875,0,0,0,0,1,0,0,0,0,0,1,0,0,0.898663697104677,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645161290322581,0,1,0,0
"15",0,0,0,0,0,1,0,0,0,0,0,0.513513513513513,0.693877551020408,0.333333333333333,1,0,0,0,0,0,0,0,0,0,0,1,0,0.891982182628062,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.774193548387097,0,1,0,1
"16",0,1,0,0,0,0,0,0,0,0,0.666666666666667,0.0810810810810811,1,0.489583333333333,0,0,0,0,1,0,0,0,0,1,0,0,0,0.871937639198218,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.774193548387097,1,0,0,1
"17",0,0,0,0,0,0,1,0,0,0.25,0,0.243243243243243,0.448979591836735,0.770833333333333,0,0,0,0,1,0,0,0,0,1,0,0,0,0.898663697104677,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.67741935483871,0,1,0,0
"18",0,0,0,0,0,0,0,0,1,0,0,0.243243243243243,0.897959183673469,0.541666666666667,0,0,0,0,0,1,0,0,0,1,0,0,0,0.82739420935412,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0.774193548387097,0,1,0,1
"19",0,0,0,0,1,0,0,0,0,0,0.666666666666667,0.162162162162162,0.551020408163265,0.71875,0,0,0,0,1,0,0,0,0,1,0,0,0,0.947661469933185,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.774193548387097,0,1,0,1
"20",0,0,1,0,0,0,0,0,0,0,1,0,0.979591836734694,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0.181514476614699,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
"21",1,0,0,0,0,0,0,0,0,1,0.333333333333333,0.243243243243243,0.612244897959184,0.291666666666667,0,0,0,0,0,1,0,0,0,0,1,0,0,0.513363028953229,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774193548387097,0,1,0,1
"22",1,0,0,0,0,0,0,0,0,0.5,0,0.243243243243243,0.489795918367347,0.75,0,0,0,0,1,0,0,0,0,1,0,0,0,0.483296213808463,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225806451612903,0,1,0,1
"23",0,1,0,0,0,0,0,0,0,0.75,0.666666666666667,0.567567567567568,0.428571428571429,0.197916666666667,1,0,0,0,0,0,0,0,0,0,0,1,0,0.757238307349666,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"24",1,0,0,0,0,0,0,0,0,0.75,0,0.243243243243243,0.285714285714286,0.854166666666667,0,0,0,0,1,0,0,0,0,1,0,0,0,0.131403118040089,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548387096774194,0,0,1,1
"25",0,0,0,0,0,1,0,0,0,0.75,0.333333333333333,0.351351351351351,0.653061224489796,0.666666666666667,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0300668151447661,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.741935483870968,0,0,1,0
"26",0,0,0,0,0,0,0,1,0,0.25,0.666666666666667,0.189189189189189,0.836734693877551,0.40625,0,0,0,0,1,0,0,0,0,0,1,0,0,0.640311804008909,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.645161290322581,0,1,0,1
"27",0,0,0,0,0,0,0,1,0,0.5,0.333333333333333,0.027027027027027,0.510204081632653,0.239583333333333,0,0,0,0,0,1,0,0,0,0,1,0,0,0.237193763919822,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.741935483870968,0,0,1,0
"28",0,0,0,1,0,0,0,0,0,0.75,0.666666666666667,0,0.469387755102041,0.760416666666667,0,0,0,0,0,1,0,0,0,1,0,0,0,0.586859688195991,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.548387096774194,0,0,1,0
"29",0,1,0,0,0,0,0,0,0,0,0,0.243243243243243,0.877551020408163,0.552083333333333,0,0,0,0,0,1,0,0,0,0,1,0,0,0.958797327394209,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774193548387097,0,1,0,0
"30",0,0,0,0,0,0,1,0,0,0,0,0.243243243243243,0.653061224489796,0.3125,0,0,0,0,0,1,0,0,0,1,0,0,0,0.724944320712695,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.774193548387097,0,1,0,1
"31",0,0,0,0,0,0,1,0,0,0,0,0.243243243243243,0.489795918367347,0.229166666666667,0,0,0,0,1,0,0,0,0,1,0,0,0,0.26837416481069,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.67741935483871,0,1,0,0
"32",0,0,1,0,0,0,0,0,0,0.5,0.666666666666667,0.135135135135135,0.428571428571429,0.197916666666667,0,0,0,0,1,0,0,0,0,0,1,0,0,0.240534521158129,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.548387096774194,0,0,1,1
"33",0,0,0,0,1,0,0,0,0,0.75,0.666666666666667,0.243243243243243,0.755102040816326,0.364583333333333,0,0,0,0,1,0,0,0,0,0,1,0,0,0.759465478841871,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.67741935483871,0,0,1,1
"34",0,0,0,0,0,0,0,1,0,0,0,0.243243243243243,0.469387755102041,0.760416666666667,0,0,0,0,0,1,0,0,0,1,0,0,0,0.232739420935412,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0.774193548387097,0,1,0,1
"35",0,0,0,1,0,0,0,0,0,0.25,0,0.243243243243243,0.489795918367347,0.75,0,0,0,0,1,0,0,0,0,0,1,0,0,0.510022271714922,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0967741935483871,0,1,0,0
"36",0,0,1,0,0,0,0,0,0,0.25,0.333333333333333,0.243243243243243,0.591836734693878,0.697916666666667,0,0,0,0,1,0,0,0,0,0,1,0,0,0.112472160356347,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.645161290322581,0,1,0,1
"37",0,0,0,0,0,0,1,0,0,0.25,0,0.243243243243243,0.836734693877551,0.572916666666667,0,0,0,0,0,1,0,0,0,0,1,0,0,0.527839643652561,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.451612903225806,0,1,0,0
"38",0,0,0,0,0,0,0,0,1,0.25,0.333333333333333,0.135135135135135,0.36734693877551,0.8125,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0311804008908686,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0.354838709677419,0,0,1,1
"39",0,0,0,0,1,0,0,0,0,0.5,0.666666666666667,0.27027027027027,0.63265306122449,0.677083333333333,0,0,0,0,1,0,0,0,0,0,1,0,0,0.600222717149221,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.67741935483871,0,0,1,1
"40",0,0,0,0,0,0,1,0,0,0.5,0.333333333333333,0.243243243243243,0.755102040816326,0.614583333333333,0,0,0,0,1,0,0,0,0,1,0,0,0,0.844097995545657,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.354838709677419,0,1,0,1
"41",0,0,0,0,0,1,0,0,0,0,0.666666666666667,0.162162162162162,0.959183673469388,0.46875,0,0,0,0,1,0,0,0,0,1,0,0,0,0.832962138084632,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.774193548387097,0,1,0,1
"42",0,0,0,0,1,0,0,0,0,0.25,0,0.243243243243243,0.285714285714286,0.125,0,0,0,0,1,0,0,0,0,0,1,0,0,0.251670378619154,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.580645161290323,0,1,0,1
"43",0,0,0,0,0,0,0,0,1,0.5,0,0.243243243243243,0.469387755102041,0.760416666666667,0,0,0,0,1,0,0,0,0,1,0,0,0,0.27728285077951,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0.354838709677419,0,1,0,1
"44",0,0,0,1,0,0,0,0,0,0.5,0.333333333333333,0.243243243243243,0.816326530612245,0.583333333333333,0,0,0,0,1,0,0,0,0,1,0,0,0,0.347438752783964,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.548387096774194,0,1,0,1
"45",1,0,0,0,0,0,0,0,0,0.75,0,0.216216216216216,0.163265306122449,0.916666666666667,0,0,0,0,0,1,0,0,1,0,0,0,0,0.564587973273942,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.32258064516129,0,0,1,1
"46",0,0,0,1,0,0,0,0,0,0,0,0.243243243243243,0.897959183673469,0.541666666666667,0,0,0,0,0,1,0,0,0,0,1,0,0,0.737193763919822,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.774193548387097,0,0,1,1
"47",0,0,0,1,0,0,0,0,0,0,0.666666666666667,0.378378378378378,1,0.489583333333333,0,0,0,0,1,0,0,0,0,0,1,0,0,0.728285077951002,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.774193548387097,1,0,0,1
"48",0,0,0,0,1,0,0,0,0,0.5,0.333333333333333,0.189189189189189,0.530612244897959,0.25,0,0,0,0,0,1,0,0,0,1,0,0,0,0.183741648106904,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.67741935483871,0,1,0,0
"49",0,0,0,1,0,0,0,0,0,0.75,0.666666666666667,0.324324324324324,0.489795918367347,0.75,0,0,0,0,1,0,0,0,0,0,1,0,0,0.181514476614699,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.548387096774194,0,0,1,1
"50",0,0,0,0,0,0,0,1,0,0.5,0.666666666666667,0.189189189189189,0.73469387755102,0.354166666666667,0,0,0,0,1,0,0,0,0,0,1,0,0,0.661469933184855,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.645161290322581,0,0,1,1
"51",0,1,0,0,0,0,0,0,0,0.25,0,0.243243243243243,0.877551020408163,0.427083333333333,0,0,1,0,0,0,0,0,0,1,0,0,0,0.89977728285078,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548387096774194,0,1,0,0
"52",0,0,0,0,0,0,1,0,0,0.5,0,0.135135135135135,0.102040816326531,0.03125,0,0,0,0,1,0,0,0,0,1,0,0,0,0.326280623608018,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.354838709677419,0,0,1,0
"53",0,0,0,0,0,0,1,0,0,0.75,0.333333333333333,0.243243243243243,0.489795918367347,0.229166666666667,0,0,0,0,1,0,0,0,0,1,0,0,0,0.888641425389755,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.483870967741935,0,1,0,1
"54",0,0,0,0,0,1,0,0,0,0.75,0,0.243243243243243,0.183673469387755,0.90625,0,0,0,0,0,1,0,0,0,1,0,0,0,0.863028953229399,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.709677419354839,0,0,1,1
"55",0,1,0,0,0,0,0,0,0,0,0.333333333333333,0.189189189189189,0.795918367346939,0.59375,1,0,0,0,0,0,0,0,0,0,0,1,0,0.108017817371938,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.548387096774194,0,1,0,1
"56",0,0,0,0,0,0,1,0,0,0.5,0.333333333333333,0.216216216216216,0.36734693877551,0.166666666666667,0,0,0,0,1,0,0,0,0,1,0,0,0,0.410913140311804,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.354838709677419,0,0,1,1
"57",0,1,0,0,0,0,0,0,0,0.25,0.333333333333333,0.378378378378378,0.326530612244898,0.145833333333333,0,0,0,0,1,0,0,0,0,0,1,0,0,0.448775055679287,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.32258064516129,0,1,0,1
"58",0,0,0,0,0,0,0,0,1,0.5,0.666666666666667,0.162162162162162,0.244897959183673,0.104166666666667,0,0,0,0,1,0,0,0,0,0,1,0,0,0.584632516703786,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0.354838709677419,0,0,1,1
"59",0,0,0,0,0,0,1,0,0,0.25,0.333333333333333,0.243243243243243,0.918367346938776,0.447916666666667,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0378619153674833,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.354838709677419,0,0,1,1
"60",0,0,1,0,0,0,0,0,0,0,0.333333333333333,0.0540540540540541,0.0408163265306122,0.979166666666667,0,0,0,0,0,1,0,0,0,0,1,0,0,0.87750556792873,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.774193548387097,0,0,1,0
"61",0,0,0,0,0,0,0,0,1,0.25,0.333333333333333,0.108108108108108,0.979591836734694,0.479166666666667,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0567928730512249,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0.354838709677419,0,1,0,1
"62",1,0,0,0,0,0,0,0,0,0.75,0.666666666666667,0.189189189189189,0.204081632653061,0.0833333333333333,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0657015590200445,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774193548387097,0,1,0,1
"63",0,0,0,0,0,0,1,0,0,0.75,0,0.243243243243243,0.755102040816326,0.614583333333333,0,0,0,0,1,0,0,0,0,0,1,0,0,0.693763919821826,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.483870967741935,0,0,1,1
"64",0,0,0,0,1,0,0,0,0,0.25,0.666666666666667,1,0.857142857142857,0.5625,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0211581291759465,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.580645161290323,0,0,1,1
"65",0,0,0,0,1,0,0,0,0,0.75,0,0.243243243243243,0.938775510204082,0.520833333333333,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0846325167037862,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.67741935483871,0,1,0,1
"66",0,0,0,1,0,0,0,0,0,0.5,0,0.243243243243243,0.653061224489796,0.666666666666667,0,0,0,0,1,0,0,0,0,0,1,0,0,0.838530066815145,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.32258064516129,0,1,0,0
"67",0,0,0,0,0,1,0,0,0,0,0.333333333333333,0.216216216216216,0.204081632653061,0.0833333333333333,0,0,0,0,1,0,0,0,0,1,0,0,0,0.570155902004454,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.774193548387097,0,1,0,1
"68",0,0,0,0,1,0,0,0,0,0.25,0.666666666666667,0.189189189189189,0.530612244897959,0.25,0,0,0,0,1,0,0,0,0,0,1,0,0,0.167037861915367,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.580645161290323,0,1,0,1
"69",0,0,0,0,0,1,0,0,0,0.5,0,0.243243243243243,0.897959183673469,0.541666666666667,0,0,0,0,1,0,0,0,0,1,0,0,0,0.625835189309577,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.516129032258065,0,1,0,0
"70",0,0,0,1,0,0,0,0,0,0.25,0,0.243243243243243,0.755102040816326,0.364583333333333,0,0,0,0,1,0,0,0,0,1,0,0,0,0.26837416481069,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0967741935483871,0,0,1,1
"71",0,0,0,1,0,0,0,0,0,0.5,0,0.243243243243243,0.408163265306122,0.791666666666667,0,0,0,0,0,1,0,0,0,0,1,0,0,0.371937639198218,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.548387096774194,0,1,0,1
"72",0,0,0,0,0,1,0,0,0,0.5,0,0.243243243243243,0.489795918367347,0.75,0,0,0,0,1,0,0,0,0,1,0,0,0,0.7271714922049,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.516129032258065,0,1,0,1
"73",0,0,0,0,0,1,0,0,0,0.75,0,0.243243243243243,0.877551020408163,0.552083333333333,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0634743875278396,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.741935483870968,0,0,1,1
"74",0,0,1,0,0,0,0,0,0,0.25,0.333333333333333,0.216216216216216,0.63265306122449,0.677083333333333,0,0,0,0,1,0,0,0,0,1,0,0,0,0.234966592427617,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.903225806451613,0,1,0,1
"75",0,0,0,0,0,0,0,0,1,0.25,0.333333333333333,0.243243243243243,0.489795918367347,0.229166666666667,0,0,0,0,1,0,0,0,0,1,0,0,0,0.582405345211581,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0.580645161290323,0,1,0,0
