"","gameId2022091112","gameId2022091901","gameId2022092504","gameId2022100200","gameId2022100904","gameId2022101604","gameId2022103005","gameId2022110607","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormationEMPTY","offenseFormationI_FORM","offenseFormationPISTOL","offenseFormationSHOTGUN","offenseFormationSINGLEBACK","receiverAlignment1x1","receiverAlignment2x1","receiverAlignment2x2","receiverAlignment3x1","receiverAlignment3x2","receiverAlignment4x1","gameClock_mod","timeCategory0.3.min","timeCategory12.15.min","timeCategory3.6.min","timeCategory6.9.min","timeCategory9.12.min","estadiolocal","estadiovisitante","nflId_38632","nflId_40488","nflId_44853","nflId_45094","nflId_46131","nflId_47801","nflId_52430","nflId_52466","nflId_52584","nflId_53452","nflId_54524","nflId_47833","nflId_52725","nflId_43971","nflId_47885","nflId_52611","nflId_52429","nflId_54656","nflId_47976","nflId_45281","nflId_47791","nflId_46370","diferencia","yardlineSide_modcentro","yardlineSide_modMIN","yardlineSide_modrival","isDropback"
"11",0,0,0,0,0,0,0,1,1,0,0.375,0.795918367346939,0.602040816326531,0,0,0,1,0,0,0,1,0,0,0,0.335946248600224,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0.485714285714286,0,0,1,1
"12",0,0,0,0,1,0,0,0,0,0.333333333333333,0.125,0.571428571428571,0.285714285714286,0,0,0,0,1,0,0,0,1,0,0,0.674132138857783,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.485714285714286,0,0,1,1
"13",0,0,0,1,0,0,0,0,0.333333333333333,0.666666666666667,0.583333333333333,0.489795918367347,0.244897959183673,0,0,0,1,0,0,0,0,1,0,0,0.0100783874580067,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0.571428571428571,0,0,1,1
"14",0,0,0,1,0,0,0,0,0.666666666666667,0.666666666666667,0.333333333333333,0.306122448979592,0.153061224489796,0,0,0,1,0,0,0,0,1,0,0,0.815229563269877,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0.657142857142857,0,1,0,1
"15",0,0,0,0,0,0,1,0,0.333333333333333,0,0.375,0.306122448979592,0.846938775510204,0,0,0,0,1,0,0,0,1,0,0,0.302351623740202,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0.8,0,1,0,1
"16",0,0,0,0,1,0,0,0,0.666666666666667,0,0.375,0.673469387755102,0.663265306122449,0,0,0,0,1,0,0,1,0,0,0,0.0571108622620381,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.542857142857143,0,1,0,0
"17",1,0,0,0,0,0,0,0,1,0.666666666666667,0.5,0.918367346938776,0.459183673469388,0,0,0,0,1,0,0,1,0,0,0,0.0761478163493841,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.942857142857143,0,1,0,0
"18",1,0,0,0,0,0,0,0,0.666666666666667,0.333333333333333,0.166666666666667,0.591836734693878,0.704081632653061,0,0,0,1,0,0,0,1,0,0,0,0.29003359462486,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.857142857142857,0,1,0,0
"19",0,0,0,0,0,0,1,0,0.333333333333333,0,0.375,0.938775510204082,0.530612244897959,0,0,0,1,0,0,0,0,1,0,0,0.9003359462486,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.6,0,1,0,0
"20",0,0,0,0,0,0,1,0,0.666666666666667,0,0.375,0.489795918367347,0.755102040816326,0,0,0,0,1,0,0,1,0,0,0,0.597984322508399,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.4,0,1,0,1
"21",0,0,0,0,0,0,0,1,1,0,0.375,0.755102040816326,0.377551020408163,0,0,0,0,1,0,0,1,0,0,0,0.903695408734602,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0.2,0,1,0,1
"22",0,1,0,0,0,0,0,0,0.666666666666667,0,0.583333333333333,0.775510204081633,0.387755102040816,0,0,0,1,0,0,0,0,1,0,0,0.87458006718925,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"23",1,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.25,0.591836734693878,0.704081632653061,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.685714285714286,0,1,0,0
"24",0,0,1,0,0,0,0,0,1,0,0.375,0.510204081632653,0.744897959183674,0,0,0,0,1,0,0,1,0,0,0,0.634938409854423,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.2,0,0,1,0
"25",0,0,0,0,0,0,1,0,0.666666666666667,0,0.375,0.591836734693878,0.295918367346939,0,1,0,0,0,0,1,0,0,0,0,0.482642777155655,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.4,0,0,1,0
"26",0,0,0,1,0,0,0,0,0,0,0.166666666666667,0.0816326530612245,0.959183673469388,0,0,0,1,0,0,0,1,0,0,0,0.605823068309071,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0.485714285714286,0,0,1,0
"27",0,0,1,0,0,0,0,0,1,0,0.375,0.551020408163265,0.724489795918367,0,0,0,1,0,0,0,0,1,0,0,0.0481522956326988,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0.4,0,0,1,1
"28",0,0,0,0,0,0,0,1,0,0,0.375,0.428571428571429,0.214285714285714,0,0,0,0,1,0,0,1,0,0,0,0.99552071668533,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0.485714285714286,0,1,0,0
"29",0,0,0,0,0,1,0,0,0.666666666666667,0,0.375,0.979591836734694,0.489795918367347,0,0,0,0,1,0,0,0,1,0,0,0.48488241881299,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0.685714285714286,0,0,1,1
"30",0,0,0,0,0,0,0,1,1,0,0.375,0.918367346938776,0.459183673469388,0,0,0,1,0,0,0,0,1,0,0,0.408734602463606,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0.485714285714286,0,1,0,0
"31",0,0,0,0,0,0,1,0,0.333333333333333,0.666666666666667,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.662933930571109,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0.6,0,0,1,1
"32",1,0,0,0,0,0,0,0,0.333333333333333,0.666666666666667,0.333333333333333,0.612244897959184,0.693877551020408,1,0,0,0,0,0,0,0,0,1,0,0.0123180291153415,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.971428571428571,0,1,0,1
"33",0,0,0,1,0,0,0,0,0.333333333333333,0,0.375,0.877551020408163,0.438775510204082,0,0,0,0,1,0,0,1,0,0,0,0.152295632698768,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0.485714285714286,0,0,1,1
"34",0,0,0,0,0,0,1,0,0,0.333333333333333,0.25,0.857142857142857,0.571428571428571,0,0,0,1,0,0,0,0,1,0,0,0.264277715565509,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.6,0,0,1,1
"35",0,0,0,0,0,0,0,1,1,0.666666666666667,0.208333333333333,0.102040816326531,0.948979591836735,0,0,0,0,1,0,0,0,1,0,0,0.0593505039193729,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.485714285714286,0,0,1,0
"36",0,0,0,0,0,0,1,0,0,0,0.375,0.489795918367347,0.244897959183673,0,0,0,0,1,0,0,1,0,0,0,0.399776035834267,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.6,0,1,0,1
"37",0,0,0,0,1,0,0,0,0.666666666666667,0.333333333333333,0.0833333333333333,0.816326530612245,0.408163265306122,0,0,0,0,1,0,0,0,1,0,0,0.653975363941769,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.628571428571429,0,0,1,0
"38",0,0,1,0,0,0,0,0,0,0.666666666666667,0.166666666666667,0.693877551020408,0.653061224489796,0,0,0,1,0,0,0,0,1,0,0,0.288913773796193,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.285714285714286,0,1,0,1
"39",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5498320268757,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0.485714285714286,0,0,1,0
"40",1,0,0,0,0,0,0,0,1,0.666666666666667,0.25,0.816326530612245,0.408163265306122,1,0,0,0,0,0,0,0,0,1,0,0.711086226203807,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.857142857142857,0,1,0,1
"41",0,0,0,0,1,0,0,0,1,0,0.375,0.918367346938776,0.459183673469388,0,0,0,1,0,0,0,1,0,0,0,0.463605823068309,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.457142857142857,0,1,0,0
"42",0,0,1,0,0,0,0,0,1,0.666666666666667,0.291666666666667,0.938775510204082,0.469387755102041,0,0,0,1,0,0,0,0,1,0,0,0.173572228443449,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0.4,0,1,0,1
"43",0,0,0,0,0,0,0,1,0.666666666666667,0.333333333333333,0.375,0.836734693877551,0.581632653061224,0,0,0,1,0,0,0,0,1,0,0,0.830907054871221,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0.4,0,1,0,0
"44",0,0,0,0,1,0,0,0,0.333333333333333,0.333333333333333,0.375,0.469387755102041,0.23469387755102,0,0,0,1,0,0,0,1,0,0,0,0.0593505039193729,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0.8,0,1,0,1
"45",0,0,0,1,0,0,0,0,1,0.666666666666667,0.833333333333333,0.673469387755102,0.336734693877551,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0.542857142857143,0,0,1,0
"46",1,0,0,0,0,0,0,0,0.333333333333333,0.666666666666667,0,0.693877551020408,0.653061224489796,0,1,0,0,0,0,1,0,0,0,0,0.163493840985442,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0.771428571428571,0,1,0,0
"47",0,0,0,0,0,0,1,0,0.333333333333333,0.333333333333333,0.25,1,0.5,0,0,0,1,0,0,0,1,0,0,0,0.860022396416573,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.6,1,0,0,1
"48",0,0,0,1,0,0,0,0,0.666666666666667,0.333333333333333,0.333333333333333,0.306122448979592,0.153061224489796,0,0,0,1,0,0,0,0,1,0,0,0.820828667413214,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.657142857142857,0,1,0,1
"49",0,0,0,1,0,0,0,0,0.333333333333333,0,0.375,0.36734693877551,0.183673469387755,0,0,0,1,0,0,0,0,1,0,0,0.118701007838746,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.485714285714286,0,0,1,0
"50",0,1,0,0,0,0,0,0,0,0.666666666666667,0.166666666666667,0.591836734693878,0.704081632653061,0,0,0,1,0,0,0,0,1,0,0,0.517357222844345,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.285714285714286,0,1,0,1
"51",0,0,0,0,1,0,0,0,0.333333333333333,0.333333333333333,0.291666666666667,0.142857142857143,0.928571428571429,0,0,0,0,1,0,0,0,1,0,0,0.536394176931691,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0.8,0,0,1,0
"52",0,0,0,0,1,0,0,0,1,0.666666666666667,0.125,0.959183673469388,0.520408163265306,0,0,0,1,0,0,0,0,1,0,0,0.375139977603583,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0.457142857142857,0,0,1,1
"53",0,0,0,0,1,0,0,0,1,0.333333333333333,0.333333333333333,0.469387755102041,0.76530612244898,0,0,0,1,0,0,0,0,1,0,0,0.240761478163494,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0.457142857142857,0,0,1,1
"54",1,0,0,0,0,0,0,0,0,0,0.375,0.530612244897959,0.26530612244898,0,1,0,0,0,0,1,0,0,0,0,0.0257558790593505,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0.685714285714286,0,1,0,0
"55",0,0,0,0,0,0,1,0,0,0,0.375,0.73469387755102,0.36734693877551,0,0,0,0,1,0,0,0,1,0,0,0.884658454647256,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.485714285714286,0,1,0,0
"56",0,0,0,0,0,0,0,1,0,0.666666666666667,0,0.571428571428571,0.285714285714286,0,0,0,0,1,0,0,1,0,0,0,0.038073908174692,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0.685714285714286,0,1,0,0
"57",0,0,0,0,1,0,0,0,0,0.333333333333333,0.125,0.612244897959184,0.693877551020408,0,0,0,0,1,0,0,1,0,0,0,0.363941769316909,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0.6,0,1,0,0
"58",0,0,1,0,0,0,0,0,1,0,0.333333333333333,0.163265306122449,0.918367346938776,0,0,0,0,1,0,0,1,0,0,0,0.566629339305711,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0.2,0,0,1,1
"59",0,0,0,0,1,0,0,0,0.333333333333333,0.666666666666667,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.488241881298992,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0.8,0,0,1,1
"60",0,0,1,0,0,0,0,0,0.333333333333333,0.333333333333333,0.375,0.897959183673469,0.551020408163265,0,0,0,1,0,0,0,1,0,0,0,0.759238521836506,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0857142857142857,0,0,1,0
"61",0,0,1,0,0,0,0,0,0.666666666666667,0.333333333333333,0.208333333333333,0.795918367346939,0.602040816326531,0,0,0,0,1,0,0,1,0,0,0,0.0895856662933931,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,1,0,0
"62",0,0,1,0,0,0,0,0,0,0,0.375,0.591836734693878,0.704081632653061,0,0,0,1,0,0,0,1,0,0,0,0.377379619260918,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.285714285714286,0,1,0,0
"63",0,0,0,0,1,0,0,0,0.666666666666667,0.666666666666667,0,0.775510204081633,0.387755102040816,1,0,0,0,0,0,0,0,0,1,0,0.611422172452408,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0.628571428571429,0,0,1,1
"64",0,0,0,1,0,0,0,0,0.666666666666667,0.666666666666667,0.291666666666667,0.938775510204082,0.469387755102041,0,0,0,1,0,0,0,1,0,0,0,0.180291153415454,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0.542857142857143,0,1,0,1
"65",0,0,0,0,0,0,0,1,1,0,0.375,0.224489795918367,0.887755102040816,0,0,0,0,1,0,0,0,1,0,0,0.525195968645017,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0.285714285714286,0,0,1,1
"66",0,0,0,0,0,0,0,1,0.333333333333333,0.666666666666667,0.25,0.938775510204082,0.530612244897959,0,0,0,1,0,0,0,0,1,0,0,0.563269876819709,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0.685714285714286,0,1,0,1
"67",0,0,0,0,0,1,0,0,0.666666666666667,0.333333333333333,0.375,0.979591836734694,0.489795918367347,0,0,0,0,1,0,0,1,0,0,0,0.477043673012318,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0.685714285714286,0,0,1,1
"68",0,0,0,0,0,1,0,0,0.333333333333333,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.167973124300112,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.4,0,0,1,1
"69",0,0,1,0,0,0,0,0,0.666666666666667,0.333333333333333,0.125,0.816326530612245,0.591836734693878,0,0,0,0,1,0,0,0,1,0,0,0.482642777155655,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.4,0,1,0,0
"70",0,1,0,0,0,0,0,0,1,0.333333333333333,0.375,0.448979591836735,0.775510204081633,0,0,0,1,0,0,0,1,0,0,0,0.704367301231803,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"71",0,1,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.416666666666667,0.775510204081633,0.612244897959184,0,0,0,1,0,0,0,1,0,0,0,0.788353863381859,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0.0857142857142857,0,0,1,0
"72",0,0,0,0,0,0,1,0,1,0.666666666666667,0.208333333333333,0.795918367346939,0.397959183673469,1,0,0,0,0,0,0,0,0,1,0,0.351623740201568,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.714285714285714,0,1,0,1
"73",0,0,0,0,0,0,0,1,0,0.333333333333333,0.416666666666667,0.408163265306122,0.204081632653061,1,0,0,0,0,0,0,0,0,1,0,0.957446808510638,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0.485714285714286,0,1,0,1
"74",0,0,1,0,0,0,0,0,1,0,0.375,0.918367346938776,0.540816326530612,0,0,0,0,1,0,0,1,0,0,0,0.674132138857783,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.2,0,0,1,1
"75",1,0,0,0,0,0,0,0,0.333333333333333,0,0.375,0,1,0,1,0,0,0,0,1,0,0,0,0,0.527435610302352,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0.685714285714286,0,1,0,0
"76",0,0,0,0,0,0,1,0,0,1,0.0416666666666667,0.755102040816326,0.622448979591837,0,0,0,1,0,0,0,1,0,0,0,0.208286674132139,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.6,0,0,1,1
"77",0,0,0,0,0,0,0,1,0,0,0.375,0.306122448979592,0.153061224489796,0,0,0,0,1,0,0,1,0,0,0,0.4501679731243,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0.685714285714286,0,1,0,0
"78",0,0,0,0,0,1,0,0,0.333333333333333,0,0.375,0.591836734693878,0.704081632653061,0,1,0,0,0,0,1,0,0,0,0,0.295632698768197,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.4,0,0,1,0
"79",0,1,0,0,0,0,0,0,0.666666666666667,0,0.375,0.591836734693878,0.704081632653061,0,0,0,1,0,0,0,1,0,0,0,0.754759238521836,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"80",0,0,0,1,0,0,0,0,0,0.666666666666667,0.333333333333333,0.795918367346939,0.602040816326531,0,0,0,1,0,0,0,0,1,0,0,0.210526315789474,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0.685714285714286,0,0,1,1
"81",0,0,0,0,0,0,1,0,0.666666666666667,0.666666666666667,0.166666666666667,0.816326530612245,0.591836734693878,1,0,0,0,0,0,0,0,0,1,0,0.535274356103024,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.4,0,1,0,1
"82",0,0,1,0,0,0,0,0,1,0.333333333333333,0.333333333333333,0.530612244897959,0.26530612244898,0,0,0,0,1,0,0,0,1,0,0,0.964165733482643,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.2,0,1,0,1
"83",0,0,0,1,0,0,0,0,0.333333333333333,0,0.375,0.877551020408163,0.561224489795918,0,1,0,0,0,0,1,0,0,0,0,0.240761478163494,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0.485714285714286,0,1,0,1
"84",0,0,0,0,0,0,1,0,0.666666666666667,0,0.25,0.122448979591837,0.0612244897959184,0,0,0,1,0,0,0,1,0,0,0,0.390817469204927,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0.4,0,0,1,1
"85",1,0,0,0,0,0,0,0,0.666666666666667,0,0.375,0.653061224489796,0.326530612244898,0,1,0,0,0,0,1,0,0,0,0,0.80515117581187,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0.971428571428571,0,0,1,0
