"","gameId","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormation","receiverAlignment","gameClock_mod","timeCategory","estadio","nflId_35443","nflId_42428","nflId_43821","nflId_46078","nflId_47819","nflId_52433","nflId_52625","nflId_53432","nflId_53477","nflId_53623","nflId_54599","nflId_52598","nflId_40078","nflId_46256","nflId_46331","nflId_46377","nflId_46998","nflId_54558","nflId_54570","nflId_41291","nflId_52561","nflId_44959","nflId_55113","nflId_53584","nflId_42416","nflId_45069","nflId_48485","nflId_54652","nflId_54727","nflId_41500","nflId_44820","nflId_55112","diferencia","yardlineSide_mod","isDropback"
"58",2022100910,1,2,9,50,60,"SHOTGUN","3x1",12.5333333333333,"0-3 min","visitante",0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,"centro",FALSE
"59",2022091808,2,3,3,15,95,"EMPTY","3x2",1.61666666666667,"12-15 min","local",1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,"rival",TRUE
"60",2022092513,4,3,3,32,42,"EMPTY","3x2",3.51666666666667,"9-12 min","visitante",0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,"SF",TRUE
"61",2022091808,3,1,8,8,102,"I_FORM","2x1",7.88333333333333,"6-9 min","local",1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,"rival",FALSE
"62",2022100300,4,3,13,42,52,"SHOTGUN","3x1",11.45,"3-6 min","local",0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,8,"SF",TRUE
"63",2022100910,3,2,10,45,65,"SINGLEBACK","2x2",1.45,"12-15 min","visitante",0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,12,"SF",FALSE
"64",2022102310,1,2,3,32,78,"SHOTGUN","2x1",14.45,"0-3 min","local",1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"SF",TRUE
"65",2022102310,4,2,1,34,76,"SHOTGUN","2x2",5.73333333333333,"9-12 min","local",1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-21,"SF",TRUE
"66",2022100910,3,2,15,20,90,"SHOTGUN","3x1",11.8333333333333,"3-6 min","visitante",0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,8,"SF",TRUE
"67",2022100300,3,1,10,27,83,"SHOTGUN","2x2",4.28333333333333,"9-12 min","local",0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,5,"SF",TRUE
"68",2022091102,4,1,10,25,35,"SINGLEBACK","2x2",12.75,"0-3 min","visitante",1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,"SF",TRUE
"69",2022100300,4,3,1,1,109,"SHOTGUN","2x2",15,"0-3 min","local",0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,5,"rival",TRUE
"70",2022103010,2,2,8,34,76,"PISTOL","2x1",12.2833333333333,"0-3 min","visitante",1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,-7,"rival",TRUE
"71",2022102310,2,3,3,5,105,"SHOTGUN","3x1",1.56666666666667,"12-15 min","local",1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,"rival",TRUE
"72",2022102310,4,3,9,6,104,"SHOTGUN","3x1",8.91666666666667,"6-9 min","local",1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,-12,"SF",TRUE
"73",2022100300,1,2,12,49,61,"SHOTGUN","3x1",4.26666666666667,"9-12 min","local",0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-3,"SF",TRUE
"74",2022091102,4,1,15,28,38,"SHOTGUN","3x1",4.93333333333333,"9-12 min","visitante",1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,"SF",TRUE
"75",2022092513,2,3,9,4,14,"SHOTGUN","3x1",1.76666666666667,"12-15 min","visitante",1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,"SF",TRUE
"76",2022091808,1,1,10,27,37,"I_FORM","2x1",11.9833333333333,"3-6 min","local",1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rival",FALSE
"77",2022102310,3,2,9,43,53,"SHOTGUN","2x2",1.13333333333333,"12-15 min","local",1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,-12,"SF",TRUE
"78",2022092513,4,2,10,41,69,"EMPTY","3x2",15,"0-3 min","visitante",0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,"rival",TRUE
"79",2022091808,4,4,1,1,11,"SINGLEBACK","2x2",1.9,"12-15 min","local",1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,"rival",FALSE
"80",2022100910,1,1,9,9,19,"SINGLEBACK","3x1",11.85,"3-6 min","visitante",0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,"rival",TRUE
"81",2022102310,4,1,10,25,85,"EMPTY","3x2",6.08333333333333,"6-9 min","local",1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-21,"SF",TRUE
"82",2022101600,4,2,10,46,56,"SHOTGUN","3x1",5.73333333333333,"9-12 min","visitante",0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,-14,"SF",FALSE
"83",2022091102,3,2,2,2,12,"SINGLEBACK","3x1",9.93333333333333,"3-6 min","visitante",1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"rival",FALSE
"84",2022091808,3,1,10,38,72,"SINGLEBACK","3x1",11.75,"3-6 min","local",1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,"rival",FALSE
"85",2022091102,1,3,3,43,53,"SHOTGUN","2x2",0.816666666666667,"12-15 min","visitante",1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SF",TRUE
"86",2022100300,2,1,10,36,46,"SINGLEBACK","3x1",4.41666666666667,"9-12 min","local",0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,"SF",FALSE
"87",2022091102,3,1,10,20,90,"PISTOL","2x2",5.45,"9-12 min","visitante",1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"SF",FALSE
"88",2022103010,1,2,9,43,53,"SHOTGUN","2x2",9.85,"3-6 min","visitante",1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"rival",TRUE
"89",2022092513,1,1,10,25,85,"SHOTGUN","2x1",13.7,"0-3 min","visitante",1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"SF",FALSE
"90",2022100300,2,3,10,22,32,"SHOTGUN","3x1",11.7,"3-6 min","local",0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,4,"SF",TRUE
"91",2022102310,4,1,10,43,53,"SHOTGUN","3x1",4.13333333333333,"9-12 min","local",1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-21,"rival",TRUE
"92",2022103010,3,1,10,25,85,"SHOTGUN","2x2",15,"0-3 min","visitante",1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-4,"SF",FALSE
"93",2022100910,3,3,8,47,63,"SHOTGUN","3x1",0.766666666666667,"12-15 min","visitante",0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,12,"SF",TRUE
"94",2022103010,3,2,11,17,27,"EMPTY","3x2",2.78333333333333,"12-15 min","visitante",1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-4,"rival",TRUE
"95",2022101600,3,2,6,44,66,"EMPTY","3x2",6.98333333333333,"6-9 min","visitante",0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,-14,"SF",TRUE
"96",2022101600,3,2,5,39,71,"SINGLEBACK","2x2",0.616666666666667,"12-15 min","visitante",0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,-14,"SF",TRUE
"97",2022091808,2,3,6,24,34,"SHOTGUN","3x1",2.21666666666667,"12-15 min","local",1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,"SF",TRUE
"98",2022091102,3,3,9,33,77,"SHOTGUN","3x1",2.51666666666667,"12-15 min","visitante",1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"SF",TRUE
"99",2022102310,3,1,10,49,59,"SHOTGUN","2x1",11.1833333333333,"3-6 min","local",1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-8,"SF",FALSE
"100",2022091808,4,3,9,49,61,"SHOTGUN","2x2",6.41666666666667,"6-9 min","local",1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,"SF",TRUE
"101",2022091102,4,3,1,19,29,"SINGLEBACK","3x1",6.53333333333333,"6-9 min","visitante",1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,"SF",FALSE
"102",2022091102,3,2,4,10,20,"I_FORM","2x1",12.0666666666667,"0-3 min","visitante",1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"rival",FALSE
"103",2022103010,3,1,10,39,49,"SINGLEBACK","2x2",4.51666666666667,"9-12 min","visitante",1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,-4,"rival",TRUE
"104",2022102310,1,2,8,8,18,"SHOTGUN","3x1",6.6,"6-9 min","local",1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3,"rival",TRUE
"105",2022100300,2,2,4,42,52,"SHOTGUN","2x2",3.73333333333333,"9-12 min","local",0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,"SF",FALSE
"106",2022092513,4,2,22,3,13,"SHOTGUN","2x2",1.25,"12-15 min","visitante",0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,"SF",TRUE
"107",2022091808,3,2,3,3,107,"SINGLEBACK","2x2",7.21666666666667,"6-9 min","local",1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,"rival",FALSE
"108",2022100300,1,2,9,41,69,"SHOTGUN","3x1",5.61666666666667,"9-12 min","local",0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-3,"SF",TRUE
