"","gameId","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormation","receiverAlignment","gameClock_mod","timeCategory","estadio","nflId_43345","nflId_46113","nflId_46276","nflId_47856","nflId_48159","nflId_52451","nflId_52581","nflId_53440","nflId_53468","nflId_53580","nflId_54633","nflId_46522","nflId_40149","nflId_54784","nflId_54668","nflId_48207","nflId_44068","nflId_53646","nflId_53586","nflId_47904","nflId_38553","nflId_54536","nflId_41324","nflId_47815","nflId_53085","nflId_42593","nflId_52457","diferencia","yardlineSide_mod","isDropback"
"86",2022102400,2,1,10,25,35,"SHOTGUN","2x1",6.06666666666667,"6-9 min","visitante",0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-4,"CHI",FALSE
"87",2022102400,3,1,10,39,49,"SINGLEBACK","2x2",5.1,"9-12 min","visitante",0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,9,"rival",TRUE
"88",2022091812,4,2,10,19,29,"SHOTGUN","3x1",2.3,"12-15 min","visitante",1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-17,"CHI",TRUE
"89",2022091102,3,3,10,49,59,"SHOTGUN","3x1",5.75,"9-12 min","local",1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-10,"CHI",TRUE
"90",2022101300,1,1,10,49,61,"SINGLEBACK","2x2",12.6666666666667,"0-3 min","local",0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"CHI",TRUE
"91",2022101300,3,3,3,25,85,"SHOTGUN","3x1",8.78333333333333,"6-9 min","local",0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,-3,"CHI",FALSE
"92",2022110601,1,1,10,35,45,"SHOTGUN","3x1",5.66666666666667,"9-12 min","local",1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,-4,"CHI",TRUE
"93",2022101300,2,1,10,21,31,"SINGLEBACK","3x1",3.78333333333333,"9-12 min","local",0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,"CHI",FALSE
"94",2022102400,2,3,5,34,76,"EMPTY","3x2",2.23333333333333,"12-15 min","visitante",0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-4,"rival",FALSE
"95",2022092501,2,2,10,20,90,"EMPTY","3x2",15,"0-3 min","local",1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,"CHI",TRUE
"96",2022103002,2,2,3,31,79,"SHOTGUN","3x1",1.4,"12-15 min","visitante",0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,-21,"rival",FALSE
"97",2022102400,4,1,5,5,105,"I_FORM","2x1",13.05,"0-3 min","visitante",0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,"rival",FALSE
"98",2022092501,3,1,10,23,33,"SINGLEBACK","2x2",10.55,"3-6 min","local",1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-4,"rival",TRUE
"99",2022100904,3,3,10,46,64,"SHOTGUN","2x2",12.5333333333333,"0-3 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-11,"rival",TRUE
"100",2022100904,3,2,4,47,57,"SINGLEBACK","2x2",6.98333333333333,"6-9 min","visitante",0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-5,"CHI",FALSE
"101",2022091102,2,2,2,32,42,"SHOTGUN","3x1",4.23333333333333,"9-12 min","local",1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-7,"CHI",FALSE
"102",2022100208,2,1,10,25,35,"SINGLEBACK","2x2",5.28333333333333,"9-12 min","visitante",1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,-8,"CHI",FALSE
"103",2022092501,2,3,4,24,86,"SHOTGUN","3x1",6.55,"6-9 min","local",1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-4,"CHI",TRUE
"104",2022100208,3,2,6,14,24,"SHOTGUN","2x2",11.7166666666667,"3-6 min","visitante",0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-5,"rival",TRUE
"105",2022110601,2,3,1,36,46,"SINGLEBACK","2x2",4.93333333333333,"9-12 min","local",1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-11,"rival",FALSE
"106",2022091102,2,3,4,41,51,"SHOTGUN","3x1",2.9,"12-15 min","local",1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-7,"CHI",FALSE
"107",2022100904,2,1,10,11,21,"SHOTGUN","2x2",1.46666666666667,"12-15 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-18,"rival",FALSE
"108",2022091812,4,1,10,10,100,"SHOTGUN","3x1",9.8,"3-6 min","visitante",1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-14,"rival",FALSE
"109",2022110601,3,1,10,35,75,"SINGLEBACK","2x2",1.88333333333333,"12-15 min","local",1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-10,"CHI",FALSE
"110",2022102400,2,2,5,34,76,"SHOTGUN","2x2",2.55,"12-15 min","visitante",0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,-4,"rival",TRUE
"111",2022091102,4,2,10,26,36,"SHOTGUN","3x1",13.2333333333333,"0-3 min","local",1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-3,"rival",TRUE
"112",2022110601,4,1,4,4,106,"I_FORM","2x1",11.7,"3-6 min","local",1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,-10,"rival",TRUE
"113",2022102400,3,2,10,39,49,"SHOTGUN","2x2",5,"9-12 min","visitante",0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,"rival",FALSE
"114",2022102400,1,1,10,29,39,"SHOTGUN","2x2",10.5333333333333,"3-6 min","visitante",0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"rival",TRUE
"115",2022102400,1,3,14,33,43,"SHOTGUN","2x2",9.81666666666667,"3-6 min","visitante",0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"rival",FALSE
"116",2022103002,1,3,19,16,94,"SHOTGUN","3x1",9.15,"3-6 min","visitante",0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,-7,"CHI",TRUE
"117",2022110601,4,2,7,18,28,"SHOTGUN","3x1",7.21666666666667,"6-9 min","local",1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,-3,"CHI",FALSE
"118",2022100904,2,3,5,30,80,"EMPTY","3x2",6.13333333333333,"6-9 min","visitante",0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-18,"CHI",TRUE
"119",2022103002,4,3,11,18,28,"SHOTGUN","2x2",5.4,"9-12 min","visitante",0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,-20,"rival",TRUE
"120",2022102400,4,2,5,5,105,"SHOTGUN","2x2",2,"12-15 min","visitante",0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,19,"rival",FALSE
"121",2022091102,2,2,4,41,51,"SHOTGUN","3x1",2.95,"12-15 min","local",1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-7,"CHI",TRUE
"122",2022110601,3,1,10,34,76,"SHOTGUN","2x2",12.6666666666667,"0-3 min","local",1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-11,"CHI",TRUE
