"","gameId2022091107","gameId2022091800","gameId2022092505","gameId2022100202","gameId2022100913","gameId2022101606","gameId2022102300","gameId2022102700","gameId2022110700","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormationEMPTY","offenseFormationI_FORM","offenseFormationJUMBO","offenseFormationPISTOL","offenseFormationSHOTGUN","offenseFormationSINGLEBACK","offenseFormationWILDCAT","receiverAlignment1x1","receiverAlignment2x1","receiverAlignment2x2","receiverAlignment3x1","receiverAlignment3x2","receiverAlignment4x1","gameClock_mod","timeCategory0.3.min","timeCategory12.15.min","timeCategory3.6.min","timeCategory6.9.min","timeCategory9.12.min","estadiolocal","estadiovisitante","nflId_38557","nflId_41245","nflId_41295","nflId_43362","nflId_45268","nflId_46101","nflId_46155","nflId_47906","nflId_52500","nflId_53456","nflId_54490","nflId_54604","nflId_47852","nflId_43415","nflId_52609","nflId_42469","nflId_47896","nflId_48220","nflId_53560","nflId_54575","nflId_52463","nflId_42514","nflId_43295","nflId_52894","nflId_46437","nflId_33130","nflId_52721","diferencia","yardlineSide_modBAL","yardlineSide_modcentro","yardlineSide_modrival","isDropback"
"11",0,0,0,0,0,0,0,0,1,0,0,0.257142857142857,0.693877551020408,0.346938775510204,0,0,0,0,0,1,0,0,0,1,0,0,0,0.436383928571429,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.25,1,0,0,1
"12",0,0,0,0,0,0,1,0,0,0.666666666666667,0.666666666666667,0.114285714285714,0.0816326530612245,0.0408163265306122,0,0,0,0,1,0,0,0,0,1,0,0,0,0.559151785714286,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.357142857142857,0,0,1,1
"13",0,0,0,0,1,0,0,0,0,0.333333333333333,0.333333333333333,0.2,0.857142857142857,0.428571428571429,0,0,0,0,1,0,0,0,0,0,1,0,0,0.625,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.607142857142857,0,0,1,1
"14",0,0,0,0,0,0,0,1,0,1,0.333333333333333,0.142857142857143,0.326530612244898,0.836734693877551,0,0,0,0,1,0,0,0,0,0,1,0,0,0.2109375,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.535714285714286,0,0,1,0
"15",0,0,0,0,0,0,0,0,1,1,0,0.257142857142857,0.73469387755102,0.63265306122449,0,0,0,1,0,0,0,0,1,0,0,0,0,0.877232142857143,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.642857142857143,1,0,0,0
"16",0,0,1,0,0,0,0,0,0,1,0,0.257142857142857,0.346938775510204,0.826530612244898,0,0,0,0,1,0,0,0,0,0,1,0,0,0.216517857142857,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0.428571428571429,0,0,1,1
"17",0,0,0,1,0,0,0,0,0,0,0.333333333333333,0.257142857142857,0.877551020408163,0.438775510204082,0,1,0,0,0,0,0,0,1,0,0,0,0,0.529017857142857,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.392857142857143,1,0,0,0
"18",1,0,0,0,0,0,0,0,0,1,0,0.371428571428571,0.0408163265306122,0.979591836734694,0,0,0,1,0,0,0,0,0,1,0,0,0,0.275669642857143,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1
"19",0,0,0,1,0,0,0,0,0,0.333333333333333,0.333333333333333,0.142857142857143,0.653061224489796,0.673469387755102,0,1,0,0,0,0,0,0,1,0,0,0,0,0.713169642857143,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.75,1,0,0,0
"20",0,0,1,0,0,0,0,0,0,0,0.333333333333333,0.114285714285714,0.387755102040816,0.806122448979592,1,0,0,0,0,0,0,0,0,0,0,1,0,0.4296875,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.25,0,0,1,1
"21",0,1,0,0,0,0,0,0,0,0,0.666666666666667,0,0.73469387755102,0.63265306122449,0,0,1,0,0,0,0,0,1,0,0,0,0,0.395089285714286,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0.5,0,0,1,0
"22",0,0,0,0,0,0,0,0,1,0.333333333333333,0.333333333333333,0.142857142857143,0.73469387755102,0.63265306122449,0,0,0,0,1,0,0,0,0,1,0,0,0,0.941964285714286,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.5,1,0,0,0
"23",1,0,0,0,0,0,0,0,0,0.666666666666667,0,0.257142857142857,0.489795918367347,0.244897959183673,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0
"24",1,0,0,0,0,0,0,0,0,0,0.333333333333333,0.257142857142857,0.795918367346939,0.397959183673469,1,0,0,0,0,0,0,0,0,0,0,1,0,0.753348214285714,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,1
"25",0,0,0,0,1,0,0,0,0,0.333333333333333,0,0.257142857142857,0.26530612244898,0.13265306122449,0,0,0,1,0,0,0,0,1,0,0,0,0,0.955357142857143,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0.357142857142857,0,0,1,0
"26",0,0,0,1,0,0,0,0,0,0,0.333333333333333,0,0.346938775510204,0.826530612244898,0,0,0,1,0,0,0,0,1,0,0,0,0,0.258928571428571,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.392857142857143,0,0,1,0
"27",0,1,0,0,0,0,0,0,0,0.666666666666667,0.666666666666667,0.171428571428571,0.551020408163265,0.275510204081633,1,0,0,0,0,0,0,0,0,0,0,1,0,0.481026785714286,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.75,1,0,0,1
"28",0,0,0,0,0,0,1,0,0,0,0,0.257142857142857,0.489795918367347,0.755102040816326,0,0,0,1,0,0,0,0,0,0,1,0,0,0.556919642857143,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"29",0,0,0,0,0,0,0,0,1,1,0.333333333333333,0.114285714285714,0.979591836734694,0.489795918367347,0,0,0,1,0,0,0,0,1,0,0,0,0,0.129464285714286,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.75,0,0,1,0
"30",1,0,0,0,0,0,0,0,0,0,0.333333333333333,0.142857142857143,0.63265306122449,0.316326530612245,0,0,0,0,1,0,0,0,0,0,1,0,0,0.889508928571429,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,1
"31",0,0,1,0,0,0,0,0,0,0.666666666666667,0,0.257142857142857,0.877551020408163,0.438775510204082,0,0,0,0,1,0,0,0,0,0,1,0,0,0.417410714285714,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.285714285714286,0,0,1,0
"32",0,0,0,0,0,0,0,1,0,0.666666666666667,0,0.257142857142857,0.244897959183673,0.122448979591837,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0524553571428571,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0.25,0,0,1,0
"33",0,0,0,1,0,0,0,0,0,1,0,0.257142857142857,0.959183673469388,0.479591836734694,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.25,1,0,0,1
"34",0,0,0,0,0,0,0,0,1,0,0.666666666666667,0.285714285714286,0.326530612244898,0.163265306122449,0,0,0,0,1,0,0,0,0,0,1,0,0,0.725446428571429,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0.25,1,0,0,1
"35",0,0,0,0,0,1,0,0,0,0.666666666666667,0,0.257142857142857,0.306122448979592,0.846938775510204,0,0,0,0,1,0,0,0,0,1,0,0,0,0.709821428571428,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.357142857142857,0,0,1,0
"36",0,0,0,0,0,0,0,1,0,0,0.333333333333333,0.257142857142857,0.183673469387755,0.908163265306122,1,0,0,0,0,0,0,0,0,0,0,1,0,0.792410714285714,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0,0,1,1
"37",1,0,0,0,0,0,0,0,0,1,0,0.257142857142857,0.673469387755102,0.663265306122449,0,1,0,0,0,0,0,0,1,0,0,0,0,0.746651785714286,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
"38",1,0,0,0,0,0,0,0,0,0.333333333333333,0.666666666666667,0.114285714285714,0.489795918367347,0.244897959183673,0,0,0,0,1,0,0,0,0,0,1,0,0,0.253348214285714,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.357142857142857,0,0,1,1
"39",0,0,0,0,0,1,0,0,0,0,0.333333333333333,0.114285714285714,0.816326530612245,0.591836734693878,0,0,0,1,0,0,0,0,0,1,0,0,0,0.180803571428571,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.25,1,0,0,1
"40",0,0,0,0,1,0,0,0,0,0,0.333333333333333,0,0.775510204081633,0.612244897959184,0,0,0,1,0,0,0,0,0,0,1,0,0,0.686383928571429,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.25,0,0,1,0
"41",0,0,0,0,0,0,0,1,0,0.333333333333333,0,0.542857142857143,0.877551020408163,0.561224489795918,0,0,0,0,1,0,0,0,0,1,0,0,0,0.472098214285714,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"42",0,1,0,0,0,0,0,0,0,1,0,0.257142857142857,1,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0.2890625,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.25,0,1,0,1
"43",0,0,0,0,0,0,0,1,0,0.333333333333333,0.666666666666667,1,0.551020408163265,0.724489795918367,0,0,0,0,1,0,0,0,0,1,0,0,0,0.4296875,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"44",0,0,0,0,1,0,0,0,0,0.666666666666667,0,0.257142857142857,0.959183673469388,0.520408163265306,0,0,0,1,0,0,0,0,0,1,0,0,0,0.940848214285714,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.25,0,0,1,0
"45",0,0,0,0,1,0,0,0,0,0,0,0.257142857142857,0.591836734693878,0.295918367346939,0,0,0,0,1,0,0,0,0,1,0,0,0,0.862723214285714,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.25,1,0,0,1
"46",0,0,0,0,0,0,1,0,0,0,0.333333333333333,0.142857142857143,0.959183673469388,0.520408163265306,0,0,0,1,0,0,0,0,1,0,0,0,0,0.372767857142857,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
"47",1,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.114285714285714,0.795918367346939,0.602040816326531,0,0,0,1,0,0,0,0,0,1,0,0,0,0.684151785714286,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.357142857142857,1,0,0,1
"48",0,0,0,0,0,1,0,0,0,0.666666666666667,0.333333333333333,0.171428571428571,0.938775510204082,0.530612244897959,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0357142857142857,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0.357142857142857,0,0,1,0
"49",0,0,0,0,0,0,0,0,1,0.333333333333333,0,0.257142857142857,0.653061224489796,0.673469387755102,0,1,0,0,0,0,0,0,1,0,0,0,0,0.983258928571429,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0
"50",0,0,0,0,0,0,0,0,1,0.666666666666667,0.666666666666667,0,0.346938775510204,0.826530612244898,0,0,0,0,0,1,0,0,0,1,0,0,0,0.660714285714286,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.642857142857143,0,0,1,0
"51",0,1,0,0,0,0,0,0,0,0,0.666666666666667,0.171428571428571,0.448979591836735,0.224489795918367,0,0,0,0,1,0,0,0,0,0,1,0,0,0.674107142857143,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,1,0,0,1
"52",0,0,0,1,0,0,0,0,0,0,0,0.0857142857142857,0.0612244897959184,0.969387755102041,0,0,0,1,0,0,0,0,0,0,1,0,0,0.941964285714286,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.25,0,0,1,0
"53",0,0,0,0,0,0,0,1,0,0.333333333333333,0,0.257142857142857,0.102040816326531,0.948979591836735,0,0,0,1,0,0,0,0,0,1,0,0,0,0.848214285714286,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"54",0,0,1,0,0,0,0,0,0,0,0.333333333333333,0.114285714285714,0.714285714285714,0.357142857142857,0,0,0,0,1,0,0,0,0,1,0,0,0,0.654017857142857,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.25,1,0,0,1
"55",0,0,0,0,0,0,0,1,0,1,0.333333333333333,0.0571428571428571,0.755102040816326,0.622448979591837,0,0,0,0,0,1,0,0,0,1,0,0,0,0.676339285714286,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.392857142857143,0,0,1,0
"56",0,0,0,0,1,0,0,0,0,1,0.333333333333333,0.228571428571429,0.877551020408163,0.438775510204082,0,0,0,1,0,0,0,0,1,0,0,0,0,0.912946428571428,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.357142857142857,0,0,1,0
"57",0,0,1,0,0,0,0,0,0,0.333333333333333,0,0.257142857142857,0.489795918367347,0.755102040816326,0,0,0,0,1,0,0,0,1,0,0,0,0,0.395089285714286,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.142857142857143,1,0,0,0
"58",0,0,0,0,1,0,0,0,0,0,0,0.257142857142857,0.795918367346939,0.397959183673469,1,0,0,0,0,0,0,0,0,0,0,1,0,0.758928571428572,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,1,0,0,0
"59",0,0,0,0,0,0,0,0,1,0.333333333333333,0.666666666666667,0.0285714285714286,0.959183673469388,0.520408163265306,1,0,0,0,0,0,0,0,0,0,0,1,0,0.381696428571429,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0
"60",1,0,0,0,0,0,0,0,0,0,0,0.257142857142857,0.551020408163265,0.275510204081633,0,0,0,0,0,1,0,0,0,1,0,0,0,0.912946428571428,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,1
"61",0,0,0,0,0,0,0,1,0,0.333333333333333,0.666666666666667,0.257142857142857,0.326530612244898,0.163265306122449,0,0,0,0,1,0,0,0,0,0,1,0,0,0.154017857142857,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"62",0,0,1,0,0,0,0,0,0,0.666666666666667,0.333333333333333,0.142857142857143,0.775510204081633,0.387755102040816,0,0,0,0,1,0,0,0,0,0,1,0,0,0.219866071428571,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.535714285714286,0,0,1,0
"63",0,0,0,0,0,0,0,1,0,0,0,0.257142857142857,0.489795918367347,0.244897959183673,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0245535714285714,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"64",0,0,0,1,0,0,0,0,0,1,0.666666666666667,0.2,0.673469387755102,0.336734693877551,1,0,0,0,0,0,0,0,0,0,0,1,0,0.697544642857143,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,1,0,0,1
"65",0,0,0,0,0,1,0,0,0,0.333333333333333,0.666666666666667,0.2,0.755102040816326,0.622448979591837,0,0,0,0,1,0,0,0,0,0,1,0,0,0.668526785714286,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0,1,1
"66",1,0,0,0,0,0,0,0,0,0.666666666666667,0.333333333333333,0.257142857142857,0.224489795918367,0.112244897959184,1,0,0,0,0,0,0,0,0,0,0,1,0,0.301339285714286,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.75,1,0,0,1
"67",0,0,0,0,0,1,0,0,0,0.333333333333333,0,0.257142857142857,0.795918367346939,0.602040816326531,0,0,0,1,0,0,0,0,0,1,0,0,0,0.7265625,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.25,0,0,1,1
"68",0,0,0,0,0,0,0,0,1,1,0.666666666666667,0,0.714285714285714,0.357142857142857,0,0,0,0,1,0,0,0,0,1,0,0,0,0.739955357142857,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.642857142857143,0,0,1,0
"69",0,0,0,0,0,1,0,0,0,0,0.666666666666667,0.428571428571429,0.755102040816326,0.377551020408163,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0345982142857143,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0,0,1,1
"70",0,0,1,0,0,0,0,0,0,0.333333333333333,0.666666666666667,0.428571428571429,0.530612244897959,0.73469387755102,1,0,0,0,0,0,0,0,0,0,0,1,0,0.558035714285714,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.392857142857143,1,0,0,1
"71",0,0,0,0,0,0,1,0,0,0,0,0.257142857142857,0.408163265306122,0.204081632653061,0,1,0,0,0,0,0,0,1,0,0,0,0,0.3359375,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
"72",0,0,0,0,0,0,0,0,1,1,0.333333333333333,0.0285714285714286,0.73469387755102,0.36734693877551,0,0,0,1,0,0,0,0,1,0,0,0,0,0.791294642857143,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.642857142857143,0,0,1,0
"73",0,0,0,0,0,0,1,0,0,0.333333333333333,0.666666666666667,0.285714285714286,0.36734693877551,0.183673469387755,1,0,0,0,0,0,0,0,0,0,0,1,0,0.447544642857143,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.107142857142857,1,0,0,1
"74",0,0,1,0,0,0,0,0,0,0.666666666666667,0,0.257142857142857,0.489795918367347,0.755102040816326,0,0,0,1,0,0,0,0,0,1,0,0,0,0.814732142857143,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0357142857142857,1,0,0,0
"75",0,0,0,0,0,0,0,0,1,0,0.666666666666667,0,0.551020408163265,0.724489795918367,0,0,0,1,0,0,0,0,1,0,0,0,0,0.139508928571429,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0,0,1,0
