"","gameId","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormation","receiverAlignment","gameClock_mod","timeCategory","estadio","nflId_42654","nflId_43510","nflId_44860","nflId_46094","nflId_46163","nflId_47794","nflId_47835","nflId_52409","nflId_52441","nflId_53434","nflId_54601","nflId_43344","nflId_44927","nflId_44990","nflId_43495","nflId_52588","nflId_52673","nflId_48530","nflId_53631","nflId_53568","nflId_52499","nflId_48471","nflId_43490","nflId_47838","nflId_53619","diferencia","yardlineSide_mod","isDropback"
"11",2022092900,2,3,11,41,51,"SHOTGUN","2x2",2.96666666666667,"12-15 min","local",1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"CIN",TRUE
"12",2022092900,4,2,10,28,82,"SHOTGUN","3x1",9.2,"3-6 min","local",1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,"CIN",TRUE
"13",2022091103,2,3,4,42,52,"EMPTY","3x2",6.25,"6-9 min","local",1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-14,"CIN",TRUE
"14",2022102302,1,1,10,40,70,"SHOTGUN","2x2",9.5,"3-6 min","local",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"CIN",FALSE
"15",2022091103,5,1,10,44,54,"SHOTGUN","2x2",1.75,"12-15 min","local",1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"rival",TRUE
"16",2022092900,1,2,8,39,71,"SHOTGUN","2x2",3.85,"9-12 min","local",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"CIN",TRUE
"17",2022101605,2,1,10,21,31,"SHOTGUN","2x2",6.61666666666667,"6-9 min","visitante",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,"rival",TRUE
"18",2022102302,4,1,10,41,51,"SHOTGUN","2x2",4.2,"9-12 min","local",1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,18,"rival",TRUE
"19",2022091103,1,1,10,36,74,"EMPTY","3x2",11.5666666666667,"3-6 min","local",1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,"CIN",TRUE
"20",2022091103,4,2,3,3,107,"SHOTGUN","3x1",2.1,"12-15 min","local",1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-6,"rival",TRUE
"21",2022110602,1,3,2,18,92,"SHOTGUN","3x1",13.6833333333333,"0-3 min","local",1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"CIN",TRUE
"22",2022110602,2,1,10,23,87,"SHOTGUN","2x2",1.15,"12-15 min","local",1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,28,"rival",FALSE
"23",2022092900,4,1,10,50,60,"SINGLEBACK","2x2",8.55,"6-9 min","local",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"centro",FALSE
"25",2022091809,4,2,6,27,83,"SHOTGUN","2x2",6.18333333333333,"6-9 min","visitante",1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-8,"rival",TRUE
"26",2022110602,1,1,10,10,100,"SHOTGUN","2x2",14.9,"0-3 min","local",1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"CIN",TRUE
"27",2022092900,1,2,9,26,84,"SHOTGUN","2x2",14.4666666666667,"0-3 min","local",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CIN",TRUE
"28",2022110602,1,1,10,29,81,"SHOTGUN","3x1",5.45,"9-12 min","local",1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,7,"CIN",FALSE
"29",2022101605,1,3,3,17,93,"SHOTGUN","3x1",1.71666666666667,"12-15 min","visitante",1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-7,"rival",TRUE
"30",2022101605,2,3,8,19,29,"SHOTGUN","3x1",5.88333333333333,"9-12 min","visitante",1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-10,"rival",TRUE
"31",2022091103,4,4,2,2,108,"SHOTGUN","3x1",1.93333333333333,"12-15 min","local",1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-6,"rival",TRUE
"32",2022092506,4,3,1,38,72,"SINGLEBACK","2x1",5.51666666666667,"9-12 min","visitante",1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,15,"rival",FALSE
"33",2022091103,4,1,10,25,35,"SHOTGUN","3x1",11.2166666666667,"3-6 min","local",1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-6,"CIN",TRUE
"34",2022102302,1,1,10,40,70,"SHOTGUN","3x1",13.1166666666667,"0-3 min","local",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CIN",TRUE
"35",2022092506,1,1,10,25,85,"SHOTGUN","2x1",5.06666666666667,"9-12 min","visitante",1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,"CIN",FALSE
"36",2022103100,1,2,5,30,40,"SHOTGUN","2x2",12.7,"0-3 min","visitante",1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"CIN",TRUE
"37",2022100913,3,2,9,38,72,"SHOTGUN","2x2",8.91666666666667,"6-9 min","visitante",1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-3,"CIN",TRUE
"38",2022100913,4,1,10,47,57,"SINGLEBACK","3x1",8.13333333333333,"6-9 min","visitante",1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-6,"CIN",FALSE
"39",2022103100,1,1,10,27,83,"SHOTGUN","2x2",10.85,"3-6 min","visitante",1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"rival",TRUE
"40",2022091809,3,2,6,26,36,"JUMBO","2x2",5.63333333333333,"9-12 min","visitante",1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-11,"rival",FALSE
"41",2022092506,2,3,15,30,80,"EMPTY","3x2",6.26666666666667,"6-9 min","visitante",1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,11,"rival",TRUE
"42",2022101605,2,1,10,25,85,"SHOTGUN","2x2",13.65,"0-3 min","visitante",1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-7,"CIN",TRUE
"43",2022091103,3,2,14,28,38,"SHOTGUN","2x2",6.96666666666667,"6-9 min","local",1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-11,"rival",TRUE
"44",2022092900,3,1,10,35,45,"SHOTGUN","2x2",8.01666666666667,"6-9 min","local",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"CIN",TRUE
"45",2022092900,4,3,1,1,11,"SINGLEBACK","3x1",12.8,"0-3 min","local",1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-1,"rival",FALSE
"46",2022092900,3,1,20,15,25,"SHOTGUN","2x2",2.25,"12-15 min","local",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,"CIN",TRUE
"47",2022100913,1,3,4,42,68,"SHOTGUN","2x2",13.1333333333333,"0-3 min","visitante",1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"CIN",TRUE
"48",2022103100,2,1,10,30,40,"SHOTGUN","2x2",1.05,"12-15 min","visitante",1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-8,"rival",TRUE
"49",2022091103,4,2,10,29,81,"SHOTGUN","2x2",4.48333333333333,"9-12 min","local",1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-6,"rival",FALSE
"50",2022103100,3,1,10,27,83,"SHOTGUN","2x2",3.08333333333333,"9-12 min","visitante",1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-25,"CIN",TRUE
"51",2022101605,4,2,4,47,63,"EMPTY","3x2",8.9,"6-9 min","visitante",1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-5,"CIN",TRUE
"52",2022091103,2,2,5,40,70,"SHOTGUN","2x2",15,"0-3 min","local",1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,"rival",TRUE
"54",2022091809,4,2,7,36,46,"SHOTGUN","2x2",10.9333333333333,"3-6 min","visitante",1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-8,"CIN",TRUE
"55",2022102302,2,1,10,32,78,"SHOTGUN","3x1",15,"0-3 min","local",0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,14,"rival",TRUE
"56",2022102302,1,1,10,27,83,"SHOTGUN","2x2",14.3666666666667,"0-3 min","local",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CIN",FALSE
"57",2022091103,1,3,7,39,71,"EMPTY","3x2",10.2166666666667,"3-6 min","local",1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-7,"CIN",TRUE
"58",2022102302,1,2,12,23,87,"EMPTY","3x2",2.03333333333333,"12-15 min","local",0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,14,"CIN",TRUE
"59",2022091103,4,4,6,36,74,"SHOTGUN","3x1",8.38333333333333,"6-9 min","local",1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-6,"rival",TRUE
"60",2022101605,1,2,4,31,41,"SHOTGUN","2x2",6.15,"6-9 min","visitante",1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-7,"CIN",TRUE
"61",2022092506,2,2,11,33,43,"SHOTGUN","3x1",3.93333333333333,"9-12 min","visitante",1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14,"CIN",TRUE
"62",2022103100,3,1,10,41,69,"SHOTGUN","2x2",1.85,"12-15 min","visitante",1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-25,"CIN",TRUE
"63",2022100913,1,2,8,11,99,"SHOTGUN","2x1",2.18333333333333,"12-15 min","visitante",1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-3,"CIN",TRUE
"64",2022092506,1,1,10,28,38,"SHOTGUN","3x1",12.6166666666667,"0-3 min","visitante",1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"rival",FALSE
"65",2022103100,1,2,8,45,55,"SHOTGUN","3x1",5.6,"9-12 min","visitante",1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"CIN",TRUE
"66",2022103100,1,1,10,44,66,"SHOTGUN","2x2",12.3833333333333,"0-3 min","visitante",1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"rival",TRUE
"67",2022102302,3,2,1,30,40,"SHOTGUN","2x2",1.23333333333333,"12-15 min","local",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,"CIN",FALSE
"68",2022100913,2,3,7,22,88,"SHOTGUN","3x1",0.216666666666667,"12-15 min","visitante",1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,-3,"rival",TRUE
"69",2022091103,5,2,4,38,48,"EMPTY","3x2",1.63333333333333,"12-15 min","local",1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"rival",TRUE
"70",2022102302,1,2,4,33,77,"SHOTGUN","2x2",13.7166666666667,"0-3 min","local",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CIN",TRUE
"71",2022091809,2,3,5,20,90,"EMPTY","3x2",8.93333333333333,"6-9 min","visitante",1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-11,"CIN",TRUE
"72",2022110602,2,2,2,7,103,"SINGLEBACK","2x2",8.05,"6-9 min","local",1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,14,"rival",FALSE
"73",2022101605,4,1,10,25,85,"SHOTGUN","2x2",11.1166666666667,"3-6 min","visitante",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,"CIN",TRUE
"74",2022101605,1,1,10,24,86,"SHOTGUN","3x1",3.01666666666667,"9-12 min","visitante",1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,-7,"rival",FALSE
"76",2022101605,3,1,10,26,36,"SHOTGUN","2x2",7.1,"6-9 min","visitante",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,"CIN",FALSE
"77",2022101605,1,2,5,19,91,"SHOTGUN","2x2",2.4,"12-15 min","visitante",1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-7,"rival",TRUE
"78",2022092506,4,3,14,29,81,"SINGLEBACK","2x1",3.1,"9-12 min","visitante",1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,15,"rival",FALSE
"79",2022100913,4,2,5,18,92,"SHOTGUN","3x1",4.01666666666667,"9-12 min","visitante",1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-6,"rival",TRUE
"80",2022100913,2,2,10,16,26,"SHOTGUN","2x2",1.83333333333333,"12-15 min","visitante",1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-3,"CIN",TRUE
"81",2022091103,2,3,6,40,70,"EMPTY","3x2",2,"12-15 min","local",1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-14,"rival",TRUE
"82",2022092506,4,2,6,43,67,"SINGLEBACK","2x1",6.25,"6-9 min","visitante",1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,15,"rival",FALSE
"83",2022102302,4,1,10,25,35,"SINGLEBACK","3x1",3.3,"9-12 min","local",1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,18,"rival",TRUE
"84",2022103100,1,3,7,41,69,"SHOTGUN","2x2",11.55,"3-6 min","visitante",1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"rival",TRUE
"85",2022092506,2,1,10,12,22,"SHOTGUN","3x1",0.866666666666667,"12-15 min","visitante",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"CIN",TRUE
"86",2022092506,2,1,10,25,85,"SHOTGUN","2x2",6.43333333333333,"6-9 min","visitante",1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11,"rival",TRUE
"87",2022092900,2,1,10,25,35,"SHOTGUN","3x1",7.51666666666667,"6-9 min","local",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"CIN",TRUE
"88",2022103100,2,3,14,34,44,"SHOTGUN","3x1",0.883333333333333,"12-15 min","visitante",1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-8,"rival",TRUE
"89",2022091103,2,2,14,39,71,"SHOTGUN","2x2",13.1833333333333,"0-3 min","local",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,"rival",TRUE
"90",2022092900,2,3,1,35,75,"SHOTGUN","2x2",12.9833333333333,"0-3 min","local",1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,"rival",FALSE
"91",2022100913,4,2,3,32,42,"SHOTGUN","2x2",8.98333333333333,"6-9 min","visitante",1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-6,"CIN",FALSE
"92",2022091103,5,2,10,13,23,"SINGLEBACK","3x1",4.11666666666667,"9-12 min","local",1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"rival",TRUE
"93",2022102302,4,3,6,8,18,"SHOTGUN","2x2",1.26666666666667,"12-15 min","local",1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,18,"rival",FALSE
"94",2022100913,3,2,11,14,24,"EMPTY","3x2",5.1,"9-12 min","visitante",1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-3,"rival",TRUE
"95",2022092506,3,1,10,25,85,"SINGLEBACK","3x1",0.683333333333333,"12-15 min","visitante",1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,15,"CIN",FALSE
"96",2022092900,1,2,5,9,19,"SHOTGUN","2x2",11.2,"3-6 min","local",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rival",FALSE
"97",2022100913,2,1,10,16,26,"SHOTGUN","2x2",1.9,"12-15 min","visitante",1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-3,"CIN",TRUE
"98",2022103100,1,2,1,23,33,"SHOTGUN","2x2",13.9666666666667,"0-3 min","visitante",1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"CIN",FALSE
"99",2022092506,3,1,10,41,69,"SINGLEBACK","2x2",10.2666666666667,"3-6 min","visitante",1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,18,"CIN",FALSE
"100",2022103100,1,3,10,43,53,"SHOTGUN","3x1",4.9,"9-12 min","visitante",1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"CIN",TRUE
"101",2022092506,3,1,10,48,58,"SINGLEBACK","3x1",8.45,"6-9 min","visitante",1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,18,"rival",TRUE
"102",2022102302,3,2,5,31,79,"EMPTY","3x2",12.7666666666667,"0-3 min","local",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"rival",TRUE
"103",2022092506,1,3,12,12,22,"SHOTGUN","3x1",9.75,"3-6 min","visitante",1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"rival",TRUE
"104",2022091809,4,1,10,31,79,"SINGLEBACK","2x2",6.78333333333333,"6-9 min","visitante",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,"rival",FALSE
"105",2022091809,3,3,6,50,60,"EMPTY","3x2",11.9,"3-6 min","visitante",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-14,"centro",TRUE
"106",2022110602,3,2,4,37,73,"SINGLEBACK","2x1",6.05,"6-9 min","local",1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,28,"rival",TRUE
"107",2022092900,2,1,10,42,52,"SINGLEBACK","3x1",4.36666666666667,"9-12 min","local",1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,"CIN",FALSE
"108",2022091809,3,2,4,41,69,"SHOTGUN","2x2",13.8166666666667,"0-3 min","visitante",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-14,"CIN",TRUE
"109",2022101605,3,1,10,26,84,"SHOTGUN","2x2",4.73333333333333,"9-12 min","visitante",1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-9,"rival",TRUE
"110",2022092506,2,2,10,25,85,"SHOTGUN","3x1",6.35,"6-9 min","visitante",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"rival",TRUE
"111",2022101605,3,1,10,15,95,"EMPTY","3x2",3.6,"9-12 min","visitante",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,"rival",TRUE
"112",2022091103,4,1,10,40,70,"SHOTGUN","2x2",9.15,"3-6 min","local",1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-6,"rival",FALSE
"113",2022102302,1,2,5,45,65,"SHOTGUN","2x2",8.85,"6-9 min","local",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"CIN",TRUE
"114",2022102302,1,1,10,36,74,"SHOTGUN","2x2",0.816666666666667,"12-15 min","local",0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,14,"CIN",TRUE
"115",2022092506,2,3,10,12,22,"SHOTGUN","3x1",0.716666666666667,"12-15 min","visitante",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"CIN",TRUE
"116",2022092900,2,1,10,33,77,"SINGLEBACK","3x1",12.2666666666667,"0-3 min","local",1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,"rival",TRUE
"117",2022110602,3,3,6,34,44,"SHOTGUN","3x1",0.316666666666667,"12-15 min","local",1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,35,"CIN",TRUE
"118",2022101605,4,1,10,40,70,"SHOTGUN","2x2",2.16666666666667,"12-15 min","visitante",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,"CIN",TRUE
"119",2022102302,4,3,4,9,101,"EMPTY","3x2",7.36666666666667,"6-9 min","local",1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18,"CIN",TRUE
"120",2022102302,4,2,4,19,29,"SHOTGUN","2x2",3.18333333333333,"9-12 min","local",1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,18,"rival",TRUE
"121",2022110602,4,3,8,35,45,"SHOTGUN","2x2",4.61666666666667,"9-12 min","local",0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,28,"rival",TRUE
"122",2022092506,1,2,4,44,66,"SINGLEBACK","3x1",13.9333333333333,"0-3 min","visitante",1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"CIN",TRUE
"123",2022091103,1,2,10,34,44,"SHOTGUN","2x2",8.26666666666667,"6-9 min","local",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,"rival",TRUE
"124",2022100913,2,1,10,19,91,"SHOTGUN","2x2",5.03333333333333,"9-12 min","visitante",1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-10,"rival",TRUE
"125",2022091809,4,1,10,47,57,"SINGLEBACK","2x2",10.2333333333333,"3-6 min","visitante",1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-8,"CIN",FALSE
"126",2022091103,3,2,9,34,44,"SHOTGUN","2x2",9,"3-6 min","local",1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-11,"rival",FALSE
