"","gameId2022091102","gameId2022091812","gameId2022092501","gameId2022100208","gameId2022100904","gameId2022101300","gameId2022102400","gameId2022103002","gameId2022110601","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormationEMPTY","offenseFormationI_FORM","offenseFormationJUMBO","offenseFormationPISTOL","offenseFormationSHOTGUN","offenseFormationSINGLEBACK","offenseFormationWILDCAT","receiverAlignment1x1","receiverAlignment2x1","receiverAlignment2x2","receiverAlignment3x1","receiverAlignment3x2","receiverAlignment4x1","gameClock_mod","timeCategory0.3.min","timeCategory12.15.min","timeCategory3.6.min","timeCategory6.9.min","timeCategory9.12.min","estadiolocal","estadiovisitante","nflId_43345","nflId_46113","nflId_46276","nflId_47856","nflId_48159","nflId_52451","nflId_52581","nflId_53440","nflId_53468","nflId_53580","nflId_54633","nflId_46522","nflId_40149","nflId_54784","nflId_54668","nflId_48207","nflId_44068","nflId_53646","nflId_53586","nflId_47904","nflId_38553","nflId_54536","nflId_41324","nflId_47815","nflId_53085","nflId_42593","nflId_52457","diferencia","yardlineSide_modcentro","yardlineSide_modCHI","yardlineSide_modrival","isDropback"
"11",0,0,1,0,0,0,0,0,0,1,0,0.375,0.224489795918367,0.112244897959184,0,0,0,0,0,1,0,0,0,0,1,0,0,0.202898550724638,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.525,0,1,0,0
"12",0,0,0,0,0,0,1,0,0,0.333333333333333,0,0.375,0.775510204081633,0.612244897959184,0,0,0,0,1,0,0,0,0,1,0,0,0,0.210702341137124,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.425,0,0,1,1
"13",0,0,0,0,1,0,0,0,0,0.333333333333333,0.333333333333333,0.208333333333333,0.816326530612245,0.591836734693878,0,0,0,0,1,0,0,0,1,0,0,0,0,0.329988851727982,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0,1,0,0
"14",0,0,0,0,0,0,0,0,1,1,0,0.375,0.836734693877551,0.418367346938776,0,0,0,0,1,0,0,0,0,0,1,0,0,0.130434782608696,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.45,0,1,0,0
"15",0,0,0,0,0,1,0,0,0,1,0,0.375,0.489795918367347,0.244897959183673,0,0,0,0,0,1,0,0,0,1,0,0,0,0.488294314381271,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.4,0,1,0,1
"16",0,0,0,0,0,0,0,1,0,0.333333333333333,0,0.375,0.755102040816326,0.622448979591837,0,0,0,0,1,0,0,0,0,0,1,0,0,0.124860646599777,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
"17",0,0,0,0,0,0,0,0,1,0,0.333333333333333,0.333333333333333,0.897959183673469,0.448979591836735,0,0,0,0,0,1,0,0,0,1,0,0,0,0.874024526198439,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.525,0,1,0,0
"18",0,0,0,0,0,0,0,1,0,1,0,0.375,0.306122448979592,0.153061224489796,0,1,0,0,0,0,0,0,1,0,0,0,0,0.939799331103679,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0.05,0,0,1,0
"19",0,0,0,0,0,1,0,0,0,0,0,0.375,0.591836734693878,0.295918367346939,0,0,1,0,0,0,0,0,0,0,1,0,0,0.472686733556299,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.525,0,0,1,1
"20",0,0,0,0,0,0,1,0,0,0.333333333333333,0,0.375,0.897959183673469,0.448979591836735,0,0,0,0,1,0,0,0,1,0,0,0,0,0.597547380156076,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.6,0,1,0,0
"21",0,0,0,0,0,0,1,0,0,0.333333333333333,0,0.375,0.591836734693878,0.295918367346939,0,0,0,0,1,0,0,0,1,0,0,0,0,0.638795986622073,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.6,0,1,0,0
"22",0,0,0,0,0,0,1,0,0,0.666666666666667,0,0.375,0.979591836734694,0.489795918367347,0,0,0,0,1,0,0,0,0,1,0,0,0,0.470457079152731,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.75,0,0,1,0
"23",0,0,0,0,0,0,1,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.918367346938776,0.459183673469388,0,0,0,0,0,1,0,0,0,0,1,0,0,0.549609810479376,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6,0,1,0,0
"24",0,0,0,0,0,1,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.428571428571429,0.214285714285714,0,0,0,0,1,0,0,0,0,1,0,0,0,0.219620958751394,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.525,0,1,0,1
"25",0,1,0,0,0,0,0,0,0,0.666666666666667,0.666666666666667,0.375,0.428571428571429,0.785714285714286,0,0,0,0,1,0,0,0,0,1,0,0,0,0.91304347826087,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,1,0,1
"26",1,0,0,0,0,0,0,0,0,0.333333333333333,0,0.375,0.938775510204082,0.530612244897959,0,0,0,0,0,1,0,0,0,1,0,0,0,0.149386845039019,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.35,0,0,1,0
"27",0,0,0,0,0,0,0,1,0,0.666666666666667,0,0.375,0.877551020408163,0.561224489795918,0,0,0,0,1,0,0,0,0,1,0,0,0,0.173913043478261,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0.05,0,0,1,1
"28",0,0,0,0,0,0,0,0,1,0,0.666666666666667,0.0416666666666667,0.612244897959184,0.693877551020408,0,0,0,0,1,0,0,0,0,1,0,0,0,0.156075808249721,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.425,0,0,1,0
"29",0,0,0,0,0,0,0,0,1,0.333333333333333,0.333333333333333,0.375,0.346938775510204,0.173469387755102,0,0,0,0,1,0,0,0,0,0,1,0,0,0.156075808249721,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0,0,1,0
"30",0,0,1,0,0,0,0,0,0,0.333333333333333,0,0.375,0.877551020408163,0.561224489795918,0,0,0,0,1,0,0,0,0,0,1,0,0,0.312151616499443,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.425,0,1,0,1
"31",0,0,0,0,1,0,0,0,0,0.333333333333333,0,0.375,0.26530612244898,0.86734693877551,0,0,0,0,1,0,0,0,0,0,1,0,0,0.99108138238573,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.25,0,1,0,0
"32",0,0,1,0,0,0,0,0,0,0,0.666666666666667,0.333333333333333,0.714285714285714,0.357142857142857,1,0,0,0,0,0,0,0,0,0,0,0,1,0.875139353400223,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.525,0,1,0,1
"33",1,0,0,0,0,0,0,0,0,0.666666666666667,0.333333333333333,0.375,0.979591836734694,0.489795918367347,0,0,0,0,1,0,0,0,0,0,1,0,0,0.41917502787068,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.275,0,1,0,0
"34",0,0,0,0,0,0,1,0,0,0.666666666666667,0.666666666666667,0.291666666666667,0.73469387755102,0.36734693877551,0,0,0,0,1,0,0,0,0,0,1,0,0,0.303232998885173,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.75,0,0,1,0
"35",0,0,0,0,0,0,1,0,0,1,0.666666666666667,0.166666666666667,0.897959183673469,0.551020408163265,0,1,0,0,0,0,0,0,1,0,0,0,0,0.363433667781494,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
"36",0,0,1,0,0,0,0,0,0,0.666666666666667,0.666666666666667,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.56298773690078,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0.425,0,0,1,0
"37",0,0,0,0,1,0,0,0,0,0.333333333333333,0,0.375,0.73469387755102,0.63265306122449,0,0,0,0,1,0,0,0,1,0,0,0,0,0.366778149386845,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0,1,0,1
"38",0,0,0,0,0,0,0,1,0,0.666666666666667,0,0.375,0.489795918367347,0.244897959183673,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0.25,0,1,0,0
"39",0,0,0,0,1,0,0,0,0,0.666666666666667,0,0.375,0.816326530612245,0.408163265306122,0,0,0,0,1,0,0,0,0,1,0,0,0,0.502787068004459,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.4,0,1,0,0
"40",0,0,0,0,0,0,0,0,1,0.333333333333333,0.333333333333333,0.0416666666666667,0.510204081632653,0.255102040816327,0,0,0,0,1,0,0,0,0,0,1,0,0,0.24860646599777,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0.25,0,0,1,0
"41",0,0,0,0,0,1,0,0,0,0,0,0.583333333333333,0.877551020408163,0.561224489795918,0,1,0,0,0,0,0,0,1,0,0,0,0,0.545150501672241,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0.525,0,1,0,0
"42",0,0,0,1,0,0,0,0,0,1,0.666666666666667,0.0416666666666667,0.897959183673469,0.448979591836735,0,0,0,0,0,1,0,0,0,0,1,0,0,0.251950947603122,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.325,0,1,0,0
"43",0,0,0,0,1,0,0,0,0,1,0,0.375,0.714285714285714,0.642857142857143,0,0,0,0,1,0,0,0,0,0,1,0,0,0.130434782608696,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.35,0,1,0,1
"44",0,0,0,0,0,0,0,1,0,0.666666666666667,0.666666666666667,0.25,0.775510204081633,0.387755102040816,0,0,0,0,1,0,0,0,0,1,0,0,0,0.205128205128205,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0.05,0,1,0,1
"45",0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.546265328874024,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.175,0,0,1,0
"46",0,0,0,1,0,0,0,0,0,0.666666666666667,0.333333333333333,0.416666666666667,0.938775510204082,0.530612244897959,0,0,0,0,0,1,0,0,0,1,0,0,0,0.920847268673356,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.4,0,1,0,0
"47",0,0,0,0,0,0,1,0,0,0.666666666666667,0.666666666666667,0,0.795918367346939,0.397959183673469,0,1,0,0,0,0,0,0,1,0,0,0,0,0.385730211817168,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0.75,0,0,1,0
"48",0,0,0,0,0,0,0,0,1,0.666666666666667,0,0.375,0.489795918367347,0.755102040816326,0,0,0,0,1,0,0,0,0,1,0,0,0,0.400222965440357,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.275,0,1,0,0
"49",0,0,0,1,0,0,0,0,0,1,0.333333333333333,0.166666666666667,0.163265306122449,0.0816326530612245,0,0,0,0,0,1,0,0,0,0,1,0,0,0.868450390189521,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.4,0,1,0,0
"50",0,0,0,0,0,0,0,0,1,1,0.333333333333333,0.583333333333333,0.73469387755102,0.36734693877551,0,0,0,0,1,0,0,0,0,0,1,0,0,0.258639910813824,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0.45,0,1,0,1
"51",0,0,0,0,0,0,0,1,0,0.333333333333333,0.666666666666667,0.0416666666666667,0.183673469387755,0.908163265306122,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0.175,0,0,1,0
"52",0,0,0,0,0,0,0,0,1,0,0.666666666666667,0,0.673469387755102,0.336734693877551,0,0,0,0,0,0,1,0,1,0,0,0,0,0.422519509476031,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.425,0,1,0,0
"53",1,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.458333333333333,0.448979591836735,0.224489795918367,0,0,0,0,1,0,0,0,0,1,0,0,0,0.634336677814939,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,1,0,1
"54",0,0,0,0,1,0,0,0,0,0.666666666666667,0.333333333333333,0.625,0.959183673469388,0.479591836734694,0,0,0,0,1,0,0,0,0,0,1,0,0,0.874024526198439,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0,1,0,1
"55",0,0,0,0,1,0,0,0,0,0.333333333333333,0.333333333333333,0.416666666666667,0.244897959183673,0.877551020408163,1,0,0,0,0,0,0,0,0,0,0,1,0,0.977703455964326,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.25,0,1,0,1
"56",0,0,0,0,0,0,1,0,0,0,0,0.375,0.795918367346939,0.397959183673469,0,0,0,0,0,1,0,0,0,1,0,0,0,0.740245261984392,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.525,0,0,1,1
"57",0,0,1,0,0,0,0,0,0,0.666666666666667,0.333333333333333,0.375,0.428571428571429,0.785714285714286,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0423634336677815,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.525,0,1,0,0
"58",0,0,1,0,0,0,0,0,0,0.666666666666667,0,0.375,0.428571428571429,0.785714285714286,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0490523968784838,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.525,0,1,0,1
"59",0,0,0,0,0,1,0,0,0,0.666666666666667,0.666666666666667,0.291666666666667,0.142857142857143,0.928571428571429,1,0,0,0,0,0,0,0,0,0,0,1,0,0.696767001114827,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0.45,0,1,0,1
"60",0,0,0,0,0,0,0,1,0,1,0.333333333333333,0.125,0.183673469387755,0.0918367346938776,0,0,0,0,0,1,0,0,0,1,0,0,0,0.916387959866221,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0.05,0,0,1,1
"61",0,0,0,0,0,0,1,0,0,1,0.666666666666667,0,0.326530612244898,0.836734693877551,0,0,0,0,0,1,0,0,0,0,1,0,0,0.917502787068004,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.825,0,0,1,0
"62",1,0,0,0,0,0,0,0,0,0.666666666666667,0.333333333333333,0.375,0.755102040816326,0.377551020408163,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0613154960981048,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.45,0,1,0,0
"63",0,0,0,0,0,1,0,0,0,1,0,0.375,0.836734693877551,0.581632653061224,0,0,0,0,0,1,0,0,0,1,0,0,0,0.219620958751394,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.4,0,0,1,1
"64",0,0,0,0,0,1,0,0,0,0.333333333333333,0.666666666666667,0.0833333333333333,0.0408163265306122,0.979591836734694,0,0,0,0,1,0,0,0,0,1,0,0,0,0.806020066889632,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.525,0,0,1,1
"65",1,0,0,0,0,0,0,0,0,0.666666666666667,0,0.375,0.755102040816326,0.377551020408163,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0691192865105908,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.45,0,1,0,1
"66",0,0,0,0,0,0,0,1,0,0.666666666666667,0.333333333333333,0.0416666666666667,0.714285714285714,0.642857142857143,0,0,0,0,0,1,0,0,0,0,1,0,0,0.134894091415831,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0.05,0,0,1,0
"67",0,0,0,0,0,1,0,0,0,1,0.333333333333333,0.583333333333333,0.653061224489796,0.326530612244898,0,0,0,0,1,0,0,0,0,1,0,0,0,0.096989966555184,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.4,0,1,0,1
"68",0,0,0,0,0,0,0,0,1,0.666666666666667,0.333333333333333,0.208333333333333,0.775510204081633,0.612244897959184,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0836120401337793,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.275,0,1,0,0
"69",0,0,0,0,0,1,0,0,0,0.666666666666667,0,0.375,0.102040816326531,0.948979591836735,0,0,0,0,1,0,0,0,0,0,1,0,0,0.746934225195095,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.45,0,1,0,0
"70",0,0,0,0,0,0,0,0,1,0,0.666666666666667,0.375,0.387755102040816,0.806122448979592,0,0,0,0,1,0,0,0,0,1,0,0,0,0.773690078037904,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.525,0,0,1,1
"71",0,0,0,0,0,1,0,0,0,0,0,0.208333333333333,0.102040816326531,0.0510204081632653,0,0,0,0,1,0,0,0,0,1,0,0,0,0.207357859531773,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.525,0,0,1,0
"72",0,0,1,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.204081632653061,0.897959183673469,0,0,1,0,0,0,0,0,0,0,1,0,0,0.744704570791527,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.6,0,1,0,0
"73",0,0,0,0,0,0,0,0,1,0.333333333333333,0,0.375,0.693877551020408,0.653061224489796,0,0,0,0,1,0,0,0,0,1,0,0,0,0.665551839464883,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.425,0,1,0,0
"74",0,0,0,0,0,0,1,0,0,0,0,0.0833333333333333,0.0408163265306122,0.0204081632653061,1,0,0,0,0,0,0,0,0,0,0,1,0,0.148272017837235,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6,0,0,1,0
"75",0,0,1,0,0,0,0,0,0,1,0.666666666666667,0.208333333333333,0.510204081632653,0.255102040816327,0,0,0,0,1,0,0,0,0,0,1,0,0,0.661092530657748,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.525,0,1,0,1
"76",1,0,0,0,0,0,0,0,0,0,0.333333333333333,0.375,0.448979591836735,0.775510204081633,0,0,0,0,1,0,0,0,0,0,1,0,0,0.987736900780379,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525,0,1,0,0
