"","gameId2022091113","gameId2022091804","gameId2022092512","gameId2022100213","gameId2022100908","gameId2022101607","gameId2022102301","gameId2022102700","gameId2022110609","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormationEMPTY","offenseFormationI_FORM","offenseFormationJUMBO","offenseFormationPISTOL","offenseFormationSHOTGUN","offenseFormationSINGLEBACK","receiverAlignment1x1","receiverAlignment2x0","receiverAlignment2x1","receiverAlignment2x2","receiverAlignment3x1","receiverAlignment3x2","receiverAlignment4x1","gameClock_mod","timeCategory0.3.min","timeCategory12.15.min","timeCategory3.6.min","timeCategory6.9.min","timeCategory9.12.min","estadiolocal","estadiovisitante","nflId_25511","nflId_37079","nflId_41233","nflId_42033","nflId_42377","nflId_42474","nflId_44816","nflId_44896","nflId_52421","nflId_53524","nflId_54522","nflId_54571","nflId_42369","nflId_54683","nflId_46263","nflId_54556","nflId_41667","nflId_53558","nflId_47991","nflId_53027","nflId_55071","nflId_37118","nflId_38947","nflId_48085","nflId_53009","nflId_52484","diferencia","yardlineSide_modcentro","yardlineSide_modrival","yardlineSide_modTB","isDropback"
"25",0,0,1,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.379310344827586,0.448979591836735,0.775510204081633,0,0,0,0,1,0,0,0,0,0,1,0,0,0.52396878483835,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0.238095238095238,0,0,1,1
"26",0,0,0,0,0,0,0,0,1,0.333333333333333,0,0.310344827586207,0.673469387755102,0.663265306122449,0,1,0,0,0,0,0,0,1,0,0,0,0,0.513935340022297,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.404761904761905,0,0,1,0
"27",0,0,0,0,0,0,0,0,1,1,1,0.172413793103448,0.102040816326531,0.948979591836735,0,0,0,0,1,0,0,0,0,1,0,0,0,0.127090301003344,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.404761904761905,0,1,0,1
"28",1,0,0,0,0,0,0,0,0,0,0.666666666666667,0.137931034482759,0.387755102040816,0.806122448979592,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0780379041248607,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,1
"29",0,0,0,0,0,0,1,0,0,0.333333333333333,0,0.310344827586207,0.448979591836735,0.775510204081633,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0222965440356745,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,1,1
"30",0,0,0,0,0,1,0,0,0,1,0,0.482758620689655,0.530612244897959,0.73469387755102,0,0,0,0,1,0,0,0,0,1,0,0,0,0.396878483835006,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.30952380952381,0,1,0,1
"31",0,0,0,1,0,0,0,0,0,0.666666666666667,0,0.310344827586207,0.693877551020408,0.653061224489796,0,0,0,0,1,0,0,0,0,0,1,0,0,0.722408026755853,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,1,1
"32",1,0,0,0,0,0,0,0,0,0.333333333333333,0,0.310344827586207,0.448979591836735,0.224489795918367,0,0,0,0,0,1,0,0,0,1,0,0,0,0.404682274247492,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.571428571428571,0,1,0,0
"33",0,0,0,0,0,0,0,0,1,1,0.333333333333333,0.310344827586207,0.63265306122449,0.683673469387755,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0278706800445931,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.404761904761905,0,1,0,1
"34",0,0,0,0,0,0,0,0,1,0.333333333333333,0.333333333333333,0.0689655172413793,0.877551020408163,0.438775510204082,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0802675585284281,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.404761904761905,0,1,0,1
"35",0,0,0,0,0,1,0,0,0,0.666666666666667,0,0.482758620689655,0.346938775510204,0.173469387755102,0,0,0,0,1,0,0,0,0,1,0,0,0,0.609810479375697,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.404761904761905,0,1,0,1
"36",0,0,0,0,0,0,0,0,1,0.333333333333333,0.333333333333333,0.172413793103448,0.571428571428571,0.714285714285714,0,0,0,0,0,1,0,0,0,1,0,0,0,0.808249721293199,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.404761904761905,0,0,1,1
"37",0,0,0,0,1,0,0,0,0,1,0.333333333333333,0.310344827586207,0.489795918367347,0.244897959183673,0,0,0,0,1,0,0,0,0,0,1,0,0,0.906354515050167,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0.833333333333333,0,0,1,1
"38",0,0,0,1,0,0,0,0,0,0,0,0.310344827586207,0.489795918367347,0.244897959183673,0,0,0,0,0,1,0,0,0,1,0,0,0,0.265328874024526,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.238095238095238,0,0,1,0
"39",0,0,0,0,1,0,0,0,0,0,0,0.310344827586207,0.959183673469388,0.479591836734694,0,0,0,1,0,0,0,0,1,0,0,0,0,0.586399108138239,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.5,0,1,0,1
"40",0,0,0,0,1,0,0,0,0,0,0,0.310344827586207,0.653061224489796,0.673469387755102,0,0,0,0,1,0,0,0,0,1,0,0,0,0.954292084726867,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0
"41",0,0,0,0,0,0,1,0,0,1,1,0.206896551724138,0.551020408163265,0.275510204081633,0,0,0,0,1,0,0,0,0,0,1,0,0,0.488294314381271,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0714285714285714,0,1,0,1
"42",0,0,0,1,0,0,0,0,0,1,0,0.310344827586207,0.408163265306122,0.204081632653061,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0468227424749164,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.261904761904762,0,0,1,1
"43",0,0,0,0,1,0,0,0,0,0.666666666666667,0,0.310344827586207,0.959183673469388,0.520408163265306,0,0,0,0,1,0,0,0,0,1,0,0,0,0.546265328874024,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.80952380952381,0,0,1,1
"44",0,0,0,0,0,0,1,0,0,0.333333333333333,0,0.310344827586207,0.612244897959184,0.693877551020408,0,1,0,0,0,0,0,0,1,0,0,0,0,0.434782608695652,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,1,0
"45",0,0,0,1,0,0,0,0,0,0.666666666666667,0,0.310344827586207,0.979591836734694,0.489795918367347,0,0,0,0,1,0,0,0,0,0,1,0,0,0.28428093645485,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"46",0,0,0,1,0,0,0,0,0,0.333333333333333,0,0.310344827586207,0.244897959183673,0.122448979591837,0,0,0,0,1,0,0,0,0,1,0,0,0,0.593088071348941,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0714285714285714,0,1,0,1
"47",0,0,0,0,0,0,0,0,1,0.333333333333333,0.333333333333333,0.0689655172413793,0.816326530612245,0.591836734693878,0,0,0,0,0,1,0,0,0,0,1,0,0,0.474916387959866,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.404761904761905,0,0,1,0
"48",0,0,0,0,1,0,0,0,0,0.333333333333333,0,0.310344827586207,0.938775510204082,0.530612244897959,0,0,0,0,1,0,0,0,0,0,1,0,0,0.00668896321070234,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.738095238095238,0,1,0,1
"49",0,0,0,0,0,1,0,0,0,0.666666666666667,0,0.310344827586207,0.326530612244898,0.836734693877551,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0301003344481605,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.476190476190476,0,0,1,0
"50",0,1,0,0,0,0,0,0,0,0.333333333333333,0.666666666666667,0.103448275862069,0.571428571428571,0.714285714285714,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.428571428571429,0,0,1,1
"51",0,0,0,0,0,1,0,0,0,0.333333333333333,0.333333333333333,0.310344827586207,0.714285714285714,0.642857142857143,0,0,0,0,1,0,0,0,0,1,0,0,0,0.00780379041248606,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.404761904761905,0,1,0,1
"52",0,0,0,0,0,0,1,0,0,0.666666666666667,0,0.310344827586207,0.857142857142857,0.428571428571429,0,0,0,0,0,1,0,0,0,0,1,0,0,0.608695652173913,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,1,0
"53",0,0,0,0,0,0,1,0,0,1,0.333333333333333,0.241379310344828,0.142857142857143,0.0714285714285714,0,0,0,0,1,0,0,0,0,1,0,0,0,0.920847268673356,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.166666666666667,0,1,0,1
"54",0,0,1,0,0,0,0,0,0,1,0.333333333333333,0.310344827586207,0.26530612244898,0.13265306122449,0,0,0,0,1,0,0,0,0,1,0,0,0,0.848383500557414,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0.30952380952381,0,0,1,1
"55",0,0,0,0,1,0,0,0,0,0.666666666666667,0,0.310344827586207,0.244897959183673,0.877551020408163,0,0,0,0,0,1,0,0,0,1,0,0,0,0.225195094760312,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"56",0,1,0,0,0,0,0,0,0,0,0,0.310344827586207,0.448979591836735,0.224489795918367,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0356744704570792,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.428571428571429,0,0,1,0
"57",1,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.344827586206897,0.26530612244898,0.13265306122449,0,0,0,0,1,0,0,0,0,1,0,0,0,0.590858416945373,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.571428571428571,0,1,0,1
"58",0,0,0,0,0,1,0,0,0,0,0,0.310344827586207,0.775510204081633,0.387755102040816,0,0,0,1,0,0,0,0,1,0,0,0,0,0.416945373467113,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,0,0
"59",0,0,0,0,0,0,0,0,1,0.333333333333333,0.333333333333333,0.137931034482759,0.653061224489796,0.326530612244898,0,0,0,0,0,1,0,0,0,0,1,0,0,0.24860646599777,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0.404761904761905,0,1,0,0
"60",0,0,0,0,0,0,1,0,0,0,0.333333333333333,0.172413793103448,0.612244897959184,0.306122448979592,0,1,0,0,0,0,0,0,1,0,0,0,0,0.687848383500557,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0
"61",0,1,0,0,0,0,0,0,0,0,0.333333333333333,0.275862068965517,0.979591836734694,0.489795918367347,0,0,0,0,1,0,0,0,0,0,1,0,0,0.471571906354515,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.428571428571429,0,0,1,1
"62",1,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.206896551724138,0.877551020408163,0.438775510204082,1,0,0,0,0,0,0,0,0,0,0,1,0,0.809364548494983,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571428571,0,1,0,1
"63",0,0,0,1,0,0,0,0,0,0.666666666666667,0,0.310344827586207,0.714285714285714,0.642857142857143,0,0,0,0,1,0,0,0,0,0,1,0,0,0.307692307692308,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"64",0,0,1,0,0,0,0,0,0,1,0,0.310344827586207,0.693877551020408,0.346938775510204,0,0,0,0,1,0,0,0,0,0,1,0,0,0.151616499442586,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0.30952380952381,0,0,1,1
"65",0,0,0,0,0,0,0,0,1,1,0,0.310344827586207,0.73469387755102,0.63265306122449,0,0,0,0,1,0,0,0,0,1,0,0,0,0.627647714604236,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0.333333333333333,0,1,0,1
"66",0,0,0,0,0,0,0,0,1,0.666666666666667,1,0.0344827586206897,0.897959183673469,0.448979591836735,0,0,0,0,1,0,0,0,0,0,1,0,0,0.265328874024526,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.404761904761905,0,1,0,1
"67",0,0,0,0,0,0,0,0,1,0,0.333333333333333,0.482758620689655,0.244897959183673,0.122448979591837,0,0,0,0,1,0,0,0,0,1,0,0,0,0.189520624303233,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.571428571428571,0,0,1,1
"68",0,0,0,0,0,0,0,0,1,1,0.333333333333333,0.0689655172413793,0.857142857142857,0.571428571428571,0,0,0,0,1,0,0,0,0,0,1,0,0,0.687848383500557,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.333333333333333,0,1,0,1
"69",0,0,0,0,1,0,0,0,0,0.333333333333333,0,0.310344827586207,0.530612244897959,0.26530612244898,0,0,0,0,1,0,0,0,0,1,0,0,0,0.309921962095875,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0.666666666666667,0,0,1,1
"70",1,0,0,0,0,0,0,0,0,0,0.333333333333333,0.0344827586206897,0.836734693877551,0.581632653061224,0,0,0,0,0,1,0,0,0,0,1,0,0,0.182831661092531,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0
"71",0,0,0,1,0,0,0,0,0,0.666666666666667,0.666666666666667,0.0344827586206897,0.816326530612245,0.408163265306122,1,0,0,0,0,0,0,0,0,0,0,0,1,0.210702341137124,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
"72",0,0,0,0,0,0,0,1,0,0.666666666666667,0.333333333333333,0.172413793103448,0.571428571428571,0.285714285714286,0,0,0,0,1,0,0,0,0,0,1,0,0,0.958751393534002,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.666666666666667,0,0,1,1
"73",0,0,0,0,0,1,0,0,0,1,0.666666666666667,0.103448275862069,0.897959183673469,0.448979591836735,0,0,0,0,1,0,0,0,0,0,1,0,0,0.545150501672241,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.30952380952381,0,0,1,1
"74",0,0,0,0,0,1,0,0,0,0.666666666666667,0.333333333333333,0.344827586206897,0.204081632653061,0.102040816326531,0,0,0,0,1,0,0,0,0,0,1,0,0,0.506131549609811,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.404761904761905,0,1,0,1
"75",0,1,0,0,0,0,0,0,0,0.333333333333333,0,0.310344827586207,0.326530612244898,0.163265306122449,0,0,0,0,0,1,0,0,0,0,1,0,0,0.914158305462653,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.428571428571429,0,1,0,0
