"","gameId2022091104","gameId2022091901","gameId2022092508","gameId2022100209","gameId2022100911","gameId2022101611","gameId2022103008","gameId2022110300","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormationEMPTY","offenseFormationI_FORM","offenseFormationJUMBO","offenseFormationPISTOL","offenseFormationSHOTGUN","offenseFormationSINGLEBACK","receiverAlignment1x1","receiverAlignment2x1","receiverAlignment2x2","receiverAlignment3x1","receiverAlignment3x2","receiverAlignment4x1","gameClock_mod","timeCategory0.3.min","timeCategory12.15.min","timeCategory3.6.min","timeCategory6.9.min","timeCategory9.12.min","estadiolocal","estadiovisitante","nflId_37266","nflId_39950","nflId_43368","nflId_46118","nflId_46302","nflId_47834","nflId_47836","nflId_52461","nflId_53439","nflId_53466","nflId_53946","nflId_45102","nflId_52608","nflId_53579","nflId_52907","nflId_46270","nflId_54663","nflId_48514","nflId_53517","nflId_52553","nflId_54516","nflId_47805","nflId_47961","nflId_54810","diferencia","yardlineSide_modcentro","yardlineSide_modPHI","yardlineSide_modrival","isDropback"
"14",0,0,0,0,0,0,0,1,1,0,0.391304347826087,0.489795918367347,0.755102040816326,0,0,0,0,0,1,0,0,1,0,0,0,0.1412680756396,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.684210526315789,0,1,0,0
"15",0,0,0,1,0,0,0,0,0.666666666666667,0,0.391304347826087,0.428571428571429,0.214285714285714,0,0,0,0,1,0,0,0,1,0,0,0,0.757508342602892,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.526315789473684,0,1,0,1
"16",1,0,0,0,0,0,0,0,0,0,0.391304347826087,0.530612244897959,0.73469387755102,0,0,0,0,1,0,0,0,1,0,0,0,0.101223581757508,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.184210526315789,0,0,1,0
"17",0,0,0,0,0,1,0,0,0.333333333333333,0,0.391304347826087,0.673469387755102,0.336734693877551,0,0,0,0,1,0,0,0,0,1,0,0,0.626251390433815,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.736842105263158,0,0,1,1
"18",1,0,0,0,0,0,0,0,0,0,0.608695652173913,0.244897959183673,0.122448979591837,0,0,0,1,0,0,0,0,0,1,0,0,0.389321468298109,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.184210526315789,0,1,0,1
"19",0,0,1,0,0,0,0,0,0.666666666666667,0.666666666666667,0.0869565217391304,0.877551020408163,0.561224489795918,0,0,0,0,1,0,0,0,0,1,0,0,0.563959955506118,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"20",0,0,0,1,0,0,0,0,0.333333333333333,0.333333333333333,0.173913043478261,0.653061224489796,0.326530612244898,0,0,0,0,1,0,0,0,1,0,0,0,0.409343715239155,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0.184210526315789,0,0,1,0
"21",0,0,1,0,0,0,0,0,0,0,0.391304347826087,0.428571428571429,0.214285714285714,0,0,0,0,0,1,0,0,0,1,0,0,0.199110122358176,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.368421052631579,0,1,0,0
"22",1,0,0,0,0,0,0,0,0,0.333333333333333,0.304347826086957,0.489795918367347,0.755102040816326,0,0,0,0,1,0,0,0,1,0,0,0,0.050055617352614,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.184210526315789,0,0,1,1
"23",0,0,0,0,1,0,0,0,0.666666666666667,0,0.826086956521739,0.489795918367347,0.244897959183673,0,0,0,0,1,0,0,0,1,0,0,0,0.768631813125695,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.473684210526316,0,0,1,1
"24",0,0,0,0,0,0,1,0,0.333333333333333,0,0.391304347826087,0.693877551020408,0.653061224489796,0,0,0,0,1,0,0,0,1,0,0,0,0.0600667408231368,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.657894736842105,0,1,0,1
"25",0,0,0,1,0,0,0,0,0,0,0.608695652173913,0.551020408163265,0.275510204081633,1,0,0,0,0,0,0,0,0,0,0,1,0.789766407119021,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.368421052631579,0,1,0,1
"26",0,0,0,1,0,0,0,0,0.666666666666667,0.666666666666667,0.826086956521739,0.836734693877551,0.418367346938776,0,0,0,0,1,0,0,0,1,0,0,0,0.908787541713014,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.526315789473684,0,1,0,1
"27",0,0,0,1,0,0,0,0,0.333333333333333,0.333333333333333,0.869565217391304,0.408163265306122,0.204081632653061,0,0,0,0,1,0,0,0,1,0,0,0,0.719688542825362,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
"28",0,0,0,0,0,0,0,1,0.333333333333333,0,0.391304347826087,0.530612244897959,0.73469387755102,0,0,0,1,0,0,0,0,0,1,0,0,0.817575083426029,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.368421052631579,0,0,1,1
"29",0,0,1,0,0,0,0,0,0.333333333333333,0.333333333333333,0.260869565217391,0.285714285714286,0.857142857142857,0,0,0,0,1,0,0,0,0,1,0,0,0.0945494994438265,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.815789473684211,0,1,0,1
"30",0,0,0,1,0,0,0,0,0.666666666666667,0.333333333333333,0.130434782608696,0.877551020408163,0.561224489795918,0,0,0,0,1,0,0,0,1,0,0,0,0.151279199110122,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0.526315789473684,0,0,1,0
"31",0,0,0,0,1,0,0,0,0.333333333333333,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.726362625139043,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.552631578947368,0,0,1,0
"32",0,0,1,0,0,0,0,0,0,0,0.391304347826087,0.877551020408163,0.438775510204082,0,0,0,0,0,1,0,0,0,1,0,0,0.553948832035595,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.368421052631579,0,1,0,1
"33",0,0,1,0,0,0,0,0,1,0.666666666666667,0.0869565217391304,0.755102040816326,0.622448979591837,0,0,0,0,0,1,0,0,1,0,0,0,0.116796440489433,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.789473684210526,0,0,1,0
"34",0,0,0,1,0,0,0,0,1,0,0.391304347826087,0.551020408163265,0.275510204081633,0,0,0,0,1,0,0,0,1,0,0,0,0.153503893214683,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.578947368421053,0,0,1,0
"35",0,0,0,0,0,1,0,0,0.333333333333333,0.666666666666667,0.739130434782609,0.551020408163265,0.275510204081633,1,0,0,0,0,0,0,0,0,0,1,0,0.132369299221357,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.815789473684211,0,0,1,0
"36",0,0,0,0,0,0,1,0,0,1,0.0434782608695652,0.877551020408163,0.561224489795918,0,0,0,0,1,0,0,0,0,1,0,0,0.723025583982202,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0.368421052631579,0,0,1,1
"37",0,0,0,0,0,1,0,0,1,0.666666666666667,0,0.612244897959184,0.693877551020408,0,0,1,0,0,0,1,0,0,0,0,0,0.592880978865406,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.447368421052632,0,0,1,0
"38",0,1,0,0,0,0,0,0,0.333333333333333,0,0.391304347826087,0.0816326530612245,0.959183673469388,1,0,0,0,0,0,0,0,0,0,1,0,0.0889877641824249,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.736842105263158,0,1,0,0
"39",1,0,0,0,0,0,0,0,0.333333333333333,0.666666666666667,0.0434782608695652,0.653061224489796,0.326530612244898,0,0,0,0,1,0,0,0,0,1,0,0,0.553948832035595,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.368421052631579,0,0,1,1
"40",0,0,0,1,0,0,0,0,0,0.666666666666667,0.173913043478261,0.836734693877551,0.581632653061224,0,0,0,0,1,0,0,0,1,0,0,0,0.135706340378198,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"41",0,1,0,0,0,0,0,0,1,0.333333333333333,0.652173913043478,0.673469387755102,0.336734693877551,0,0,0,0,1,0,0,0,1,0,0,0,0.890989988876529,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.815789473684211,0,1,0,0
"42",0,0,0,0,0,0,1,0,0.333333333333333,0.333333333333333,0.304347826086957,0.530612244897959,0.26530612244898,0,0,0,0,1,0,0,0,0,1,0,0,0.863181312569522,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.368421052631579,0,0,1,1
"43",0,0,0,1,0,0,0,0,0.333333333333333,0,0.391304347826087,0.714285714285714,0.357142857142857,0,0,0,0,1,0,0,0,0,1,0,0,0.802002224694105,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
"44",0,0,0,0,0,0,1,0,0.333333333333333,0,0.391304347826087,0.571428571428571,0.285714285714286,0,0,0,0,1,0,0,0,0,1,0,0,0.899888765294772,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.368421052631579,0,0,1,0
"45",0,0,0,0,1,0,0,0,0,0.333333333333333,0.304347826086957,0.959183673469388,0.479591836734694,0,0,0,0,1,0,0,0,0,1,0,0,0.738598442714127,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.368421052631579,0,0,1,1
"46",1,0,0,0,0,0,0,0,0.666666666666667,0,0.391304347826087,0.938775510204082,0.530612244897959,0,0,0,0,1,0,0,0,0,1,0,0,0.770856507230256,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.631578947368421,0,1,0,0
"47",0,0,0,1,0,0,0,0,0.333333333333333,1,0,0.224489795918367,0.112244897959184,0,1,0,0,0,0,0,1,0,0,0,0,0.0767519466073415,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0.368421052631579,0,0,1,0
"48",0,0,0,0,0,1,0,0,0.666666666666667,0,0.391304347826087,0.591836734693878,0.704081632653061,0,0,0,0,1,0,0,0,1,0,0,0,0.553948832035595,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.631578947368421,0,1,0,1
"49",1,0,0,0,0,0,0,0,0.666666666666667,0.333333333333333,0.0869565217391304,0.775510204081633,0.612244897959184,0,0,0,0,1,0,0,0,0,1,0,0,0.843159065628476,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.631578947368421,0,1,0,0
"50",0,1,0,0,0,0,0,0,0,0,0.391304347826087,0.346938775510204,0.173469387755102,1,0,0,0,0,0,0,0,0,0,1,0,0.996662958843159,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.368421052631579,0,1,0,1
"51",1,0,0,0,0,0,0,0,0.333333333333333,0.666666666666667,0.130434782608696,0.408163265306122,0.204081632653061,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.184210526315789,0,0,1,1
"52",0,0,0,0,1,0,0,0,0.666666666666667,0,0.391304347826087,0.653061224489796,0.326530612244898,0,0,0,0,1,0,0,0,1,0,0,0,0.8587319243604,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.473684210526316,0,0,1,1
"53",1,0,0,0,0,0,0,0,1,0,0.391304347826087,0.489795918367347,0.244897959183673,0,0,0,0,1,0,0,0,1,0,0,0,0.951056729699666,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.631578947368421,0,1,0,1
"54",0,0,0,0,0,0,1,0,0,0,0.391304347826087,0.959183673469388,0.479591836734694,0,0,0,0,0,1,0,0,1,0,0,0,0.798665183537264,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.368421052631579,0,1,0,0
"55",0,0,0,1,0,0,0,0,0,1,0,0.591836734693878,0.295918367346939,0,0,1,0,0,0,0,0,0,1,0,0,0.85650723025584,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.368421052631579,0,1,0,0
"56",1,0,0,0,0,0,0,0,1,0,0.391304347826087,0.36734693877551,0.183673469387755,0,0,0,0,1,0,0,0,0,1,0,0,0.253615127919911,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.447368421052632,0,1,0,0
"57",0,0,1,0,0,0,0,0,0.333333333333333,0,0.391304347826087,0.775510204081633,0.612244897959184,1,0,0,0,0,0,0,0,0,0,1,0,0.0467185761957731,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.815789473684211,0,1,0,1
"58",0,0,0,0,0,1,0,0,0,0.666666666666667,0,0.346938775510204,0.826530612244898,0,0,1,0,0,0,1,0,0,0,0,0,0.150166852057842,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.368421052631579,0,0,1,0
"59",0,0,0,1,0,0,0,0,0.666666666666667,0.333333333333333,0.826086956521739,0.836734693877551,0.418367346938776,0,0,0,0,1,0,0,0,0,1,0,0,0.913236929922136,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.526315789473684,0,1,0,1
"60",0,0,0,0,0,1,0,0,0.333333333333333,0,0.391304347826087,0.63265306122449,0.316326530612245,0,0,0,1,0,0,0,0,0,1,0,0,0.904338153503893,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552631578947368,0,0,1,0
"61",0,1,0,0,0,0,0,0,0.333333333333333,0,0.391304347826087,0.673469387755102,0.663265306122449,1,0,0,0,0,0,0,0,0,0,1,0,0.295884315906563,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.552631578947368,0,1,0,1
"62",1,0,0,0,0,0,0,0,0.333333333333333,0.666666666666667,0.173913043478261,0.0816326530612245,0.0408163265306122,0,0,0,0,1,0,0,0,0,1,0,0,0.0111234705228031,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.552631578947368,0,0,1,1
"63",0,0,0,0,0,0,1,0,1,0.666666666666667,0.565217391304348,0.102040816326531,0.0510204081632653,0,0,0,0,1,0,0,0,1,0,0,0,0.540600667408231,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0.947368421052632,0,1,0,0
"64",0,1,0,0,0,0,0,0,0,0.666666666666667,0.521739130434783,1,0.5,0,0,0,0,1,0,0,0,1,0,0,0,0.7853170189099,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.368421052631579,1,0,0,1
"65",1,0,0,0,0,0,0,0,0.333333333333333,0,0.391304347826087,0.673469387755102,0.663265306122449,0,0,0,0,1,0,0,0,0,1,0,0,0.648498331479421,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.368421052631579,0,1,0,1
"66",0,0,0,0,0,1,0,0,0.333333333333333,0.666666666666667,0.0869565217391304,0.285714285714286,0.142857142857143,0,0,0,0,1,0,0,0,0,1,0,0,0.718576195773081,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.552631578947368,0,0,1,1
"67",0,0,0,0,1,0,0,0,0.333333333333333,0,0.391304347826087,0.795918367346939,0.397959183673469,0,0,0,0,1,0,0,0,1,0,0,0,0.292547274749722,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0.552631578947368,0,1,0,1
"68",0,1,0,0,0,0,0,0,0,0.333333333333333,0.130434782608696,0.73469387755102,0.36734693877551,0,0,0,0,0,1,0,0,1,0,0,0,0.0422691879866518,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.552631578947368,0,1,0,0
"69",0,0,0,0,0,0,0,1,0,0.333333333333333,0.304347826086957,0.142857142857143,0.0714285714285714,0,0,0,0,1,0,0,0,0,1,0,0,0.203559510567297,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.184210526315789,0,0,1,1
"70",0,0,0,0,0,1,0,0,1,0,0.391304347826087,0.979591836734694,0.489795918367347,0,0,0,0,1,0,0,0,1,0,0,0,0.0745272525027809,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.605263157894737,0,1,0,0
"71",1,0,0,0,0,0,0,0,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.508342602892102,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.368421052631579,0,0,1,0
"72",0,0,0,0,1,0,0,0,1,0,0.391304347826087,0.489795918367347,0.244897959183673,0,0,0,1,0,0,0,0,0,1,0,0,0.647385984427141,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.368421052631579,0,1,0,0
"73",0,0,0,1,0,0,0,0,0,1,0.0869565217391304,0.795918367346939,0.602040816326531,1,0,0,0,0,0,0,0,0,0,1,0,0.0889877641824249,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
"74",1,0,0,0,0,0,0,0,0.666666666666667,0.333333333333333,0.434782608695652,0.326530612244898,0.836734693877551,0,0,0,0,1,0,0,0,1,0,0,0,0.953281423804227,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.631578947368421,0,1,0,1
"75",0,0,0,0,0,0,1,0,0,0.666666666666667,0.0434782608695652,0.571428571428571,0.285714285714286,0,0,0,0,1,0,0,0,0,1,0,0,0.0912124582869855,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0.368421052631579,0,1,0,0
"76",0,0,0,0,0,0,1,0,0.666666666666667,0,0.391304347826087,0.877551020408163,0.438775510204082,0,0,0,0,1,0,0,0,0,1,0,0,0.909899888765295,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.657894736842105,0,0,1,0
"77",0,1,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.391304347826087,1,0.5,0,0,0,0,1,0,0,0,1,0,0,0,0.258064516129032,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.552631578947368,1,0,0,0
"78",0,1,0,0,0,0,0,0,0.333333333333333,0,0.391304347826087,0.326530612244898,0.836734693877551,0,0,0,0,1,0,0,0,1,0,0,0,0.0411568409343715,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.736842105263158,0,1,0,1
"79",0,0,0,1,0,0,0,0,0.333333333333333,0,0.391304347826087,0.551020408163265,0.275510204081633,0,0,0,0,1,0,0,0,1,0,0,0,0.341490545050056,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0.184210526315789,0,0,1,0
