"","gameId","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormation","receiverAlignment","gameClock_mod","timeCategory","estadio","nflId_44814","nflId_46108","nflId_46161","nflId_46166","nflId_47849","nflId_52457","nflId_52543","nflId_53453","nflId_53484","nflId_53557","nflId_54517","nflId_47924","nflId_47876","nflId_48988","nflId_43487","nflId_46755","nflId_54905","nflId_46404","nflId_54673","nflId_54485","nflId_48051","diferencia","yardlineSide_mod","isDropback"
"11",2022092200,4,1,10,41,51,"SHOTGUN","2x2",2.76666666666667,"12-15 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-9,"rival",TRUE
"12",2022100901,4,2,6,18,28,"SHOTGUN","3x1",2,"12-15 min","visitante",0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,-35,"rival",TRUE
"13",2022102311,1,1,10,25,85,"I_FORM","2x1",10.75,"3-6 min","visitante",0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,-7,"PIT",FALSE
"14",2022091806,2,2,15,24,86,"SHOTGUN","2x2",9.95,"3-6 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-3,"rival",TRUE
"15",2022101607,2,1,10,39,71,"SINGLEBACK","3x1",9.91666666666667,"3-6 min","local",0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,"PIT",FALSE
"16",2022091103,1,1,10,34,76,"PISTOL","3x1",4.36666666666667,"9-12 min","visitante",1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,4,"rival",TRUE
"17",2022103008,4,2,10,45,55,"SHOTGUN","2x2",10.5833333333333,"3-6 min","visitante",0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,-22,"rival",FALSE
"18",2022101607,3,1,10,48,58,"SINGLEBACK","2x2",2.11666666666667,"12-15 min","local",1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,"PIT",TRUE
"19",2022102311,2,3,2,48,58,"SHOTGUN","3x1",6.65,"6-9 min","visitante",0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,-10,"PIT",TRUE
"20",2022091806,2,1,10,40,70,"SINGLEBACK","3x1",13.1,"0-3 min","local",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,-3,"rival",TRUE
"21",2022100210,2,2,13,31,41,"SHOTGUN","2x2",3.26666666666667,"9-12 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-7,"PIT",TRUE
"22",2022102311,4,3,10,40,50,"SHOTGUN","3x1",6.16666666666667,"6-9 min","visitante",0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,-6,"PIT",TRUE
"23",2022102311,3,1,10,27,83,"SHOTGUN","2x2",8.11666666666667,"6-9 min","visitante",0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,-6,"PIT",TRUE
"24",2022100901,4,4,14,26,36,"SHOTGUN","3x1",1.11666666666667,"12-15 min","visitante",0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,-35,"rival",TRUE
"25",2022102311,2,2,6,44,54,"SHOTGUN","2x2",7.26666666666667,"6-9 min","visitante",0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,-10,"PIT",FALSE
"26",2022100210,2,1,15,34,44,"SHOTGUN","2x2",7,"6-9 min","local",1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,-7,"PIT",FALSE
"27",2022091103,4,2,7,37,73,"PISTOL","3x1",7.05,"6-9 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6,"PIT",TRUE
"28",2022100901,4,3,3,27,83,"SHOTGUN","3x1",5.63333333333333,"9-12 min","visitante",0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,-35,"PIT",TRUE
"29",2022100901,2,2,9,26,84,"SHOTGUN","2x2",8.81666666666667,"6-9 min","visitante",0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,-14,"PIT",FALSE
"30",2022102311,3,2,4,33,77,"SHOTGUN","2x2",7.53333333333333,"6-9 min","visitante",0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,-6,"PIT",TRUE
"31",2022102311,4,2,10,47,63,"SHOTGUN","3x1",0.8,"12-15 min","visitante",0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,-6,"rival",TRUE
"33",2022102311,1,2,4,31,79,"SHOTGUN","3x1",4.81666666666667,"9-12 min","visitante",0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,-10,"PIT",TRUE
"34",2022101607,2,2,20,46,56,"SHOTGUN","2x2",5.56666666666667,"9-12 min","local",0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,"rival",TRUE
"35",2022100210,4,1,10,31,79,"SINGLEBACK","3x1",4.38333333333333,"9-12 min","local",0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,3,"rival",FALSE
"36",2022091806,1,1,10,47,63,"SHOTGUN","2x2",3.83333333333333,"9-12 min","local",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,-3,"PIT",FALSE
"37",2022100210,2,1,10,45,55,"SHOTGUN","2x2",11.4333333333333,"3-6 min","local",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,-10,"PIT",FALSE
"38",2022102311,4,2,7,37,47,"SHOTGUN","2x2",15,"0-3 min","visitante",0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,-6,"PIT",TRUE
"39",2022091103,3,2,10,9,19,"SINGLEBACK","3x1",12.8666666666667,"0-3 min","visitante",1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,11,"PIT",FALSE
"40",2022100210,4,1,10,25,35,"SHOTGUN","3x1",0.266666666666667,"12-15 min","local",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-4,"PIT",TRUE
"41",2022092200,2,1,10,27,37,"PISTOL","2x2",6.03333333333333,"6-9 min","visitante",1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,-6,"rival",FALSE
"42",2022100210,2,2,9,40,50,"EMPTY","3x2",6.36666666666667,"6-9 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-7,"PIT",TRUE
"43",2022091806,1,2,8,27,83,"SHOTGUN","3x1",14.35,"0-3 min","local",1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"PIT",TRUE
"44",2022092200,1,1,10,25,35,"SINGLEBACK","3x1",2.9,"12-15 min","visitante",1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,-7,"PIT",TRUE
"45",2022101607,3,1,10,36,46,"SHOTGUN","2x2",5.58333333333333,"9-12 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,"PIT",FALSE
"46",2022102311,1,3,2,33,77,"SINGLEBACK","3x1",1.4,"12-15 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-13,"PIT",TRUE
"47",2022100210,1,2,12,46,64,"SINGLEBACK","3x1",11.2333333333333,"3-6 min","local",1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,"PIT",FALSE
"48",2022091103,4,3,4,40,70,"SHOTGUN","2x2",6.28333333333333,"6-9 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6,"PIT",TRUE
"49",2022100901,3,3,15,29,81,"SHOTGUN","3x1",0.783333333333333,"12-15 min","visitante",0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,-28,"rival",TRUE
"50",2022100210,3,1,10,49,59,"SHOTGUN","3x1",11.1166666666667,"3-6 min","local",0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,-4,"rival",TRUE
"51",2022100901,1,1,10,13,97,"SHOTGUN","3x1",7.18333333333333,"6-9 min","visitante",0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,-7,"rival",FALSE
"52",2022091103,1,2,7,28,38,"PISTOL","3x1",14.65,"0-3 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"PIT",TRUE
"53",2022102311,3,1,10,34,76,"SINGLEBACK","3x1",0.0166666666666667,"12-15 min","visitante",0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,-6,"PIT",FALSE
"54",2022100901,1,3,6,29,39,"SHOTGUN","3x1",0.916666666666667,"12-15 min","visitante",0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,-7,"PIT",TRUE
"55",2022091806,4,2,8,13,23,"SHOTGUN","2x2",10.2166666666667,"3-6 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-3,"PIT",TRUE
"56",2022092200,1,1,10,39,49,"SHOTGUN","3x1",1.86666666666667,"12-15 min","visitante",1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,-7,"PIT",FALSE
"57",2022100901,4,2,10,20,90,"SHOTGUN","2x2",6.35,"6-9 min","visitante",0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,-35,"PIT",TRUE
"58",2022102311,2,2,4,40,70,"SHOTGUN","2x2",5.73333333333333,"9-12 min","visitante",0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,-10,"rival",TRUE
"59",2022092200,4,1,10,25,85,"SINGLEBACK","3x1",9.48333333333333,"3-6 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-9,"PIT",FALSE
"60",2022100210,2,1,10,34,44,"SHOTGUN","3x1",3.71666666666667,"9-12 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-7,"PIT",FALSE
"61",2022100901,4,3,10,30,40,"SHOTGUN","3x1",10.4333333333333,"3-6 min","visitante",0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,-35,"rival",TRUE
"62",2022101607,2,1,10,26,84,"SHOTGUN","2x2",2.7,"12-15 min","local",0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,4,"PIT",FALSE
"63",2022101607,2,1,10,14,96,"SHOTGUN","2x2",0.766666666666667,"12-15 min","local",0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,4,"PIT",TRUE
"64",2022100210,3,3,4,35,45,"SHOTGUN","3x1",0.816666666666667,"12-15 min","local",0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,3,"rival",TRUE
"65",2022102311,2,1,10,10,100,"SINGLEBACK","3x1",2.01666666666667,"12-15 min","visitante",0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,-10,"rival",FALSE
"66",2022092200,3,2,19,45,55,"SHOTGUN","2x2",10.3666666666667,"3-6 min","visitante",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,"PIT",TRUE
"67",2022100901,3,1,10,30,40,"SHOTGUN","2x2",4.96666666666667,"9-12 min","visitante",0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,-28,"PIT",TRUE
"68",2022103008,2,2,10,35,45,"SHOTGUN","3x1",4.91666666666667,"9-12 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-14,"PIT",TRUE
"69",2022103008,2,3,7,18,92,"SHOTGUN","3x1",1.21666666666667,"12-15 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-14,"rival",TRUE
"70",2022100901,4,1,10,25,85,"SHOTGUN","3x1",14.05,"0-3 min","visitante",0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,-35,"PIT",TRUE
"71",2022091806,3,3,8,33,43,"SHOTGUN","3x1",6.45,"6-9 min","local",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,-7,"rival",TRUE
"72",2022102311,4,1,10,27,37,"SINGLEBACK","2x2",6.78333333333333,"6-9 min","visitante",0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,-6,"PIT",TRUE
"73",2022100901,1,2,9,40,50,"I_FORM","2x1",11.3166666666667,"3-6 min","visitante",0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,-7,"PIT",FALSE
"74",2022100901,2,1,10,25,85,"SHOTGUN","3x1",7.33333333333333,"6-9 min","visitante",0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,-21,"PIT",TRUE
"75",2022092200,2,1,10,43,53,"SHOTGUN","2x2",0.283333333333333,"12-15 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,"rival",TRUE
"76",2022100210,3,1,10,41,51,"SINGLEBACK","2x2",2.16666666666667,"12-15 min","local",0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,3,"rival",FALSE
"77",2022091103,4,2,12,15,95,"PISTOL","3x1",1.73333333333333,"12-15 min","visitante",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,6,"PIT",TRUE
"78",2022100901,3,1,10,24,86,"SHOTGUN","3x1",2.01666666666667,"12-15 min","visitante",0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,-28,"rival",FALSE
"79",2022102311,4,1,10,24,86,"SHOTGUN","3x1",4.05,"9-12 min","visitante",0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,-6,"rival",FALSE
"80",2022091103,3,3,14,16,26,"SHOTGUN","2x2",10.6333333333333,"3-6 min","visitante",1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,11,"PIT",TRUE
"81",2022100210,4,3,3,43,53,"SHOTGUN","2x2",4.91666666666667,"9-12 min","local",0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,3,"PIT",TRUE
"82",2022101607,4,1,10,38,48,"SHOTGUN","2x2",2.11666666666667,"12-15 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,2,"rival",FALSE
"83",2022100901,1,1,10,50,60,"SHOTGUN","2x2",10.0166666666667,"3-6 min","visitante",0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,-7,"centro",TRUE
"84",2022091103,3,1,10,9,19,"SINGLEBACK","2x2",12.95,"0-3 min","visitante",1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,11,"PIT",TRUE
"85",2022100901,3,2,10,24,86,"SHOTGUN","3x1",1.31666666666667,"12-15 min","visitante",0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,-28,"rival",TRUE
"86",2022102311,1,1,10,25,85,"SHOTGUN","2x2",2.45,"12-15 min","visitante",0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,-13,"PIT",FALSE
"87",2022102311,2,1,10,22,88,"I_FORM","2x1",2.45,"12-15 min","visitante",0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,-10,"rival",FALSE
"88",2022091103,1,2,8,27,37,"SHOTGUN","2x2",6.55,"6-9 min","visitante",1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,4,"PIT",FALSE
"89",2022100901,4,3,6,18,28,"SHOTGUN","2x2",1.91666666666667,"12-15 min","visitante",0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,-35,"rival",TRUE
"90",2022091103,1,3,2,33,43,"SHOTGUN","3x1",14.35,"0-3 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"PIT",TRUE
"91",2022101607,1,1,10,34,44,"SHOTGUN","2x2",14.0333333333333,"0-3 min","local",0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"PIT",TRUE
"92",2022092200,2,1,10,48,58,"SHOTGUN","3x1",7.18333333333333,"6-9 min","visitante",1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-6,"rival",FALSE
"93",2022100210,4,1,10,48,62,"SHOTGUN","3x1",0.133333333333333,"12-15 min","local",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-4,"rival",TRUE
"94",2022092200,1,1,10,38,72,"SINGLEBACK","3x1",7.95,"6-9 min","visitante",1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"rival",FALSE
"95",2022103008,4,2,7,20,30,"SHOTGUN","2x2",4.95,"9-12 min","visitante",0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,-22,"rival",TRUE
"96",2022091103,4,1,10,17,93,"SINGLEBACK","3x1",1.85,"12-15 min","visitante",1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,6,"PIT",FALSE
"97",2022103008,2,1,10,39,71,"SHOTGUN","2x2",2.51666666666667,"12-15 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-14,"rival",FALSE
"98",2022092200,1,2,6,34,76,"SHOTGUN","3x1",7.35,"6-9 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"rival",TRUE
"99",2022103008,4,2,9,47,57,"SINGLEBACK","3x1",14.4166666666667,"0-3 min","visitante",0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,-15,"rival",FALSE
"100",2022091103,1,1,10,25,35,"SHOTGUN","2x2",7.28333333333333,"6-9 min","visitante",1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4,"PIT",FALSE
"101",2022101607,3,3,5,41,51,"SHOTGUN","2x2",4.48333333333333,"9-12 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,"PIT",TRUE
"102",2022100901,4,1,10,20,90,"SHOTGUN","3x1",8.43333333333333,"6-9 min","visitante",0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,-35,"PIT",TRUE
"103",2022102311,2,3,3,27,83,"SHOTGUN","2x2",11.8666666666667,"3-6 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-13,"rival",TRUE
"104",2022091103,2,1,10,41,69,"SINGLEBACK","3x1",13.1333333333333,"0-3 min","visitante",1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,7,"PIT",FALSE
"105",2022101607,3,2,5,7,103,"SHOTGUN","2x1",14.1166666666667,"0-3 min","local",0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,"rival",TRUE
"106",2022103008,3,1,10,48,62,"EMPTY","3x2",10.5,"3-6 min","visitante",0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,-18,"rival",TRUE
"107",2022092200,2,1,5,5,15,"SHOTGUN","3x1",15,"0-3 min","visitante",1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,-7,"rival",FALSE
"108",2022091806,3,2,10,39,71,"SINGLEBACK","3x1",2.3,"12-15 min","local",1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,-11,"PIT",FALSE
"109",2022092200,4,1,10,20,90,"SHOTGUN","3x1",3.21666666666667,"9-12 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-9,"PIT",TRUE
"110",2022091806,2,3,14,44,54,"SHOTGUN","3x1",0.05,"12-15 min","local",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,-7,"PIT",TRUE
"111",2022100901,3,1,10,20,30,"SHOTGUN","2x2",5.31666666666667,"9-12 min","visitante",0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,-28,"PIT",TRUE
"112",2022100901,2,3,4,26,84,"EMPTY","3x2",10.3666666666667,"3-6 min","visitante",0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,-7,"PIT",TRUE
"113",2022103008,4,2,16,42,52,"SHOTGUN","2x2",6.03333333333333,"6-9 min","visitante",0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,-22,"rival",FALSE
"114",2022103008,2,1,10,21,89,"SHOTGUN","3x1",1.38333333333333,"12-15 min","visitante",0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,-14,"rival",TRUE
"115",2022103008,3,1,10,42,52,"SHOTGUN","3x1",0.15,"12-15 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-15,"PIT",TRUE
"116",2022101607,1,1,10,10,100,"SHOTGUN","2x2",8.48333333333333,"6-9 min","local",0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,"rival",TRUE
"117",2022091103,3,3,2,17,27,"SHOTGUN","3x1",12.1333333333333,"0-3 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,11,"PIT",TRUE
"118",2022091806,1,2,5,39,71,"PISTOL","3x1",0.116666666666667,"12-15 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-3,"PIT",FALSE
"119",2022092200,4,3,5,21,31,"SHOTGUN","2x2",1.95,"12-15 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-9,"rival",TRUE
"120",2022100901,1,1,10,25,85,"SHOTGUN","3x1",7.88333333333333,"6-9 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-7,"rival",TRUE
"121",2022103008,2,2,10,39,71,"SHOTGUN","3x1",2,"12-15 min","visitante",0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,-14,"rival",TRUE
"122",2022091806,4,1,10,20,30,"SHOTGUN","2x2",8.05,"6-9 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-3,"PIT",FALSE
"123",2022102311,3,1,10,39,71,"SINGLEBACK","2x2",4.8,"9-12 min","visitante",0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,-6,"PIT",FALSE
"124",2022100901,4,3,10,20,90,"EMPTY","3x2",7.68333333333333,"6-9 min","visitante",0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,-35,"PIT",TRUE
"125",2022091806,2,1,10,32,42,"SHOTGUN","3x1",4.88333333333333,"9-12 min","local",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,"PIT",FALSE
"126",2022103008,1,1,10,25,85,"SINGLEBACK","2x2",9.38333333333333,"3-6 min","visitante",0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,-7,"PIT",TRUE
"127",2022091103,2,2,1,1,11,"JUMBO","1x0",8.83333333333333,"6-9 min","visitante",1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,7,"rival",TRUE
"128",2022101607,4,3,11,36,74,"SHOTGUN","3x1",2.25,"12-15 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,2,"PIT",TRUE
"129",2022101607,1,2,9,19,91,"SHOTGUN","3x1",10.5,"3-6 min","local",0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"rival",FALSE
"130",2022100210,4,2,5,30,40,"SHOTGUN","2x2",6.88333333333333,"6-9 min","local",0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,3,"PIT",TRUE
"131",2022101607,2,3,15,41,51,"SHOTGUN","3x1",4.93333333333333,"9-12 min","local",0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,"rival",TRUE
"132",2022091806,1,2,3,43,67,"SINGLEBACK","3x1",4.48333333333333,"9-12 min","local",1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,-3,"PIT",FALSE
"133",2022102311,1,2,7,28,82,"SINGLEBACK","2x2",10.0833333333333,"3-6 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-7,"PIT",FALSE
