"","gameId2022091111","gameId2022091500","gameId2022092509","gameId2022100206","gameId2022100902","gameId2022101700","gameId2022102309","gameId2022110600","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormationEMPTY","offenseFormationI_FORM","offenseFormationJUMBO","offenseFormationPISTOL","offenseFormationSHOTGUN","offenseFormationSINGLEBACK","receiverAlignment1x1","receiverAlignment2x0","receiverAlignment2x1","receiverAlignment2x2","receiverAlignment3x1","receiverAlignment3x2","receiverAlignment4x1","gameClock_mod","timeCategory0.3.min","timeCategory12.15.min","timeCategory3.6.min","timeCategory6.9.min","timeCategory9.12.min","estadiolocal","estadiovisitante","nflId_40024","nflId_41390","nflId_41959","nflId_44819","nflId_44856","nflId_45573","nflId_47874","nflId_52414","nflId_53442","nflId_53506","nflId_54482","nflId_53526","nflId_54725","nflId_52520","nflId_48556","nflId_46100","nflId_41327","nflId_42794","nflId_45630","nflId_46314","nflId_34754","nflId_54660","nflId_53244","nflId_48576","nflId_48456","nflId_53588","nflId_54588","diferencia","yardlineSide_modcentro","yardlineSide_modLAC","yardlineSide_modrival","isDropback"
"21",1,0,0,0,0,0,0,0,0.25,0,0.791666666666667,0.183673469387755,0.908163265306122,0,0,0,0,1,0,0,0,0,0,1,0,0,0.351501668520578,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729166666666667,0,1,0,1
"22",0,0,0,0,1,0,0,0,0.5,0,0.375,0.489795918367347,0.244897959183673,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.5,0,1,0,0
"23",0,0,1,0,0,0,0,0,0.25,0.333333333333333,0.375,0.775510204081633,0.612244897959184,0,0,0,0,1,0,0,0,0,1,0,0,0,0.842046718576196,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.458333333333333,0,1,0,1
"24",0,0,0,0,1,0,0,0,0.25,0,0.375,0.489795918367347,0.244897959183673,0,0,0,0,0,1,0,0,0,0,1,0,0,0.493882091212458,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.5,0,0,1,0
"25",0,0,0,1,0,0,0,0,0.25,0,0.375,0.428571428571429,0.785714285714286,1,0,0,0,0,0,0,0,0,0,0,1,0,0.454949944382647,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.875,0,0,1,1
"26",0,0,0,0,1,0,0,0,0.5,0.666666666666667,0.0416666666666667,0.428571428571429,0.785714285714286,0,0,0,0,1,0,0,0,0,0,1,0,0,0.538375973303671,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0.645833333333333,0,0,1,1
"27",0,0,0,0,1,0,0,0,0.5,0.333333333333333,0.333333333333333,0.163265306122449,0.918367346938776,0,0,0,0,1,0,0,0,0,0,1,0,0,0.439377085650723,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.645833333333333,0,0,1,1
"28",0,0,0,0,1,0,0,0,0.75,0.333333333333333,0.291666666666667,0.183673469387755,0.0918367346938776,0,0,0,0,1,0,0,0,0,1,0,0,0,0.685205784204672,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5625,0,0,1,1
"29",0,1,0,0,0,0,0,0,0.25,0.333333333333333,0.208333333333333,0.979591836734694,0.510204081632653,0,0,0,0,1,0,0,0,0,1,0,0,0,0.654060066740823,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.645833333333333,0,1,0,0
"30",0,0,1,0,0,0,0,0,0.75,0.333333333333333,0.583333333333333,0.63265306122449,0.316326530612245,0,0,0,0,1,0,0,0,0,1,0,0,0,0.956618464961068,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.145833333333333,0,0,1,1
"31",0,0,0,0,1,0,0,0,0.75,0,0.375,0.714285714285714,0.642857142857143,0,0,0,0,0,1,0,0,0,1,0,0,0,0.962180200222469,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5625,0,1,0,0
"32",1,0,0,0,0,0,0,0,0,0,0.375,0.510204081632653,0.744897959183674,0,0,0,0,0,1,0,0,0,0,1,0,0,0.680756395995551,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583333333333333,0,0,1,1
"33",0,0,0,0,0,0,1,0,0.5,0,0.375,0.448979591836735,0.224489795918367,0,0,0,0,0,1,0,0,0,0,1,0,0,0.993325917686318,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.375,0,1,0,0
"34",0,0,0,1,0,0,0,0,0.25,0.666666666666667,0.166666666666667,0.775510204081633,0.612244897959184,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0311457174638487,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.9375,0,0,1,1
"35",0,0,0,0,0,1,0,0,0.5,0.666666666666667,0.25,0.877551020408163,0.561224489795918,0,0,0,0,1,0,0,0,0,0,1,0,0,0.146829810901001,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0.583333333333333,0,0,1,1
"36",0,0,0,0,0,1,0,0,0,0.666666666666667,0.416666666666667,0.551020408163265,0.724489795918367,0,0,0,0,1,0,0,0,0,0,1,0,0,0.424916573971079,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0.520833333333333,0,1,0,1
"37",1,0,0,0,0,0,0,0,0.25,0.666666666666667,0.125,0.0816326530612245,0.0408163265306122,0,0,0,0,1,0,0,0,0,1,0,0,0,0.675194660734149,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583333333333333,0,0,1,1
"38",0,0,0,0,0,0,1,0,0,0.333333333333333,0.291666666666667,0.775510204081633,0.612244897959184,0,0,0,0,1,0,0,0,0,1,0,0,0,0.854282536151279,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.583333333333333,0,0,1,1
"39",0,0,0,1,0,0,0,0,0,0,0.375,0.918367346938776,0.459183673469388,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0667408231368187,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.729166666666667,0,0,1,0
"40",0,0,0,0,0,1,0,0,0.5,0,0.375,0.551020408163265,0.275510204081633,0,0,0,0,0,1,0,0,0,1,0,0,0,0.896551724137931,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0.520833333333333,0,1,0,0
"41",0,0,1,0,0,0,0,0,0.75,0,0.375,0.530612244897959,0.26530612244898,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0.145833333333333,0,0,1,0
"42",0,0,0,0,0,0,0,1,0.25,0,0.375,0.448979591836735,0.224489795918367,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0800889877641824,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0.520833333333333,0,0,1,0
"43",0,0,0,0,0,0,1,0,0.75,0.333333333333333,0.375,0.693877551020408,0.346938775510204,1,0,0,0,0,0,0,0,0,0,0,1,0,0.550611790878754,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0.291666666666667,0,0,1,1
"44",0,0,1,0,0,0,0,0,0.75,1,0.583333333333333,0.63265306122449,0.316326530612245,0,0,0,0,1,0,0,0,0,0,1,0,0,0.944382647385984,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.145833333333333,0,0,1,1
"45",0,0,0,0,0,0,1,0,0.25,0,0.25,0.122448979591837,0.0612244897959184,0,0,0,0,1,0,0,0,0,1,0,0,0,0.855394883203559,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.229166666666667,0,0,1,0
"46",0,0,0,0,1,0,0,0,0.5,0,0.375,0.673469387755102,0.663265306122449,0,0,0,0,1,0,0,0,0,1,0,0,0,0.741935483870968,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0.5,0,0,1,1
"47",1,0,0,0,0,0,0,0,0,0,0.375,0.795918367346939,0.397959183673469,0,0,0,0,1,0,0,0,0,1,0,0,0,0.164627363737486,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.583333333333333,0,1,0,1
"48",0,0,0,0,1,0,0,0,0.25,0,0.375,0.204081632653061,0.897959183673469,0,0,0,0,1,0,0,0,0,0,1,0,0,0.706340378197998,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5,0,1,0,1
"49",1,0,0,0,0,0,0,0,0.75,0.333333333333333,0.416666666666667,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.842046718576196,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8125,0,1,0,1
"50",0,0,0,0,0,1,0,0,0,0,0.791666666666667,0.36734693877551,0.816326530612245,0,0,0,0,0,1,0,0,0,0,1,0,0,0.458286985539488,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0.520833333333333,0,1,0,1
"51",0,1,0,0,0,0,0,0,0.25,0.666666666666667,0.0416666666666667,0.938775510204082,0.469387755102041,0,0,0,0,1,0,0,0,0,0,1,0,0,0.60622914349277,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.645833333333333,0,0,1,1
"52",0,1,0,0,0,0,0,0,0,0,0.375,0.387755102040816,0.193877551020408,1,0,0,0,0,0,0,0,0,0,0,1,0,0.709677419354839,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.583333333333333,0,1,0,1
"53",0,0,1,0,0,0,0,0,0.75,1,0.166666666666667,0.204081632653061,0.102040816326531,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0100111234705228,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
"54",0,0,0,0,0,0,0,1,0.5,0,0.375,1,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0.616240266963292,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.666666666666667,1,0,0,1
"55",0,0,0,0,0,1,0,0,0.5,0.333333333333333,0.583333333333333,0.673469387755102,0.336734693877551,0,0,0,0,1,0,0,0,0,1,0,0,0,0.794215795328142,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0.520833333333333,0,1,0,1
"56",0,1,0,0,0,0,0,0,0,0.333333333333333,0.0833333333333333,0.571428571428571,0.714285714285714,0,0,0,0,0,1,0,0,0,0,1,0,0,0.515016685205784,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583333333333333,0,0,1,1
"57",0,0,0,0,1,0,0,0,0,0,0.375,0.714285714285714,0.642857142857143,0,0,0,0,0,1,0,0,0,1,0,0,0,0.625139043381535,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4375,0,0,1,1
"58",1,0,0,0,0,0,0,0,0.5,0,0.375,0.489795918367347,0.755102040816326,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0689655172413793,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8125,0,1,0,0
"59",0,0,0,1,0,0,0,0,0.25,0,0.375,0.346938775510204,0.173469387755102,0,0,0,0,0,1,0,0,0,0,1,0,0,0.648498331479421,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.875,0,1,0,0
"60",0,0,0,0,1,0,0,0,0.75,0.333333333333333,0.333333333333333,0.346938775510204,0.826530612244898,0,0,0,0,0,1,0,0,0,1,0,0,0,0.17686318131257,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.625,0,1,0,1
"61",0,0,1,0,0,0,0,0,0.25,0,0.375,0.918367346938776,0.540816326530612,0,0,0,0,0,1,0,0,0,0,1,0,0,0.616240266963292,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.3125,0,1,0,0
"62",0,0,0,0,1,0,0,0,0.5,0.666666666666667,0.458333333333333,0.673469387755102,0.336734693877551,1,0,0,0,0,0,0,0,0,0,0,1,0,0.839822024471635,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5,0,1,0,1
"63",0,0,0,0,0,1,0,0,0.75,1,0,0.877551020408163,0.561224489795918,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0.583333333333333,0,1,0,1
"64",0,0,0,0,0,0,0,1,0.5,0.333333333333333,0.375,1,0.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0.609566184649611,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.666666666666667,1,0,0,0
"65",0,1,0,0,0,0,0,0,0.75,0.666666666666667,0,0.857142857142857,0.428571428571429,0,0,0,0,1,0,0,0,0,0,1,0,0,0.14460511679644,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.375,0,0,1,1
"66",0,0,0,0,0,1,0,0,0.5,0.333333333333333,0.125,0.285714285714286,0.857142857142857,0,1,0,0,0,0,0,0,1,0,0,0,0,0.636262513904338,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0.520833333333333,0,0,1,0
"67",0,0,0,0,0,1,0,0,0.5,0.333333333333333,0.291666666666667,0.693877551020408,0.653061224489796,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0545050055617353,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0.583333333333333,0,0,1,1
"68",0,0,0,1,0,0,0,0,0.25,0.333333333333333,0.166666666666667,0.183673469387755,0.908163265306122,0,0,0,0,1,0,0,0,0,1,0,0,0,0.868743047830923,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.729166666666667,0,0,1,0
"69",0,0,1,0,0,0,0,0,0.25,0.333333333333333,0.0416666666666667,0.653061224489796,0.673469387755102,0,0,0,0,0,1,0,0,0,0,1,0,0,0.884315906562848,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0.458333333333333,0,1,0,0
"70",1,0,0,0,0,0,0,0,0.5,0.333333333333333,0,0.979591836734694,0.510204081632653,0,0,0,0,0,1,0,0,0,1,0,0,0,0.733036707452725,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.729166666666667,0,1,0,0
"71",0,0,0,1,0,0,0,0,0.75,0.333333333333333,0.458333333333333,0.795918367346939,0.397959183673469,1,0,0,0,0,0,0,0,0,0,0,1,0,0.885428253615128,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.854166666666667,0,1,0,1
"72",0,0,0,0,0,0,1,0,0.5,0.333333333333333,0.208333333333333,0.571428571428571,0.285714285714286,0,0,0,0,1,0,0,0,0,1,0,0,0,0.03559510567297,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0.3125,0,1,0,0
"73",1,0,0,0,0,0,0,0,0.25,0,0.375,0.653061224489796,0.673469387755102,0,1,0,0,0,0,0,0,1,0,0,0,0,0.263626251390434,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.729166666666667,0,1,0,1
"74",0,0,0,1,0,0,0,0,0.25,0,0.375,0.26530612244898,0.86734693877551,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0211345939933259,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.9375,0,0,1,1
"75",0,1,0,0,0,0,0,0,0.5,0.666666666666667,0.375,0.163265306122449,0.0816326530612245,0,0,0,0,1,0,0,0,0,0,1,0,0,0.318131256952169,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.645833333333333,0,1,0,1
"76",0,0,0,0,1,0,0,0,0,0.666666666666667,0.0416666666666667,0.693877551020408,0.346938775510204,1,0,0,0,0,0,0,0,0,0,0,1,0,0.719688542825362,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.4375,0,1,0,1
"77",0,1,0,0,0,0,0,0,0,0,0.375,0.938775510204082,0.530612244897959,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0878754171301446,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.645833333333333,0,0,1,0
