"","gameId2022091101","gameId2022091805","gameId2022092500","gameId2022100203","gameId2022100910","gameId2022101608","gameId2022102301","gameId2022103001","gameId2022110602","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormationEMPTY","offenseFormationI_FORM","offenseFormationJUMBO","offenseFormationPISTOL","offenseFormationSHOTGUN","offenseFormationSINGLEBACK","offenseFormationWILDCAT","receiverAlignment1x1","receiverAlignment2x1","receiverAlignment2x2","receiverAlignment3x1","receiverAlignment3x2","receiverAlignment4x1","gameClock_mod","timeCategory0.3.min","timeCategory12.15.min","timeCategory3.6.min","timeCategory6.9.min","timeCategory9.12.min","estadiolocal","estadiovisitante","nflId_43808","nflId_44820","nflId_44876","nflId_44882","nflId_46070","nflId_46093","nflId_46102","nflId_46170","nflId_53499","nflId_53633","nflId_54471","nflId_53512","nflId_53555","nflId_44901","nflId_52858","nflId_52659","nflId_53488","nflId_52450","nflId_43461","nflId_45159","nflId_52530","nflId_46284","nflId_55014","nflId_53746","nflId_42362","diferencia","yardlineSide_modCAR","yardlineSide_modcentro","yardlineSide_modrival","isDropback"
"14",0,0,0,0,0,0,1,0,0,0.75,0,0.375,0.795918367346939,0.397959183673469,0,0,0,0,0,1,0,0,0,0,1,0,0,0.383240223463687,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
"15",0,0,0,0,1,0,0,0,0,0.75,0,0.375,0.489795918367347,0.755102040816326,0,0,0,0,1,0,0,0,0,1,0,0,0,0.827932960893855,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.320754716981132,1,0,0,1
"16",0,0,0,1,0,0,0,0,0,0.25,0.333333333333333,0.375,0.938775510204082,0.469387755102041,1,0,0,0,0,0,0,0,0,0,0,1,0,0.124022346368715,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.735849056603774,0,0,1,1
"17",0,0,0,0,1,0,0,0,0,0.25,0.666666666666667,0.208333333333333,0.857142857142857,0.428571428571429,0,0,0,0,1,0,0,0,0,0,1,0,0,0.684916201117318,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.471698113207547,0,0,1,0
"18",0,1,0,0,0,0,0,0,0,0.25,0.333333333333333,0.458333333333333,0.530612244897959,0.73469387755102,0,0,0,0,1,0,0,0,0,0,1,0,0,0.167597765363129,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.60377358490566,0,0,1,1
"19",0,1,0,0,0,0,0,0,0,0.25,0,0.375,0.26530612244898,0.86734693877551,0,0,0,0,1,0,0,0,0,1,0,0,0,0.924022346368715,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.547169811320755,0,0,1,0
"20",0,0,0,0,1,0,0,0,0,0,0.666666666666667,0.208333333333333,0.775510204081633,0.612244897959184,0,0,0,0,1,0,0,0,0,0,1,0,0,0.307262569832402,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.528301886792453,0,0,1,0
"21",0,0,1,0,0,0,0,0,0,0.75,0,0.375,0.653061224489796,0.326530612244898,0,0,0,0,0,1,0,0,0,0,1,0,0,0.8268156424581,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.773584905660377,1,0,0,1
"22",0,0,0,0,0,1,0,0,0,0,0.333333333333333,0.375,0.428571428571429,0.785714285714286,1,0,0,0,0,0,0,0,0,0,0,1,0,0.692737430167598,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.660377358490566,0,0,1,1
"23",0,0,1,0,0,0,0,0,0,0.75,0.333333333333333,0.291666666666667,0.693877551020408,0.346938775510204,0,0,0,0,0,1,0,0,0,0,1,0,0,0.293854748603352,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.943396226415094,1,0,0,0
"24",0,0,0,0,0,0,0,1,0,0.25,0.333333333333333,0.25,0.551020408163265,0.724489795918367,0,0,0,0,0,1,0,0,0,1,0,0,0,0.635754189944134,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0.584905660377358,1,0,0,0
"25",0,0,0,0,1,0,0,0,0,0,0.666666666666667,0,0.489795918367347,0.244897959183673,0,0,0,0,0,1,0,0,0,0,1,0,0,0.73072625698324,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.528301886792453,1,0,0,0
"26",0,0,0,0,1,0,0,0,0,0.5,0.666666666666667,0.166666666666667,0.918367346938776,0.540816326530612,1,0,0,0,0,0,0,0,0,0,0,1,0,0.95195530726257,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39622641509434,0,0,1,1
"27",1,0,0,0,0,0,0,0,0,0.75,0.666666666666667,0.416666666666667,0.285714285714286,0.857142857142857,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0837988826815643,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622641509433962,0,0,1,0
"28",0,0,0,0,1,0,0,0,0,0.5,0,0.375,0.979591836734694,0.489795918367347,0,0,0,1,0,0,0,0,1,0,0,0,0,0.991061452513966,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.39622641509434,1,0,0,0
"29",1,0,0,0,0,0,0,0,0,0.25,0.666666666666667,0.375,0.387755102040816,0.806122448979592,0,0,0,0,1,0,0,0,1,0,0,0,0,0.835754189944134,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.660377358490566,1,0,0,1
"30",1,0,0,0,0,0,0,0,0,0,0.666666666666667,0.25,0.448979591836735,0.224489795918367,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0335195530726257,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.660377358490566,1,0,0,1
"31",0,0,1,0,0,0,0,0,0,0.5,0,0.375,0.755102040816326,0.622448979591837,0,0,0,0,0,1,0,0,0,0,1,0,0,0.481564245810056,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.905660377358491,1,0,0,0
"32",0,0,1,0,0,0,0,0,0,0.25,0,0.375,0.469387755102041,0.76530612244898,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0245810055865922,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905660377358491,1,0,0,1
"33",0,0,1,0,0,0,0,0,0,0,0,0.375,0.816326530612245,0.591836734693878,0,0,0,0,1,0,0,0,0,1,0,0,0,0.141899441340782,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.792452830188679,0,0,1,1
"34",0,0,0,0,0,0,0,1,0,0.25,0.333333333333333,0.166666666666667,0.73469387755102,0.36734693877551,0,0,0,0,0,1,0,0,0,1,0,0,0,0.520670391061453,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0.584905660377358,0,0,1,0
"35",0,0,0,0,0,1,0,0,0,0.5,0,0.375,0.489795918367347,0.244897959183673,0,0,0,0,0,1,0,0,0,1,0,0,0,0.30391061452514,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.660377358490566,1,0,0,0
"36",0,0,0,0,0,0,0,1,0,0.75,0,0.375,0.816326530612245,0.591836734693878,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0.509433962264151,0,0,1,1
"37",0,1,0,0,0,0,0,0,0,0.75,0.333333333333333,0.333333333333333,0.387755102040816,0.193877551020408,0,0,0,0,1,0,0,0,0,0,1,0,0,0.729608938547486,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60377358490566,0,0,1,1
"38",0,0,1,0,0,0,0,0,0,0,0.666666666666667,0.333333333333333,0.836734693877551,0.418367346938776,0,0,0,0,1,0,0,0,0,0,1,0,0,0.853631284916201,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.660377358490566,1,0,0,1
"39",0,0,0,0,0,0,1,0,0,0.25,0.333333333333333,0.5,0.428571428571429,0.214285714285714,0,0,0,0,0,1,0,0,0,1,0,0,0,0.841340782122905,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0.660377358490566,1,0,0,1
"40",0,0,0,0,0,0,0,1,0,0.25,0.666666666666667,0.0416666666666667,0.0204081632653061,0.0102040816326531,0,0,0,0,1,0,0,0,0,0,1,0,0,0.325139664804469,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0.584905660377358,0,0,1,0
"41",1,0,0,0,0,0,0,0,0,0.25,0,0.375,0.489795918367347,0.755102040816326,0,0,0,0,1,0,0,0,0,0,1,0,0,0.017877094972067,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471698113207547,1,0,0,1
"42",0,0,0,1,0,0,0,0,0,0.25,0.333333333333333,0.375,0.836734693877551,0.418367346938776,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.735849056603774,0,0,1,1
"43",0,0,0,0,0,0,0,1,0,0.25,0.666666666666667,0.125,0.612244897959184,0.693877551020408,0,0,0,0,1,0,0,0,0,0,1,0,0,0.587709497206704,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0.584905660377358,1,0,0,1
"44",0,0,0,0,0,1,0,0,0,0.25,0.666666666666667,0.291666666666667,0.510204081632653,0.744897959183674,0,0,0,0,1,0,0,0,0,0,1,0,0,0.82122905027933,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.716981132075472,1,0,0,1
"45",0,0,0,0,0,0,0,0,1,0.25,0,0.375,0.489795918367347,0.755102040816326,0,0,0,0,0,1,0,0,0,1,0,0,0,0.974301675977654,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0.39622641509434,1,0,0,0
"46",0,0,0,0,0,0,0,0,1,0.25,0.333333333333333,0.291666666666667,0.530612244897959,0.73469387755102,0,0,0,0,1,0,0,0,0,0,1,0,0,0.934078212290503,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0.39622641509434,1,0,0,1
"47",0,0,0,0,0,0,0,0,1,0.25,0,0.375,0.204081632653061,0.897959183673469,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0960893854748603,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0.132075471698113,1,0,0,1
"48",1,0,0,0,0,0,0,0,0,0.5,0.666666666666667,0.458333333333333,0.510204081632653,0.744897959183674,0,0,0,0,0,1,0,0,0,1,0,0,0,0.363128491620112,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415094339622642,1,0,0,1
"49",0,0,0,0,1,0,0,0,0,0.25,0.333333333333333,0,0.795918367346939,0.602040816326531,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0189944134078212,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.39622641509434,1,0,0,1
"50",0,0,0,0,0,0,0,0,1,0.5,0.333333333333333,0.25,0.142857142857143,0.0714285714285714,0,0,0,0,1,0,0,0,0,1,0,0,0,0.781005586592179,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1
"51",1,0,0,0,0,0,0,0,0,0.5,0,0.375,0.551020408163265,0.724489795918367,0,0,0,0,0,1,0,0,0,0,1,0,0,0.456983240223464,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.415094339622642,1,0,0,0
"52",0,0,0,0,0,0,1,0,0,0.5,0.333333333333333,0.25,0.448979591836735,0.775510204081633,0,0,0,0,1,0,0,0,1,0,0,0,0,0.729608938547486,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0.792452830188679,1,0,0,0
"53",0,0,1,0,0,0,0,0,0,0,0.333333333333333,0.458333333333333,0.857142857142857,0.571428571428571,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0994413407821229,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.792452830188679,0,0,1,1
"54",0,0,0,0,0,0,1,0,0,0.5,0.333333333333333,0.375,0.489795918367347,0.755102040816326,0,0,0,0,0,1,0,0,0,0,1,0,0,0.993296089385475,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0.792452830188679,1,0,0,0
"55",0,0,0,0,0,0,0,0,1,0.75,0,0.375,0.26530612244898,0.13265306122449,0,0,0,0,1,0,0,0,0,0,1,0,0,0.852513966480447,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
"56",0,0,0,0,1,0,0,0,0,0.75,0,0.375,0.489795918367347,0.755102040816326,0,0,0,0,1,0,0,0,0,0,1,0,0,0.206703910614525,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0.245283018867925,1,0,0,1
"57",0,0,0,0,0,0,0,0,1,0.25,0.333333333333333,0.208333333333333,0.489795918367347,0.755102040816326,0,0,0,0,0,1,0,0,1,0,0,0,0,0.449162011173184,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0.264150943396226,1,0,0,1
"58",0,0,0,0,1,0,0,0,0,0,0.333333333333333,0,0.489795918367347,0.244897959183673,0,1,0,0,0,0,0,0,1,0,0,0,0,0.735195530726257,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528301886792453,1,0,0,1
"59",0,0,0,0,0,0,0,1,0,0.25,0,0.375,0.326530612244898,0.163265306122449,0,0,0,0,1,0,0,0,0,0,1,0,0,0.431284916201117,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0.584905660377358,0,0,1,0
"60",0,0,0,0,0,0,0,1,0,0.5,0.666666666666667,0.375,0.469387755102041,0.23469387755102,0,0,0,0,1,0,0,0,0,1,0,0,0,0.777653631284916,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0.584905660377358,0,0,1,1
"61",0,0,0,0,0,0,0,1,0,0,0.666666666666667,0.166666666666667,0.469387755102041,0.23469387755102,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0916201117318436,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0.716981132075472,1,0,0,1
"62",0,0,0,0,0,1,0,0,0,0.75,0,0.375,0.653061224489796,0.673469387755102,0,0,0,0,1,0,0,0,0,1,0,0,0,0.283798882681564,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.39622641509434,1,0,0,0
"63",0,0,0,0,0,0,0,1,0,0.5,0,0.375,0.326530612244898,0.836734693877551,0,0,0,0,0,1,0,0,0,0,1,0,0,0.626815642458101,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0.641509433962264,1,0,0,0
"64",0,0,0,0,0,0,0,1,0,0.25,0,0.166666666666667,0.0816326530612245,0.0408163265306122,0,0,0,0,0,1,0,0,0,0,1,0,0,0.350837988826816,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0.584905660377358,0,0,1,0
"65",0,1,0,0,0,0,0,0,0,0.75,0,0.375,0.489795918367347,0.755102040816326,0,0,0,0,0,1,0,0,0,0,1,0,0,0.833519553072626,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60377358490566,1,0,0,0
"66",1,0,0,0,0,0,0,0,0,0,0.333333333333333,0.375,0.428571428571429,0.214285714285714,0,0,0,0,1,0,0,0,0,0,1,0,0,0.992178770949721,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.660377358490566,1,0,0,1
"67",0,0,0,0,0,0,0,0,1,0.5,0,0.375,0.204081632653061,0.102040816326531,0,0,0,0,0,1,0,0,0,1,0,0,0,0.824581005586592,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"68",0,0,0,0,0,0,0,1,0,0.75,0,0.375,0.489795918367347,0.244897959183673,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0346368715083799,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0.547169811320755,1,0,0,1
"69",1,0,0,0,0,0,0,0,0,0,0.333333333333333,0.166666666666667,0.183673469387755,0.0918367346938776,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0804469273743017,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.660377358490566,1,0,0,1
"70",0,0,0,0,0,0,1,0,0,0.5,0.333333333333333,0.375,0.489795918367347,0.755102040816326,0,0,0,0,1,0,0,0,0,1,0,0,0,0.412290502793296,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0.792452830188679,1,0,0,1
"71",0,0,0,1,0,0,0,0,0,0.25,0,0.375,0.836734693877551,0.418367346938776,1,0,0,0,0,0,0,0,0,0,0,1,0,0.594413407821229,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.792452830188679,0,0,1,1
"72",0,0,0,0,1,0,0,0,0,0.5,0,0.375,0.551020408163265,0.724489795918367,0,0,0,0,0,1,0,0,0,1,0,0,0,0.905027932960894,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.39622641509434,0,0,1,1
"73",0,0,0,1,0,0,0,0,0,0.75,0.333333333333333,0.375,0.428571428571429,0.785714285714286,0,0,0,0,1,0,0,0,0,1,0,0,0,0.66927374301676,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471698113207547,1,0,0,1
"74",0,0,0,0,0,0,0,1,0,0.75,0.333333333333333,0.375,0.489795918367347,0.244897959183673,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0268156424581006,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0.547169811320755,1,0,0,1
"75",0,0,0,0,0,0,1,0,0,0.25,0,0.375,0.489795918367347,0.244897959183673,0,1,0,0,0,0,0,0,1,0,0,0,0,0.872625698324022,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0.660377358490566,1,0,0,0
"76",0,1,0,0,0,0,0,0,0,0,0.333333333333333,0.0416666666666667,0.73469387755102,0.63265306122449,0,0,0,0,0,1,0,0,0,1,0,0,0,0.105027932960894,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.547169811320755,1,0,0,0
"77",0,0,0,0,0,0,0,0,1,0.5,0,0.375,0.73469387755102,0.36734693877551,0,0,0,0,1,0,0,0,0,0,1,0,0,0.985474860335195,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
"78",0,0,0,0,0,0,0,1,0,0,0.333333333333333,0,0.551020408163265,0.724489795918367,0,0,0,0,0,1,0,0,0,1,0,0,0,0.588826815642458,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0.660377358490566,0,0,1,0
