"","gameId","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormation","receiverAlignment","gameClock_mod","timeCategory","estadio","nflId_38696","nflId_42348","nflId_44835","nflId_44846","nflId_44849","nflId_46116","nflId_47818","nflId_52524","nflId_52733","nflId_53430","nflId_54530","nflId_42302","nflId_52708","nflId_53454","nflId_45785","nflId_44978","nflId_53643","nflId_53574","nflId_53707","nflId_53474","nflId_41665","nflId_44916","nflId_54619","diferencia","yardlineSide_mod","isDropback"
"92",2022103000,4,1,10,29,81,"SHOTGUN","2x2",12.85,"0-3 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,-4,"JAX",FALSE
"93",2022110604,1,3,3,37,47,"SHOTGUN","3x1",12.7833333333333,"0-3 min","local",1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"JAX",TRUE
"94",2022101603,2,2,17,16,26,"SHOTGUN","2x2",1.95,"12-15 min","visitante",0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,4,"JAX",TRUE
"95",2022091109,2,2,3,3,107,"EMPTY","3x2",5.15,"9-12 min","visitante",1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-11,"rival",TRUE
"96",2022102304,1,1,10,30,40,"SINGLEBACK","2x2",10.2666666666667,"3-6 min","local",0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,-7,"JAX",TRUE
"97",2022100903,1,1,10,3,13,"SINGLEBACK","3x1",10.2166666666667,"3-6 min","local",0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,"JAX",FALSE
"98",2022091109,1,1,10,37,73,"SINGLEBACK","3x1",5.86666666666667,"9-12 min","visitante",1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-4,"JAX",TRUE
"99",2022091109,1,3,12,15,25,"SHOTGUN","2x1",12.0666666666667,"0-3 min","visitante",1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"rival",TRUE
"100",2022102304,3,1,10,24,34,"SHOTGUN","3x1",14.2,"0-3 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,-2,"rival",TRUE
"101",2022110604,3,2,2,6,16,"SHOTGUN","2x2",11.55,"3-6 min","local",0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,-10,"rival",FALSE
"102",2022102304,1,1,10,21,31,"SHOTGUN","2x1",4.11666666666667,"9-12 min","local",0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,"JAX",FALSE
"103",2022091803,4,1,10,46,56,"SINGLEBACK","2x2",4.4,"9-12 min","local",1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,24,"JAX",FALSE
"104",2022102304,1,1,10,31,79,"SINGLEBACK","3x1",7.76666666666667,"6-9 min","local",0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,-7,"rival",TRUE
"105",2022103000,3,2,7,45,55,"SINGLEBACK","2x2",3.06666666666667,"9-12 min","local",0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,-4,"JAX",TRUE
"106",2022100209,2,4,3,34,76,"SHOTGUN","3x1",13.55,"0-3 min","visitante",1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,14,"rival",TRUE
"107",2022100903,1,2,1,23,87,"SHOTGUN","3x1",3.81666666666667,"9-12 min","local",1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"rival",FALSE
"108",2022100903,4,2,10,13,97,"SHOTGUN","3x1",0.6,"12-15 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,-7,"JAX",TRUE
"109",2022102304,3,3,1,2,12,"I_FORM","2x1",12.5333333333333,"0-3 min","local",0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,-2,"rival",FALSE
"110",2022103000,4,1,10,25,85,"SHOTGUN","3x1",1.71666666666667,"12-15 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,-4,"JAX",TRUE
"111",2022092509,3,2,12,30,40,"SHOTGUN","2x2",5.26666666666667,"9-12 min","visitante",1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,13,"rival",TRUE
"112",2022091803,1,1,10,28,82,"PISTOL","3x1",5.06666666666667,"9-12 min","local",1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"rival",FALSE
"113",2022092509,1,3,2,45,55,"SHOTGUN","3x1",4.18333333333333,"9-12 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"rival",TRUE
"114",2022103000,4,2,10,44,66,"SHOTGUN","2x2",11.05,"3-6 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,-4,"JAX",FALSE
"115",2022102304,1,2,3,29,81,"SHOTGUN","2x2",2.58333333333333,"12-15 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,"rival",FALSE
"116",2022102304,2,1,10,25,85,"SHOTGUN","3x1",0.466666666666667,"12-15 min","local",0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,-2,"JAX",TRUE
"117",2022103000,2,1,10,49,59,"SHOTGUN","2x2",2,"12-15 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,3,"JAX",FALSE
"118",2022092509,3,1,10,39,49,"SHOTGUN","3x1",7.18333333333333,"6-9 min","visitante",1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,13,"rival",FALSE
"119",2022102304,2,2,5,20,30,"SHOTGUN","2x2",15,"0-3 min","local",0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,"rival",FALSE
"120",2022091109,3,1,10,35,75,"SINGLEBACK","2x2",10.9333333333333,"3-6 min","visitante",0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,-11,"JAX",TRUE
"121",2022091803,4,2,9,10,20,"SINGLEBACK","3x1",5.53333333333333,"9-12 min","local",1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,24,"JAX",FALSE
"122",2022101603,2,1,10,23,33,"SINGLEBACK","3x1",2.01666666666667,"12-15 min","visitante",0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,4,"JAX",TRUE
"123",2022110604,2,1,10,44,54,"SHOTGUN","2x2",0.433333333333333,"12-15 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,-13,"rival",TRUE
"124",2022101603,2,1,10,12,22,"SHOTGUN","3x1",8.71666666666667,"6-9 min","visitante",0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,11,"JAX",FALSE
"125",2022092509,2,1,5,5,105,"SINGLEBACK","3x1",14.6833333333333,"0-3 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,"rival",FALSE
"126",2022110604,2,3,8,39,49,"SHOTGUN","3x1",7.53333333333333,"6-9 min","local",1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,-17,"rival",TRUE
"127",2022100903,4,2,10,20,90,"EMPTY","3x2",10.2833333333333,"3-6 min","local",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"JAX",TRUE
"128",2022103000,4,1,10,47,57,"SHOTGUN","2x2",7.1,"6-9 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,-4,"rival",TRUE
"129",2022091109,3,2,3,50,60,"SHOTGUN","3x1",3.58333333333333,"9-12 min","visitante",1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,-5,"centro",FALSE
"130",2022100209,2,1,10,25,35,"SHOTGUN","3x1",0.433333333333333,"12-15 min","visitante",1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,-6,"JAX",FALSE
"131",2022101603,4,1,10,28,38,"PISTOL","2x2",4.31666666666667,"9-12 min","visitante",0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,-5,"rival",TRUE
"132",2022101603,3,1,10,34,76,"SHOTGUN","2x1",12.8666666666667,"0-3 min","visitante",0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,"rival",FALSE
