"","gameId2022091106","gameId2022091806","gameId2022092505","gameId2022100211","gameId2022100905","gameId2022101601","gameId2022102400","gameId2022103007","gameId2022110605","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormationEMPTY","offenseFormationI_FORM","offenseFormationJUMBO","offenseFormationPISTOL","offenseFormationSHOTGUN","offenseFormationSINGLEBACK","offenseFormationWILDCAT","receiverAlignment1x1","receiverAlignment2x0","receiverAlignment2x1","receiverAlignment2x2","receiverAlignment3x1","receiverAlignment3x2","receiverAlignment4x1","gameClock_mod","timeCategory0.3.min","timeCategory12.15.min","timeCategory3.6.min","timeCategory6.9.min","timeCategory9.12.min","estadiolocal","estadiovisitante","nflId_42357","nflId_42587","nflId_42883","nflId_43324","nflId_44912","nflId_46092","nflId_47870","nflId_48097","nflId_52590","nflId_53444","nflId_54494","nflId_42363","nflId_53549","nflId_42437","nflId_41069","nflId_48541","nflId_47884","nflId_45185","nflId_33234","nflId_54592","nflId_34843","nflId_37213","nflId_54602","nflId_54515","nflId_48580","nflId_54648","nflId_53000","nflId_52488","diferencia","yardlineSide_modcentro","yardlineSide_modNE","yardlineSide_modrival","isDropback"
"16",1,0,0,0,0,0,0,0,0,0.5,0.666666666666667,0.08,0.591836734693878,0.704081632653061,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.503355704697987,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416666666666667,0,0,1,0
"17",0,0,0,0,0,0,0,0,1,0.75,0.666666666666667,0.16,0.0816326530612245,0.0408163265306122,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.728187919463087,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0.666666666666667,0,0,1,1
"18",0,0,1,0,0,0,0,0,0,0.75,1,0,0.326530612244898,0.163265306122449,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.9082774049217,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,1,1
"19",0,0,0,1,0,0,0,0,0,0.75,0.666666666666667,0.08,0.163265306122449,0.918367346938776,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0615212527964206,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.395833333333333,0,1,0,0
"20",0,0,0,1,0,0,0,0,0,0,0,0.52,0.0612244897959184,0.0306122448979592,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.155480984340045,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.458333333333333,0,1,0,0
"21",0,0,0,0,0,0,0,1,0,0.25,0.333333333333333,0.36,0.979591836734694,0.510204081632653,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.676733780760626,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0,1,0,0
"22",0,0,0,0,0,1,0,0,0,0.5,0,0.76,0.571428571428571,0.285714285714286,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.585011185682327,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.625,0,1,0,1
"23",1,0,0,0,0,0,0,0,0,0.5,0,0.36,0.693877551020408,0.346938775510204,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.748322147651007,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416666666666667,0,1,0,0
"24",0,0,0,0,1,0,0,0,0,0.5,0,0.36,0.938775510204082,0.530612244897959,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.312080536912752,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0.791666666666667,0,1,0,0
"25",0,0,0,0,0,0,0,0,1,0.25,0,0.04,0.0204081632653061,0.0102040816326531,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.460850111856823,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0.520833333333333,0,0,1,0
"26",0,0,0,0,0,0,1,0,0,0.25,0.666666666666667,0,0.73469387755102,0.36734693877551,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.920581655480984,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1875,0,0,1,0
"27",0,0,0,0,0,1,0,0,0,0.25,0,0.36,0.612244897959184,0.306122448979592,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.239373601789709,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.395833333333333,0,0,1,1
"28",0,0,0,0,0,1,0,0,0,0,0,0.36,0.714285714285714,0.357142857142857,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.956375838926175,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.395833333333333,0,1,0,0
"29",0,1,0,0,0,0,0,0,0,0,0,0.36,0.612244897959184,0.306122448979592,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.803131991051454,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.395833333333333,0,1,0,0
"30",0,0,0,0,1,0,0,0,0,0.25,0,0.36,0.795918367346939,0.602040816326531,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.530201342281879,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0.520833333333333,0,1,0,0
"31",0,0,0,0,0,0,0,1,0,0,0.333333333333333,0.4,0.918367346938776,0.540816326530612,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.361297539149888,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.333333333333333,0,0,1,1
"32",0,0,1,0,0,0,0,0,0,0.25,0,0.36,0.489795918367347,0.244897959183673,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0268456375838926,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3125,0,1,0,1
"33",0,0,0,1,0,0,0,0,0,0.75,0.333333333333333,0.16,0.0816326530612245,0.0408163265306122,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.752796420581656,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.395833333333333,0,0,1,0
"34",0,0,0,0,0,1,0,0,0,0.5,0.333333333333333,0.04,0.0204081632653061,0.989795918367347,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.763982102908277,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.479166666666667,0,0,1,1
"35",0,0,0,0,0,0,1,0,0,0.25,0.333333333333333,0.36,0.530612244897959,0.73469387755102,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.109619686800895,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.333333333333333,0,1,0,1
"36",0,0,0,0,0,0,0,1,0,0,0,0.36,0.653061224489796,0.673469387755102,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.309843400447427,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0.333333333333333,0,0,1,1
"37",1,0,0,0,0,0,0,0,0,0.5,0.333333333333333,0.36,0.448979591836735,0.775510204081633,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.414988814317673,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416666666666667,0,0,1,1
"38",0,0,0,0,0,0,0,1,0,0.5,0.333333333333333,0.44,0.571428571428571,0.714285714285714,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.224832214765101,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0.520833333333333,0,0,1,1
"39",1,0,0,0,0,0,0,0,0,0.75,0.333333333333333,0.36,0.857142857142857,0.428571428571429,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.335570469798658,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,1,1
"40",0,1,0,0,0,0,0,0,0,0.25,0.333333333333333,0.36,0.510204081632653,0.744897959183674,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.200223713646532,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.395833333333333,0,1,0,1
"41",0,0,0,0,0,0,1,0,0,0.75,0.666666666666667,0,0.448979591836735,0.775510204081633,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.266219239373602,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1
"42",0,0,0,0,1,0,0,0,0,0.5,0,0.36,0.36734693877551,0.183673469387755,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.823266219239374,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0.729166666666667,0,0,1,0
"43",0,1,0,0,0,0,0,0,0,0.25,0.666666666666667,0,0.693877551020408,0.653061224489796,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.145413870246085,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395833333333333,0,1,0,0
"44",1,0,0,0,0,0,0,0,0,0.75,0.666666666666667,0.2,0.836734693877551,0.581632653061224,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.864653243847875,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.125,0,1,0,1
"45",0,0,0,0,0,0,0,0,1,0,0,0.36,0.36734693877551,0.183673469387755,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.498881431767338,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0.395833333333333,0,1,0,0
"46",0,0,0,0,1,0,0,0,0,0.25,0,0.36,0.551020408163265,0.724489795918367,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.102908277404922,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.666666666666667,0,1,0,0
"47",0,0,0,1,0,0,0,0,0,0,0,0.36,0.959183673469388,0.479591836734694,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.834451901565995,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.395833333333333,0,1,0,0
"48",0,0,0,0,0,0,0,0,1,0.75,0.333333333333333,0.16,0.0816326530612245,0.0408163265306122,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.769574944071588,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0.666666666666667,0,0,1,0
"49",0,1,0,0,0,0,0,0,0,0.75,0.333333333333333,0.24,0.653061224489796,0.673469387755102,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.393736017897092,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.458333333333333,0,1,0,0
"50",0,1,0,0,0,0,0,0,0,0.5,0,0.36,0.183673469387755,0.908163265306122,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.259507829977629,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.479166666666667,0,0,1,0
"51",0,1,0,0,0,0,0,0,0,0,0,0.36,0.387755102040816,0.193877551020408,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.895973154362416,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.395833333333333,0,1,0,1
"52",0,0,0,0,0,0,0,0,1,0,0.333333333333333,0.32,0.387755102040816,0.193877551020408,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.457494407158837,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0.395833333333333,0,1,0,1
"53",0,0,0,0,0,0,0,0,1,0.75,0,0.36,0.26530612244898,0.13265306122449,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.914988814317673,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0.666666666666667,0,0,1,0
"54",1,0,0,0,0,0,0,0,0,0,0.333333333333333,0.48,0.816326530612245,0.408163265306122,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.162192393736018,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,0,1
"55",0,0,0,0,0,1,0,0,0,0.75,0,0.36,1,0.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.92841163310962,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.708333333333333,1,0,0,0
"56",0,0,0,0,0,0,1,0,0,0.75,0.666666666666667,0.08,0.693877551020408,0.653061224489796,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.678970917225951,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1
"57",0,0,0,1,0,0,0,0,0,0.25,0.666666666666667,0.08,0.857142857142857,0.428571428571429,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.165548098434004,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.3125,0,0,1,0
"58",0,0,0,0,0,1,0,0,0,0,0.333333333333333,0.28,0.836734693877551,0.581632653061224,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.821029082774049,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.395833333333333,0,0,1,0
"59",0,0,0,0,0,0,0,0,1,0.25,0.666666666666667,0,0.673469387755102,0.336734693877551,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.724832214765101,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.458333333333333,0,0,1,0
"60",0,0,0,0,0,1,0,0,0,0.75,0,0.28,0.142857142857143,0.0714285714285714,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.257270693512304,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0.729166666666667,0,0,1,0
"61",0,0,0,0,0,0,0,1,0,0,0.333333333333333,0.56,0.673469387755102,0.336734693877551,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.459731543624161,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0.333333333333333,0,1,0,1
"62",0,0,0,0,0,1,0,0,0,0.25,0,0.36,0.244897959183673,0.877551020408163,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.516778523489933,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.395833333333333,0,1,0,1
"63",1,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0.673469387755102,0.336734693877551,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.963087248322148,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395833333333333,0,1,0,0
"64",0,0,0,0,1,0,0,0,0,0.5,0.333333333333333,0.36,0.938775510204082,0.530612244897959,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.270693512304251,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.791666666666667,0,1,0,1
"65",0,0,0,0,0,0,0,0,1,0.25,0.333333333333333,0.32,0.73469387755102,0.36734693877551,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.950782997762864,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0.395833333333333,0,0,1,1
"66",0,0,0,0,0,1,0,0,0,0.25,0.333333333333333,0.36,0.612244897959184,0.306122448979592,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.232662192393736,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.395833333333333,0,0,1,1
"67",0,0,1,0,0,0,0,0,0,0,0,0.36,0.795918367346939,0.602040816326531,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.187919463087248,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,1,0,1
"68",0,0,0,0,0,0,0,1,0,0.25,0.666666666666667,0.8,0.448979591836735,0.224489795918367,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.00223713646532438,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0,0,1,0
"69",0,0,0,1,0,0,0,0,0,0.75,0,0.36,0.918367346938776,0.540816326530612,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.958612975391499,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.395833333333333,0,1,0,0
"70",0,0,0,0,1,0,0,0,0,0,0.333333333333333,0,0.224489795918367,0.887755102040816,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.00447427293064877,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.458333333333333,0,0,1,0
"71",0,0,0,0,1,0,0,0,0,0.5,0.666666666666667,0.08,0.816326530612245,0.591836734693878,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.338926174496644,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.791666666666667,0,1,0,1
"72",0,0,0,0,0,1,0,0,0,0.5,0,0.04,0.0204081632653061,0.989795918367347,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.808724832214765,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.479166666666667,0,0,1,0
"73",0,1,0,0,0,0,0,0,0,0.5,0,0.36,0.489795918367347,0.244897959183673,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.541666666666667,0,1,0,0
"74",0,1,0,0,0,0,0,0,0,0.25,0.666666666666667,0.08,0.877551020408163,0.438775510204082,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0268456375838926,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395833333333333,0,0,1,1
