"","gameId2022091110","gameId2022091500","gameId2022092502","gameId2022100213","gameId2022101000","gameId2022101610","gameId2022102310","gameId2022110610","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormationEMPTY","offenseFormationI_FORM","offenseFormationJUMBO","offenseFormationPISTOL","offenseFormationSHOTGUN","offenseFormationSINGLEBACK","offenseFormationWILDCAT","receiverAlignment1x0","receiverAlignment1x1","receiverAlignment2x0","receiverAlignment2x1","receiverAlignment2x2","receiverAlignment3x1","receiverAlignment3x2","receiverAlignment4x1","gameClock_mod","timeCategory0.3.min","timeCategory12.15.min","timeCategory3.6.min","timeCategory6.9.min","timeCategory9.12.min","estadiolocal","estadiovisitante","nflId_40011","nflId_43367","nflId_44822","nflId_44874","nflId_45695","nflId_46152","nflId_46243","nflId_47839","nflId_52440","nflId_53492","nflId_53655","nflId_54519","nflId_48683","nflId_53591","nflId_46213","nflId_41325","nflId_42511","nflId_54716","nflId_47999","nflId_33138","nflId_46143","nflId_52618","nflId_45369","nflId_53449","diferencia","yardlineSide_modcentro","yardlineSide_modKC","yardlineSide_modrival","isDropback"
"11",0,0,0,0,0,0,1,0,0.75,0.333333333333333,0.473684210526316,0.979591836734694,0.489795918367347,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.260869565217391,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0.95,0,1,0,0
"12",0,0,0,0,0,1,0,0,0,0,0.473684210526316,0.673469387755102,0.663265306122449,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.497212931995541,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.425,0,0,1,1
"13",0,0,0,1,0,0,0,0,0.25,0,0.473684210526316,0.183673469387755,0.908163265306122,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.247491638795987,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0.7,0,0,1,0
"14",0,0,1,0,0,0,0,0,0.25,0,0.473684210526316,0.510204081632653,0.255102040816327,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.574136008918618,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.325,0,1,0,1
"15",0,0,1,0,0,0,0,0,0.75,0,0.473684210526316,0.36734693877551,0.183673469387755,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.630992196209587,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.525,0,0,1,0
"16",0,0,0,0,0,0,0,1,0.75,0.333333333333333,0.473684210526316,0.938775510204082,0.469387755102041,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0535117056856187,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0.425,0,1,0,1
"17",0,0,0,1,0,0,0,0,0.25,0,0.473684210526316,0.387755102040816,0.806122448979592,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.333333333333333,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,1,0
"18",0,0,1,0,0,0,0,0,0,0,0.473684210526316,0.408163265306122,0.795918367346939,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.82051282051282,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,1,0,1
"19",0,1,0,0,0,0,0,0,0.5,0,0.473684210526316,0.816326530612245,0.408163265306122,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.508361204013378,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0.175,0,0,1,1
"20",0,0,0,0,0,1,0,0,0.5,0.333333333333333,0.473684210526316,0.959183673469388,0.479591836734694,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.866220735785953,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.425,0,0,1,0
"21",0,0,0,0,0,1,0,0,0.5,0,0.473684210526316,0.36734693877551,0.183673469387755,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.366778149386845,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.25,0,0,1,0
"22",0,0,0,0,1,0,0,0,0.5,0.333333333333333,0.368421052631579,0.346938775510204,0.826530612244898,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.721293199554069,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.175,0,0,1,1
"23",0,0,0,1,0,0,0,0,0.25,0.333333333333333,0.315789473684211,0.326530612244898,0.836734693877551,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.292084726867336,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,1,1
"24",0,0,1,0,0,0,0,0,0,0.666666666666667,0.315789473684211,0.469387755102041,0.76530612244898,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.768115942028985,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.25,0,1,0,1
"25",0,0,0,0,1,0,0,0,0.5,0,0.473684210526316,0.530612244897959,0.73469387755102,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.392419175027871,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0.35,0,0,1,0
"26",0,0,0,0,1,0,0,0,0.75,0.666666666666667,0.684210526315789,0.346938775510204,0.173469387755102,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.636566332218506,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.45,0,0,1,1
"27",0,1,0,0,0,0,0,0,0.25,0.666666666666667,0.157894736842105,0.551020408163265,0.724489795918367,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.810479375696767,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.175,0,0,1,1
"28",0,0,0,0,0,0,0,1,0.25,0.666666666666667,1,0.510204081632653,0.255102040816327,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.598662207357859,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.475,0,1,0,1
"29",0,0,1,0,0,0,0,0,0.75,0.666666666666667,0.526315789473684,0.469387755102041,0.23469387755102,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.911928651059086,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.525,0,0,1,1
"30",0,0,0,0,0,1,0,0,0.5,0.666666666666667,0.315789473684211,0.897959183673469,0.448979591836735,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.822742474916388,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.425,0,0,1,1
"31",0,0,0,0,0,0,0,1,0.25,0,0.473684210526316,0.0204081632653061,0.0102040816326531,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.121516164994426,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.3,0,1,0,1
"32",0,0,0,1,0,0,0,0,0.75,0.666666666666667,0,0.673469387755102,0.663265306122449,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.176142697881828,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.675,0,1,0,0
"33",1,0,0,0,0,0,0,0,0.75,0.333333333333333,0.473684210526316,0.183673469387755,0.908163265306122,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.290969899665552,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0
"34",0,0,0,1,0,0,0,0,0,0,0.473684210526316,0.816326530612245,0.408163265306122,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.453734671125975,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0.525,0,0,1,0
"35",0,0,0,1,0,0,0,0,0.25,0,0.473684210526316,0.306122448979592,0.846938775510204,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.910813823857302,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.7,0,0,1,0
"36",0,0,1,0,0,0,0,0,0.75,0.333333333333333,0.473684210526316,0.612244897959184,0.693877551020408,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.713489409141583,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525,0,1,0,0
"37",0,0,1,0,0,0,0,0,0.25,0,0.473684210526316,0.285714285714286,0.142857142857143,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.63768115942029,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325,0,1,0,1
"38",0,0,0,0,0,0,0,1,1,0,0.473684210526316,0.836734693877551,0.581632653061224,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.561872909698997,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.425,0,1,0,0
"39",1,0,0,0,0,0,0,0,0,0,0.473684210526316,0.489795918367347,0.755102040816326,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425,0,1,0,0
"40",0,1,0,0,0,0,0,0,0.5,0,0.736842105263158,0.591836734693878,0.295918367346939,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.146042363433668,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0.35,0,0,1,1
"41",0,0,0,0,1,0,0,0,0.25,0.333333333333333,0.473684210526316,0.959183673469388,0.520408163265306,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00445930880713489,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0.1,0,0,1,1
"42",0,0,0,1,0,0,0,0,0.75,0,0.473684210526316,0.489795918367347,0.755102040816326,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.230769230769231,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.675,0,1,0,0
"43",0,0,0,0,0,0,0,1,0.75,0.333333333333333,0.421052631578947,0.224489795918367,0.112244897959184,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.884057971014493,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0.225,0,1,0,1
"44",0,0,0,0,0,0,1,0,0.75,0.666666666666667,0.263157894736842,0.897959183673469,0.551020408163265,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.414715719063545,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.775,0,0,1,1
"45",0,0,0,0,0,0,0,1,1,0.333333333333333,0.0526315789473684,0.26530612244898,0.13265306122449,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.390189520624303,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0.425,0,0,1,0
"46",0,0,0,0,0,1,0,0,0.5,0,0.421052631578947,0.163265306122449,0.0816326530612245,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.283166109253066,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.25,0,0,1,0
"47",0,0,0,0,0,0,1,0,0.25,0,0.473684210526316,0.918367346938776,0.459183673469388,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.649944258639911,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0.275,0,0,1,0
"48",1,0,0,0,0,0,0,0,0.75,0,0.473684210526316,0.387755102040816,0.193877551020408,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.620958751393534,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0.975,0,0,1,1
"49",0,0,0,0,0,1,0,0,0.25,0.333333333333333,0.473684210526316,0.836734693877551,0.418367346938776,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.795986622073579,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.35,0,0,1,1
"50",0,0,0,1,0,0,0,0,0.5,0.666666666666667,0.473684210526316,0.979591836734694,0.510204081632653,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.871794871794872,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7,0,0,1,1
"51",0,0,0,1,0,0,0,0,0.5,0,0.473684210526316,0.979591836734694,0.510204081632653,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.878483835005574,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,1,1
"52",0,0,0,1,0,0,0,0,0.5,0.333333333333333,0.315789473684211,0.979591836734694,0.489795918367347,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.577480490523969,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.775,0,1,0,1
"53",1,0,0,0,0,0,0,0,0.25,0.333333333333333,0.473684210526316,0.857142857142857,0.428571428571429,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.740245261984392,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.6,0,1,0,1
"54",0,0,0,0,0,0,1,0,0.5,0,0.157894736842105,0.0612244897959184,0.0306122448979592,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.236343366778149,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.55,0,0,1,1
"55",1,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.66778149386845,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0.825,0,0,1,1
"56",1,0,0,0,0,0,0,0,0.25,0,0.473684210526316,0.489795918367347,0.244897959183673,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.40133779264214,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0.75,0,1,0,0
"57",0,0,0,1,0,0,0,0,0,0.333333333333333,0,0.0408163265306122,0.0204081632653061,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.272017837235229,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0.525,0,0,1,0
"58",0,0,1,0,0,0,0,0,0,0,0.473684210526316,0.693877551020408,0.346938775510204,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.171683389074693,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0,0,1,1
"59",0,0,0,0,0,1,0,0,0,0.666666666666667,0.421052631578947,0.163265306122449,0.918367346938776,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.228539576365663,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.425,0,0,1,1
"60",0,1,0,0,0,0,0,0,0.5,0.333333333333333,0.105263157894737,0.714285714285714,0.642857142857143,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.382385730211817,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.35,0,1,0,0
"61",0,0,0,0,0,0,1,0,0.25,0.333333333333333,0.210526315789474,0.285714285714286,0.857142857142857,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.764771460423634,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0.275,0,1,0,1
"62",1,0,0,0,0,0,0,0,0.5,0.333333333333333,0.263157894736842,0.63265306122449,0.683673469387755,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.441471571906355,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0
"63",0,0,1,0,0,0,0,0,0,0,0.473684210526316,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.459308807134894,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0,1,0,0
"64",0,0,1,0,0,0,0,0,0,0.333333333333333,0.157894736842105,0.571428571428571,0.285714285714286,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.132664437012263,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,1,0
"65",0,0,0,1,0,0,0,0,0.75,0.333333333333333,0.736842105263158,0.897959183673469,0.551020408163265,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.910813823857302,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775,0,1,0,1
"66",0,0,1,0,0,0,0,0,0.75,0.666666666666667,0.631578947368421,0.551020408163265,0.724489795918367,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.670011148272018,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.525,0,1,0,1
"67",0,0,0,0,0,1,0,0,0.75,0,1,0.959183673469388,0.479591836734694,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.840579710144928,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0.425,0,1,0,1
"68",0,0,0,0,1,0,0,0,0.5,0,0.210526315789474,0.0816326530612245,0.959183673469388,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.678929765886288,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0.175,0,0,1,1
"69",0,0,0,1,0,0,0,0,0,0.333333333333333,0.473684210526316,0.653061224489796,0.673469387755102,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0445930880713489,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0.7,0,1,0,0
"70",0,0,0,0,0,0,0,1,0,0.666666666666667,0.263157894736842,0.36734693877551,0.183673469387755,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.585284280936455,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.425,0,0,1,1
"71",0,0,0,0,0,0,0,1,0,0,0.473684210526316,0.224489795918367,0.112244897959184,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0947603121516165,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,0,1,1
"72",0,0,0,0,1,0,0,0,0.75,0.333333333333333,0.105263157894737,0.918367346938776,0.459183673469388,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.17948717948718,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.45,0,0,1,0
"73",0,0,0,0,0,1,0,0,0.5,0,0.473684210526316,0.530612244897959,0.73469387755102,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.958751393534002,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.425,0,1,0,0
"74",0,0,0,1,0,0,0,0,0.5,0.333333333333333,0.473684210526316,0.979591836734694,0.510204081632653,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.875139353400223,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,1,1
"75",0,0,0,1,0,0,0,0,0.25,0.333333333333333,0,0.673469387755102,0.663265306122449,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.43701226309922,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.7,0,0,1,0
"76",0,0,0,0,0,1,0,0,0.25,0,0.473684210526316,0.714285714285714,0.642857142857143,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.173913043478261,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.525,0,1,0,1
"77",0,1,0,0,0,0,0,0,0.75,0.333333333333333,0.421052631578947,0.326530612244898,0.836734693877551,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.237458193979933,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.6,0,0,1,1
"78",0,0,0,1,0,0,0,0,0,0,0.473684210526316,0.653061224489796,0.673469387755102,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.632107023411371,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.525,0,1,0,1
"79",0,0,1,0,0,0,0,0,0.25,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.130434782608696,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0.325,0,0,1,0
