"gameId","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","gameClock_mod","timeCategory","estadio","nflId_41265","nflId_41282","nflId_42547","nflId_44931","nflId_44972","nflId_46084","nflId_47807","nflId_47932","nflId_48235","nflId_52517","nflId_54555","nflId_47749","nflId_47920","nflId_39212","nflId_48601","nflId_48225","nflId_42397","nflId_54703","nflId_54587","nflId_48700","nflId_48023","nflId_48158","nflId_45555","nflId_52603","nflId_47916","nflId_53732","diferencia","yardlineSide_mod","truth","estimate","probabilidades"
2022100212,4,1,10,38,72,12.6166666666667,"0-3 min","local",1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,6,"rival",1,0,0.385211339208481
2022091111,4,1,10,34,44,5.46666666666667,"9-12 min","visitante",1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-11,"rival",1,1,0.851820787237037
2022091111,1,2,7,47,57,6.38333333333333,"6-9 min","visitante",1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,"rival",1,0,0.597029998515012
2022102308,1,2,12,39,71,12.6166666666667,"0-3 min","local",1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"LV",1,1,0.618529520966249
2022101000,4,3,6,48,62,4.56666666666667,"9-12 min","visitante",1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,-7,"rival",1,1,0.80910632746902
2022091111,3,1,10,36,46,14.3166666666667,"0-3 min","visitante",1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-14,"LV",1,0,0.418622899761996
2022100212,1,2,4,7,17,10.7166666666667,"3-6 min","local",1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"rival",0,1,0.619019942342817
2022102308,2,1,10,36,46,4.25,"9-12 min","local",1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,-7,"LV",0,1,0.649723267596278
2022103006,3,2,18,36,74,9.41666666666667,"3-6 min","visitante",1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-24,"LV",1,1,0.758202440131188
2022102308,4,1,10,31,79,10.6,"3-6 min","local",1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4,"LV",1,0,0.537214363295704
2022092507,1,2,8,9,19,3.03333333333333,"9-12 min","visitante",1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,-7,"rival",1,1,0.813984824447011
2022110604,4,1,10,31,79,3.05,"9-12 min","visitante",1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-4,"LV",1,1,0.625722654915834
2022091111,3,1,10,23,87,13.5166666666667,"0-3 min","visitante",1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-14,"rival",0,1,0.710805485752817
2022103006,1,3,7,19,29,10.45,"3-6 min","visitante",1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"LV",1,1,0.847880956429768
2022100212,1,2,10,30,40,12.55,"0-3 min","local",1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"rival",1,1,0.609223324859943
2022110604,4,2,10,27,83,7.4,"6-9 min","visitante",1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-4,"LV",1,1,0.720753818732455
2022102308,3,1,4,4,106,5.9,"9-12 min","local",1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,-3,"rival",0,1,0.621837875651689
2022110604,1,1,10,25,85,15,"0-3 min","visitante",1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"LV",1,0,0.470945989704373
2022103006,4,3,1,9,101,0.2,"12-15 min","visitante",0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,-24,"rival",1,1,0.844966987213138
2022091111,1,2,6,26,36,4.23333333333333,"9-12 min","visitante",1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-3,"rival",1,1,0.763489170138906
2022092507,3,2,8,36,74,11.6666666666667,"3-6 min","visitante",1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,-14,"rival",1,1,0.640004346613899
2022100212,3,2,10,32,78,10.1333333333333,"3-6 min","local",1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,"LV",1,0,0.582705850559769
2022102308,1,3,7,27,83,13.7166666666667,"0-3 min","local",1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"LV",1,1,0.841116794764463
2022100212,1,1,10,37,73,2.4,"12-15 min","local",1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-4,"LV",0,0,0.548035493682873
2022091811,2,3,5,14,24,11.8333333333333,"3-6 min","local",1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,"rival",1,1,0.829512330052607
2022102308,3,1,10,36,46,10.3833333333333,"3-6 min","local",1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,-3,"LV",0,0,0.420341511248729
2022102308,1,2,10,34,44,10.4,"3-6 min","local",1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"rival",1,0,0.584496092645336
2022100212,1,1,10,13,23,11.3333333333333,"3-6 min","local",1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"rival",1,0,0.546454314741517
2022091111,2,2,13,25,35,0.95,"12-15 min","visitante",1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-7,"LV",1,1,0.807415012925414
2022103006,1,1,10,37,47,0.85,"12-15 min","visitante",1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-7,"LV",1,1,0.678140629916752
2022091111,3,4,4,34,76,3.83333333333333,"9-12 min","visitante",1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-14,"rival",1,1,0.748138708933062
2022100212,3,2,4,38,72,0.383333333333333,"12-15 min","local",1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,6,"LV",0,0,0.502910997878061
2022100212,4,2,4,24,86,1.56666666666667,"12-15 min","local",1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,9,"rival",0,0,0.510838117621142
2022101000,2,1,10,36,74,11.7666666666667,"3-6 min","visitante",1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,14,"LV",0,0,0.422900691524818
2022100212,1,2,5,50,60,13.3833333333333,"0-3 min","local",1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"centro",1,0,0.569065424162393
2022110604,1,2,20,42,68,7.16666666666667,"6-9 min","visitante",1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"LV",1,1,0.780038296785648
2022092507,1,1,10,36,46,6.55,"6-9 min","visitante",1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,-7,"rival",0,1,0.618295914367693
2022102308,2,2,6,40,50,3.66666666666667,"9-12 min","local",1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,-7,"LV",1,1,0.687423003735827
2022091811,2,3,6,48,62,0.3,"12-15 min","local",1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,17,"LV",1,1,0.841557098809162
2022092507,2,2,4,19,29,0.716666666666667,"12-15 min","visitante",1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,-11,"LV",1,1,0.793402983075441
2022110604,4,1,10,27,83,7.46666666666667,"6-9 min","visitante",1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-4,"LV",1,1,0.7067976820105
2022103006,2,1,10,22,88,12.6333333333333,"0-3 min","visitante",1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,-10,"LV",0,1,0.735207837314482
2022102308,3,1,10,42,52,1.33333333333333,"12-15 min","local",1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,-3,"LV",1,0,0.380754447177092
2022091111,4,1,10,40,70,11.65,"3-6 min","visitante",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-11,"LV",0,1,0.761278451526626
2022101000,4,2,10,38,48,6.65,"6-9 min","visitante",1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-7,"LV",1,0,0.598659493112992
2022100212,4,1,10,37,73,3.78333333333333,"9-12 min","local",1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,"rival",0,0,0.350102046649739
2022102308,3,1,10,24,34,3.13333333333333,"9-12 min","local",1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,-3,"LV",1,0,0.48917733171871
2022092507,4,2,6,48,62,12.15,"0-3 min","visitante",1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,-11,"LV",1,1,0.761029059455425
2022103006,1,1,10,25,35,15,"0-3 min","visitante",1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"LV",0,0,0.541155273272768
2022091811,3,3,7,7,17,1.78333333333333,"12-15 min","local",1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,13,"rival",1,1,0.844827943627502
2022100212,4,3,2,29,81,2.88333333333333,"12-15 min","local",1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,2,"rival",0,1,0.681428680621542
2022110604,3,3,11,40,50,7.25,"6-9 min","visitante",1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3,"LV",1,1,0.863638595060499
2022092507,4,2,5,20,30,1.93333333333333,"12-15 min","visitante",1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,-8,"rival",1,1,0.812685971350417
2022091811,1,1,6,6,104,7.01666666666667,"6-9 min","local",1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"rival",0,0,0.501597288408248
2022091811,3,3,9,9,101,12.35,"0-3 min","local",1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,20,"LV",1,1,0.832193240029948
2022091111,3,3,4,34,76,3.91666666666667,"9-12 min","visitante",1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-14,"rival",1,1,0.748138708933062
2022101000,1,2,21,14,24,13.9,"0-3 min","visitante",1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"LV",1,1,0.739694306811728
2022110604,3,2,2,26,36,9.5,"3-6 min","visitante",1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3,"LV",0,0,0.583435355202428
2022101000,4,1,10,48,58,5.36666666666667,"9-12 min","visitante",1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-7,"LV",0,0,0.49067520218644
2022091811,2,2,10,26,36,7.93333333333333,"6-9 min","local",1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10,"rival",1,1,0.76263043022655
2022091111,4,3,3,40,70,2.66666666666667,"12-15 min","visitante",1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-5,"LV",1,1,0.863623274531086
2022102308,3,1,10,50,60,8.95,"6-9 min","local",1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,-3,"centro",0,1,0.689464355803127
2022100212,4,1,10,48,62,4.5,"9-12 min","local",1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,"rival",0,0,0.348604769170972
2022102308,1,1,10,24,86,14.9,"0-3 min","local",1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"LV",0,0,0.463177877880138
2022110604,4,1,10,45,55,11.4166666666667,"3-6 min","visitante",1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,-4,"rival",0,1,0.658774622630546
2022102308,3,1,10,42,68,0.55,"12-15 min","local",1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,-3,"rival",1,0,0.597154094204482
2022101000,3,1,10,16,94,3.23333333333333,"9-12 min","visitante",1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-4,"LV",1,1,0.627544962623917
2022092507,4,1,10,32,78,2.5,"12-15 min","visitante",1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,-8,"LV",1,1,0.815847992958841
2022101000,1,3,21,14,24,13.7666666666667,"0-3 min","visitante",1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"LV",1,1,0.764594133625983
2022101000,3,2,19,16,94,7.9,"6-9 min","visitante",1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,"LV",1,1,0.736679884163296
2022091111,2,2,5,7,17,15,"0-3 min","visitante",1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LV",0,1,0.659722646942052
2022110604,4,3,10,25,85,0.833333333333333,"12-15 min","visitante",1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,-7,"LV",1,1,0.787583951556722
2022092507,4,1,10,13,23,10.9166666666667,"3-6 min","visitante",1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,-11,"rival",0,0,0.558394153225979
2022102308,2,3,1,45,55,3.31666666666667,"9-12 min","local",1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,-7,"LV",0,1,0.691272710804316
2022100212,4,3,2,22,88,1.46666666666667,"12-15 min","local",1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,9,"rival",0,0,0.476637272697647
2022100212,1,1,10,13,97,7.1,"6-9 min","local",1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,"LV",0,0,0.488233138858683
2022103006,1,2,4,22,32,11.1333333333333,"3-6 min","visitante",1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"LV",0,1,0.61054742494848
2022091811,2,2,10,41,69,8.96666666666667,"6-9 min","local",1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10,"LV",1,1,0.719246736729862
2022101000,4,1,10,23,33,2,"12-15 min","visitante",1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,-1,"LV",1,1,0.695293614744168
