"gameId","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormation","receiverAlignment","gameClock_mod","timeCategory","estadio","nflId_42471","nflId_42477","nflId_44908","nflId_46071","nflId_47789","nflId_48475","nflId_48489","nflId_52412","nflId_52551","nflId_54472","nflId_54577","nflId_43329","nflId_45186","nflId_54508","nflId_53449","nflId_46797","nflId_46309","nflId_54532","nflId_53727","nflId_47954","nflId_53625","nflId_53080","nflId_37255","nflId_44003","nflId_52514","nflId_53665","nflId_53047","nflId_46629","diferencia","yardlineSide_mod","truth","estimate","probabilidades"
2022101606,3,2,5,30,80,"EMPTY","4x1",14.35,"0-3 min","local",1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-3,"NYG",1,1,0.660776708625312
2022100900,1,1,10,34,76,"SINGLEBACK","2x2",1.41666666666667,"12-15 min","visitante",1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-10,"rival",0,0,0.105781563969977
2022102304,3,2,5,40,70,"SHOTGUN","2x2",9.6,"3-6 min","visitante",1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,-4,"rival",0,1,0.776763799244598
2022091108,1,1,10,40,50,"SHOTGUN","2x2",4.5,"9-12 min","visitante",1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-7,"NYG",1,1,0.468316323089433
2022100208,4,1,10,21,89,"SINGLEBACK","3x1",12.0833333333333,"0-3 min","local",1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,5,"NYG",0,0,0.0243512538905696
2022102304,4,2,3,43,67,"I_FORM","1x1",3.61666666666667,"9-12 min","visitante",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,3,"NYG",0,0,0.0170914916198995
2022100208,4,3,2,22,88,"SHOTGUN","2x2",14.3666666666667,"0-3 min","local",1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,5,"NYG",0,0,0.198649701732659
2022091805,4,2,10,35,45,"SHOTGUN","2x2",14.8333333333333,"0-3 min","local",1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"NYG",1,1,0.923601886205007
2022102304,4,2,10,36,74,"SHOTGUN","3x1",9.15,"3-6 min","visitante",1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,-4,"NYG",1,1,0.791875295093543
2022102304,1,1,10,32,78,"PISTOL","2x2",6.63333333333333,"6-9 min","visitante",1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-1,"NYG",0,1,0.805365040737173
2022103011,4,2,7,28,38,"SHOTGUN","2x2",5.06666666666667,"9-12 min","visitante",1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,-14,"NYG",1,1,0.939470476776895
2022103011,4,2,8,39,71,"SHOTGUN","2x2",13.6,"0-3 min","visitante",1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,-3,"rival",0,1,0.484549684093617
2022091108,4,2,5,10,100,"SINGLEBACK","2x2",1.38333333333333,"12-15 min","visitante",1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-7,"rival",0,0,0.157539875022401
2022101606,4,1,1,1,109,"SINGLEBACK","3x1",1.76666666666667,"12-15 min","local",1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,-3,"rival",0,0,0.419748030348991
2022092600,2,4,2,47,57,"SHOTGUN","2x2",0.166666666666667,"12-15 min","local",1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-3,"rival",1,1,0.963022609264724
2022100208,1,3,9,26,36,"SHOTGUN","3x1",13.9666666666667,"0-3 min","local",1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"NYG",1,1,0.990246357035547
2022102304,4,3,1,30,80,"SINGLEBACK","2x2",9.96666666666667,"3-6 min","visitante",1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,-4,"NYG",0,0,0.0852314842667131
2022091805,1,2,8,20,90,"EMPTY","3x2",14.2166666666667,"0-3 min","local",1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rival",1,0,0.424444289379983
2022101606,4,1,10,36,74,"SINGLEBACK","2x2",10.1666666666667,"3-6 min","local",1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-10,"rival",0,0,0.431277512735763
2022092600,4,1,10,32,42,"EMPTY","4x1",4.56666666666667,"9-12 min","local",1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-10,"rival",1,1,0.95183023146401
2022092600,2,1,10,41,51,"SINGLEBACK","2x2",13.7833333333333,"0-3 min","local",1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-3,"rival",0,1,0.870009145197378
2022092600,4,2,15,16,94,"EMPTY","3x2",1.28333333333333,"12-15 min","local",1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-7,"NYG",1,1,0.957770220266243
2022100208,2,1,10,25,85,"SINGLEBACK","3x1",9.53333333333333,"3-6 min","local",1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,"NYG",0,1,0.694311926165616
2022100208,4,1,10,43,53,"WILDCAT","2x1",8.4,"6-9 min","local",1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,"rival",0,0,0.093192784629255
2022092600,3,2,6,29,39,"SHOTGUN","2x1",14.3666666666667,"0-3 min","local",1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-3,"NYG",1,1,0.711269164797608
2022102304,2,2,8,45,65,"SHOTGUN","2x2",1.15,"12-15 min","visitante",1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,-1,"rival",1,1,0.893862220352787
2022091108,4,4,1,17,93,"I_FORM","1x1",2,"12-15 min","visitante",1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-7,"rival",1,0,0.0454475199190566
2022100208,4,1,10,36,74,"SINGLEBACK","2x2",10.3333333333333,"3-6 min","local",1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,5,"NYG",0,1,0.541457818358294
2022100208,4,1,10,3,107,"JUMBO","2x2",3.06666666666667,"9-12 min","local",1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,8,"NYG",0,0,0.0788109424803512
2022101606,3,2,8,47,57,"SINGLEBACK","3x1",5.78333333333333,"9-12 min","local",1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-6,"rival",0,1,0.579824419489483
2022103011,1,1,10,28,38,"SHOTGUN","2x2",12.6833333333333,"0-3 min","visitante",1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,"NYG",1,1,0.962906353131323
2022102304,3,2,7,49,61,"EMPTY","3x2",2.91666666666667,"12-15 min","visitante",1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,-4,"rival",1,0,0.15679960506881
2022101606,2,1,10,49,61,"SHOTGUN","2x2",0.133333333333333,"12-15 min","local",1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,-3,"NYG",1,1,0.846748139278163
2022091805,3,2,8,31,79,"EMPTY","3x2",5.11666666666667,"9-12 min","local",1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"NYG",1,1,0.754233287651135
2022100208,2,1,10,18,92,"SHOTGUN","2x2",1.66666666666667,"12-15 min","local",1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,"NYG",0,0,0.275893601478223
2022091805,4,2,6,40,50,"SINGLEBACK","2x1",1.9,"12-15 min","local",1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,"NYG",0,0,0.119631609429114
2022091108,2,1,10,9,101,"SHOTGUN","2x2",0.983333333333333,"12-15 min","visitante",1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-13,"NYG",0,1,0.913376354366547
2022091805,1,2,2,2,108,"EMPTY","3x2",4.03333333333333,"9-12 min","local",1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"rival",0,0,0.204438192675626
2022092600,2,2,9,21,89,"SHOTGUN","3x1",2,"12-15 min","local",1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-3,"NYG",0,0,0.181697505794728
2022091108,2,2,6,29,81,"SHOTGUN","2x2",12.1333333333333,"0-3 min","visitante",1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-10,"NYG",0,0,0.392653669712655
2022092600,1,2,2,49,61,"SHOTGUN","2x2",8.58333333333333,"6-9 min","local",1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"rival",1,1,0.924364493037313
2022103011,3,3,7,13,23,"SHOTGUN","2x2",6.21666666666667,"6-9 min","visitante",1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,-3,"rival",1,1,0.960047514121668
2022091805,2,3,6,15,95,"SHOTGUN","3x1",5.58333333333333,"9-12 min","local",1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,"NYG",1,1,0.973879876775057
2022100900,2,2,2,2,12,"EMPTY","3x2",1.36666666666667,"12-15 min","visitante",1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-14,"rival",0,0,0.463281657565726
2022102304,2,1,10,23,87,"PISTOL","2x2",9.66666666666667,"3-6 min","visitante",1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,-4,"rival",0,0,0.192123736520337
2022092600,4,1,10,22,32,"SHOTGUN","2x2",4.03333333333333,"9-12 min","local",1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-10,"rival",1,1,0.89220012823207
2022092600,4,3,13,22,88,"SHOTGUN","3x1",7.81666666666667,"6-9 min","local",1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-7,"NYG",1,1,0.87853513908528
2022103011,2,2,9,49,61,"SHOTGUN","2x2",7.63333333333333,"6-9 min","visitante",1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,-7,"NYG",0,1,0.594236128073109
2022091805,4,3,6,40,50,"I_FORM","2x1",1.83333333333333,"12-15 min","local",1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"NYG",1,1,0.880446136608244
2022092600,3,1,10,38,48,"SINGLEBACK","3x1",7.13333333333333,"6-9 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NYG",1,0,0.069375940255405
2022100208,2,2,8,26,36,"SINGLEBACK","3x1",7.8,"6-9 min","local",1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,"rival",0,1,0.827549316492085
2022091805,1,1,10,18,92,"SINGLEBACK","2x2",5.68333333333333,"9-12 min","local",1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,"rival",1,1,0.642765440297929
2022103011,2,2,1,34,76,"PISTOL","2x2",11.3666666666667,"3-6 min","visitante",1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,-7,"NYG",0,0,0.0459808907370059
2022100900,2,1,10,38,48,"SINGLEBACK","3x1",6.05,"6-9 min","visitante",1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-14,"rival",1,1,0.95492609969122
2022091108,1,3,4,31,41,"SHOTGUN","3x1",9.16666666666667,"3-6 min","visitante",1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-7,"NYG",1,1,0.982067336914641
2022100208,1,1,10,25,35,"SINGLEBACK","2x2",15,"0-3 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NYG",0,0,0.0317690736420188
2022092600,1,3,5,30,40,"SHOTGUN","3x1",0.916666666666667,"12-15 min","local",1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-3,"NYG",1,1,0.972614834941782
2022102304,1,1,20,39,71,"SHOTGUN","3x1",5.33333333333333,"9-12 min","visitante",1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,-1,"NYG",1,1,0.993802240271557
2022092600,1,1,10,24,34,"SINGLEBACK","2x2",10.7666666666667,"3-6 min","local",1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"NYG",1,0,0.397196184124699
2022100900,2,2,9,15,25,"EMPTY","3x2",2.8,"12-15 min","visitante",1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-14,"rival",1,0,0.24458304517284
2022100208,4,1,10,24,34,"SHOTGUN","3x1",1.93333333333333,"12-15 min","local",1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,"rival",0,0,0.0145783469842476
2022091805,3,1,10,10,100,"SHOTGUN","3x1",3.23333333333333,"9-12 min","local",1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"NYG",0,0,0.146883944620173
2022091108,4,3,7,8,102,"SHOTGUN","3x1",8.91666666666667,"6-9 min","visitante",1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-7,"rival",1,1,0.789091859314811
2022103011,4,1,10,32,78,"SHOTGUN","3x1",3.85,"9-12 min","visitante",1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,-14,"rival",1,1,0.929913024170707
2022091108,4,1,10,45,55,"SHOTGUN","3x1",11.8666666666667,"3-6 min","visitante",1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-7,"NYG",0,1,0.769051699121297
2022091805,2,2,6,15,95,"SHOTGUN","2x2",5.63333333333333,"9-12 min","local",1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,"NYG",1,0,0.0819580872889905
2022103011,3,3,11,27,83,"SHOTGUN","2x1",1.86666666666667,"12-15 min","visitante",1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,-3,"NYG",1,1,0.953793713021983
2022100208,3,1,10,19,29,"SHOTGUN","2x2",4.26666666666667,"9-12 min","local",1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,"NYG",0,0,0.39747286613832
2022103011,4,1,10,13,23,"EMPTY","3x2",1.11666666666667,"12-15 min","visitante",1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,-14,"NYG",1,1,0.918977524725702
2022102304,1,3,5,37,47,"SHOTGUN","2x2",11.9,"3-6 min","visitante",1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"rival",1,1,0.997540634178102
2022091108,2,2,3,24,86,"SINGLEBACK","3x1",6.25,"6-9 min","visitante",1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-13,"NYG",0,1,0.900941967575577
2022091108,4,2,16,39,49,"SHOTGUN","2x2",11.2166666666667,"3-6 min","visitante",1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-7,"NYG",1,1,0.961796245965582
2022091805,2,1,10,25,85,"SINGLEBACK","3x1",12.25,"0-3 min","local",1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,"NYG",1,0,0.0621836085646813
2022101606,2,2,4,5,15,"I_FORM","2x1",3.71666666666667,"9-12 min","local",1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-7,"rival",1,0,0.142894861063654
2022101606,4,2,10,25,35,"SINGLEBACK","2x2",12.5333333333333,"0-3 min","local",1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-10,"NYG",1,0,0.229237421358552
2022103011,4,1,10,25,35,"SHOTGUN","2x2",5.36666666666667,"9-12 min","visitante",1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,-14,"NYG",0,1,0.842465361576027
2022101606,4,1,10,13,97,"SINGLEBACK","2x1",1.5,"12-15 min","local",1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,"rival",0,0,0.0237659882643629
2022100208,4,1,10,37,47,"SHOTGUN","3x1",2.01666666666667,"12-15 min","local",1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,"rival",0,0,0.0131236586151544
2022101606,1,1,10,46,56,"SINGLEBACK","2x2",0.433333333333333,"12-15 min","local",1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"NYG",0,1,0.538705930643102
2022103011,2,1,15,43,67,"SINGLEBACK","2x2",8.33333333333333,"6-9 min","visitante",1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,-7,"NYG",1,1,0.679830451603767
