"gameId","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","gameClock_mod","timeCategory","estadio","nflId_40023","nflId_43454","nflId_46119","nflId_46192","nflId_46203","nflId_48233","nflId_52413","nflId_52426","nflId_52447","nflId_53435","nflId_53471","nflId_46111","nflId_46277","nflId_46671","nflId_53510","nflId_42718","nflId_45217","nflId_45900","nflId_47820","nflId_53861","nflId_54931","nflId_41258","nflId_53660","nflId_54712","nflId_43447","nflId_48017","nflId_54938","nflId_52922","nflId_46377","diferencia","yardlineSide_mod","truth","estimate","probabilidades"
2022091800,3,1,10,24,34,9.36666666666667,"3-6 min","visitante",1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-21,"rival",1,0,0.416830575055913
2022091800,2,3,2,33,43,9.3,"3-6 min","visitante",1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-7,"MIA",1,1,0.737539524332935
2022092503,1,2,1,1,11,4.41666666666667,"9-12 min","local",1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-7,"rival",0,0,0.0365288590546548
2022102311,4,1,10,36,74,9.41666666666667,"3-6 min","local",1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,"MIA",0,0,0.121099711708411
2022102311,2,1,10,15,95,1.76666666666667,"12-15 min","local",1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,"MIA",1,1,0.936153759330586
2022091106,2,2,4,49,61,9.21666666666667,"3-6 min","local",1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,"rival",0,0,0.488217876047942
2022102311,4,1,10,12,98,13.9,"0-3 min","local",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,"MIA",1,1,0.758294573066079
2022103003,1,1,10,20,90,5.53333333333333,"9-12 min","visitante",1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-14,"MIA",1,1,0.745501898740661
2022110601,3,1,10,25,85,13.6,"0-3 min","visitante",1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4,"rival",0,1,0.698728711936838
2022101604,1,1,30,44,66,2.38333333333333,"12-15 min","local",0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,"rival",1,1,0.995829101283746
2022091800,3,3,10,35,45,9.76666666666667,"3-6 min","visitante",1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-21,"rival",1,1,0.998775536999373
2022091106,2,1,10,31,41,10.75,"3-6 min","local",1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,"MIA",1,0,0.134619562748779
2022101604,1,3,7,38,48,11.0666666666667,"3-6 min","local",0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,"MIA",1,1,0.998380661564839
2022092900,2,1,10,25,85,2.83333333333333,"12-15 min","visitante",1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,-8,"MIA",0,0,0.106380150077106
2022102311,2,2,7,40,70,9.65,"3-6 min","local",1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10,"MIA",1,0,0.273586019432143
2022092900,3,1,10,31,79,4.93333333333333,"9-12 min","visitante",1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,-2,"MIA",1,0,0.292354933409897
2022103003,3,3,6,47,57,3.83333333333333,"9-12 min","visitante",1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-3,"rival",1,1,0.992136994851308
2022110601,2,1,10,18,92,0.866666666666667,"12-15 min","visitante",1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4,"rival",0,0,0.323008491323325
2022103003,1,3,14,46,64,9.61666666666667,"3-6 min","visitante",1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-7,"MIA",1,1,0.999575324309573
2022092503,2,1,10,23,87,8.21666666666667,"6-9 min","local",1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-7,"rival",0,0,0.500252057389903
2022092900,4,3,1,34,44,10.7,"3-6 min","visitante",1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-2,"MIA",0,0,0.0530406428836663
2022110601,2,1,10,28,82,12.4666666666667,"0-3 min","visitante",1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,-3,"rival",1,1,0.715960851024808
2022091800,4,1,10,36,46,6.76666666666667,"6-9 min","visitante",1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-7,"MIA",0,1,0.988816752601018
2022091800,4,3,10,48,62,7.9,"6-9 min","visitante",1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-14,"rival",1,1,0.999264686634176
2022091106,3,2,2,45,65,3.4,"9-12 min","local",1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10,"MIA",0,1,0.569318452394294
2022110601,2,2,6,10,100,11.0833333333333,"3-6 min","visitante",1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,-3,"rival",1,1,0.995106037718924
2022091800,3,1,10,29,81,6.33333333333333,"6-9 min","visitante",1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-14,"MIA",0,1,0.590038619600766
2022101604,4,1,10,20,90,8.41666666666667,"6-9 min","local",0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,-6,"MIA",1,0,0.480786861364221
2022110601,3,1,10,45,55,9.9,"3-6 min","visitante",1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,"MIA",0,1,0.714282499124863
2022110601,2,2,15,23,87,0.416666666666667,"12-15 min","visitante",1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4,"rival",1,1,0.993154796539336
2022100907,4,1,10,39,49,2.85,"12-15 min","visitante",0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,-23,"rival",1,1,0.985108789392534
2022092900,1,1,10,42,68,8.98333333333333,"6-9 min","visitante",1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-7,"rival",1,1,0.548551710439713
2022100907,2,3,2,30,80,12.2333333333333,"0-3 min","visitante",0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,-12,"rival",1,0,0.38169834153467
2022091106,1,1,10,41,69,8.38333333333333,"6-9 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIA",0,1,0.664471856530403
2022092503,2,1,10,14,24,3.78333333333333,"9-12 min","local",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"MIA",0,0,0.341082616653488
2022091800,4,2,10,48,62,7.98333333333333,"6-9 min","visitante",1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-14,"rival",1,1,0.996568903688107
2022110601,2,2,9,46,56,13.1666666666667,"0-3 min","visitante",1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,-3,"MIA",1,1,0.98589577230225
2022092503,1,2,15,17,93,8.9,"6-9 min","local",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-7,"MIA",1,1,0.983234508106805
2022091800,4,3,2,2,108,12.3,"0-3 min","visitante",1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-21,"rival",1,1,0.804550184595917
2022091800,2,1,10,11,99,11.75,"3-6 min","visitante",1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-7,"rival",1,1,0.73155543423501
2022091106,4,1,10,24,86,2,"12-15 min","local",1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,13,"rival",0,0,0.162985002140159
2022092503,2,3,18,36,46,1.88333333333333,"12-15 min","local",1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,"MIA",1,1,0.999242570616092
2022102311,1,1,10,35,45,9.51666666666667,"3-6 min","local",1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,"MIA",0,0,0.369952636987377
2022092503,1,3,2,35,75,7.35,"6-9 min","local",1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-7,"MIA",0,1,0.954968181088945
2022103003,1,2,8,21,31,2.38333333333333,"12-15 min","visitante",1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-14,"rival",1,1,0.93882364018137
2022101604,2,1,10,34,44,2,"12-15 min","local",0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,-4,"rival",1,1,0.967735255233418
2022100907,4,2,10,39,49,2.75,"12-15 min","visitante",0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,-23,"rival",1,1,0.949938662690714
2022101604,2,2,3,28,38,7.53333333333333,"6-9 min","local",0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"rival",0,0,0.250733037819257
2022092503,2,2,10,44,54,1.95,"12-15 min","local",1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"MIA",1,1,0.991200918645301
2022100907,1,1,10,46,64,7.73333333333333,"6-9 min","visitante",1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,-2,"MIA",1,1,0.961499642608171
2022100907,3,1,10,21,31,0.366666666666667,"12-15 min","visitante",0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,-2,"MIA",0,0,0.0899335802043773
2022091800,2,2,5,41,51,2.63333333333333,"12-15 min","visitante",1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-14,"MIA",1,1,0.569410887297306
2022102311,4,2,8,30,80,12.7666666666667,"0-3 min","local",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,"MIA",1,0,0.255174100029483
2022102311,1,1,10,40,50,13.8166666666667,"0-3 min","local",1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"MIA",1,1,0.924039511469242
2022102311,3,3,2,36,46,11.8833333333333,"3-6 min","local",1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,"MIA",1,0,0.4506548581347
2022101604,4,2,6,14,24,10.9333333333333,"3-6 min","local",0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,-13,"rival",1,1,0.994477795957455
2022102311,2,2,5,48,58,0.766666666666667,"12-15 min","local",1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,"rival",1,1,0.915497855904418
2022100907,3,1,10,45,55,5.41666666666667,"9-12 min","visitante",0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,-2,"MIA",0,1,0.757089225708681
2022110601,4,2,11,23,87,3,"9-12 min","visitante",1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3,"MIA",0,1,0.99531484332676
2022092900,1,2,11,12,98,6.91666666666667,"6-9 min","visitante",1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-7,"rival",1,1,0.998475849802249
2022092503,3,3,2,32,78,2.26666666666667,"12-15 min","local",1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-3,"MIA",1,0,0.279339102481435
2022092900,3,1,10,10,100,6.3,"6-9 min","visitante",1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,-2,"MIA",0,1,0.565755190304788
2022092900,1,1,16,7,17,3.2,"9-12 min","visitante",1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-4,"MIA",1,1,0.577581189167692
2022100907,2,2,1,1,109,0.1,"12-15 min","visitante",0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,-12,"rival",0,0,0.100353021186672
2022103003,1,1,10,50,60,11.0666666666667,"3-6 min","visitante",1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-7,"centro",1,1,0.964264404205586
2022092503,3,1,10,47,63,14.3,"0-3 min","local",1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"MIA",0,0,0.0996966596146062
2022091800,3,3,2,37,73,4.95,"9-12 min","visitante",1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-14,"MIA",1,1,0.939915001059661
2022092900,2,2,9,41,69,8.55,"6-9 min","visitante",1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-4,"MIA",1,0,0.387193281789475
2022100907,2,1,10,23,87,11.4833333333333,"3-6 min","visitante",0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,-12,"rival",0,0,0.0483969274399247
2022103003,4,2,10,34,76,1.85,"12-15 min","visitante",1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4,"rival",0,0,0.270907730016234
2022110601,3,1,10,39,71,3.98333333333333,"9-12 min","visitante",1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,10,"rival",0,1,0.838450123046291
2022101604,1,2,10,47,57,10.2333333333333,"3-6 min","local",0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,"MIA",1,1,0.989452974081084
2022091106,2,2,5,11,21,13.5333333333333,"0-3 min","local",1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"MIA",1,1,0.974720884939083
2022101604,4,1,20,48,58,5.01666666666667,"9-12 min","local",0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,-6,"rival",1,1,0.948434977969013
2022102311,1,1,10,12,98,6.78333333333333,"6-9 min","local",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,"rival",0,0,0.285347699667839
2022101604,4,1,10,34,44,2.31666666666667,"12-15 min","local",0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,-14,"rival",1,1,0.959698254428065
2022091106,3,1,10,36,46,1.81666666666667,"12-15 min","local",1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,"rival",0,1,0.82693358335182
2022101604,4,2,7,41,69,13,"0-3 min","local",0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,-13,"MIA",1,1,0.923939870669229
2022101604,4,1,10,25,85,14.2166666666667,"0-3 min","local",0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,-13,"MIA",1,1,0.773502579309255
2022102311,3,3,2,13,97,9.21666666666667,"3-6 min","local",1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,"rival",0,0,0.11294280510929
2022091800,4,2,6,26,84,13.5833333333333,"0-3 min","visitante",1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-21,"rival",1,1,0.994976105325829
2022092503,4,3,22,48,58,11.6166666666667,"3-6 min","local",1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-3,"MIA",1,1,0.870870158557252
2022100907,3,1,10,43,67,12.35,"0-3 min","visitante",0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,-5,"rival",0,0,0.256043604903875
2022091800,2,1,10,38,72,13.1666666666667,"0-3 min","visitante",1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-7,"rival",1,1,0.598660321627336
