"gameId","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormation","receiverAlignment","gameClock_mod","timeCategory","estadio","nflId_44814","nflId_46108","nflId_46161","nflId_46166","nflId_47849","nflId_52457","nflId_52543","nflId_53453","nflId_53484","nflId_53557","nflId_54517","nflId_47924","nflId_47876","nflId_48988","nflId_43487","nflId_46755","nflId_54905","nflId_46404","nflId_54673","nflId_54485","nflId_48051","diferencia","yardlineSide_mod","truth","estimate","probabilidades"
2022092200,3,2,19,45,55,"SHOTGUN","2x2",10.3666666666667,"3-6 min","visitante",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,"PIT",1,1,0.733095036721111
2022103008,2,3,7,18,92,"SHOTGUN","3x1",1.21666666666667,"12-15 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-14,"rival",1,1,0.993242803044202
2022091806,3,3,8,33,43,"SHOTGUN","3x1",6.45,"6-9 min","local",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,-7,"rival",1,1,0.993884423497601
2022100901,1,2,9,40,50,"I_FORM","2x1",11.3166666666667,"3-6 min","visitante",0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,-7,"PIT",0,1,0.583647864001249
2022100901,2,1,10,25,85,"SHOTGUN","3x1",7.33333333333333,"6-9 min","visitante",0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,-21,"PIT",1,0,0.350749725414318
2022091103,4,2,12,15,95,"PISTOL","3x1",1.73333333333333,"12-15 min","visitante",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,6,"PIT",1,1,0.615356706653942
2022102311,2,1,10,22,88,"I_FORM","2x1",2.45,"12-15 min","visitante",0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,-10,"rival",0,0,0.467203698606694
2022091103,1,2,8,27,37,"SHOTGUN","2x2",6.55,"6-9 min","visitante",1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,4,"PIT",0,0,0.0375777975872821
2022092200,2,1,10,48,58,"SHOTGUN","3x1",7.18333333333333,"6-9 min","visitante",1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-6,"rival",0,1,0.847251882453544
2022100210,4,1,10,48,62,"SHOTGUN","3x1",0.133333333333333,"12-15 min","local",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-4,"rival",1,1,0.989229979937938
2022103008,2,1,10,39,71,"SHOTGUN","2x2",2.51666666666667,"12-15 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-14,"rival",0,1,0.946514487285199
2022101607,3,3,5,41,51,"SHOTGUN","2x2",4.48333333333333,"9-12 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,"PIT",1,1,0.986833739268234
2022102311,2,3,3,27,83,"SHOTGUN","2x2",11.8666666666667,"3-6 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-13,"rival",1,1,0.985174431934753
2022103008,2,1,10,21,89,"SHOTGUN","3x1",1.38333333333333,"12-15 min","visitante",0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,-14,"rival",1,1,0.903993118147313
2022101607,1,1,10,10,100,"SHOTGUN","2x2",8.48333333333333,"6-9 min","local",0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,"rival",1,0,0.348719543004593
2022091806,4,1,10,20,30,"SHOTGUN","2x2",8.05,"6-9 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-3,"PIT",0,1,0.917129840954657
2022102311,1,2,7,28,82,"SINGLEBACK","2x2",10.0833333333333,"3-6 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-7,"PIT",0,1,0.969487729801375
2022091806,3,2,2,35,45,"SHOTGUN","3x1",1.45,"12-15 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-11,"rival",1,1,0.62630705709977
2022091103,2,3,8,10,100,"SHOTGUN","3x1",4.68333333333333,"9-12 min","visitante",1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,14,"PIT",1,1,0.975932536369916
2022103008,3,2,7,4,14,"EMPTY","3x2",1.28333333333333,"12-15 min","visitante",0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,-15,"PIT",1,0,0.225661469796181
2022092200,3,1,5,36,46,"SINGLEBACK","3x1",13.7333333333333,"0-3 min","visitante",1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,"PIT",0,0,0.0968180973839128
2022100210,3,1,10,18,92,"SHOTGUN","2x2",5.11666666666667,"9-12 min","local",0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,3,"PIT",1,0,0.337771378134954
2022091806,2,2,6,24,34,"SINGLEBACK","3x1",5.86666666666667,"9-12 min","local",1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"PIT",0,0,0.565684301632808
2022100901,2,3,9,19,29,"SHOTGUN","3x1",4.13333333333333,"9-12 min","visitante",0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,-21,"rival",1,1,0.997362042173697
2022102311,4,2,3,17,93,"SINGLEBACK","3x1",3.95,"9-12 min","visitante",0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,-6,"rival",0,0,0.212740429919859
2022100210,3,1,10,22,88,"SINGLEBACK","2x2",13.8833333333333,"0-3 min","local",0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,-4,"PIT",0,0,0.552481639925551
2022092200,3,1,10,25,35,"SINGLEBACK","3x1",2.51666666666667,"12-15 min","visitante",1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,-2,"PIT",0,0,0.473149873467358
2022100901,1,3,11,38,48,"SHOTGUN","3x1",10.5833333333333,"3-6 min","visitante",0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,-7,"PIT",1,1,0.993977407962692
2022091103,3,3,16,30,40,"SHOTGUN","2x2",1,"12-15 min","visitante",1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,3,"PIT",1,1,0.982191571903426
2022092200,3,1,10,16,26,"PISTOL","2x2",14.9166666666667,"0-3 min","visitante",1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,"PIT",1,1,0.779903706873539
2022100901,1,1,10,25,35,"SHOTGUN","2x2",2.68333333333333,"12-15 min","visitante",0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,-7,"PIT",0,1,0.763338371032908
2022100210,1,2,10,25,85,"SHOTGUN","3x1",3.41666666666667,"9-12 min","local",1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,-3,"PIT",1,0,0.331361444017199
2022091806,3,1,10,14,24,"SHOTGUN","3x1",0.683333333333333,"12-15 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-11,"rival",0,1,0.878478135598256
2022102311,4,3,1,43,53,"SINGLEBACK","3x1",14.6666666666667,"0-3 min","visitante",0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,-6,"PIT",0,0,0.218051025295202
2022103008,3,2,10,17,93,"SHOTGUN","2x2",6.71666666666667,"6-9 min","visitante",0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,-18,"rival",1,1,0.927620094490314
2022091806,4,3,8,13,23,"EMPTY","3x2",10.1333333333333,"3-6 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-3,"PIT",1,1,0.995461586045184
2022101607,3,2,9,37,47,"EMPTY","3x2",4.9,"9-12 min","local",1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,"PIT",1,0,0.494102566072534
2022100901,4,2,6,44,54,"SHOTGUN","3x1",3.41666666666667,"9-12 min","visitante",0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,-35,"rival",1,1,0.600550794840521
2022092200,4,3,15,20,90,"SHOTGUN","3x1",8.76666666666667,"6-9 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-9,"PIT",1,1,0.988043161840768
2022100210,2,2,16,19,29,"SHOTGUN","3x1",11.8666666666667,"3-6 min","local",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,-10,"PIT",1,1,0.88009192768973
2022092200,1,2,3,46,56,"SHOTGUN","3x1",1.53333333333333,"12-15 min","visitante",1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,-7,"PIT",1,1,0.796313855671222
2022100210,4,1,10,25,35,"SHOTGUN","3x1",7.51666666666667,"6-9 min","local",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,3,"PIT",1,0,0.510216842554606
2022100210,3,1,4,4,14,"PISTOL","2x2",8.75,"6-9 min","local",0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,-4,"rival",1,0,0.514064454465603
2022091103,1,1,10,25,35,"SHOTGUN","3x1",15,"0-3 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"PIT",1,0,0.349458004725533
2022102311,4,2,10,28,38,"SHOTGUN","3x1",1.91666666666667,"12-15 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-6,"PIT",1,1,0.935666601644057
2022101607,1,2,2,42,52,"SHOTGUN","3x1",13.4666666666667,"0-3 min","local",0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,"PIT",1,0,0.563017955443674
2022102311,2,2,9,35,75,"SINGLEBACK","3x1",3.96666666666667,"9-12 min","visitante",0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,-10,"rival",0,0,0.268752771514903
2022102311,3,3,3,34,76,"SHOTGUN","2x2",7.13333333333333,"6-9 min","visitante",0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,-6,"PIT",1,1,0.994924930105501
2022091103,2,1,9,9,19,"SHOTGUN","2x2",10.9833333333333,"3-6 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,"rival",0,0,0.365787406724207
2022101607,2,1,10,49,59,"SHOTGUN","3x1",8.08333333333333,"6-9 min","local",0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,"rival",0,1,0.974153053859096
2022103008,1,1,10,18,28,"SHOTGUN","2x2",3.93333333333333,"9-12 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-7,"rival",1,1,0.960003071772905
2022100210,4,1,2,2,108,"SHOTGUN","2x2",13.6833333333333,"0-3 min","local",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,3,"rival",1,1,0.638856834267258
2022103008,4,1,10,48,58,"SHOTGUN","2x2",15,"0-3 min","visitante",0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,-15,"rival",0,1,0.856016218797633
2022091103,4,2,10,30,40,"SHOTGUN","3x1",11.5,"3-6 min","visitante",1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,3,"rival",1,1,0.845714451820015
2022102311,2,2,7,31,79,"SINGLEBACK","2x2",12.5166666666667,"0-3 min","visitante",0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,-13,"rival",1,0,0.22334710051719
2022100210,3,3,1,1,11,"SINGLEBACK","2x2",7.36666666666667,"6-9 min","local",0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,-4,"rival",0,0,0.104339032119244
2022091103,2,2,7,44,66,"SHOTGUN","3x1",12.4833333333333,"0-3 min","visitante",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,7,"PIT",0,1,0.645629160363939
2022100901,2,1,10,25,85,"SINGLEBACK","3x1",9.48333333333333,"3-6 min","visitante",0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,-14,"PIT",0,0,0.173691234219689
2022101607,2,2,4,25,85,"SHOTGUN","2x2",10.3166666666667,"3-6 min","local",0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,"PIT",0,0,0.556442386907331
2022091103,3,1,10,25,35,"SINGLEBACK","2x2",4.68333333333333,"9-12 min","visitante",1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,"PIT",1,0,0.363469585855721
2022101607,2,3,6,45,55,"SHOTGUN","2x2",6.65,"6-9 min","local",0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,"rival",1,1,0.963317664129352
2022103008,3,2,10,42,52,"SHOTGUN","2x2",0.0666666666666667,"12-15 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-15,"PIT",1,1,0.87629330865545
2022100901,2,1,10,46,64,"SHOTGUN","2x2",6.1,"6-9 min","visitante",0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,-21,"PIT",1,1,0.943082636761236
2022100210,2,3,18,26,36,"SHOTGUN","2x2",3.16666666666667,"9-12 min","local",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,-7,"PIT",1,1,0.992693179331533
2022100901,3,1,10,48,58,"SHOTGUN","3x1",14.3166666666667,"0-3 min","visitante",0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,-28,"PIT",0,1,0.960997967669001
2022101607,1,1,10,47,57,"SHOTGUN","3x1",12.8833333333333,"0-3 min","local",0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"PIT",1,1,0.938313460128544
2022101607,1,1,10,20,90,"SINGLEBACK","3x1",11.1666666666667,"3-6 min","local",0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"rival",0,0,0.355478820902971
2022102311,2,1,10,40,50,"SHOTGUN","3x1",7.98333333333333,"6-9 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-10,"PIT",1,1,0.979126747759309
2022091806,2,3,10,48,58,"SHOTGUN","2x2",13.6666666666667,"0-3 min","local",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,-3,"PIT",1,1,0.980833254325379
2022091103,5,2,10,45,65,"SHOTGUN","2x2",0.35,"12-15 min","visitante",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,"rival",1,1,0.920267124105228
2022102311,2,3,12,38,72,"SHOTGUN","2x2",3.23333333333333,"9-12 min","visitante",0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,-10,"rival",1,1,0.990690112883891
2022091103,4,3,2,37,47,"SHOTGUN","3x1",12.2333333333333,"0-3 min","visitante",1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,3,"rival",1,1,0.987695514088611
2022092200,3,1,10,42,52,"SHOTGUN","2x2",12.6666666666667,"0-3 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,"PIT",0,1,0.822065807141831
2022101607,1,3,11,21,89,"SHOTGUN","3x1",9.58333333333333,"3-6 min","local",0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,"rival",1,1,0.988987272890269
2022100210,1,2,4,31,79,"SINGLEBACK","3x1",14.3833333333333,"0-3 min","local",1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,"PIT",1,0,0.268433436223434
2022101607,4,2,8,31,79,"SHOTGUN","2x2",12.95,"0-3 min","local",1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,"PIT",0,0,0.175133793796274
2022091103,2,1,10,8,102,"SHOTGUN","3x1",5.4,"9-12 min","visitante",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,14,"PIT",1,0,0.564907318259396
2022092200,1,1,10,48,62,"SINGLEBACK","3x1",8.61666666666667,"6-9 min","visitante",1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,"rival",0,1,0.778103048019595
2022101607,1,2,6,6,104,"SHOTGUN","2x2",7.73333333333333,"6-9 min","local",0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,"rival",1,1,0.898653888418788
2022100210,1,1,10,48,62,"SINGLEBACK","3x1",12.3166666666667,"0-3 min","local",1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"PIT",0,1,0.862371813452157
2022103008,1,1,15,42,68,"EMPTY","3x2",6.96666666666667,"6-9 min","visitante",0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,-7,"PIT",1,1,0.861432484797315
2022101607,4,3,13,26,84,"SHOTGUN","3x1",12.2333333333333,"0-3 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,"PIT",1,1,0.957669755221023
2022092200,4,2,10,25,85,"SHOTGUN","2x2",8.85,"6-9 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-9,"PIT",1,1,0.677152451754833
2022103008,4,1,10,41,69,"SHOTGUN","2x2",11.6666666666667,"3-6 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-22,"PIT",1,1,0.794041708998018
2022100901,3,1,10,25,35,"I_FORM","2x1",15,"0-3 min","visitante",0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,-28,"PIT",1,1,0.721865317490844
