"gameId","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","gameClock_mod","timeCategory","estadio","nflId_44814","nflId_46108","nflId_46161","nflId_46166","nflId_47849","nflId_52457","nflId_52543","nflId_53453","nflId_53484","nflId_53557","nflId_54517","nflId_47924","nflId_47876","nflId_48988","nflId_43487","nflId_46755","nflId_54905","nflId_46404","nflId_54673","nflId_54485","nflId_48051","diferencia","yardlineSide_mod","truth","estimate","probabilidades"
2022091103,1,2,8,27,37,6.55,"6-9 min","visitante",1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,4,"PIT",0,0,0.141252638976318
2022092200,2,1,10,48,58,7.18333333333333,"6-9 min","visitante",1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-6,"rival",0,1,0.671619678279591
2022100210,4,1,10,48,62,0.133333333333333,"12-15 min","local",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-4,"rival",1,1,0.834307709212842
2022103008,2,1,10,39,71,2.51666666666667,"12-15 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-14,"rival",0,1,0.792206154357541
2022101607,3,3,5,41,51,4.48333333333333,"9-12 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,"PIT",1,1,0.936920301964074
2022102311,2,3,3,27,83,11.8666666666667,"3-6 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-13,"rival",1,1,0.941454438947423
2022103008,2,1,10,21,89,1.38333333333333,"12-15 min","visitante",0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,-14,"rival",1,1,0.800826505708716
2022101607,1,1,10,10,100,8.48333333333333,"6-9 min","local",0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,"rival",1,0,0.38491252895176
2022091806,4,1,10,20,30,8.05,"6-9 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-3,"PIT",0,1,0.768024769959051
2022102311,1,2,7,28,82,10.0833333333333,"3-6 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-7,"PIT",0,1,0.791324345134186
2022091806,3,2,2,35,45,1.45,"12-15 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-11,"rival",1,1,0.737712225101324
2022091103,2,3,8,10,100,4.68333333333333,"9-12 min","visitante",1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,14,"PIT",1,1,0.902369897216449
2022103008,3,2,7,4,14,1.28333333333333,"12-15 min","visitante",0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,-15,"PIT",1,0,0.455711570014456
2022092200,3,1,5,36,46,13.7333333333333,"0-3 min","visitante",1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,"PIT",0,0,0.213970074939813
2022100210,3,1,10,18,92,5.11666666666667,"9-12 min","local",0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,3,"PIT",1,0,0.380789642317336
2022091806,2,2,6,24,34,5.86666666666667,"9-12 min","local",1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"PIT",0,0,0.552073899522826
2022100901,2,3,9,19,29,4.13333333333333,"9-12 min","visitante",0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,-21,"rival",1,1,0.959059990268011
2022102311,4,2,3,17,93,3.95,"9-12 min","visitante",0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,-6,"rival",0,0,0.483948545851991
2022100210,3,1,10,22,88,13.8833333333333,"0-3 min","local",0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,-4,"PIT",0,0,0.530098281568344
2022092200,3,1,10,25,35,2.51666666666667,"12-15 min","visitante",1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,-2,"PIT",0,0,0.522781098973257
2022100901,1,3,11,38,48,10.5833333333333,"3-6 min","visitante",0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,-7,"PIT",1,1,0.953208425610928
2022091103,3,3,16,30,40,1,"12-15 min","visitante",1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,3,"PIT",1,1,0.858890170231518
2022092200,3,1,10,16,26,14.9166666666667,"0-3 min","visitante",1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,"PIT",1,0,0.535194025479925
2022100901,1,1,10,25,35,2.68333333333333,"12-15 min","visitante",0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,-7,"PIT",0,1,0.645247102658761
2022100210,1,2,10,25,85,3.41666666666667,"9-12 min","local",1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,-3,"PIT",1,0,0.472352733560657
2022091806,3,1,10,14,24,0.683333333333333,"12-15 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-11,"rival",0,1,0.756876882874299
2022102311,4,3,1,43,53,14.6666666666667,"0-3 min","visitante",0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,-6,"PIT",0,0,0.532939721664635
2022103008,3,2,10,17,93,6.71666666666667,"6-9 min","visitante",0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,-18,"rival",1,1,0.799041004813587
2022091806,4,3,8,13,23,10.1333333333333,"3-6 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-3,"PIT",1,1,0.942475867752733
2022101607,3,2,9,37,47,4.9,"9-12 min","local",1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,"PIT",1,1,0.674593633546622
2022100901,4,2,6,44,54,3.41666666666667,"9-12 min","visitante",0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,-35,"rival",1,1,0.707905606042518
2022092200,4,3,15,20,90,8.76666666666667,"6-9 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-9,"PIT",1,1,0.931992247692424
2022100210,2,2,16,19,29,11.8666666666667,"3-6 min","local",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,-10,"PIT",1,1,0.781376947668445
2022092200,1,2,3,46,56,1.53333333333333,"12-15 min","visitante",1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,-7,"PIT",1,1,0.746807194458394
2022100210,4,1,10,25,35,7.51666666666667,"6-9 min","local",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,3,"PIT",1,1,0.714543890040276
2022100210,3,1,4,4,14,8.75,"6-9 min","local",0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,-4,"rival",1,0,0.512991144776244
2022091103,1,1,10,25,35,15,"0-3 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"PIT",1,0,0.602031996532994
2022102311,4,2,10,28,38,1.91666666666667,"12-15 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-6,"PIT",1,1,0.818387879493597
2022101607,1,2,2,42,52,13.4666666666667,"0-3 min","local",0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,"PIT",1,0,0.489728587446385
2022102311,2,2,9,35,75,3.96666666666667,"9-12 min","visitante",0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,-10,"rival",0,0,0.360940879454731
2022102311,3,3,3,34,76,7.13333333333333,"6-9 min","visitante",0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,-6,"PIT",1,1,0.948244804404369
2022091103,2,1,9,9,19,10.9833333333333,"3-6 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,"rival",0,0,0.556552609141371
2022101607,2,1,10,49,59,8.08333333333333,"6-9 min","local",0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,"rival",0,1,0.849492072052913
2022103008,1,1,10,18,28,3.93333333333333,"9-12 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-7,"rival",1,1,0.831297038314657
2022100210,4,1,2,2,108,13.6833333333333,"0-3 min","local",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,3,"rival",1,1,0.651877072921418
2022103008,4,1,10,48,58,15,"0-3 min","visitante",0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,-15,"rival",0,1,0.802131718600505
2022091103,4,2,10,30,40,11.5,"3-6 min","visitante",1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,3,"rival",1,1,0.676208466115708
2022102311,2,2,7,31,79,12.5166666666667,"0-3 min","visitante",0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,-13,"rival",1,0,0.419889306307335
2022100210,3,3,1,1,11,7.36666666666667,"6-9 min","local",0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,-4,"rival",0,0,0.197489352800538
2022091103,2,2,7,44,66,12.4833333333333,"0-3 min","visitante",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,7,"PIT",0,0,0.596048944482909
2022100901,2,1,10,25,85,9.48333333333333,"3-6 min","visitante",0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,-14,"PIT",0,0,0.423046675573206
2022101607,2,2,4,25,85,10.3166666666667,"3-6 min","local",0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,"PIT",0,0,0.49934303678297
2022091103,3,1,10,25,35,4.68333333333333,"9-12 min","visitante",1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,"PIT",1,1,0.626074837792376
2022101607,2,3,6,45,55,6.65,"6-9 min","local",0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,"rival",1,1,0.895861134357532
2022103008,3,2,10,42,52,0.0666666666666667,"12-15 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-15,"PIT",1,1,0.729654275548906
2022100901,2,1,10,46,64,6.1,"6-9 min","visitante",0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,-21,"PIT",1,1,0.780611106360044
2022100210,2,3,18,26,36,3.16666666666667,"9-12 min","local",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,-7,"PIT",1,1,0.938439934010288
2022100901,3,1,10,48,58,14.3166666666667,"0-3 min","visitante",0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,-28,"PIT",0,1,0.818469669208252
2022101607,1,1,10,47,57,12.8833333333333,"0-3 min","local",0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"PIT",1,1,0.797765010459626
2022101607,1,1,10,20,90,11.1666666666667,"3-6 min","local",0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"rival",0,0,0.498526992174723
2022102311,2,1,10,40,50,7.98333333333333,"6-9 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-10,"PIT",1,1,0.812647595717005
2022091806,2,3,10,48,58,13.6666666666667,"0-3 min","local",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,-3,"PIT",1,1,0.897826881653447
2022091103,5,2,10,45,65,0.35,"12-15 min","visitante",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,"rival",1,1,0.761393864839152
2022102311,2,3,12,38,72,3.23333333333333,"9-12 min","visitante",0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,-10,"rival",1,1,0.931489565798119
2022091103,4,3,2,37,47,12.2333333333333,"0-3 min","visitante",1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,3,"rival",1,1,0.903671128087953
2022092200,3,1,10,42,52,12.6666666666667,"0-3 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,"PIT",0,1,0.695189587896894
2022101607,1,3,11,21,89,9.58333333333333,"3-6 min","local",0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,"rival",1,1,0.940102706753848
2022100210,1,2,4,31,79,14.3833333333333,"0-3 min","local",1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,"PIT",1,0,0.334983721701705
2022101607,4,2,8,31,79,12.95,"0-3 min","local",1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,"PIT",0,0,0.3475334408796
2022091103,2,1,10,8,102,5.4,"9-12 min","visitante",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,14,"PIT",1,0,0.595862141418836
2022092200,1,1,10,48,62,8.61666666666667,"6-9 min","visitante",1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,"rival",0,1,0.603696760895232
2022101607,1,2,6,6,104,7.73333333333333,"6-9 min","local",0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,"rival",1,1,0.736098387090445
2022100210,1,1,10,48,62,12.3166666666667,"0-3 min","local",1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"PIT",0,1,0.784272366495951
2022103008,1,1,15,42,68,6.96666666666667,"6-9 min","visitante",0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,-7,"PIT",1,1,0.788564733992047
2022101607,4,3,13,26,84,12.2333333333333,"0-3 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,"PIT",1,1,0.91543526822753
2022092200,4,2,10,25,85,8.85,"6-9 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-9,"PIT",1,1,0.716833041517316
2022103008,4,1,10,41,69,11.6666666666667,"3-6 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-22,"PIT",1,1,0.786449495016739
2022100901,3,1,10,25,35,15,"0-3 min","visitante",0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,-28,"PIT",1,1,0.664377810768915
