"gameId","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","gameClock_mod","timeCategory","estadio","nflId_41292","nflId_41532","nflId_42344","nflId_42356","nflId_43336","nflId_44844","nflId_44879","nflId_45244","nflId_47831","nflId_52432","nflId_52513","nflId_48415","nflId_52942","nflId_53098","nflId_54476","nflId_52762","nflId_53932","nflId_37101","nflId_43525","nflId_46160","nflId_43383","nflId_52666","nflId_37110","nflId_44009","nflId_40129","nflId_53635","nflId_55125","nflId_46542","nflId_53515","nflId_42350","nflId_55133","nflId_43439","diferencia","yardlineSide_mod","truth","estimate","probabilidades"
2022102000,4,1,10,35,45,12.4166666666667,"0-3 min","visitante",0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-18,"rival",1,1,0.884005075962673
2022101605,3,3,9,19,29,7.35,"6-9 min","local",0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,6,"rival",1,1,0.77028578965246
2022110700,4,2,10,41,69,4.36666666666667,"9-12 min","local",0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-21,"rival",1,1,0.875699025211228
2022103006,3,3,3,49,61,3.71666666666667,"9-12 min","local",0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,24,"rival",0,1,0.614600831080783
2022091804,2,1,10,20,30,7.45,"6-9 min","local",1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"NO",0,1,0.535307876836742
2022101605,4,3,3,37,47,1.56666666666667,"12-15 min","local",0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,-4,"NO",1,1,0.791841753955107
2022101605,3,1,10,32,42,9.2,"3-6 min","local",0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,6,"rival",0,0,0.248094380308295
2022110700,1,1,10,22,88,10.3833333333333,"3-6 min","local",0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"NO",1,0,0.23643470124709
2022100200,1,1,10,25,85,8.2,"6-9 min","local",0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-7,"NO",1,0,0.35103151009588
2022102000,3,3,3,32,42,0.0166666666666667,"12-15 min","visitante",0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,-18,"NO",1,1,0.909581668369707
2022103006,2,2,10,45,65,0.883333333333333,"12-15 min","local",0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,17,"rival",0,1,0.756053536543792
2022103006,3,1,10,44,54,5.18333333333333,"9-12 min","local",0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,24,"NO",0,0,0.268089079744938
2022100906,2,1,20,49,61,0.5,"12-15 min","local",0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,"rival",1,1,0.856710849558364
2022110700,3,1,10,16,26,3.46666666666667,"9-12 min","local",0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,-14,"rival",1,1,0.712919483506364
2022101605,2,1,10,30,80,2,"12-15 min","local",0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,"rival",0,0,0.336176985184541
2022091100,4,1,10,38,72,5.48333333333333,"9-12 min","visitante",1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,"rival",1,1,0.619581925577624
2022103006,2,1,10,41,51,2,"12-15 min","local",0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,17,"NO",0,1,0.659196315396492
2022091100,4,1,10,25,35,12.6833333333333,"0-3 min","visitante",0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16,"NO",1,1,0.855675113839553
2022101605,1,1,10,18,92,8.33333333333333,"6-9 min","local",0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7,"NO",0,0,0.319647850953776
2022110700,4,1,10,31,41,14.7,"0-3 min","local",0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,-11,"NO",0,1,0.561813430429608
2022091100,1,1,10,25,85,10.6666666666667,"3-6 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,"NO",0,0,0.514421460492403
2022110700,1,3,8,22,88,0.133333333333333,"12-15 min","local",0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-7,"NO",1,1,0.823503053202788
2022102000,2,1,10,47,57,1.1,"12-15 min","visitante",0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-6,"NO",1,1,0.796124265975961
2022110700,2,1,10,49,59,0.983333333333333,"12-15 min","local",0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-14,"NO",1,1,0.830829864622605
2022100200,2,2,5,44,66,13.9,"0-3 min","local",0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,-7,"rival",0,0,0.277612152514153
2022102000,3,3,7,7,103,9.85,"3-6 min","visitante",0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,-14,"rival",1,1,0.820021630413815
2022091100,4,1,10,14,24,7.08333333333333,"6-9 min","visitante",1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,"NO",1,1,0.629697028465019
2022091804,1,2,8,27,83,14.4,"0-3 min","local",0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NO",0,0,0.345564400672503
2022110700,4,2,19,8,18,6.38333333333333,"6-9 min","local",0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-21,"NO",1,1,0.736412929795056
2022110700,1,1,10,25,85,15,"0-3 min","local",0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"NO",1,0,0.505002440479832
2022103006,1,3,6,20,90,7,"6-9 min","local",0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"NO",1,1,0.754621705429604
2022101605,2,1,10,42,68,2.55,"12-15 min","local",0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,3,"rival",0,0,0.240829005247228
2022100906,4,3,1,40,50,5.55,"9-12 min","local",0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,-1,"NO",0,0,0.171383963507506
2022092500,1,1,10,45,65,5.73333333333333,"9-12 min","visitante",0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"NO",0,0,0.304071797653118
2022091804,1,1,10,33,43,11.7166666666667,"3-6 min","local",1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rival",0,0,0.485547547933859
2022102000,4,1,10,40,70,2.16666666666667,"12-15 min","visitante",0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,-11,"NO",1,1,0.74731337970246
2022110700,2,2,7,25,35,10.8833333333333,"3-6 min","local",0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-7,"NO",0,0,0.323828998276147
2022102000,4,1,3,3,13,3.66666666666667,"9-12 min","visitante",0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-18,"rival",1,1,0.835269849772991
2022103006,3,2,9,37,47,12.7166666666667,"0-3 min","local",0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,17,"NO",1,1,0.621527901574818
2022102000,1,2,5,45,55,7.03333333333333,"6-9 min","visitante",0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,4,"rival",1,0,0.493116791428712
2022091804,4,1,10,47,57,4.86666666666667,"9-12 min","local",0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,"NO",1,1,0.872915478895227
2022100200,3,2,4,41,51,7.03333333333333,"6-9 min","local",0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,-9,"rival",1,0,0.470822339280885
2022091804,2,2,4,39,71,1.35,"12-15 min","local",1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"rival",1,1,0.884484112532483
2022091804,3,1,10,20,30,1.31666666666667,"12-15 min","local",1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rival",0,1,0.770140121154121
2022103006,4,2,5,12,98,12.1666666666667,"0-3 min","local",0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,24,"NO",1,1,0.553261051977281
2022092500,2,1,10,19,29,2.83333333333333,"12-15 min","visitante",1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13,"NO",1,1,0.844292171530422
2022110700,3,2,7,13,23,2.8,"12-15 min","local",0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-14,"rival",0,0,0.351018881625377
2022100906,4,3,3,40,50,11.6333333333333,"3-6 min","local",0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,6,"NO",1,1,0.739118799804132
2022100200,2,3,4,4,106,9.05,"3-6 min","local",1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,-7,"rival",1,1,0.66479694204376
2022091804,2,2,14,16,26,6.45,"6-9 min","local",1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"NO",1,1,0.845431150434788
2022102000,1,3,1,48,62,8.41666666666667,"6-9 min","visitante",0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,4,"NO",0,0,0.40677841389814
2022101605,4,2,10,14,96,12.3,"0-3 min","local",0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,2,"rival",0,0,0.389079931688625
2022100200,4,1,20,15,25,4.15,"9-12 min","local",1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,-3,"NO",1,1,0.703155287800554
2022100200,3,1,10,40,70,14.5666666666667,"0-3 min","local",1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-6,"NO",0,0,0.308335201878898
2022100200,4,2,9,42,68,2.13333333333333,"12-15 min","local",1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,-3,"rival",1,1,0.6815703426339
2022110700,2,1,10,25,35,2,"12-15 min","local",0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-14,"NO",1,1,0.71909566207417
2022103006,1,1,10,46,64,5.01666666666667,"9-12 min","local",0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,"NO",1,1,0.630899944339433
2022102000,4,1,10,30,40,1.08333333333333,"12-15 min","visitante",0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,-11,"rival",1,1,0.843728367432635
2022091804,2,1,10,9,19,12.2,"0-3 min","local",0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"NO",0,0,0.376248819645241
2022100906,4,1,10,44,54,10.9166666666667,"3-6 min","local",0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,6,"NO",0,0,0.276984429792527
2022103006,2,1,10,29,81,0.4,"12-15 min","local",0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,17,"rival",1,1,0.75511582760472
2022091804,3,2,2,24,34,2.06666666666667,"12-15 min","local",1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rival",0,1,0.603330165090553
2022100200,4,2,8,43,53,2.8,"12-15 min","local",1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,-3,"NO",1,0,0.495972361358883
2022101605,1,1,10,25,85,0.75,"12-15 min","local",0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,"NO",1,0,0.252811787014124
2022091804,2,3,10,7,17,8.16666666666667,"6-9 min","local",1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"NO",1,1,0.910426661148737
2022110700,3,1,10,25,85,8.41666666666667,"6-9 min","local",0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,-14,"NO",1,1,0.756262734404867
2022091100,4,2,20,48,62,4.88333333333333,"9-12 min","visitante",1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,"rival",1,1,0.871522735993683
2022102000,1,2,4,45,65,9.03333333333333,"3-6 min","visitante",0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,4,"NO",0,0,0.187672531242117
2022100200,3,2,4,4,14,4.46666666666667,"9-12 min","local",1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,-9,"rival",0,0,0.451188368432229
2022091804,4,3,20,13,23,0.5,"12-15 min","local",1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,"NO",1,1,0.879464308754001
2022102000,3,1,10,39,49,14,"0-3 min","visitante",0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,-14,"NO",1,0,0.172224726737344
2022091804,2,3,4,39,49,3.98333333333333,"9-12 min","local",1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"NO",1,1,0.93590891780554
2022101605,3,2,5,43,67,12.9833333333333,"0-3 min","local",0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,6,"NO",0,0,0.347001692577713
2022100200,3,3,1,1,11,3.86666666666667,"9-12 min","local",1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,-9,"rival",0,0,0.52263081285351
2022100906,1,1,10,11,99,6.6,"6-9 min","local",0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-4,"NO",1,1,0.539178585858801
2022091100,3,2,10,32,42,10.7166666666667,"3-6 min","visitante",1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,"rival",1,1,0.83955562573198
2022101605,1,1,10,32,78,12.9,"0-3 min","local",0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"NO",0,0,0.272822500356592
2022092500,1,3,6,47,63,10.9,"3-6 min","visitante",1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NO",1,1,0.87894042636857
2022092500,3,3,4,44,54,4.38333333333333,"9-12 min","visitante",0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-13,"NO",0,1,0.873811824217303
2022091100,1,1,10,11,21,5.91666666666667,"9-12 min","visitante",1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,"rival",1,1,0.830772697665723
2022101605,3,1,10,47,63,10.6166666666667,"3-6 min","local",0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,6,"NO",0,0,0.399247686188513
2022110700,1,1,10,40,70,14.4,"0-3 min","local",0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"NO",0,0,0.398343041322801
2022103006,1,2,3,3,13,1.6,"12-15 min","local",0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,"rival",0,0,0.417777980608571
2022110700,2,1,10,36,46,1.35,"12-15 min","local",0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-14,"NO",1,1,0.829518165367913
2022103006,2,3,9,26,84,13.5666666666667,"0-3 min","local",0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,7,"rival",1,1,0.868607213529614
2022091804,3,1,10,43,53,3.95,"9-12 min","local",1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rival",1,1,0.751304072334848
2022103006,4,1,10,18,92,11.5833333333333,"3-6 min","local",0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,24,"NO",0,0,0.191474149745526
2022091804,4,2,8,47,57,11.9666666666667,"3-6 min","local",0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NO",1,1,0.738406694183019
2022103006,1,3,1,15,25,2.93333333333333,"12-15 min","local",0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,"rival",0,0,0.354768555617596
