"gameId","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","gameClock_mod","timeCategory","estadio","nflId_38557","nflId_41245","nflId_41295","nflId_43362","nflId_45268","nflId_46101","nflId_46155","nflId_47906","nflId_52500","nflId_53456","nflId_54490","nflId_54604","nflId_47852","nflId_43415","nflId_52609","nflId_42469","nflId_47896","nflId_48220","nflId_53560","nflId_54575","nflId_52463","nflId_42514","nflId_43295","nflId_52894","nflId_46437","nflId_33130","nflId_52721","diferencia","yardlineSide_mod","truth","estimate","probabilidades"
2022101606,3,2,10,25,35,1.93333333333333,"12-15 min","visitante",1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,3,"BAL",0,1,0.619383152689839
2022100202,3,2,4,31,79,2.81666666666667,"12-15 min","local",1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"BAL",0,0,0.194382765437268
2022091800,1,1,10,46,64,7.25,"6-9 min","local",1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,7,"rival",1,1,0.598228115501865
2022102700,4,3,1,15,95,7,"6-9 min","visitante",1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4,"rival",0,0,0.236295775959215
2022101606,1,1,10,32,42,1.36666666666667,"12-15 min","visitante",1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"rival",1,0,0.494440744610579
2022101606,1,2,8,36,46,10.3833333333333,"3-6 min","visitante",1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"rival",1,1,0.639993434836893
2022092505,2,1,10,48,58,3.23333333333333,"9-12 min","visitante",1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-3,"rival",0,0,0.494764946609934
2022100913,3,2,11,49,61,13.45,"0-3 min","local",1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"rival",1,1,0.774310231447161
2022091800,1,2,1,37,73,6.66666666666667,"6-9 min","local",1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,"rival",0,0,0.141624740606889
2022091800,3,2,10,25,35,7.8,"6-9 min","local",1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,"BAL",1,1,0.74176321033534
2022091800,2,1,10,25,85,10.9,"3-6 min","local",1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"BAL",1,1,0.646305110150966
2022102300,2,2,5,16,94,10.9666666666667,"3-6 min","local",1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,-7,"rival",0,0,0.235036564385987
2022110700,4,3,1,44,66,3.23333333333333,"9-12 min","visitante",1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,14,"BAL",0,0,0.287622967926864
2022100202,2,2,19,40,70,8.9,"6-9 min","local",1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,14,"BAL",1,1,0.889089834561608
2022100202,4,1,10,43,53,9.73333333333333,"3-6 min","local",1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"BAL",0,0,0.520336054237324
2022101606,2,2,17,5,15,0.466666666666667,"12-15 min","visitante",1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3,"BAL",1,1,0.91298709655342
2022102700,1,1,10,43,53,14.3,"0-3 min","visitante",1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"BAL",1,1,0.706164415236338
2022100202,3,3,6,29,81,2.1,"12-15 min","local",1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"BAL",1,1,0.921588278708214
2022100202,1,1,10,44,54,8.06666666666667,"6-9 min","local",1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,"BAL",1,1,0.563192203551659
2022101606,2,1,10,16,94,2,"12-15 min","visitante",1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"rival",1,0,0.450152461147901
2022100913,4,1,10,33,43,12.3833333333333,"0-3 min","local",1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,"rival",1,0,0.446422337292089
2022102700,3,2,11,41,51,3.66666666666667,"9-12 min","visitante",1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"rival",0,1,0.801503743909177
2022100913,2,2,7,11,21,13.6,"0-3 min","local",1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,"rival",1,0,0.479668542159345
2022102300,4,3,1,45,65,5.51666666666667,"9-12 min","local",1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,"rival",0,0,0.123489408458504
2022092505,3,2,1,1,11,8.73333333333333,"6-9 min","visitante",1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-6,"rival",1,0,0.292410943909955
2022100202,3,1,10,41,69,8.5,"6-9 min","local",1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,7,"BAL",0,0,0.471391019176959
2022101606,3,1,10,50,60,1.18333333333333,"12-15 min","visitante",1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,3,"centro",0,0,0.331929938216598
2022091107,1,1,10,27,37,1.2,"12-15 min","visitante",1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,"BAL",1,1,0.603251243605558
2022100202,4,1,10,5,15,13.6333333333333,"0-3 min","local",1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"BAL",0,0,0.538699790476718
2022092505,4,1,10,27,37,5.58333333333333,"9-12 min","visitante",1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,"BAL",1,0,0.518864908923084
2022100202,4,2,1,1,109,5.68333333333333,"9-12 min","local",1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"rival",0,0,0.23728717580066
2022092505,4,1,10,20,30,9.1,"3-6 min","visitante",1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,5,"BAL",0,0,0.469219756057631
2022101606,2,2,10,16,94,1.95,"12-15 min","visitante",1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"rival",1,1,0.794947629647254
2022102700,3,2,9,31,41,11.1,"3-6 min","visitante",1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-7,"rival",1,1,0.549628803767844
2022102300,4,2,6,50,60,6.21666666666667,"6-9 min","local",1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,"centro",0,0,0.439778218972808
2022102700,2,1,10,47,57,3.66666666666667,"9-12 min","visitante",1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-7,"rival",1,1,0.638045656238287
2022100202,4,2,8,24,86,7.73333333333333,"6-9 min","local",1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"rival",1,1,0.7893277949336
2022110700,2,3,4,39,71,13.5,"0-3 min","visitante",1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,"BAL",1,0,0.151963922643542
2022100202,2,1,10,49,61,10.0166666666667,"3-6 min","local",1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,14,"BAL",0,0,0.497206225125912
2022102700,1,1,10,21,31,14.9,"0-3 min","visitante",1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"BAL",1,0,0.504961097925416
2022101606,3,1,10,25,35,2,"12-15 min","visitante",1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3,"BAL",1,1,0.600366696611749
2022091800,4,1,10,40,70,0.15,"12-15 min","local",1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,-4,"BAL",1,1,0.724426161821105
2022091800,4,3,3,42,52,10.0666666666667,"3-6 min","local",1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,14,"rival",0,0,0.278452466849696
2022102300,3,1,10,25,85,2.66666666666667,"12-15 min","local",1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,7,"BAL",0,0,0.429282840815984
2022091107,1,2,11,14,96,4.13333333333333,"9-12 min","visitante",1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rival",1,1,0.791132022194902
2022110700,4,2,10,35,75,3.31666666666667,"9-12 min","visitante",1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,14,"BAL",0,0,0.431353131804457
2022102300,4,3,1,34,44,8.08333333333333,"6-9 min","local",1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,3,"BAL",0,0,0.0913478995677427
2022110700,1,2,13,40,70,2.98333333333333,"12-15 min","visitante",1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"rival",1,1,0.796019968610709
2022102300,1,1,10,44,66,6.38333333333333,"6-9 min","local",1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-7,"BAL",0,0,0.420386284000488
2022100913,3,2,3,33,43,0.466666666666667,"12-15 min","local",1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,"BAL",0,0,0.12652399423109
2022110700,1,1,10,24,34,8.41666666666667,"6-9 min","visitante",1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"BAL",0,0,0.51656959719629
2022101606,2,2,6,43,53,11.5,"3-6 min","visitante",1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"BAL",1,1,0.556191700497727
2022092505,3,1,6,6,16,9.5,"3-6 min","visitante",1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,-6,"rival",0,1,0.56280841420213
2022100202,2,2,10,16,26,14.9,"0-3 min","local",1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11,"rival",0,1,0.776721136053319
2022101606,2,1,10,12,22,1.08333333333333,"12-15 min","visitante",1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3,"BAL",1,1,0.792872222702402
2022100202,3,2,12,39,71,7.78333333333333,"6-9 min","local",1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,7,"BAL",1,1,0.828830769831351
2022110700,3,1,10,42,68,12.5666666666667,"0-3 min","visitante",1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,11,"rival",0,0,0.319791320223524
2022102700,1,1,10,25,35,6.93333333333333,"6-9 min","visitante",1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,-4,"BAL",1,0,0.250770650280254
2022102300,1,1,10,25,85,0.3,"12-15 min","local",1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-7,"BAL",1,0,0.303535862817094
2022102700,3,3,5,43,67,4.93333333333333,"9-12 min","visitante",1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"BAL",1,1,0.680481711942216
2022102700,4,1,10,24,86,8.8,"6-9 min","visitante",1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,"rival",0,0,0.455037043371121
2022100202,1,1,10,27,83,4.48333333333333,"9-12 min","local",1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,"rival",0,0,0.52227585673852
2022110700,4,3,10,25,85,15,"0-3 min","visitante",1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,11,"BAL",1,1,0.784558319660632
2022110700,2,3,8,21,89,7.85,"6-9 min","visitante",1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7,"BAL",1,1,0.802280405987201
