"gameId","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","gameClock_mod","timeCategory","estadio","nflId_38696","nflId_42348","nflId_44835","nflId_44846","nflId_44849","nflId_46116","nflId_47818","nflId_52524","nflId_52733","nflId_53430","nflId_54530","nflId_42302","nflId_52708","nflId_53454","nflId_45785","nflId_44978","nflId_53643","nflId_53574","nflId_53707","nflId_53474","nflId_41665","nflId_44916","nflId_54619","diferencia","yardlineSide_mod","truth","estimate","probabilidades"
2022091109,4,3,5,26,84,12.2166666666667,"0-3 min","visitante",1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-2,"rival",1,1,0.867544909723297
2022091803,3,2,5,9,19,1.81666666666667,"12-15 min","local",1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,17,"rival",0,0,0.49875452694235
2022100903,4,1,10,14,96,3.11666666666667,"9-12 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,-7,"JAX",1,1,0.79990198470213
2022102304,2,3,1,41,69,5.4,"9-12 min","local",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,"JAX",1,0,0.243516958223965
2022092509,3,2,10,41,69,11.2,"3-6 min","visitante",0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,"JAX",1,0,0.419009284346484
2022092509,1,4,5,39,49,12.2166666666667,"0-3 min","visitante",1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"rival",1,1,0.789569165418414
2022092509,3,2,1,6,16,3.98333333333333,"9-12 min","visitante",0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,13,"rival",0,0,0.0189668888577744
2022092509,2,3,2,13,97,2.53333333333333,"12-15 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,"rival",1,0,0.518375704401257
2022110604,4,3,4,40,50,4.3,"9-12 min","local",1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,4,"JAX",1,1,0.847549419831737
2022092509,1,2,4,21,89,10.0166666666667,"3-6 min","visitante",1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,"JAX",0,0,0.102079062504151
2022110604,3,2,7,7,17,10.3333333333333,"3-6 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,-10,"rival",1,0,0.461808633547064
2022102304,1,1,10,25,85,0.6,"12-15 min","local",1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,"rival",1,1,0.964799549842273
2022092509,1,1,10,11,21,1.31666666666667,"12-15 min","visitante",1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"rival",0,1,0.747872329361104
2022100209,2,1,10,25,35,3.91666666666667,"9-12 min","visitante",1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"JAX",1,0,0.511361979443782
2022100209,2,2,10,25,35,9.18333333333333,"3-6 min","visitante",1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,7,"JAX",1,0,0.576727510960612
2022110604,3,1,10,33,77,6.5,"6-9 min","local",1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,-3,"JAX",0,0,0.296986615344283
2022092509,2,1,10,28,82,12.35,"0-3 min","visitante",0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,6,"rival",0,0,0.511441833880778
2022092509,3,2,6,45,55,7.66666666666667,"6-9 min","visitante",0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,13,"rival",0,0,0.542297296303413
2022091803,4,3,8,11,21,5.45,"9-12 min","local",1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,24,"JAX",1,0,0.571578487561523
2022100903,3,3,8,11,21,0.7,"12-15 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,"JAX",1,1,0.984823039162747
2022100903,2,1,10,21,31,0.833333333333333,"12-15 min","local",1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,-3,"rival",1,1,0.902754432969138
2022092509,2,2,5,5,105,14.0666666666667,"0-3 min","visitante",1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,"rival",1,1,0.66080195658195
2022091109,1,2,20,27,83,5.81666666666667,"9-12 min","visitante",1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,-4,"JAX",0,1,0.819562506493297
2022110604,4,2,8,37,73,2,"12-15 min","local",0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,4,"rival",0,0,0.212862403600026
2022101603,3,1,2,2,108,10.9666666666667,"3-6 min","visitante",0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,"rival",0,0,0.0552392457557865
2022100903,3,1,10,31,41,0.0833333333333333,"12-15 min","local",1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,"JAX",0,1,0.671893286299889
2022091803,1,4,3,47,63,8.08333333333333,"6-9 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"rival",1,1,0.761881728325136
