"gameId","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","gameClock_mod","timeCategory","estadio","nflId_42471","nflId_42477","nflId_44908","nflId_46071","nflId_47789","nflId_48475","nflId_48489","nflId_52412","nflId_52551","nflId_54472","nflId_54577","nflId_43329","nflId_45186","nflId_54508","nflId_53449","nflId_46797","nflId_46309","nflId_54532","nflId_53727","nflId_47954","nflId_53625","nflId_53080","nflId_37255","nflId_44003","nflId_52514","nflId_53665","nflId_53047","nflId_46629","diferencia","yardlineSide_mod","truth","estimate","probabilidades"
2022100900,2,2,2,2,12,1.36666666666667,"12-15 min","visitante",1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-14,"rival",0,1,0.57777484372735
2022102304,2,1,10,23,87,9.66666666666667,"3-6 min","visitante",1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,-4,"rival",0,0,0.496126890226116
2022092600,4,1,10,22,32,4.03333333333333,"9-12 min","local",1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-10,"rival",1,1,0.626795968594968
2022092600,4,3,13,22,88,7.81666666666667,"6-9 min","local",1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-7,"NYG",1,1,0.762740613166125
2022103011,2,2,9,49,61,7.63333333333333,"6-9 min","visitante",1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,-7,"NYG",0,0,0.523729477670793
2022091805,4,3,6,40,50,1.83333333333333,"12-15 min","local",1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"NYG",1,1,0.683463756462074
2022092600,3,1,10,38,48,7.13333333333333,"6-9 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NYG",1,0,0.409227174701232
2022100208,2,2,8,26,36,7.8,"6-9 min","local",1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,"rival",0,1,0.543109189041461
2022091805,1,1,10,18,92,5.68333333333333,"9-12 min","local",1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,"rival",1,0,0.512300506098466
2022103011,2,2,1,34,76,11.3666666666667,"3-6 min","visitante",1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,-7,"NYG",0,0,0.531385612699318
2022100900,2,1,10,38,48,6.05,"6-9 min","visitante",1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-14,"rival",1,1,0.638403890882533
2022091108,1,3,4,31,41,9.16666666666667,"3-6 min","visitante",1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-7,"NYG",1,1,0.767411494056322
2022100208,1,1,10,25,35,15,"0-3 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NYG",0,0,0.390751253315257
2022092600,1,3,5,30,40,0.916666666666667,"12-15 min","local",1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-3,"NYG",1,1,0.775792505158009
2022102304,1,1,20,39,71,5.33333333333333,"9-12 min","visitante",1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,-1,"NYG",1,1,0.744524875762099
2022092600,1,1,10,24,34,10.7666666666667,"3-6 min","local",1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"NYG",1,0,0.526961111489861
2022100900,2,2,9,15,25,2.8,"12-15 min","visitante",1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-14,"rival",1,0,0.514945385575398
2022100208,4,1,10,24,34,1.93333333333333,"12-15 min","local",1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,"rival",0,0,0.315573267397238
2022091805,3,1,10,10,100,3.23333333333333,"9-12 min","local",1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"NYG",0,0,0.462021842269616
2022091108,4,3,7,8,102,8.91666666666667,"6-9 min","visitante",1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-7,"rival",1,1,0.721102798075279
2022103011,4,1,10,32,78,3.85,"9-12 min","visitante",1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,-14,"rival",1,1,0.65531680109777
2022091108,4,1,10,45,55,11.8666666666667,"3-6 min","visitante",1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-7,"NYG",0,1,0.580711178991719
2022091805,2,2,6,15,95,5.63333333333333,"9-12 min","local",1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,"NYG",1,0,0.410510116259768
2022103011,3,3,11,27,83,1.86666666666667,"12-15 min","visitante",1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,-3,"NYG",1,1,0.779834527764393
2022100208,3,1,10,19,29,4.26666666666667,"9-12 min","local",1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,"NYG",0,1,0.571006524880077
2022103011,4,1,10,13,23,1.11666666666667,"12-15 min","visitante",1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,-14,"NYG",1,1,0.606544864531842
2022102304,1,3,5,37,47,11.9,"3-6 min","visitante",1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"rival",1,1,0.748525116026811
2022091108,2,2,3,24,86,6.25,"6-9 min","visitante",1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-13,"NYG",0,1,0.628946820147855
2022091108,4,2,16,39,49,11.2166666666667,"3-6 min","visitante",1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-7,"NYG",1,1,0.733796591027038
2022091805,2,1,10,25,85,12.25,"0-3 min","local",1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,"NYG",1,0,0.383877730320255
2022101606,2,2,4,5,15,3.71666666666667,"9-12 min","local",1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-7,"rival",1,0,0.434726114344183
2022101606,4,2,10,25,35,12.5333333333333,"0-3 min","local",1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-10,"NYG",1,0,0.467130883837567
2022103011,4,1,10,25,35,5.36666666666667,"9-12 min","visitante",1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,-14,"NYG",0,1,0.617379201096236
2022101606,4,1,10,13,97,1.5,"12-15 min","local",1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,"rival",0,0,0.35675135927435
2022100208,4,1,10,37,47,2.01666666666667,"12-15 min","local",1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,"rival",0,0,0.341887259205738
2022101606,1,1,10,46,56,0.433333333333333,"12-15 min","local",1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"NYG",0,1,0.597295793856302
2022103011,2,1,15,43,67,8.33333333333333,"6-9 min","visitante",1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,-7,"NYG",1,1,0.59755361348924
