"gameId","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","gameClock_mod","timeCategory","estadio","nflId_37266","nflId_39950","nflId_43368","nflId_46118","nflId_46302","nflId_47834","nflId_47836","nflId_52461","nflId_53439","nflId_53466","nflId_53946","nflId_45102","nflId_52608","nflId_53579","nflId_52907","nflId_46270","nflId_54663","nflId_48514","nflId_53517","nflId_52553","nflId_54516","nflId_47805","nflId_47961","nflId_54810","diferencia","yardlineSide_mod","truth","estimate","probabilidades"
2022091104,4,3,1,40,70,1.83333333333333,"12-15 min","visitante",1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,3,"rival",0,0,0.0219811750271059
2022100911,2,1,10,11,99,12.25,"0-3 min","visitante",1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,7,"rival",1,0,0.339075281791056
2022091901,4,3,7,47,57,4.15,"9-12 min","local",1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,17,"PHI",1,1,0.514461422275383
2022100209,4,2,5,19,29,11.5166666666667,"3-6 min","local",1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9,"rival",0,0,0.415336856952121
2022100209,3,1,10,24,86,1.93333333333333,"12-15 min","local",1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,6,"rival",0,0,0.113071278074576
2022103008,1,2,2,29,39,1.48333333333333,"12-15 min","local",1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"PHI",1,0,0.482488017443816
2022091901,1,1,10,45,55,0.233333333333333,"12-15 min","local",1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,"PHI",0,1,0.820223031449327
2022100911,3,1,10,46,56,13.65,"0-3 min","visitante",1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,4,"rival",1,1,0.705969751328544
2022100911,2,3,3,32,78,13.7333333333333,"0-3 min","visitante",1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,7,"rival",0,1,0.574075815481355
2022101611,2,1,10,20,30,3.08333333333333,"9-12 min","local",1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,"rival",1,0,0.0372852426859425
2022091104,2,2,5,5,15,0.233333333333333,"12-15 min","visitante",1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,"rival",1,1,0.86737042256896
2022091901,1,2,8,45,65,13.05,"0-3 min","local",1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"rival",1,1,0.874882682667261
2022101611,4,3,4,45,65,10.5,"3-6 min","local",1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3,"rival",0,1,0.906994898809091
2022092508,2,4,1,8,18,7.18333333333333,"6-9 min","visitante",1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10,"rival",0,1,0.596175523736365
2022100911,3,2,8,16,94,4.05,"9-12 min","visitante",1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,7,"PHI",1,0,0.288621598554658
2022091104,4,3,2,27,37,2.35,"12-15 min","visitante",1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,"PHI",0,0,0.0103227038771464
2022092508,3,2,10,35,45,13.95,"0-3 min","visitante",1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,24,"rival",1,1,0.488001454464939
2022092508,1,1,10,35,45,12.4666666666667,"0-3 min","visitante",1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"PHI",0,1,0.842600965069434
2022100209,1,1,10,47,63,3.26666666666667,"9-12 min","local",1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-14,"rival",0,0,0.401573358572409
2022100209,4,2,7,9,19,9.6,"3-6 min","local",1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,9,"rival",0,1,0.66788575037549
2022103008,4,1,10,11,99,12.6833333333333,"0-3 min","local",1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,15,"rival",0,0,0.175288691740016
2022100209,2,1,10,43,67,13.4333333333333,"0-3 min","local",1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,-14,"PHI",1,1,0.756903105711661
2022091104,2,3,6,44,66,10.2833333333333,"3-6 min","visitante",1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"PHI",1,1,0.964029315253336
2022091901,2,1,10,34,44,3.45,"9-12 min","local",1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,7,"rival",0,0,0.14123310143376
2022110300,1,3,8,46,64,7.16666666666667,"6-9 min","visitante",1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-7,"PHI",1,1,0.983275691592962
2022110300,1,1,10,35,45,5.65,"9-12 min","visitante",1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-7,"rival",1,1,0.751287903173509
2022110300,4,2,10,30,40,13.0833333333333,"0-3 min","visitante",1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,"rival",1,1,0.8341173955669
2022100911,2,1,10,25,35,5.4,"9-12 min","visitante",1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,7,"PHI",1,1,0.924681274524073
2022110300,4,4,1,34,76,1.6,"12-15 min","visitante",1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,12,"PHI",0,0,0.130978868160774
2022101611,1,1,10,20,30,7.51666666666667,"6-9 min","local",1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,"PHI",0,1,0.60323158209868
2022100209,2,1,10,21,31,2,"12-15 min","local",1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"rival",0,0,0.0728850221119367
2022092508,4,2,8,43,67,1.83333333333333,"12-15 min","visitante",1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,16,"rival",0,0,0.143525864692074
2022092508,4,1,10,45,55,6.93333333333333,"6-9 min","visitante",1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,22,"PHI",0,0,0.131923185244214
2022103008,4,3,3,19,29,3.48333333333333,"9-12 min","local",0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,22,"PHI",1,0,0.0239007902558534
2022091104,2,4,1,1,11,13,"0-3 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,"rival",1,0,0.0802540700996737
2022101611,2,1,10,35,45,4.81666666666667,"9-12 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"rival",1,0,0.16516730218891
2022100209,4,1,10,24,34,12.1,"0-3 min","local",1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9,"rival",0,0,0.130477362720305
2022092508,2,1,10,45,55,0.616666666666667,"12-15 min","visitante",1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,17,"rival",1,1,0.987771235797624
2022091104,3,2,2,6,16,10.75,"3-6 min","visitante",1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,10,"rival",0,1,0.902427812399617
2022100911,4,3,1,11,99,2.33333333333333,"12-15 min","visitante",1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"rival",0,0,0.040137935272763
2022100209,2,1,5,34,76,8.4,"6-9 min","local",1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-7,"PHI",0,1,0.795102491243122
2022091104,3,3,6,22,88,13.5333333333333,"0-3 min","visitante",1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,"PHI",1,1,0.731774552513234
2022091901,2,1,10,27,83,7.73333333333333,"6-9 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"PHI",0,0,0.351796237278379
2022110300,2,1,10,25,35,0.616666666666667,"12-15 min","visitante",1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"PHI",0,1,0.926807770574853
2022100911,2,2,4,31,41,4.9,"9-12 min","visitante",1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,7,"PHI",1,1,0.785803478690483
2022091901,1,2,18,15,25,6.48333333333333,"6-9 min","local",1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"PHI",1,0,0.335483286730838
2022091901,1,1,10,47,63,13.5333333333333,"0-3 min","local",1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"rival",0,0,0.348847682940514
2022092508,3,2,6,41,69,9.15,"3-6 min","visitante",1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,24,"PHI",0,0,0.405257567418366
2022100209,4,2,10,12,22,14.5166666666667,"0-3 min","local",1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,6,"rival",0,0,0.0749867968926796
2022091104,3,1,10,49,59,4.13333333333333,"9-12 min","visitante",1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,10,"rival",1,0,0.374125750315863
2022101611,4,1,10,25,35,14.65,"0-3 min","local",1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,"PHI",0,0,0.184878292979406
2022091901,3,1,10,26,84,0.666666666666667,"12-15 min","local",1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,17,"PHI",1,1,0.867156073726176
2022101611,3,3,9,40,70,13.4333333333333,"0-3 min","local",1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,17,"PHI",1,1,0.771059325126214
2022100911,1,1,10,50,60,11.7166666666667,"3-6 min","visitante",1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,"centro",0,0,0.379200414941361
2022100911,3,3,8,39,49,1.13333333333333,"12-15 min","visitante",1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,7,"rival",1,1,0.984343210943149
2022091104,2,2,6,6,16,7.86666666666667,"6-9 min","visitante",1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"rival",1,1,0.800024577280156
2022092508,4,1,10,1,11,14.1666666666667,"0-3 min","visitante",1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,24,"PHI",0,0,0.124057429010165
2022103008,1,2,10,32,42,13.0666666666667,"0-3 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PHI",1,1,0.949973291250248
2022100209,2,1,10,46,64,12.6333333333333,"0-3 min","local",1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-14,"PHI",1,1,0.862826762135531
2022091901,4,2,8,28,38,15,"0-3 min","local",1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,"PHI",1,1,0.8289917952132
2022110300,4,1,10,10,100,8.25,"6-9 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"PHI",0,0,0.161703939428686
2022091901,1,1,15,26,36,1.08333333333333,"12-15 min","local",1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"PHI",1,1,0.796882918378454
2022103008,3,1,10,46,64,14.2833333333333,"0-3 min","local",1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,"PHI",1,1,0.520465068232446
2022100209,4,2,6,36,46,3.78333333333333,"9-12 min","local",1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,8,"rival",0,0,0.121104746023499
2022091104,4,1,10,49,61,2,"12-15 min","visitante",1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,3,"rival",0,0,0.0107651804663027
2022100911,3,2,4,43,67,14.1833333333333,"0-3 min","visitante",1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,4,"PHI",1,1,0.795522792474959
