"gameId","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","gameClock_mod","timeCategory","estadio","nflId_35443","nflId_42428","nflId_43821","nflId_46078","nflId_47819","nflId_52433","nflId_52625","nflId_53432","nflId_53477","nflId_53623","nflId_54599","nflId_52598","nflId_40078","nflId_46256","nflId_46331","nflId_46377","nflId_46998","nflId_54558","nflId_54570","nflId_41291","nflId_52561","nflId_44959","nflId_55113","nflId_53584","nflId_42416","nflId_45069","nflId_48485","nflId_54652","nflId_54727","nflId_41500","nflId_44820","nflId_55112","diferencia","yardlineSide_mod","truth","estimate","probabilidades"
2022091102,2,3,3,43,67,0.0666666666666667,"12-15 min","visitante",1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"SF",1,1,0.9483985548125
2022091808,4,1,1,1,11,3.15,"9-12 min","local",1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,"rival",0,0,0.0120218419279527
2022091808,1,1,10,37,73,13.8166666666667,"0-3 min","local",1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SF",1,0,0.0568388733070449
2022100910,4,2,5,5,105,3.33333333333333,"9-12 min","visitante",0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,15,"rival",0,0,0.197218273028778
2022102310,2,2,7,48,58,15,"0-3 min","local",1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,3,"SF",1,1,0.761525732182018
2022100910,2,1,10,40,70,3.35,"9-12 min","visitante",0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,7,"rival",0,0,0.0730668010524643
2022101600,2,2,3,25,35,8.55,"6-9 min","visitante",0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,-7,"rival",1,1,0.706779570676164
2022101600,2,1,10,41,51,13.6666666666667,"0-3 min","visitante",0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,-14,"rival",1,1,0.720848603079776
2022091808,1,1,7,7,17,11.2166666666667,"3-6 min","local",1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rival",0,0,0.179861912007143
2022092513,3,1,10,39,49,3.28333333333333,"9-12 min","visitante",0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2,"rival",0,0,0.088732312228796
2022091102,2,1,10,9,101,0.416666666666667,"12-15 min","visitante",1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"SF",0,0,0.291735973981996
2022100300,4,1,10,16,26,1.81666666666667,"12-15 min","local",0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,15,"SF",0,0,0.0886453047805483
2022101600,4,1,10,45,65,0.116666666666667,"12-15 min","visitante",0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,-14,"rival",1,1,0.919493315971206
2022101600,1,2,3,18,28,2.35,"12-15 min","visitante",0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,-7,"SF",0,1,0.500102222816244
2022100910,3,2,5,45,55,9.85,"3-6 min","visitante",0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,8,"rival",0,1,0.857443964165724
2022100300,1,1,10,32,42,2.86666666666667,"12-15 min","local",0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-3,"rival",0,0,0.290770052987036
2022100910,2,2,9,26,36,7.33333333333333,"6-9 min","visitante",0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,7,"SF",1,1,0.678018711597695
2022091102,1,1,10,43,53,13.5,"0-3 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SF",0,1,0.654945361986407
2022092513,1,2,10,35,75,6.03333333333333,"6-9 min","visitante",1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,"SF",0,1,0.897138142802386
2022102310,2,3,7,24,86,12.9333333333333,"0-3 min","local",1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3,"rival",1,1,0.973913140249065
2022100300,4,1,10,45,55,13.3166666666667,"0-3 min","local",0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,8,"SF",0,1,0.759472207761551
2022102310,3,1,10,17,27,13.4166666666667,"0-3 min","local",1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-8,"SF",0,0,0.375247308185038
2022100910,4,1,10,26,36,6.8,"6-9 min","visitante",0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,15,"SF",0,0,0.380738821729539
2022092513,1,2,3,3,13,7.96666666666667,"6-9 min","visitante",1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"rival",1,0,0.373188399009252
2022103010,3,1,10,42,68,0.25,"12-15 min","visitante",1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,3,"SF",1,0,0.273172475881931
2022103010,2,1,10,21,89,2.48333333333333,"12-15 min","visitante",1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,-7,"rival",0,1,0.674018282159935
2022100300,2,3,2,33,43,5.1,"9-12 min","local",0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,"SF",1,0,0.390130360126899
2022103010,1,2,6,45,65,11.2166666666667,"3-6 min","visitante",1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,"SF",1,0,0.196156907618437
2022100300,2,3,3,43,53,3.01666666666667,"9-12 min","local",0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,"SF",1,1,0.975998244622274
2022092513,2,1,10,11,21,1,"12-15 min","visitante",1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,"SF",1,1,0.600308942009414
2022100300,3,3,5,49,59,12.9,"0-3 min","local",0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,8,"rival",1,1,0.98166537541749
2022102310,1,2,4,13,23,11.25,"3-6 min","local",1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"rival",1,1,0.718071035992623
2022092513,3,1,10,41,51,0.483333333333333,"12-15 min","visitante",0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,"rival",0,1,0.630424518288459
2022101600,2,1,10,29,39,12.9833333333333,"0-3 min","visitante",0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,-14,"rival",1,1,0.425403798367535
2022102310,2,1,10,27,83,13.7166666666667,"0-3 min","local",1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,3,"rival",1,0,0.325486798919756
2022100300,3,2,5,33,43,3.13333333333333,"9-12 min","local",0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,5,"rival",0,0,0.250023511093418
2022091102,2,2,9,35,75,5.55,"9-12 min","visitante",1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"SF",1,0,0.403589090346683
2022103010,1,1,10,44,54,10.5666666666667,"3-6 min","visitante",1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,"rival",0,1,0.453577448983076
2022101600,4,2,10,47,57,14.9,"0-3 min","visitante",0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,-14,"SF",1,1,0.856926608922878
2022091102,4,2,10,10,20,7.15,"6-9 min","visitante",1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,"SF",1,0,0.326782553604735
2022092513,4,1,10,25,35,4.16666666666667,"9-12 min","visitante",0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,"SF",1,1,0.511839163319444
2022103010,2,1,10,36,74,13.0333333333333,"0-3 min","visitante",1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-7,"rival",0,1,0.743548120984612
2022100300,3,2,2,17,27,1.7,"12-15 min","local",0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,"rival",0,0,0.146834699854142
2022102310,1,1,15,40,70,0.1,"12-15 min","local",1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3,"SF",0,1,0.436099387237411
2022103010,2,2,15,31,41,6.11666666666667,"6-9 min","visitante",1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,-7,"SF",1,1,0.932166116648632
2022103010,4,3,4,42,52,3.26666666666667,"9-12 min","visitante",1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,17,"SF",0,1,0.578404841720691
2022092513,1,1,8,8,18,8.63333333333333,"6-9 min","visitante",1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"rival",1,1,0.608674256815775
2022100910,2,2,10,50,60,6.53333333333333,"6-9 min","visitante",0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,7,"centro",1,1,0.499440529442442
2022091102,2,1,10,24,86,8.71666666666667,"6-9 min","visitante",1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"SF",0,0,0.0580156764372948
2022102310,1,1,10,50,60,13.85,"0-3 min","local",1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,"centro",1,0,0.0318156734515206
2022102310,3,3,7,31,79,7.83333333333333,"6-9 min","local",1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-8,"rival",1,1,0.791116163506726
2022102310,4,1,10,18,28,1.61666666666667,"12-15 min","local",1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-21,"rival",1,1,0.9536634744012
2022101600,3,1,10,20,90,2.66666666666667,"12-15 min","visitante",0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,-14,"SF",1,1,0.73026284009818
2022102310,4,1,10,33,43,2,"12-15 min","local",1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-21,"rival",1,1,0.949944861112455
2022100910,4,1,3,3,107,4.1,"9-12 min","visitante",0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,15,"rival",0,0,0.0365500810879279
2022100300,3,1,10,25,85,15,"0-3 min","local",0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,8,"SF",0,1,0.750622805620361
2022102310,2,1,15,20,30,5.4,"9-12 min","local",1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,-1,"SF",1,0,0.398951644681455
2022102310,3,2,7,48,62,10.55,"3-6 min","local",1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-8,"rival",1,1,0.453792970570313
2022092513,2,2,7,6,16,2,"12-15 min","visitante",1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,4,"SF",0,1,0.895885353396445
2022101600,1,1,10,11,21,2.98333333333333,"12-15 min","visitante",0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,-7,"SF",1,0,0.385338453236947
2022102310,2,1,10,46,64,4.58333333333333,"9-12 min","local",1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1,"rival",1,0,0.212230994652271
2022091102,4,1,10,36,46,11.2333333333333,"3-6 min","visitante",1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,"SF",1,0,0.404291687783172
2022102310,4,3,1,34,76,5.68333333333333,"9-12 min","local",1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-21,"SF",0,1,0.742340693077218
