"gameId","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormation","receiverAlignment","gameClock_mod","timeCategory","estadio","nflId_44814","nflId_46108","nflId_46161","nflId_46166","nflId_47849","nflId_52457","nflId_52543","nflId_53453","nflId_53484","nflId_53557","nflId_54517","nflId_47924","nflId_47876","nflId_48988","nflId_43487","nflId_46755","nflId_54905","nflId_46404","nflId_54673","nflId_54485","nflId_48051","diferencia","yardlineSide_mod","truth","estimate","probabilidades"
2022102311,1,2,7,28,82,"SINGLEBACK","2x2",10.0833333333333,"3-6 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-7,"PIT",0,1,0.791785219677987
2022091806,3,2,2,35,45,"SHOTGUN","3x1",1.45,"12-15 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-11,"rival",1,1,0.736577728102279
2022091103,2,3,8,10,100,"SHOTGUN","3x1",4.68333333333333,"9-12 min","visitante",1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,14,"PIT",1,1,0.904132883294742
2022103008,3,2,7,4,14,"EMPTY","3x2",1.28333333333333,"12-15 min","visitante",0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,-15,"PIT",1,0,0.461718560867378
2022092200,3,1,5,36,46,"SINGLEBACK","3x1",13.7333333333333,"0-3 min","visitante",1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,"PIT",0,0,0.218590673014355
2022100210,3,1,10,18,92,"SHOTGUN","2x2",5.11666666666667,"9-12 min","local",0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,3,"PIT",1,0,0.372151230802268
2022091806,2,2,6,24,34,"SINGLEBACK","3x1",5.86666666666667,"9-12 min","local",1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"PIT",0,0,0.550797321683231
2022100901,2,3,9,19,29,"SHOTGUN","3x1",4.13333333333333,"9-12 min","visitante",0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,-21,"rival",1,1,0.961487569371224
2022102311,4,2,3,17,93,"SINGLEBACK","3x1",3.95,"9-12 min","visitante",0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,-6,"rival",0,0,0.480361190521441
2022100210,3,1,10,22,88,"SINGLEBACK","2x2",13.8833333333333,"0-3 min","local",0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,-4,"PIT",0,0,0.520635230843908
2022092200,3,1,10,25,35,"SINGLEBACK","3x1",2.51666666666667,"12-15 min","visitante",1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,-2,"PIT",0,0,0.527849383550518
2022100901,1,3,11,38,48,"SHOTGUN","3x1",10.5833333333333,"3-6 min","visitante",0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,-7,"PIT",1,1,0.955130581264478
2022091103,3,3,16,30,40,"SHOTGUN","2x2",1,"12-15 min","visitante",1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,3,"PIT",1,1,0.863101818901333
2022092200,3,1,10,16,26,"PISTOL","2x2",14.9166666666667,"0-3 min","visitante",1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,"PIT",1,0,0.538149617535055
2022100901,1,1,10,25,35,"SHOTGUN","2x2",2.68333333333333,"12-15 min","visitante",0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,-7,"PIT",0,1,0.643348745473181
2022100210,1,2,10,25,85,"SHOTGUN","3x1",3.41666666666667,"9-12 min","local",1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,-3,"PIT",1,0,0.473205637761224
2022091806,3,1,10,14,24,"SHOTGUN","3x1",0.683333333333333,"12-15 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-11,"rival",0,1,0.753892610165843
2022102311,4,3,1,43,53,"SINGLEBACK","3x1",14.6666666666667,"0-3 min","visitante",0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,-6,"PIT",0,0,0.52934553473524
2022103008,3,2,10,17,93,"SHOTGUN","2x2",6.71666666666667,"6-9 min","visitante",0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,-18,"rival",1,1,0.799993336786723
2022091806,4,3,8,13,23,"EMPTY","3x2",10.1333333333333,"3-6 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-3,"PIT",1,1,0.943759273948812
2022101607,3,2,9,37,47,"EMPTY","3x2",4.9,"9-12 min","local",1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,"PIT",1,1,0.675466445445549
2022100901,4,2,6,44,54,"SHOTGUN","3x1",3.41666666666667,"9-12 min","visitante",0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,-35,"rival",1,1,0.704094595087183
2022092200,4,3,15,20,90,"SHOTGUN","3x1",8.76666666666667,"6-9 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-9,"PIT",1,1,0.931908938603898
2022100210,2,2,16,19,29,"SHOTGUN","3x1",11.8666666666667,"3-6 min","local",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,-10,"PIT",1,1,0.777595733160312
2022092200,1,2,3,46,56,"SHOTGUN","3x1",1.53333333333333,"12-15 min","visitante",1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,-7,"PIT",1,1,0.751498495179489
2022100210,4,1,10,25,35,"SHOTGUN","3x1",7.51666666666667,"6-9 min","local",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,3,"PIT",1,1,0.711639388981684
2022100210,3,1,4,4,14,"PISTOL","2x2",8.75,"6-9 min","local",0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,-4,"rival",1,0,0.51113928657975
2022091103,1,1,10,25,35,"SHOTGUN","3x1",15,"0-3 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"PIT",1,0,0.601452448467743
2022102311,4,2,10,28,38,"SHOTGUN","3x1",1.91666666666667,"12-15 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-6,"PIT",1,1,0.817671392000064
2022101607,1,2,2,42,52,"SHOTGUN","3x1",13.4666666666667,"0-3 min","local",0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,"PIT",1,0,0.497414874176973
2022102311,2,2,9,35,75,"SINGLEBACK","3x1",3.96666666666667,"9-12 min","visitante",0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,-10,"rival",0,0,0.355393014571838
2022102311,3,3,3,34,76,"SHOTGUN","2x2",7.13333333333333,"6-9 min","visitante",0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,-6,"PIT",1,1,0.94861957281651
2022091103,2,1,9,9,19,"SHOTGUN","2x2",10.9833333333333,"3-6 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,"rival",0,0,0.550520500341137
2022101607,2,1,10,49,59,"SHOTGUN","3x1",8.08333333333333,"6-9 min","local",0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,"rival",0,1,0.855571075783781
2022103008,1,1,10,18,28,"SHOTGUN","2x2",3.93333333333333,"9-12 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-7,"rival",1,1,0.834692840287323
2022100210,4,1,2,2,108,"SHOTGUN","2x2",13.6833333333333,"0-3 min","local",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,3,"rival",1,1,0.650624593911768
2022103008,4,1,10,48,58,"SHOTGUN","2x2",15,"0-3 min","visitante",0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,-15,"rival",0,1,0.807003997348556
2022091103,4,2,10,30,40,"SHOTGUN","3x1",11.5,"3-6 min","visitante",1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,3,"rival",1,1,0.677267377283433
2022102311,2,2,7,31,79,"SINGLEBACK","2x2",12.5166666666667,"0-3 min","visitante",0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,-13,"rival",1,0,0.417905369727913
2022100210,3,3,1,1,11,"SINGLEBACK","2x2",7.36666666666667,"6-9 min","local",0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,-4,"rival",0,0,0.191984110577788
2022091103,2,2,7,44,66,"SHOTGUN","3x1",12.4833333333333,"0-3 min","visitante",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,7,"PIT",0,0,0.593705383810371
2022100901,2,1,10,25,85,"SINGLEBACK","3x1",9.48333333333333,"3-6 min","visitante",0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,-14,"PIT",0,0,0.421306994597995
2022101607,2,2,4,25,85,"SHOTGUN","2x2",10.3166666666667,"3-6 min","local",0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,"PIT",0,0,0.49888864467247
2022091103,3,1,10,25,35,"SINGLEBACK","2x2",4.68333333333333,"9-12 min","visitante",1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,"PIT",1,1,0.632230562097731
2022101607,2,3,6,45,55,"SHOTGUN","2x2",6.65,"6-9 min","local",0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,"rival",1,1,0.895157329573092
2022103008,3,2,10,42,52,"SHOTGUN","2x2",0.0666666666666667,"12-15 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-15,"PIT",1,1,0.732729291836986
2022100901,2,1,10,46,64,"SHOTGUN","2x2",6.1,"6-9 min","visitante",0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,-21,"PIT",1,1,0.789371155160521
2022100210,2,3,18,26,36,"SHOTGUN","2x2",3.16666666666667,"9-12 min","local",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,-7,"PIT",1,1,0.93886305246185
2022100901,3,1,10,48,58,"SHOTGUN","3x1",14.3166666666667,"0-3 min","visitante",0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,-28,"PIT",0,1,0.815489951906519
2022101607,1,1,10,47,57,"SHOTGUN","3x1",12.8833333333333,"0-3 min","local",0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"PIT",1,1,0.800090011296882
2022101607,1,1,10,20,90,"SINGLEBACK","3x1",11.1666666666667,"3-6 min","local",0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"rival",0,0,0.49702712329083
2022102311,2,1,10,40,50,"SHOTGUN","3x1",7.98333333333333,"6-9 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-10,"PIT",1,1,0.813232374861004
2022091806,2,3,10,48,58,"SHOTGUN","2x2",13.6666666666667,"0-3 min","local",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,-3,"PIT",1,1,0.896186589560195
2022091103,5,2,10,45,65,"SHOTGUN","2x2",0.35,"12-15 min","visitante",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,"rival",1,1,0.756251144263279
2022102311,2,3,12,38,72,"SHOTGUN","2x2",3.23333333333333,"9-12 min","visitante",0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,-10,"rival",1,1,0.934945760920061
2022091103,4,3,2,37,47,"SHOTGUN","3x1",12.2333333333333,"0-3 min","visitante",1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,3,"rival",1,1,0.90341775934394
2022092200,3,1,10,42,52,"SHOTGUN","2x2",12.6666666666667,"0-3 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,"PIT",0,1,0.69868528423585
2022101607,1,3,11,21,89,"SHOTGUN","3x1",9.58333333333333,"3-6 min","local",0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,"rival",1,1,0.941195602152537
2022100210,1,2,4,31,79,"SINGLEBACK","3x1",14.3833333333333,"0-3 min","local",1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,"PIT",1,0,0.328808509509392
2022101607,4,2,8,31,79,"SHOTGUN","2x2",12.95,"0-3 min","local",1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,"PIT",0,0,0.350103365793296
2022091103,2,1,10,8,102,"SHOTGUN","3x1",5.4,"9-12 min","visitante",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,14,"PIT",1,0,0.599718475108695
2022092200,1,1,10,48,62,"SINGLEBACK","3x1",8.61666666666667,"6-9 min","visitante",1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,"rival",0,1,0.6089622354369
2022101607,1,2,6,6,104,"SHOTGUN","2x2",7.73333333333333,"6-9 min","local",0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,"rival",1,1,0.740241901634727
2022100210,1,1,10,48,62,"SINGLEBACK","3x1",12.3166666666667,"0-3 min","local",1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"PIT",0,1,0.789709060630428
2022103008,1,1,15,42,68,"EMPTY","3x2",6.96666666666667,"6-9 min","visitante",0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,-7,"PIT",1,1,0.790203857354671
2022101607,4,3,13,26,84,"SHOTGUN","3x1",12.2333333333333,"0-3 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,"PIT",1,1,0.913894178416298
2022092200,4,2,10,25,85,"SHOTGUN","2x2",8.85,"6-9 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-9,"PIT",1,1,0.715824431900844
2022103008,4,1,10,41,69,"SHOTGUN","2x2",11.6666666666667,"3-6 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-22,"PIT",1,1,0.786236869106561
2022100901,3,1,10,25,35,"I_FORM","2x1",15,"0-3 min","visitante",0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,-28,"PIT",1,1,0.667201083029047
