"gameId","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","gameClock_mod","timeCategory","estadio","nflId_38538","nflId_38629","nflId_39989","nflId_41237","nflId_42589","nflId_43334","nflId_47865","nflId_53063","nflId_53074","nflId_53896","nflId_54534","nflId_43370","nflId_54483","nflId_54628","nflId_46506","nflId_54608","nflId_45280","nflId_47995","nflId_54596","nflId_53482","nflId_39646","nflId_45030","nflId_54551","nflId_46446","nflId_53538","nflId_53068","nflId_42419","diferencia","yardlineSide_mod","truth","estimate","probabilidades"
2022100207,4,1,10,42,68,7.05,"6-9 min","visitante",1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,"TEN",0,0,0.0283988006574164
2022100207,1,2,8,30,40,10.15,"3-6 min","visitante",1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"rival",1,1,0.890021598123951
2022091900,4,2,10,43,53,11.5,"3-6 min","visitante",0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,-34,"rival",0,1,0.633595912427889
2022103004,4,1,10,30,40,14.3,"0-3 min","visitante",0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,11,"rival",0,0,0.108411972059134
2022110610,3,2,10,34,76,11.3666666666667,"3-6 min","visitante",0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,5,"rival",0,0,0.307462596102044
2022110610,1,1,10,18,28,6.66666666666667,"6-9 min","visitante",0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,-3,"TEN",1,0,0.123716503667022
2022092507,3,1,10,25,85,6.95,"6-9 min","local",1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,11,"TEN",0,0,0.0792409261195619
2022102305,1,2,3,35,75,8.96666666666667,"6-9 min","local",1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,"TEN",0,0,0.246734226119399
2022091900,3,2,10,25,35,3.75,"9-12 min","visitante",0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,-34,"TEN",1,1,0.85694532364255
2022091108,2,2,6,38,72,9.48333333333333,"3-6 min","local",1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,"rival",1,0,0.31080455808197
2022091108,4,2,9,33,77,7.25,"6-9 min","local",1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"TEN",1,1,0.84448638462072
2022103004,1,3,15,37,73,12.25,"0-3 min","visitante",0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,"rival",1,1,0.538861431526179
2022100909,3,3,7,9,19,2.23333333333333,"12-15 min","visitante",1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,-3,"rival",1,1,0.961383521715669
2022100909,4,3,6,29,39,5.71666666666667,"9-12 min","visitante",1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,4,"TEN",1,1,0.969930292380327
2022091108,2,1,10,29,39,2.55,"12-15 min","local",1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,"TEN",0,0,0.230279680569709
2022091108,3,3,2,18,28,9.73333333333333,"3-6 min","local",1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,"TEN",1,1,0.654935132714661
2022100909,2,2,6,17,27,1.53333333333333,"12-15 min","visitante",1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,-3,"rival",0,0,0.317361034100957
2022091900,3,2,6,46,56,13.6833333333333,"0-3 min","visitante",1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-10,"TEN",0,1,0.565023948193866
2022103004,2,1,10,38,72,1.15,"12-15 min","visitante",0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,4,"TEN",1,1,0.641804142758435
2022110610,4,3,8,19,91,2.21666666666667,"12-15 min","visitante",0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,"TEN",1,1,0.900127613729455
2022091900,3,1,5,30,40,7.53333333333333,"6-9 min","visitante",1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-20,"TEN",0,1,0.61759169396401
2022100207,4,1,10,27,83,8.53333333333333,"6-9 min","visitante",1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7,"TEN",1,0,0.0683374193746719
2022100909,3,1,2,2,12,1.58333333333333,"12-15 min","visitante",1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,-3,"rival",0,0,0.0855179067151575
2022103004,2,1,10,37,47,5.21666666666667,"9-12 min","visitante",0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,-3,"rival",1,0,0.0547484388905017
2022091108,1,1,10,18,92,6.16666666666667,"6-9 min","local",1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"TEN",0,1,0.448737067442517
2022100207,1,1,10,32,42,10.7833333333333,"3-6 min","visitante",1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"rival",0,0,0.344926242755681
2022103004,4,3,2,47,57,15,"0-3 min","visitante",0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,11,"rival",0,0,0.0524084149457742
2022100207,2,2,8,40,70,11.9666666666667,"3-6 min","visitante",1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,"rival",0,1,0.612296890553365
2022092507,2,1,10,13,97,2.38333333333333,"12-15 min","local",1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,"TEN",1,0,0.416889415988236
2022091108,2,3,4,47,63,1.15,"12-15 min","local",1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,"rival",1,1,0.900971146503634
2022092507,1,2,1,35,75,11.4666666666667,"3-6 min","local",1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,"rival",0,0,0.211272655354107
2022103004,4,2,11,30,80,8.48333333333333,"6-9 min","visitante",0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,14,"TEN",0,0,0.247507717922789
2022100207,2,1,2,14,96,9.05,"3-6 min","visitante",1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,14,"rival",1,1,0.647067121012588
2022100207,3,1,10,24,34,14.9166666666667,"0-3 min","visitante",1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,"TEN",0,0,0.180787056149301
2022102305,3,1,10,39,49,2.95,"12-15 min","local",1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,6,"TEN",0,0,0.107876659121712
2022102305,1,2,9,27,37,6.41666666666667,"6-9 min","local",1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,"rival",0,1,0.630358092269803
2022100207,2,3,7,26,84,9.81666666666667,"3-6 min","visitante",1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,11,"rival",1,1,0.93179384344012
2022100207,4,2,2,35,75,7.81666666666667,"6-9 min","visitante",1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,"TEN",0,0,0.0951214557641709
2022103004,2,3,11,36,74,7.78333333333333,"6-9 min","visitante",0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,-3,"TEN",1,1,0.574099966144302
2022102305,2,2,10,30,40,14.9166666666667,"0-3 min","local",1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,"TEN",0,1,0.597485177651785
2022091900,4,1,10,46,64,13.6,"0-3 min","visitante",0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,-34,"TEN",0,0,0.365910881945346
2022100909,1,1,10,20,30,11.8833333333333,"3-6 min","visitante",1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,"TEN",0,0,0.274374282242416
2022091900,1,1,10,39,71,7.73333333333333,"6-9 min","visitante",1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-7,"rival",0,0,0.354435925081266
2022100909,1,1,10,48,58,6.5,"6-9 min","visitante",1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"TEN",1,0,0.316933376357393
2022100207,2,1,10,33,43,13.3166666666667,"0-3 min","visitante",1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,"TEN",1,0,0.221004183092434
2022102305,3,1,10,48,62,1.03333333333333,"12-15 min","local",1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,6,"rival",1,1,0.480559735145503
2022092507,2,1,10,31,41,6.18333333333333,"6-9 min","local",1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,"rival",0,0,0.241161929360054
2022100909,2,1,10,45,65,12.4333333333333,"0-3 min","visitante",1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,-3,"TEN",0,0,0.216864539651537
2022091108,3,1,18,45,55,7.28333333333333,"6-9 min","local",1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TEN",1,0,0.268717079286101
2022100207,2,3,1,25,85,0.316666666666667,"12-15 min","visitante",1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,14,"rival",1,1,0.888116605109932
2022100909,1,3,1,43,67,6.01666666666667,"6-9 min","visitante",1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,"rival",0,1,0.516575396791155
2022102305,1,1,10,17,93,14.9333333333333,"0-3 min","local",1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,"TEN",1,1,0.588090257966396
2022100909,2,1,10,25,85,13.9333333333333,"0-3 min","visitante",1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,-3,"TEN",0,0,0.343534993256075
2022100909,2,1,10,32,78,4.7,"9-12 min","visitante",1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,-3,"TEN",0,0,0.409791670186312
2022100909,4,1,10,38,72,11.9666666666667,"3-6 min","visitante",1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,4,"rival",0,0,0.140537775452152
2022100207,2,2,7,26,84,9.88333333333333,"3-6 min","visitante",1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,11,"rival",1,1,0.929620670343022
2022102305,1,2,1,29,81,0.733333333333333,"12-15 min","local",1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,"TEN",0,1,0.507829172775165
2022103004,3,1,10,45,55,1.38333333333333,"12-15 min","visitante",0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,11,"TEN",0,0,0.103075233322012
2022100909,3,2,15,17,27,3.38333333333333,"9-12 min","visitante",1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,-3,"rival",1,1,0.917300643966047
2022091900,3,1,10,35,45,2.28333333333333,"12-15 min","visitante",0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,-34,"TEN",0,1,0.542907214228399
