"gameId","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormation","receiverAlignment","gameClock_mod","timeCategory","estadio","nflId_41292","nflId_41532","nflId_42344","nflId_42356","nflId_43336","nflId_44844","nflId_44879","nflId_45244","nflId_47831","nflId_52432","nflId_52513","nflId_48415","nflId_52942","nflId_53098","nflId_54476","nflId_52762","nflId_53932","nflId_37101","nflId_43525","nflId_46160","nflId_43383","nflId_52666","nflId_37110","nflId_44009","nflId_40129","nflId_53635","nflId_55125","nflId_46542","nflId_53515","nflId_42350","nflId_55133","nflId_43439","diferencia","yardlineSide_mod","truth","estimate","probabilidades"
2022102000,4,1,10,37,73,"SHOTGUN","2x2",5.78333333333333,"9-12 min","visitante",0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-18,"NO",1,1,0.891370946773603
2022092500,3,2,3,42,52,"I_FORM","2x1",12.45,"0-3 min","visitante",0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-13,"NO",0,0,0.408038357768441
2022091804,2,3,4,39,71,"SHOTGUN","2x2",1.28333333333333,"12-15 min","local",1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"rival",1,1,0.935736136270494
2022091804,1,3,3,44,66,"SHOTGUN","2x1",1.41666666666667,"12-15 min","local",0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"NO",0,1,0.832407375040103
2022091804,1,2,3,46,56,"EMPTY","3x2",12.4,"0-3 min","local",0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rival",1,1,0.580543919688992
2022102000,4,3,15,35,45,"SHOTGUN","2x2",0.9,"12-15 min","visitante",0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,-11,"rival",1,1,0.943071789660413
2022101605,3,2,1,46,56,"SINGLEBACK","2x2",1.66666666666667,"12-15 min","local",0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,2,"rival",1,0,0.433457318870285
2022102000,4,1,10,35,45,"SHOTGUN","2x2",12.4166666666667,"0-3 min","visitante",0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-18,"rival",1,1,0.883454759050729
2022101605,3,3,9,19,29,"SHOTGUN","3x1",7.35,"6-9 min","local",0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,6,"rival",1,1,0.762683465629477
2022110700,4,2,10,41,69,"SHOTGUN","2x2",4.36666666666667,"9-12 min","local",0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-21,"rival",1,1,0.871065206484642
2022103006,3,3,3,49,61,"SINGLEBACK","3x1",3.71666666666667,"9-12 min","local",0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,24,"rival",0,1,0.615687781093213
2022091804,2,1,10,20,30,"I_FORM","2x1",7.45,"6-9 min","local",1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"NO",0,1,0.534826339071743
2022101605,4,3,3,37,47,"SHOTGUN","2x2",1.56666666666667,"12-15 min","local",0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,-4,"NO",1,1,0.790755102944115
2022101605,3,1,10,32,42,"I_FORM","2x0",9.2,"3-6 min","local",0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,6,"rival",0,0,0.244448445243853
2022110700,1,1,10,22,88,"SINGLEBACK","3x1",10.3833333333333,"3-6 min","local",0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"NO",1,0,0.236293245940517
2022100200,1,1,10,25,85,"SHOTGUN","2x1",8.2,"6-9 min","local",0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-7,"NO",1,0,0.350540029114809
2022102000,3,3,3,32,42,"SHOTGUN","3x1",0.0166666666666667,"12-15 min","visitante",0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,-18,"NO",1,1,0.910120154485436
2022103006,2,2,10,45,65,"SHOTGUN","2x2",0.883333333333333,"12-15 min","local",0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,17,"rival",0,1,0.749399367763125
2022103006,3,1,10,44,54,"WILDCAT","3x1",5.18333333333333,"9-12 min","local",0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,24,"NO",0,0,0.264365598284573
2022100906,2,1,20,49,61,"SHOTGUN","3x1",0.5,"12-15 min","local",0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,"rival",1,1,0.855553382956405
2022110700,3,1,10,16,26,"SHOTGUN","3x1",3.46666666666667,"9-12 min","local",0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,-14,"rival",1,1,0.710559741041428
2022101605,2,1,10,30,80,"WILDCAT","3x1",2,"12-15 min","local",0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,"rival",0,0,0.334005214003286
2022091100,4,1,10,38,72,"SHOTGUN","2x2",5.48333333333333,"9-12 min","visitante",1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,"rival",1,1,0.62483677158709
2022103006,2,1,10,41,51,"SINGLEBACK","2x2",2,"12-15 min","local",0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,17,"NO",0,1,0.660189576435041
2022091100,4,1,10,25,35,"SHOTGUN","2x2",12.6833333333333,"0-3 min","visitante",0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16,"NO",1,1,0.854518671804826
2022101605,1,1,10,18,92,"WILDCAT","2x1",8.33333333333333,"6-9 min","local",0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7,"NO",0,0,0.323302365197097
2022110700,4,1,10,31,41,"PISTOL","3x1",14.7,"0-3 min","local",0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,-11,"NO",0,1,0.56720789897452
2022091100,1,1,10,25,85,"SINGLEBACK","2x2",10.6666666666667,"3-6 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,"NO",0,0,0.521239341717247
2022110700,1,3,8,22,88,"SHOTGUN","2x2",0.133333333333333,"12-15 min","local",0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-7,"NO",1,1,0.824394088264178
2022102000,2,1,10,47,57,"SHOTGUN","2x2",1.1,"12-15 min","visitante",0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-6,"NO",1,1,0.793408726151709
2022110700,2,1,10,49,59,"SHOTGUN","2x2",0.983333333333333,"12-15 min","local",0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-14,"NO",1,1,0.826802517374259
2022100200,2,2,5,44,66,"SINGLEBACK","2x2",13.9,"0-3 min","local",0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,-7,"rival",0,0,0.270252130246204
2022102000,3,3,7,7,103,"SHOTGUN","3x1",9.85,"3-6 min","visitante",0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,-14,"rival",1,1,0.812884705517876
2022091100,4,1,10,14,24,"SHOTGUN","2x2",7.08333333333333,"6-9 min","visitante",1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,"NO",1,1,0.627909793753217
2022091804,1,2,8,27,83,"SINGLEBACK","2x2",14.4,"0-3 min","local",0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NO",0,0,0.35008844850512
2022110700,4,2,19,8,18,"SHOTGUN","2x2",6.38333333333333,"6-9 min","local",0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-21,"NO",1,1,0.739452327575172
2022110700,1,1,10,25,85,"SHOTGUN","2x2",15,"0-3 min","local",0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"NO",1,0,0.502308791223477
2022103006,1,3,6,20,90,"SHOTGUN","3x1",7,"6-9 min","local",0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"NO",1,1,0.74531189812641
2022101605,2,1,10,42,68,"I_FORM","2x0",2.55,"12-15 min","local",0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,3,"rival",0,0,0.237492542631248
2022100906,4,3,1,40,50,"SHOTGUN","1x1",5.55,"9-12 min","local",0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,-1,"NO",0,0,0.181585860056428
2022092500,1,1,10,45,65,"SINGLEBACK","2x2",5.73333333333333,"9-12 min","visitante",0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"NO",0,0,0.312019614118888
2022091804,1,1,10,33,43,"SINGLEBACK","3x1",11.7166666666667,"3-6 min","local",1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rival",0,0,0.482739075344039
2022102000,4,1,10,40,70,"SHOTGUN","3x1",2.16666666666667,"12-15 min","visitante",0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,-11,"NO",1,1,0.746113040758939
2022110700,2,2,7,25,35,"WILDCAT","3x1",10.8833333333333,"3-6 min","local",0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-7,"NO",0,0,0.331464887755042
2022102000,4,1,3,3,13,"SHOTGUN","3x1",3.66666666666667,"9-12 min","visitante",0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-18,"rival",1,1,0.832495701457615
2022103006,3,2,9,37,47,"SHOTGUN","3x1",12.7166666666667,"0-3 min","local",0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,17,"NO",1,1,0.622860728878728
2022102000,1,2,5,45,55,"WILDCAT","3x2",7.03333333333333,"6-9 min","visitante",0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,4,"rival",1,0,0.499261713014276
2022091804,4,1,10,47,57,"SHOTGUN","2x2",4.86666666666667,"9-12 min","local",0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,"NO",1,1,0.870078138248072
2022100200,3,2,4,41,51,"SINGLEBACK","2x2",7.03333333333333,"6-9 min","local",0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,-9,"rival",1,0,0.469468832882775
2022091804,2,2,4,39,71,"SHOTGUN","3x1",1.35,"12-15 min","local",1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"rival",1,1,0.877503782555694
2022091804,3,1,10,20,30,"PISTOL","3x1",1.31666666666667,"12-15 min","local",1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rival",0,1,0.765883965296426
2022103006,4,2,5,12,98,"PISTOL","3x1",12.1666666666667,"0-3 min","local",0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,24,"NO",1,1,0.570023612257373
2022092500,2,1,10,19,29,"SHOTGUN","2x2",2.83333333333333,"12-15 min","visitante",1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13,"NO",1,1,0.847853257655283
2022110700,3,2,7,13,23,"WILDCAT","3x1",2.8,"12-15 min","local",0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-14,"rival",0,0,0.362697864446756
2022100906,4,3,3,40,50,"SHOTGUN","2x2",11.6333333333333,"3-6 min","local",0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,6,"NO",1,1,0.737368223120529
2022100200,2,3,4,4,106,"SHOTGUN","3x1",9.05,"3-6 min","local",1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,-7,"rival",1,1,0.641544437734315
2022091804,2,2,14,16,26,"SHOTGUN","2x2",6.45,"6-9 min","local",1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"NO",1,1,0.844240181295272
2022102000,1,3,1,48,62,"I_FORM","2x1",8.41666666666667,"6-9 min","visitante",0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,4,"NO",0,0,0.403887296722667
2022101605,4,2,10,14,96,"I_FORM","2x0",12.3,"0-3 min","local",0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,2,"rival",0,0,0.384628934323774
2022100200,4,1,20,15,25,"SHOTGUN","2x2",4.15,"9-12 min","local",1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,-3,"NO",1,1,0.727402452195183
2022100200,3,1,10,40,70,"SINGLEBACK","3x1",14.5666666666667,"0-3 min","local",1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-6,"NO",0,0,0.311847228215636
2022100200,4,2,9,42,68,"SHOTGUN","3x1",2.13333333333333,"12-15 min","local",1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,-3,"rival",1,1,0.684041771546455
2022110700,2,1,10,25,35,"SHOTGUN","3x1",2,"12-15 min","local",0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-14,"NO",1,1,0.715792185650162
2022103006,1,1,10,46,64,"SINGLEBACK","3x1",5.01666666666667,"9-12 min","local",0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,"NO",1,1,0.637213030767658
2022102000,4,1,10,30,40,"SHOTGUN","2x2",1.08333333333333,"12-15 min","visitante",0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,-11,"rival",1,1,0.83708357655743
2022091804,2,1,10,9,19,"SINGLEBACK","2x2",12.2,"0-3 min","local",0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"NO",0,0,0.36543700830822
2022100906,4,1,10,44,54,"SHOTGUN","3x1",10.9166666666667,"3-6 min","local",0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,6,"NO",0,0,0.263979831820919
2022103006,2,1,10,29,81,"SHOTGUN","3x1",0.4,"12-15 min","local",0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,17,"rival",1,1,0.748069271220355
2022091804,3,2,2,24,34,"SINGLEBACK","3x1",2.06666666666667,"12-15 min","local",1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rival",0,1,0.605502760505383
2022100200,4,2,8,43,53,"SHOTGUN","2x2",2.8,"12-15 min","local",1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,-3,"NO",1,0,0.496226211344762
2022101605,1,1,10,25,85,"SINGLEBACK","3x1",0.75,"12-15 min","local",0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,"NO",1,0,0.255293784340842
2022091804,2,3,10,7,17,"SHOTGUN","3x1",8.16666666666667,"6-9 min","local",1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"NO",1,1,0.911744146661304
2022110700,3,1,10,25,85,"SHOTGUN","2x2",8.41666666666667,"6-9 min","local",0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,-14,"NO",1,1,0.75972512233087
2022091100,4,2,20,48,62,"SHOTGUN","2x2",4.88333333333333,"9-12 min","visitante",1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,"rival",1,1,0.873849610703965
2022102000,1,2,4,45,65,"WILDCAT","2x2",9.03333333333333,"3-6 min","visitante",0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,4,"NO",0,0,0.189192950362921
2022100200,3,2,4,4,14,"SHOTGUN","2x2",4.46666666666667,"9-12 min","local",1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,-9,"rival",0,0,0.4465951305972
2022091804,4,3,20,13,23,"SHOTGUN","2x2",0.5,"12-15 min","local",1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,"NO",1,1,0.890225385553505
2022102000,3,1,10,39,49,"I_FORM","2x1",14,"0-3 min","visitante",0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,-14,"NO",1,0,0.168077782026852
2022091804,2,3,4,39,49,"SHOTGUN","3x1",3.98333333333333,"9-12 min","local",1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"NO",1,1,0.931314891935435
2022101605,3,2,5,43,67,"WILDCAT","2x2",12.9833333333333,"0-3 min","local",0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,6,"NO",0,0,0.335984371168149
2022100200,3,3,1,1,11,"SINGLEBACK","3x1",3.86666666666667,"9-12 min","local",1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,-9,"rival",0,0,0.525036764530324
2022100906,1,1,10,11,99,"SINGLEBACK","2x2",6.6,"6-9 min","local",0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-4,"NO",1,1,0.544011333051438
2022091100,3,2,10,32,42,"SHOTGUN","3x1",10.7166666666667,"3-6 min","visitante",1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,"rival",1,1,0.845617715104099
2022101605,1,1,10,32,78,"SINGLEBACK","3x1",12.9,"0-3 min","local",0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"NO",0,0,0.27577541004962
2022092500,1,3,6,47,63,"SHOTGUN","2x2",10.9,"3-6 min","visitante",1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NO",1,1,0.876095807231044
2022092500,3,3,4,44,54,"SHOTGUN","2x2",4.38333333333333,"9-12 min","visitante",0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-13,"NO",0,1,0.871009269567344
2022091100,1,1,10,11,21,"SHOTGUN","3x1",5.91666666666667,"9-12 min","visitante",1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,"rival",1,1,0.836639618793141
2022101605,3,1,10,47,63,"I_FORM","2x1",10.6166666666667,"3-6 min","local",0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,6,"NO",0,0,0.399187274632055
2022110700,1,1,10,40,70,"SHOTGUN","3x1",14.4,"0-3 min","local",0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"NO",0,0,0.406515006496038
2022103006,1,2,3,3,13,"SINGLEBACK","3x1",1.6,"12-15 min","local",0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,"rival",0,0,0.425319336047219
2022110700,2,1,10,36,46,"SHOTGUN","2x2",1.35,"12-15 min","local",0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-14,"NO",1,1,0.82383035864774
2022103006,2,3,9,26,84,"SHOTGUN","3x1",13.5666666666667,"0-3 min","local",0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,7,"rival",1,1,0.866387238760171
2022091804,3,1,10,43,53,"SHOTGUN","3x1",3.95,"9-12 min","local",1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rival",1,1,0.74361495553096
