"gameId","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormation","receiverAlignment","gameClock_mod","timeCategory","estadio","nflId_38696","nflId_42348","nflId_44835","nflId_44846","nflId_44849","nflId_46116","nflId_47818","nflId_52524","nflId_52733","nflId_53430","nflId_54530","nflId_42302","nflId_52708","nflId_53454","nflId_45785","nflId_44978","nflId_53643","nflId_53574","nflId_53707","nflId_53474","nflId_41665","nflId_44916","nflId_54619","diferencia","yardlineSide_mod","truth","estimate","probabilidades"
2022102304,2,3,1,41,69,"SHOTGUN","3x1",5.4,"9-12 min","local",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,"JAX",1,0,0.543758905042207
2022092509,3,2,10,41,69,"SHOTGUN","2x2",11.2,"3-6 min","visitante",0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,"JAX",1,1,0.649722270487143
2022092509,1,4,5,39,49,"SHOTGUN","3x1",12.2166666666667,"0-3 min","visitante",1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"rival",1,1,0.795178406195443
2022092509,3,2,1,6,16,"SINGLEBACK","3x1",3.98333333333333,"9-12 min","visitante",0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,13,"rival",0,0,0.0356581482251324
2022092509,2,3,2,13,97,"SHOTGUN","2x2",2.53333333333333,"12-15 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,"rival",1,0,0.522384112174642
2022110604,4,3,4,40,50,"SHOTGUN","3x1",4.3,"9-12 min","local",1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,4,"JAX",1,1,0.730947530206265
2022092509,1,2,4,21,89,"SHOTGUN","3x1",10.0166666666667,"3-6 min","visitante",1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,"JAX",0,0,0.136545064447719
2022110604,3,2,7,7,17,"SHOTGUN","3x1",10.3333333333333,"3-6 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,-10,"rival",1,0,0.433403640493694
2022102304,1,1,10,25,85,"EMPTY","3x2",0.6,"12-15 min","local",1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,"rival",1,1,0.962350864927233
2022092509,1,1,10,11,21,"SINGLEBACK","3x1",1.31666666666667,"12-15 min","visitante",1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"rival",0,1,0.795670136977842
2022100209,2,1,10,25,35,"SHOTGUN","2x1",3.91666666666667,"9-12 min","visitante",1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"JAX",1,0,0.468849737642782
2022100209,2,2,10,25,35,"EMPTY","3x2",9.18333333333333,"3-6 min","visitante",1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,7,"JAX",1,0,0.591592225690983
2022110604,3,1,10,33,77,"SHOTGUN","3x1",6.5,"6-9 min","local",1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,-3,"JAX",0,0,0.279210452137551
2022092509,2,1,10,28,82,"SHOTGUN","3x1",12.35,"0-3 min","visitante",0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,6,"rival",0,0,0.551059504136814
2022092509,3,2,6,45,55,"SHOTGUN","3x1",7.66666666666667,"6-9 min","visitante",0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,13,"rival",0,0,0.568701891808426
2022091803,4,3,8,11,21,"SHOTGUN","2x2",5.45,"9-12 min","local",1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,24,"JAX",1,1,0.784531765290582
2022100903,3,3,8,11,21,"EMPTY","3x2",0.7,"12-15 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,"JAX",1,1,0.990469179525017
2022100903,2,1,10,21,31,"SHOTGUN","3x1",0.833333333333333,"12-15 min","local",1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,-3,"rival",1,1,0.932892257766182
2022092509,2,2,5,5,105,"SINGLEBACK","3x1",14.0666666666667,"0-3 min","visitante",1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,"rival",1,0,0.582586315377835
2022091109,1,2,20,27,83,"SINGLEBACK","2x2",5.81666666666667,"9-12 min","visitante",1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,-4,"JAX",0,1,0.849083821236219
2022110604,4,2,8,37,73,"SINGLEBACK","3x1",2,"12-15 min","local",0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,4,"rival",0,0,0.151670783027053
2022101603,3,1,2,2,108,"EMPTY","3x2",10.9666666666667,"3-6 min","visitante",0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,"rival",0,0,0.0258875688577289
2022100903,3,1,10,31,41,"SINGLEBACK","3x1",0.0833333333333333,"12-15 min","local",1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,"JAX",0,1,0.672368709441177
2022091803,1,4,3,47,63,"EMPTY","3x2",8.08333333333333,"6-9 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"rival",1,1,0.656020775954555
