"gameId","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormation","receiverAlignment","gameClock_mod","timeCategory","estadio","nflId_38538","nflId_38629","nflId_39989","nflId_41237","nflId_42589","nflId_43334","nflId_47865","nflId_53063","nflId_53074","nflId_53896","nflId_54534","nflId_43370","nflId_54483","nflId_54628","nflId_46506","nflId_54608","nflId_45280","nflId_47995","nflId_54596","nflId_53482","nflId_39646","nflId_45030","nflId_54551","nflId_46446","nflId_53538","nflId_53068","nflId_42419","diferencia","yardlineSide_mod","truth","estimate","probabilidades"
2022091900,3,2,10,25,35,"SHOTGUN","3x1",3.75,"9-12 min","visitante",0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,-34,"TEN",1,1,0.907800446613808
2022091108,2,2,6,38,72,"EMPTY","3x2",9.48333333333333,"3-6 min","local",1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,"rival",1,0,0.276223358948616
2022091108,4,2,9,33,77,"SINGLEBACK","3x1",7.25,"6-9 min","local",1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"TEN",1,1,0.866841172575909
2022103004,1,3,15,37,73,"SHOTGUN","2x2",12.25,"0-3 min","visitante",0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,"rival",1,1,0.641835094773881
2022100909,3,3,7,9,19,"SHOTGUN","3x1",2.23333333333333,"12-15 min","visitante",1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,-3,"rival",1,1,0.942675417570504
2022100909,4,3,6,29,39,"SHOTGUN","3x1",5.71666666666667,"9-12 min","visitante",1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,4,"TEN",1,1,0.988742328677276
2022091108,2,1,10,29,39,"I_FORM","2x1",2.55,"12-15 min","local",1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,"TEN",0,0,0.175805030775215
2022091108,3,3,2,18,28,"SHOTGUN","3x1",9.73333333333333,"3-6 min","local",1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,"TEN",1,1,0.729175876697358
2022100909,2,2,6,17,27,"SINGLEBACK","2x2",1.53333333333333,"12-15 min","visitante",1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,-3,"rival",0,0,0.121464225658817
2022091900,3,2,6,46,56,"SINGLEBACK","3x1",13.6833333333333,"0-3 min","visitante",1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-10,"TEN",0,1,0.424378737758862
2022103004,2,1,10,38,72,"SHOTGUN","2x2",1.15,"12-15 min","visitante",0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,4,"TEN",1,1,0.838834179680338
2022110610,4,3,8,19,91,"EMPTY","4x1",2.21666666666667,"12-15 min","visitante",0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,"TEN",1,1,0.961362411282551
2022091900,3,1,5,30,40,"SINGLEBACK","3x1",7.53333333333333,"6-9 min","visitante",1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-20,"TEN",0,1,0.790589510239406
2022100207,4,1,10,27,83,"I_FORM","2x1",8.53333333333333,"6-9 min","visitante",1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7,"TEN",1,0,0.00940036677937845
2022100909,3,1,2,2,12,"WILDCAT","3x2",1.58333333333333,"12-15 min","visitante",1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,-3,"rival",0,0,0.0437229881184407
2022103004,2,1,10,37,47,"SINGLEBACK","3x1",5.21666666666667,"9-12 min","visitante",0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,-3,"rival",1,0,0.011106700478821
2022091108,1,1,10,18,92,"I_FORM","2x1",6.16666666666667,"6-9 min","local",1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"TEN",0,1,0.699839857248376
2022100207,1,1,10,32,42,"I_FORM","2x1",10.7833333333333,"3-6 min","visitante",1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"rival",0,0,0.0733695592038775
2022103004,4,3,2,47,57,"SINGLEBACK","3x1",15,"0-3 min","visitante",0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,11,"rival",0,0,0.135226796828698
2022100207,2,2,8,40,70,"SHOTGUN","2x2",11.9666666666667,"3-6 min","visitante",1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,"rival",0,0,0.365835314395924
2022092507,2,1,10,13,97,"SHOTGUN","2x2",2.38333333333333,"12-15 min","local",1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,"TEN",1,1,0.780939760168632
2022091108,2,3,4,47,63,"SHOTGUN","3x1",1.15,"12-15 min","local",1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,"rival",1,1,0.952671872721435
2022092507,1,2,1,35,75,"I_FORM","2x1",11.4666666666667,"3-6 min","local",1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,"rival",0,0,0.0952219983989669
2022103004,4,2,11,30,80,"I_FORM","2x1",8.48333333333333,"6-9 min","visitante",0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,14,"TEN",0,0,0.0411091718779044
2022100207,2,1,2,14,96,"SHOTGUN","3x1",9.05,"3-6 min","visitante",1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,14,"rival",1,1,0.434101052567728
2022100207,3,1,10,24,34,"SINGLEBACK","2x2",14.9166666666667,"0-3 min","visitante",1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,"TEN",0,0,0.241443137222018
2022102305,3,1,10,39,49,"SINGLEBACK","3x1",2.95,"12-15 min","local",1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,6,"TEN",0,0,0.0250379295053904
2022102305,1,2,9,27,37,"SINGLEBACK","2x2",6.41666666666667,"6-9 min","local",1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,"rival",0,1,0.684310329826051
2022100207,2,3,7,26,84,"SHOTGUN","3x1",9.81666666666667,"3-6 min","visitante",1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,11,"rival",1,1,0.953778404842694
2022100207,4,2,2,35,75,"I_FORM","2x1",7.81666666666667,"6-9 min","visitante",1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,"TEN",0,0,0.0145917549364875
2022103004,2,3,11,36,74,"EMPTY","3x2",7.78333333333333,"6-9 min","visitante",0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,-3,"TEN",1,1,0.516415217580141
2022102305,2,2,10,30,40,"SINGLEBACK","3x1",14.9166666666667,"0-3 min","local",1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,"TEN",0,1,0.704923385391391
2022091900,4,1,10,46,64,"SINGLEBACK","2x2",13.6,"0-3 min","visitante",0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,-34,"TEN",0,0,0.304077056491383
2022100909,1,1,10,20,30,"SINGLEBACK","2x2",11.8833333333333,"3-6 min","visitante",1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,"TEN",0,0,0.412850197248395
2022091900,1,1,10,39,71,"I_FORM","2x1",7.73333333333333,"6-9 min","visitante",1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-7,"rival",0,0,0.244576818499985
2022100909,1,1,10,48,58,"SINGLEBACK","2x2",6.5,"6-9 min","visitante",1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"TEN",1,1,0.467289584977263
2022100207,2,1,10,33,43,"I_FORM","2x1",13.3166666666667,"0-3 min","visitante",1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,"TEN",1,0,0.229670383459523
2022102305,3,1,10,48,62,"SINGLEBACK","3x1",1.03333333333333,"12-15 min","local",1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,6,"rival",1,1,0.654170496921174
2022092507,2,1,10,31,41,"SINGLEBACK","3x1",6.18333333333333,"6-9 min","local",1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,"rival",0,0,0.12839386366458
2022100909,2,1,10,45,65,"SINGLEBACK","2x2",12.4333333333333,"0-3 min","visitante",1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,-3,"TEN",0,0,0.104974574361856
2022091108,3,1,18,45,55,"SINGLEBACK","2x2",7.28333333333333,"6-9 min","local",1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TEN",1,0,0.241177162322289
2022100207,2,3,1,25,85,"SHOTGUN","2x2",0.316666666666667,"12-15 min","visitante",1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,14,"rival",1,1,0.841739791693974
2022100909,1,3,1,43,67,"PISTOL","3x1",6.01666666666667,"6-9 min","visitante",1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,"rival",0,1,0.501923825292517
2022102305,1,1,10,17,93,"SHOTGUN","3x1",14.9333333333333,"0-3 min","local",1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,"TEN",1,1,0.915644667969813
2022100909,2,1,10,25,85,"SINGLEBACK","2x2",13.9333333333333,"0-3 min","visitante",1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,-3,"TEN",0,0,0.236437218169855
2022100909,2,1,10,32,78,"SINGLEBACK","3x1",4.7,"9-12 min","visitante",1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,-3,"TEN",0,0,0.110450834709125
2022100909,4,1,10,38,72,"SINGLEBACK","2x2",11.9666666666667,"3-6 min","visitante",1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,4,"rival",0,0,0.0581341343075511
2022100207,2,2,7,26,84,"SINGLEBACK","2x2",9.88333333333333,"3-6 min","visitante",1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,11,"rival",1,1,0.952925016765386
2022102305,1,2,1,29,81,"SHOTGUN","2x2",0.733333333333333,"12-15 min","local",1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,"TEN",0,1,0.500558628246036
2022103004,3,1,10,45,55,"SINGLEBACK","3x1",1.38333333333333,"12-15 min","visitante",0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,11,"TEN",0,0,0.165698190112625
2022100909,3,2,15,17,27,"SHOTGUN","2x1",3.38333333333333,"9-12 min","visitante",1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,-3,"rival",1,1,0.919923772880325
2022091900,3,1,10,35,45,"SHOTGUN","3x1",2.28333333333333,"12-15 min","visitante",0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,-34,"TEN",0,1,0.493407312074424
