"gameId","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormation","receiverAlignment","gameClock_mod","timeCategory","estadio","nflId_42654","nflId_43510","nflId_44860","nflId_46094","nflId_46163","nflId_47794","nflId_47835","nflId_52409","nflId_52441","nflId_53434","nflId_54601","nflId_43344","nflId_44927","nflId_44990","nflId_43495","nflId_52588","nflId_52673","nflId_48530","nflId_53631","nflId_53568","nflId_52499","nflId_48471","nflId_43490","nflId_47838","nflId_53619","diferencia","yardlineSide_mod","truth","estimate","probabilidades"
2022092900,4,3,1,1,11,"SINGLEBACK","3x1",12.8,"0-3 min","local",1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-1,"rival",0,0,0.346312587663348
2022103100,3,1,10,27,83,"SHOTGUN","2x2",3.08333333333333,"9-12 min","visitante",1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-25,"CIN",1,1,0.79701466013097
2022091809,4,2,7,36,46,"SHOTGUN","2x2",10.9333333333333,"3-6 min","visitante",1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-8,"CIN",1,1,0.606975161398074
2022102302,1,1,10,27,83,"SHOTGUN","2x2",14.3666666666667,"0-3 min","local",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CIN",0,1,0.700760732971327
2022091103,4,4,6,36,74,"SHOTGUN","3x1",8.38333333333333,"6-9 min","local",1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-6,"rival",1,1,0.917067573348612
2022092506,2,2,11,33,43,"SHOTGUN","3x1",3.93333333333333,"9-12 min","visitante",1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14,"CIN",1,1,0.884655071890963
2022103100,3,1,10,41,69,"SHOTGUN","2x2",1.85,"12-15 min","visitante",1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-25,"CIN",1,0,0.511823890245733
2022103100,1,1,10,44,66,"SHOTGUN","2x2",12.3833333333333,"0-3 min","visitante",1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"rival",1,0,0.582903994354585
2022091103,5,2,4,38,48,"EMPTY","3x2",1.63333333333333,"12-15 min","local",1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"rival",1,1,0.791748814062423
2022091103,2,3,6,40,70,"EMPTY","3x2",2,"12-15 min","local",1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-14,"rival",1,1,0.944864902521599
2022100913,4,2,3,32,42,"SHOTGUN","2x2",8.98333333333333,"6-9 min","visitante",1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-6,"CIN",0,0,0.554658183798531
2022091103,5,2,10,13,23,"SINGLEBACK","3x1",4.11666666666667,"9-12 min","local",1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"rival",1,1,0.688854190201957
2022092506,3,1,10,25,85,"SINGLEBACK","3x1",0.683333333333333,"12-15 min","visitante",1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,15,"CIN",0,0,0.212088075117247
2022092506,3,1,10,41,69,"SINGLEBACK","2x2",10.2666666666667,"3-6 min","visitante",1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,18,"CIN",0,0,0.522642368719556
2022092506,3,1,10,48,58,"SINGLEBACK","3x1",8.45,"6-9 min","visitante",1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,18,"rival",1,0,0.280441218434283
2022092506,1,3,12,12,22,"SHOTGUN","3x1",9.75,"3-6 min","visitante",1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"rival",1,1,0.951799296029321
2022091809,3,3,6,50,60,"EMPTY","3x2",11.9,"3-6 min","visitante",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-14,"centro",1,1,0.927585296996798
2022102302,1,1,10,36,74,"SHOTGUN","2x2",0.816666666666667,"12-15 min","local",0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,14,"CIN",1,1,0.872548029076515
2022092900,2,1,10,33,77,"SINGLEBACK","3x1",12.2666666666667,"0-3 min","local",1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,"rival",1,0,0.507683312373266
2022091809,4,1,10,47,57,"SINGLEBACK","2x2",10.2333333333333,"3-6 min","visitante",1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-8,"CIN",0,0,0.504534192129854
2022103100,4,1,10,25,35,"SHOTGUN","2x2",8.76666666666667,"6-9 min","visitante",1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-26,"CIN",1,1,0.716655679250343
2022092506,1,2,12,12,22,"SHOTGUN","2x2",9.81666666666667,"3-6 min","visitante",1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"rival",1,1,0.70098108035983
2022101605,3,1,10,48,58,"SHOTGUN","2x2",5.26666666666667,"9-12 min","visitante",1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-9,"CIN",1,0,0.519246258155872
2022091809,3,1,10,26,84,"SINGLEBACK","3x1",1.08333333333333,"12-15 min","visitante",1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-8,"CIN",0,0,0.549170341989367
2022091103,1,2,9,38,72,"SHOTGUN","2x2",1.46666666666667,"12-15 min","local",1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,"CIN",1,1,0.679277113693336
2022101605,4,3,4,31,79,"SHOTGUN","3x1",10.4,"3-6 min","visitante",1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-5,"CIN",1,1,0.926762665131473
2022103100,3,3,6,29,81,"SHOTGUN","3x1",8.23333333333333,"6-9 min","visitante",1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-18,"CIN",1,1,0.927045043559774
2022102302,2,2,16,23,33,"SHOTGUN","2x2",3.25,"9-12 min","local",0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,14,"CIN",1,1,0.888453026810833
2022101605,2,1,10,25,85,"SHOTGUN","2x2",10.4666666666667,"3-6 min","visitante",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,"CIN",1,1,0.689647226944352
2022110602,4,1,10,23,87,"SINGLEBACK","2x2",7.75,"6-9 min","local",0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,28,"CIN",0,0,0.171423940928731
2022101605,2,2,8,19,29,"SHOTGUN","2x2",5.95,"9-12 min","visitante",1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-10,"rival",1,1,0.658378357946392
2022101605,1,2,2,43,67,"SHOTGUN","2x2",4.4,"9-12 min","visitante",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,"rival",0,1,0.685758166265348
2022092900,1,1,10,37,73,"SINGLEBACK","2x2",4.58333333333333,"9-12 min","local",1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,"CIN",0,0,0.513077739373524
2022091103,1,1,10,34,44,"SHOTGUN","3x1",8.95,"6-9 min","local",1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-7,"rival",1,0,0.526089029664153
2022091103,1,1,10,22,88,"EMPTY","3x2",13.5166666666667,"0-3 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CIN",1,0,0.539328578332127
2022092900,3,1,10,47,57,"SHOTGUN","2x2",0.283333333333333,"12-15 min","local",1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,"CIN",1,1,0.764697906293557
2022092900,1,3,1,5,15,"SINGLEBACK","3x0",10.4333333333333,"3-6 min","local",1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,"rival",0,0,0.268058307648414
2022091103,3,3,8,27,83,"SHOTGUN","3x1",13.75,"0-3 min","local",1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-11,"CIN",1,1,0.907084225971788
2022091103,1,2,10,35,75,"SINGLEBACK","3x1",5.13333333333333,"9-12 min","local",1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,"CIN",0,1,0.659032987594543
2022091103,4,2,10,13,97,"SHOTGUN","3x1",2.9,"12-15 min","local",1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-6,"rival",1,1,0.835350041187627
2022091103,3,1,10,24,34,"SHOTGUN","2x2",7.68333333333333,"6-9 min","local",1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-11,"rival",1,1,0.686596795246843
2022110602,1,2,1,32,78,"SHOTGUN","2x2",12.4,"0-3 min","local",1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,"CIN",1,0,0.2154485411179
2022092900,2,2,5,30,40,"SHOTGUN","2x2",6.93333333333333,"6-9 min","local",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"CIN",1,1,0.717094199132677
2022091103,3,1,4,4,14,"SINGLEBACK","3x1",6.2,"6-9 min","local",1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-11,"rival",0,1,0.612161488633468
2022101605,2,2,4,31,79,"SHOTGUN","2x2",9.78333333333333,"3-6 min","visitante",1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-10,"CIN",0,1,0.664331206167953
2022092900,3,1,10,36,46,"I_FORM","2x1",13.5,"0-3 min","local",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"CIN",1,1,0.693774380598791
2022101605,1,2,2,42,52,"EMPTY","3x2",8.66666666666667,"6-9 min","visitante",1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-7,"CIN",1,1,0.739243260800293
2022103100,1,1,10,43,53,"SHOTGUN","3x1",6.16666666666667,"6-9 min","visitante",1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"CIN",1,1,0.74500702887385
2022101605,4,1,10,36,46,"EMPTY","3x2",6.53333333333333,"6-9 min","visitante",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,"rival",1,1,0.73927065317516
2022102302,4,1,10,48,62,"SINGLEBACK","3x1",4.91666666666667,"9-12 min","local",1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,18,"CIN",0,0,0.230297949739176
2022092506,2,2,4,4,106,"SHOTGUN","3x1",8.6,"6-9 min","visitante",1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,"rival",0,1,0.608217183663655
2022110602,1,1,10,47,63,"SHOTGUN","3x1",11.95,"3-6 min","local",1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"CIN",1,0,0.579172568370562
2022100913,4,2,1,1,109,"I_FORM","2x1",2,"12-15 min","visitante",1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,-6,"rival",0,0,0.225290257998021
2022091809,4,3,3,15,25,"SHOTGUN","3x1",1.23333333333333,"12-15 min","visitante",1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"CIN",1,1,0.94511520416883
2022100913,4,1,5,5,105,"SHOTGUN","2x2",2.66666666666667,"12-15 min","visitante",1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,-6,"rival",0,0,0.438190388896131
2022110602,1,1,10,18,28,"SINGLEBACK","2x1",11.2,"3-6 min","local",1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,"rival",0,0,0.248831839253455
2022110602,1,2,1,9,19,"SHOTGUN","2x2",10.45,"3-6 min","local",1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"rival",0,0,0.387244294564522
2022100913,3,2,6,29,81,"SHOTGUN","3x1",10.25,"3-6 min","visitante",1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-3,"CIN",1,1,0.639616508556211
2022091103,2,2,8,27,37,"SHOTGUN","3x1",8.25,"6-9 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14,"CIN",1,1,0.632672661551932
2022091103,5,3,4,38,48,"SHOTGUN","3x1",1.56666666666667,"12-15 min","local",1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"rival",1,1,0.94061180574007
2022091103,5,1,10,40,50,"SHOTGUN","2x2",6.13333333333333,"6-9 min","local",1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"rival",0,0,0.411275925514542
2022092900,1,3,8,39,71,"SHOTGUN","2x2",3.78333333333333,"9-12 min","local",1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,"CIN",1,1,0.94843355820772
2022110602,2,2,11,27,83,"SHOTGUN","2x2",9.95,"3-6 min","local",1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14,"rival",1,1,0.763712590477946
2022091103,2,1,10,43,67,"SHOTGUN","3x1",5.55,"9-12 min","local",1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-14,"rival",1,0,0.519265845399041
2022101605,1,1,10,34,44,"SHOTGUN","3x1",9.35,"3-6 min","visitante",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,"CIN",1,1,0.704083121998287
2022091809,3,3,4,41,69,"SHOTGUN","2x2",13.7666666666667,"0-3 min","visitante",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-14,"CIN",1,1,0.918066967214206
2022101605,1,2,9,9,101,"EMPTY","3x2",0.933333333333333,"12-15 min","visitante",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,"rival",1,1,0.875162403628075
2022091103,2,2,10,44,66,"SHOTGUN","2x2",2.61666666666667,"12-15 min","local",1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-14,"rival",0,1,0.798262475606745
2022091809,4,1,7,7,103,"SINGLEBACK","2x1",4.61666666666667,"9-12 min","visitante",1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-8,"rival",0,0,0.402580885487483
2022092900,4,1,10,36,46,"SINGLEBACK","2x1",7.18333333333333,"6-9 min","local",1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,"rival",0,0,0.216968419255803
2022091809,4,3,6,27,83,"SHOTGUN","3x1",6.11666666666667,"6-9 min","visitante",1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-8,"rival",1,1,0.923463636749581
2022092506,4,1,10,25,35,"SINGLEBACK","3x1",10.05,"3-6 min","visitante",1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,15,"CIN",1,1,0.634611680179939
2022092506,3,1,10,24,34,"SHOTGUN","3x1",14.1333333333333,"0-3 min","visitante",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"rival",1,1,0.704883157846093
2022103100,4,1,10,30,40,"EMPTY","3x2",5.61666666666667,"9-12 min","visitante",1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-19,"CIN",1,1,0.790965472787621
2022091103,5,1,10,37,73,"SINGLEBACK","3x1",8.26666666666667,"6-9 min","local",1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"CIN",0,1,0.679941424230014
2022103100,4,1,10,47,57,"SHOTGUN","2x2",7.96666666666667,"6-9 min","visitante",1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-26,"CIN",0,1,0.741783458448177
2022092900,4,3,13,39,49,"SHOTGUN","3x1",6.33333333333333,"6-9 min","local",1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,"rival",1,1,0.95624709401336
2022091809,4,2,10,17,27,"SHOTGUN","3x1",12.55,"0-3 min","visitante",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,"CIN",1,1,0.746583055483562
2022091103,2,1,4,4,106,"SHOTGUN","3x1",1.15,"12-15 min","local",1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-14,"rival",0,0,0.556789210940014
2022100913,1,2,10,36,74,"SHOTGUN","2x2",13.7333333333333,"0-3 min","visitante",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CIN",1,1,0.765179298412427
2022102302,1,2,2,2,12,"SINGLEBACK","2x2",5.58333333333333,"9-12 min","local",1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,7,"rival",0,0,0.39123343076178
2022100913,1,1,10,9,101,"EMPTY","3x2",2.85,"12-15 min","visitante",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,"CIN",0,1,0.811161263810688
2022110602,2,1,10,15,25,"SHOTGUN","2x2",2.03333333333333,"12-15 min","local",1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,28,"CIN",0,1,0.797667481828755
2022100913,1,2,12,29,81,"SHOTGUN","2x1",7.33333333333333,"6-9 min","visitante",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,"CIN",0,1,0.772268381582399
2022110602,3,3,1,28,38,"SINGLEBACK","3x1",2.31666666666667,"12-15 min","local",1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,35,"CIN",0,0,0.286687058544455
2022091103,1,1,10,25,85,"SHOTGUN","2x2",2.41666666666667,"12-15 min","local",1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,"CIN",1,0,0.588501854929883
2022092506,1,1,10,25,85,"SHOTGUN","2x2",15,"0-3 min","visitante",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CIN",1,1,0.67860691885045
2022092900,4,2,7,42,52,"SHOTGUN","3x1",2.96666666666667,"12-15 min","local",1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,"rival",1,0,0.555468163693989
2022102302,1,3,1,1,11,"SINGLEBACK","2x1",4.91666666666667,"9-12 min","local",1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,7,"rival",0,0,0.260540672690395
2022091103,4,1,10,29,81,"SHOTGUN","2x2",4.55,"9-12 min","local",1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-6,"rival",1,0,0.51174793707146
2022100913,4,1,10,23,87,"SHOTGUN","2x1",4.65,"9-12 min","visitante",1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-6,"rival",0,1,0.675464365060741
2022092900,4,3,2,2,12,"JUMBO","1x1",1.93333333333333,"12-15 min","local",1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,5,"rival",1,1,0.634132877476107
2022092506,3,2,10,28,38,"SHOTGUN","2x2",5.65,"9-12 min","visitante",1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,18,"rival",1,1,0.631237799030709
2022103100,1,3,5,30,40,"EMPTY","3x2",12.6333333333333,"0-3 min","visitante",1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"CIN",1,1,0.941005750308099
2022100913,2,1,10,48,58,"SHOTGUN","2x2",0.85,"12-15 min","visitante",1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-3,"CIN",1,1,0.807611606961263
2022110602,1,2,8,31,79,"SHOTGUN","3x1",4.88333333333333,"9-12 min","local",1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,7,"CIN",1,1,0.658752740291329
2022091103,3,2,5,30,80,"SINGLEBACK","2x2",14.3833333333333,"0-3 min","local",1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-11,"CIN",0,0,0.606069083300088
2022091103,4,1,1,1,109,"SINGLEBACK","2x2",2.81666666666667,"12-15 min","local",1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-6,"rival",0,0,0.463589733005861
